"group"	"year"	"y"	"x"
"716"	125	1992	1	1.58635616023093
"717"	126	1991	1	1.15212544146925
"718"	127	1991	1	1.75986330676824
"719"	128	1991	0	-1.27222138270736
"720"	128	1992	0	0.152128675021231
"721"	128	1993	0	-0.886350751854479
"722"	128	1994	0	-1.05514385737479
"723"	128	1995	0	0.198154496029019
"724"	128	1996	0	-0.559669180773199
"725"	128	1997	0	-0.639770624227822
"726"	128	1998	0	-0.863693805411458
"727"	128	1999	1	1.31634488143027
"728"	129	1991	0	0.225195019505918
"729"	129	1992	0	0.508032975718379
"730"	129	1993	0	-1.66867555212229
"731"	129	1994	1	1.08059335779399
"732"	130	1991	1	-1.70023997314274
"733"	131	1991	0	-0.800078392028809
"734"	131	1992	0	-0.672465208917856
"735"	131	1993	1	0.0427238615229726
"736"	132	1991	0	-0.142510592937469
"737"	132	1992	0	1.8438670868054
"738"	132	1993	0	0.330075336620212
"739"	132	1994	0	1.64055701903999
"740"	132	1995	0	-0.231634501367807
"741"	132	1996	0	-0.977613431401551
"742"	132	1997	0	0.378772136755288
"743"	132	1998	0	-0.494469891302288
"744"	132	1999	0	0.435111284255981
"745"	132	2000	0	-1.78606502804905
"746"	132	2001	0	-0.781519809737802
"747"	132	2002	0	-0.0183507464826107
"748"	132	2003	0	-1.72038719337434
"749"	132	2004	0	-1.4632767830044
"750"	132	2005	0	-1.97486700490117
"751"	132	2006	1	1.77587433904409
"752"	133	1991	0	-1.32460471428931
"753"	133	1992	1	-0.0179498111829162
"754"	134	1991	0	-0.585644808597863
"755"	134	1992	1	1.14940149243921
"756"	135	1991	1	0.281022978015244
"757"	136	1991	1	1.18981570005417
"758"	137	1991	0	-1.13027584459633
"759"	137	1992	0	-0.751062867231667
"760"	137	1993	0	-0.664563002996147
"761"	137	1994	0	0.923238852992654
"762"	137	1995	0	0.284094993956387
"763"	137	1996	0	-1.08778343256563
"764"	137	1997	0	0.730139014311135
"765"	137	1998	0	0.528034179471433
"766"	137	1999	0	1.74569448921829
"767"	137	2000	0	1.18170717637986
"768"	137	2001	0	0.195489737205207
"769"	137	2002	0	-1.04859431274235
"770"	137	2003	0	-0.934648768976331
"771"	137	2004	0	1.58320838212967
"772"	137	2005	0	-1.25302901491523
"773"	137	2006	0	0.353547121398151
"774"	137	2007	0	-0.622853415086865
"775"	137	2008	0	-0.986361933872104
"776"	137	2009	0	-1.39985182788223
"777"	137	2010	0	-0.274233613163233
"778"	137	2011	0	1.62674079835415
"779"	137	2012	0	-1.04940371774137
"780"	137	2013	0	-0.315434050746262
"781"	137	2014	0	-0.940608458593488
"782"	137	2015	0	-1.77707072161138
"783"	137	2016	0	-1.42239484097809
"784"	137	2017	0	-1.15713704470545
"785"	137	2018	0	1.44830142427236
"786"	137	2019	0	0.223819152452052
"787"	137	2020	0	-1.97358813881874
"788"	137	2021	0	-0.885669669136405
"789"	137	2022	0	0.02006009593606
"790"	137	2023	0	-1.82143705710769
"791"	137	2024	0	-1.34617668855935
"792"	137	2025	0	0.666919810697436
"793"	137	2026	0	1.57815679349005
"794"	137	2027	0	1.06779474578798
"795"	137	2028	0	-0.879222318530083
"796"	137	2029	1	1.41338973678648
"797"	138	1991	0	1.37539764121175
"798"	138	1992	0	0.83107912261039
"799"	138	1993	0	-0.454510265029967
"800"	138	1994	0	-0.794525616802275
"801"	138	1995	0	1.19932434801012
"802"	138	1996	0	-0.438275258056819
"803"	138	1997	0	-0.966019683517516
"804"	138	1998	0	0.404926037415862
"805"	138	1999	0	-1.90052194427699
"806"	138	2000	0	-1.11368561442941
"807"	138	2001	0	0.319401278160512
"808"	138	2002	0	0.502459802664816
"809"	138	2003	0	1.25693012401462
"810"	138	2004	0	0.428547855466604
"811"	138	2005	0	0.699696561321616
"812"	138	2006	0	-1.28022120147943
"813"	138	2007	1	1.10379383340478
"814"	139	1991	0	0.598510384559631
"815"	139	1992	0	1.86699876468629
"816"	139	1993	0	-0.910967298783362
"817"	139	1994	0	-0.824799608439207
"818"	139	1995	0	-1.98173615708947
"819"	139	1996	0	1.84368904773146
"820"	139	1997	0	-1.01356491819024
"821"	139	1998	0	1.43914362974465
"822"	139	1999	0	0.533528874628246
"823"	139	2000	0	0.299892420880497
"824"	139	2001	0	0.919716374948621
"825"	139	2002	0	1.79801728390157
"826"	139	2003	0	0.172035251744092
"827"	139	2004	0	1.14297913294286
"828"	139	2005	0	-0.0516170840710402
"829"	139	2006	0	1.20030581112951
"830"	139	2007	0	1.72139796055853
"831"	139	2008	0	0.310030722990632
"832"	139	2009	0	0.646961103193462
"833"	139	2010	0	0.895753408782184
"834"	139	2011	0	1.12469214200974
"835"	139	2012	0	-0.855300903320312
"836"	139	2013	1	1.44143287837505
"837"	140	1991	0	-1.43828566372395
"838"	140	1992	1	1.64942128956318
"839"	141	1991	1	1.80419245362282
"840"	142	1991	0	-1.68109904974699
"841"	142	1992	0	-0.0893629379570484
"842"	142	1993	0	1.37233999930322
"843"	142	1994	1	1.35010132659227
"844"	143	1991	1	1.37136039882898
"845"	144	1991	0	1.88332862406969
"846"	144	1992	1	1.8463554289192
"847"	145	1991	1	1.98796932492405
"848"	146	1991	0	1.22295822482556
"849"	146	1992	0	1.03965902142227
"850"	146	1993	0	0.24722573813051
"851"	146	1994	0	0.831119756214321
"852"	146	1995	0	-1.54562928993255
"853"	146	1996	1	1.72143179550767
"854"	147	1991	0	-0.673022766597569
"855"	147	1992	1	-0.686095363460481
"856"	148	1991	1	1.24942447897047
"857"	149	1991	0	-1.79330701567233
"858"	149	1992	0	-1.0086218174547
"859"	149	1993	0	1.8523438507691
"860"	149	1994	0	1.1117146788165
"861"	149	1995	1	0.88107091281563
"862"	150	1991	1	1.99054151028395
"863"	151	1991	0	0.418241453357041
"864"	151	1992	0	-0.545430167578161
"865"	151	1993	0	0.00284392386674881
"866"	151	1994	0	-0.513613658957183
"867"	151	1995	0	0.35918649006635
"868"	151	1996	0	0.224560492672026
"869"	151	1997	0	1.041758608073
"870"	151	1998	0	-0.0232219360768795
"871"	151	1999	0	-0.832996319048107
"872"	151	2000	0	0.560674593783915
"873"	151	2001	0	-1.85405056737363
"874"	151	2002	0	1.47153601795435
"875"	151	2003	0	0.512294009327888
"876"	151	2004	0	-1.52828914672136
"877"	151	2005	0	-0.245461665093899
"878"	151	2006	0	-0.794486280530691
"879"	151	2007	0	0.228305043652654
"880"	151	2008	0	0.376990240998566
"881"	151	2009	0	-1.92649415507913
"882"	151	2010	0	0.954845055937767
"883"	151	2011	0	-0.746199543587863
"884"	151	2012	0	-1.43171250540763
"885"	151	2013	0	1.94288859609514
"886"	151	2014	0	1.61632652487606
"887"	151	2015	0	-0.89765477180481
"888"	151	2016	0	-0.937098531983793
"889"	151	2017	0	1.94880369212478
"890"	151	2018	0	-0.533319381065667
"891"	151	2019	0	1.13621238712221
"892"	151	2020	0	1.22339811455458
"893"	151	2021	0	0.790058349259198
"894"	151	2022	0	-1.87320511881262
"895"	151	2023	0	-1.48998162895441
"896"	151	2024	0	0.857477067038417
"897"	151	2025	0	-1.21273879054934
"898"	151	2026	0	0.556368835270405
"899"	151	2027	0	1.51044510025531
"900"	151	2028	0	1.23753163591027
"901"	151	2029	0	-0.686188088729978
"902"	151	2030	0	-0.562561269849539
"903"	151	2031	0	-1.79132861737162
"904"	151	2032	0	-1.75606057327241
"905"	151	2033	0	0.905663708224893
"906"	151	2034	0	1.73633725754917
"907"	151	2035	1	1.4958418328315
"908"	152	1991	0	0.684935931116343
"909"	152	1992	0	1.2443023500964
"910"	152	1993	0	1.24626962188631
"911"	152	1994	1	1.92818744666874
"912"	153	1991	0	1.5148059790954
"913"	153	1992	0	1.23658078815788
"914"	153	1993	0	0.241855748929083
"915"	153	1994	0	0.999968308024108
"916"	153	1995	1	1.78770124725997
"917"	154	1991	0	0.364146688953042
"918"	154	1992	0	-0.608788853511214
"919"	154	1993	0	1.75999219715595
"920"	154	1994	0	0.669665918685496
"921"	154	1995	0	0.95709119271487
"922"	154	1996	0	0.033650578930974
"923"	154	1997	0	1.14546195790172
"924"	154	1998	0	-1.46672753896564
"925"	154	1999	0	-1.79180256091058
"926"	154	2000	0	0.454288864508271
"927"	154	2001	0	-1.05709496513009
"928"	154	2002	0	0.810260519385338
"929"	154	2003	0	-1.98013804852962
"930"	154	2004	0	0.0994044058024883
"931"	154	2005	0	1.50315540656447
"932"	154	2006	0	-1.81878193933517
"933"	154	2007	0	-1.11531109362841
"934"	154	2008	0	1.53980863001198
"935"	154	2009	0	-0.909014695324004
"936"	154	2010	0	-0.116043940186501
"937"	154	2011	0	-0.706832513213158
"938"	154	2012	0	-1.47448204550892
"939"	154	2013	0	-1.23415182903409
"940"	154	2014	0	-1.65966096986085
"941"	154	2015	0	-1.71477774623781
"942"	154	2016	0	-1.85710689984262
"943"	154	2017	0	0.569352055899799
"944"	154	2018	0	1.45389400143176
"945"	154	2019	0	1.07284149620682
"946"	154	2020	0	1.92528907302767
"947"	154	2021	0	1.89288874808699
"948"	154	2022	0	-1.63975122198462
"949"	154	2023	0	0.955352907069027
"950"	154	2024	0	1.18906578421593
"951"	154	2025	0	-1.01211282983422
"952"	154	2026	0	-0.818035333417356
"953"	154	2027	0	1.08348003122956
"954"	154	2028	0	-1.6278109177947
"955"	154	2029	0	0.716527358628809
"956"	154	2030	0	-0.367202530615032
"957"	154	2031	0	0.102939801290631
"958"	154	2032	0	-0.689073304645717
"959"	154	2033	0	-1.39152908790857
"960"	154	2034	0	1.45478239655495
"961"	154	2035	0	0.525655118748546
"962"	154	2036	0	0.101945427246392
"963"	154	2037	0	-1.37761458940804
"964"	154	2038	1	1.46189799718559
"965"	155	1991	0	0.131765276193619
"966"	155	1992	0	0.899659768678248
"967"	155	1993	0	0.011124542914331
"968"	155	1994	0	-0.935508325695992
"969"	155	1995	0	0.172724791802466
"970"	155	1996	0	-0.190672560594976
"971"	155	1997	0	-0.987292199395597
"972"	155	1998	0	-1.76008914969862
"973"	155	1999	0	0.0548597704619169
"974"	155	2000	0	0.2159134298563
"975"	155	2001	0	-0.928775765001774
"976"	155	2002	0	-1.51105502340943
"977"	155	2003	0	-1.78681074921042
"978"	155	2004	0	-1.12761496566236
"979"	155	2005	0	-0.897692484781146
"980"	155	2006	0	0.515661076642573
"981"	155	2007	0	-1.12029428314418
"982"	155	2008	0	1.88397423550487
"983"	155	2009	0	0.407070389948785
"984"	155	2010	0	-0.0403625573962927
"985"	155	2011	0	-1.11098996177316
"986"	155	2012	0	0.249982448294759
"987"	155	2013	0	-1.21096740942448
"988"	155	2014	0	1.32924453448504
"989"	155	2015	0	-1.73652585782111
"990"	155	2016	0	1.67496406473219
"991"	155	2017	0	-1.94311666488647
"992"	155	2018	0	1.28770685102791
"993"	155	2019	0	1.12773660942912
"994"	155	2020	0	0.703524107113481
"995"	155	2021	0	-1.87057107314467
"996"	155	2022	0	-0.424149763770401
"997"	155	2023	1	1.38844979088753
"998"	156	1991	0	0.707017861306667
"999"	156	1992	0	-1.88762422464788
"1000"	156	1993	0	-1.87635674979538
