NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CYTOSOLIC_DNA-SENSING_PATHWAY	CYTOSOLIC_DNA-SENSING_PATHWAY		32	-0.38365403	-0.94558233	0.61546284	1.0	1.0	1512	tags=28%, list=18%, signal=34%	
CHOLINERGIC_SYNAPSE	CHOLINERGIC_SYNAPSE		58	-0.36822662	-0.9449926	0.63126254	1.0	1.0	3942	tags=62%, list=47%, signal=115%	
DNA_REPLICATION	DNA_REPLICATION		17	-0.41458383	-0.9444613	0.59183675	1.0	1.0	1151	tags=24%, list=14%, signal=27%	
PANCREATIC_CANCER	PANCREATIC_CANCER		56	-0.36416465	-0.9434366	0.653575	1.0	1.0	3261	tags=46%, list=39%, signal=75%	
LEISHMANIASIS	LEISHMANIASIS		36	-0.3808701	-0.943265	0.64220184	1.0	1.0	3020	tags=31%, list=36%, signal=47%	
ARACHIDONIC_ACID_METABOLISM	ARACHIDONIC_ACID_METABOLISM		19	-0.40664613	-0.9424241	0.6183369	1.0	1.0	3863	tags=47%, list=46%, signal=87%	
ALCOHOLISM	ALCOHOLISM		70	-0.3547507	-0.94220895	0.6476476	1.0	1.0	3224	tags=39%, list=38%, signal=62%	
TYPE_II_DIABETES_MELLITUS	TYPE_II_DIABETES_MELLITUS		24	-0.39597553	-0.94032586	0.61642414	1.0	1.0	2485	tags=33%, list=29%, signal=47%	
TGF-BETA_SIGNALING_PATHWAY	TGF-BETA_SIGNALING_PATHWAY		53	-0.36462653	-0.93916225	0.65160644	1.0	1.0	3539	tags=36%, list=42%, signal=61%	
OLFACTORY_TRANSDUCTION	OLFACTORY_TRANSDUCTION		22	-0.3973051	-0.9338095	0.63862926	1.0	1.0	3130	tags=45%, list=37%, signal=72%	
CHOLINE_METABOLISM_IN_CANCER	CHOLINE_METABOLISM_IN_CANCER		63	-0.3570472	-0.9331685	0.663992	1.0	1.0	2724	tags=35%, list=32%, signal=51%	
CHEMICAL_CARCINOGENESIS	CHEMICAL_CARCINOGENESIS		19	-0.4003467	-0.9328045	0.6268499	1.0	1.0	2684	tags=37%, list=32%, signal=54%	
INSULIN_SECRETION	INSULIN_SECRETION		37	-0.37034953	-0.93262345	0.6396761	1.0	1.0	3223	tags=54%, list=38%, signal=87%	
JAK-STAT_SIGNALING_PATHWAY	JAK-STAT_SIGNALING_PATHWAY		67	-0.35908538	-0.9324058	0.68136275	0.9971758	1.0	3265	tags=40%, list=39%, signal=65%	
PROTEIN_PROCESSING_IN_ENDOPLASMIC_RETICULUM	PROTEIN_PROCESSING_IN_ENDOPLASMIC_RETICULUM		127	-0.34970358	-0.9316177	0.719	0.9931199	1.0	3990	tags=52%, list=47%, signal=97%	
FRUCTOSE_AND_MANNOSE_METABOLISM	FRUCTOSE_AND_MANNOSE_METABOLISM		15	-0.4137318	-0.92680615	0.62061405	1.0	1.0	2180	tags=27%, list=26%, signal=36%	
SYNAPTIC_VESICLE_CYCLE	SYNAPTIC_VESICLE_CYCLE		36	-0.3715105	-0.9263556	0.6376518	0.9963881	1.0	4195	tags=61%, list=50%, signal=121%	
VALINE,_LEUCINE_AND_ISOLEUCINE_DEGRADATION	VALINE,_LEUCINE_AND_ISOLEUCINE_DEGRADATION		28	-0.3892451	-0.9263023	0.64419085	0.9905957	1.0	1866	tags=29%, list=22%, signal=37%	
BLADDER_CANCER	BLADDER_CANCER		30	-0.37850678	-0.925361	0.66292137	0.9873771	1.0	2341	tags=37%, list=28%, signal=51%	
BREAST_CANCER	BREAST_CANCER		69	-0.35285872	-0.9246716	0.68637276	0.9834564	1.0	2341	tags=29%, list=28%, signal=40%	
ADHERENS_JUNCTION	ADHERENS_JUNCTION		57	-0.3555153	-0.92373484	0.6796797	0.9802921	1.0	3261	tags=46%, list=39%, signal=74%	
TIGHT_JUNCTION	TIGHT_JUNCTION		100	-0.34918	-0.92318654	0.735	0.9761348	1.0	1738	tags=21%, list=21%, signal=26%	
HEPATITIS_B	HEPATITIS_B		97	-0.34693843	-0.9230782	0.725	0.9708665	1.0	3942	tags=54%, list=47%, signal=99%	
EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION		48	-0.36052692	-0.9223072	0.6851665	0.96734	1.0	3627	tags=52%, list=43%, signal=91%	
THYROID_HORMONE_SIGNALING_PATHWAY	THYROID_HORMONE_SIGNALING_PATHWAY		79	-0.35237294	-0.9202752	0.708	0.96745616	1.0	3172	tags=46%, list=37%, signal=72%	
PANCREATIC_SECRETION	PANCREATIC_SECRETION		38	-0.3651649	-0.920163	0.66464645	0.9622466	1.0	3252	tags=53%, list=38%, signal=85%	
HIF-1_SIGNALING_PATHWAY	HIF-1_SIGNALING_PATHWAY		69	-0.3558838	-0.9196203	0.6966967	0.95822287	1.0	716	tags=16%, list=8%, signal=17%	
SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		22	-0.38630465	-0.91959554	0.6418219	0.95290196	1.0	3798	tags=55%, list=45%, signal=99%	
NEUROTROPHIN_SIGNALING_PATHWAY	NEUROTROPHIN_SIGNALING_PATHWAY		80	-0.35250497	-0.91798794	0.7274549	0.95171815	1.0	3745	tags=49%, list=44%, signal=87%	
LONG-TERM_DEPRESSION	LONG-TERM_DEPRESSION		35	-0.36686945	-0.9119709	0.68501526	0.9617949	1.0	698	tags=14%, list=8%, signal=16%	
HIPPO_SIGNALING_PATHWAY	HIPPO_SIGNALING_PATHWAY		82	-0.34497973	-0.91165245	0.73	0.9573369	1.0	3261	tags=44%, list=39%, signal=71%	
OXIDATIVE_PHOSPHORYLATION	OXIDATIVE_PHOSPHORYLATION		100	-0.34347743	-0.911291	0.737	0.952984	1.0	3846	tags=42%, list=45%, signal=76%	
B_CELL_RECEPTOR_SIGNALING_PATHWAY	B_CELL_RECEPTOR_SIGNALING_PATHWAY		46	-0.3564042	-0.9032327	0.6911469	0.9682291	1.0	2341	tags=28%, list=28%, signal=39%	
AMYOTROPHIC_LATERAL_SCLEROSIS_(ALS)	AMYOTROPHIC_LATERAL_SCLEROSIS_(ALS)		28	-0.37184897	-0.90262926	0.67622954	0.96440285	1.0	3850	tags=57%, list=45%, signal=104%	
THYROID_HORMONE_SYNTHESIS	THYROID_HORMONE_SYNTHESIS		35	-0.36031258	-0.89486665	0.7099391	0.977561	1.0	3223	tags=43%, list=38%, signal=69%	
ALZHEIMER_DISEASE	ALZHEIMER_DISEASE		128	-0.33244783	-0.88752955	0.823	0.9890528	1.0	3172	tags=36%, list=37%, signal=57%	
MTOR_SIGNALING_PATHWAY	MTOR_SIGNALING_PATHWAY		89	-0.33501428	-0.88618493	0.7957958	0.9866924	1.0	1774	tags=22%, list=21%, signal=28%	
VEGF_SIGNALING_PATHWAY	VEGF_SIGNALING_PATHWAY		34	-0.3556073	-0.88546824	0.7372188	0.9830493	1.0	3909	tags=62%, list=46%, signal=114%	
PARATHYROID_HORMONE_SYNTHESIS,_SECRETION_AND_ACTION	PARATHYROID_HORMONE_SYNTHESIS,_SECRETION_AND_ACTION		69	-0.33859867	-0.8836504	0.77231693	0.98181957	1.0	3705	tags=49%, list=44%, signal=87%	
CYSTEINE_AND_METHIONINE_METABOLISM	CYSTEINE_AND_METHIONINE_METABOLISM		26	-0.36789626	-0.8807471	0.72004133	0.9827986	1.0	1616	tags=31%, list=19%, signal=38%	
MAPK_SIGNALING_PATHWAY	MAPK_SIGNALING_PATHWAY		177	-0.32520327	-0.880118	0.872	0.9789195	1.0	2800	tags=32%, list=33%, signal=47%	
C-TYPE_LECTIN_RECEPTOR_SIGNALING_PATHWAY	C-TYPE_LECTIN_RECEPTOR_SIGNALING_PATHWAY		66	-0.33967832	-0.87944144	0.77532595	0.9751752	1.0	3199	tags=44%, list=38%, signal=70%	
INFLAMMATORY_MEDIATOR_REGULATION_OF_TRP_CHANNELS	INFLAMMATORY_MEDIATOR_REGULATION_OF_TRP_CHANNELS		45	-0.3477503	-0.8761806	0.7653575	0.976741	1.0	3745	tags=53%, list=44%, signal=95%	
SEROTONERGIC_SYNAPSE	SEROTONERGIC_SYNAPSE		40	-0.3459841	-0.87553495	0.73508596	0.9730003	1.0	3130	tags=38%, list=37%, signal=59%	
FLUID_SHEAR_STRESS_AND_ATHEROSCLEROSIS	FLUID_SHEAR_STRESS_AND_ATHEROSCLEROSIS		86	-0.3315088	-0.87388366	0.819	0.9716216	1.0	3252	tags=40%, list=38%, signal=64%	
HEPATOCELLULAR_CARCINOMA	HEPATOCELLULAR_CARCINOMA		89	-0.33103424	-0.86976075	0.8228228	0.97488075	1.0	3261	tags=37%, list=39%, signal=60%	
TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY	TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY		49	-0.34049696	-0.8679878	0.77878785	0.97330165	1.0	3705	tags=49%, list=44%, signal=87%	
VIBRIO_CHOLERAE_INFECTION	VIBRIO_CHOLERAE_INFECTION		38	-0.34765851	-0.86703074	0.7632653	0.9702973	1.0	3434	tags=45%, list=41%, signal=75%	
THYROID_CANCER	THYROID_CANCER		28	-0.36252794	-0.8652454	0.73422956	0.96866953	1.0	2630	tags=36%, list=31%, signal=52%	
CENTRAL_CARBON_METABOLISM_IN_CANCER	CENTRAL_CARBON_METABOLISM_IN_CANCER		39	-0.34180433	-0.86024773	0.7672065	0.9730534	1.0	919	tags=18%, list=11%, signal=20%	
ENDOMETRIAL_CANCER	ENDOMETRIAL_CANCER		42	-0.34320298	-0.8572937	0.7850656	0.9736315	1.0	967	tags=17%, list=11%, signal=19%	
WNT_SIGNALING_PATHWAY	WNT_SIGNALING_PATHWAY		75	-0.32647127	-0.8524555	0.826	0.97698694	1.0	3990	tags=48%, list=47%, signal=90%	
RNA_TRANSPORT	RNA_TRANSPORT		105	-0.31700802	-0.8435197	0.878	0.9867335	1.0	3954	tags=50%, list=47%, signal=94%	
IL-17_SIGNALING_PATHWAY	IL-17_SIGNALING_PATHWAY		43	-0.33295447	-0.8409736	0.800813	0.9858797	1.0	1911	tags=21%, list=23%, signal=27%	
COLORECTAL_CANCER	COLORECTAL_CANCER		58	-0.32530895	-0.83717996	0.8239437	0.98720795	1.0	3768	tags=47%, list=45%, signal=83%	
HERPES_SIMPLEX_VIRUS_1_INFECTION	HERPES_SIMPLEX_VIRUS_1_INFECTION		166	-0.308891	-0.8335863	0.929	0.9876382	1.0	3036	tags=35%, list=36%, signal=53%	
GLUCAGON_SIGNALING_PATHWAY	GLUCAGON_SIGNALING_PATHWAY		59	-0.32074916	-0.83177876	0.8433735	0.98555315	1.0	3223	tags=39%, list=38%, signal=63%	
SIGNALING_PATHWAYS_REGULATING_PLURIPOTENCY_OF_STEM_CELLS	SIGNALING_PATHWAYS_REGULATING_PLURIPOTENCY_OF_STEM_CELLS		61	-0.31930503	-0.82656586	0.842	0.98836243	1.0	3837	tags=52%, list=45%, signal=95%	
GAP_JUNCTION	GAP_JUNCTION		54	-0.31837007	-0.8196637	0.8443775	0.99315023	1.0	3559	tags=46%, list=42%, signal=79%	
STAPHYLOCOCCUS_AUREUS_INFECTION	STAPHYLOCOCCUS_AUREUS_INFECTION		22	-0.35019088	-0.8194796	0.7687434	0.98865217	1.0	732	tags=9%, list=9%, signal=10%	
FC_EPSILON_RI_SIGNALING_PATHWAY	FC_EPSILON_RI_SIGNALING_PATHWAY		40	-0.32346925	-0.817862	0.8255578	0.9861723	1.0	3925	tags=58%, list=46%, signal=107%	
CELL_CYCLE	CELL_CYCLE		72	-0.3123933	-0.8163653	0.886	0.98342	1.0	1827	tags=22%, list=22%, signal=28%	
GLIOMA	GLIOMA		51	-0.30886418	-0.78831565	0.8791541	1.0	1.0	3928	tags=51%, list=46%, signal=95%	
INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION		16	-0.34897318	-0.7865166	0.8032258	1.0	1.0	901	tags=13%, list=11%, signal=14%	
GASTRIC_CANCER	GASTRIC_CANCER		61	-0.3035644	-0.7859877	0.9006024	1.0	1.0	1634	tags=20%, list=19%, signal=24%	
MRNA_SURVEILLANCE_PATHWAY	MRNA_SURVEILLANCE_PATHWAY		59	-0.30690202	-0.7854351	0.8915663	1.0	1.0	3249	tags=32%, list=38%, signal=52%	
GNRH_SIGNALING_PATHWAY	GNRH_SIGNALING_PATHWAY		55	-0.30587676	-0.7852734	0.88554215	0.9977362	1.0	3745	tags=49%, list=44%, signal=87%	
PEROXISOME	PEROXISOME		37	-0.3123804	-0.7840139	0.8622087	0.99450624	1.0	2103	tags=27%, list=25%, signal=36%	
LYSOSOME	LYSOSOME		86	-0.29810447	-0.78277147	0.919	0.99130213	1.0	3556	tags=40%, list=42%, signal=67%	
ESTROGEN_SIGNALING_PATHWAY	ESTROGEN_SIGNALING_PATHWAY		79	-0.29690576	-0.7821422	0.9108216	0.9873721	1.0	3223	tags=35%, list=38%, signal=57%	
ACUTE_MYELOID_LEUKEMIA	ACUTE_MYELOID_LEUKEMIA		49	-0.3081973	-0.78138995	0.88877654	0.98363614	1.0	1644	tags=20%, list=19%, signal=25%	
RNA_DEGRADATION	RNA_DEGRADATION		53	-0.3013635	-0.7751876	0.89134806	0.9856765	1.0	3191	tags=38%, list=38%, signal=60%	
RENAL_CELL_CARCINOMA	RENAL_CELL_CARCINOMA		48	-0.30433917	-0.7738611	0.8789102	0.9824916	1.0	3789	tags=48%, list=45%, signal=86%	
PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM		61	-0.29869908	-0.76903045	0.9169169	0.98263687	1.0	3762	tags=41%, list=44%, signal=73%	
GLYCOSPHINGOLIPID_BIOSYNTHESIS	GLYCOSPHINGOLIPID_BIOSYNTHESIS		15	-0.34452832	-0.7683546	0.8263215	0.9789042	1.0	25	tags=7%, list=0%, signal=7%	
PYRIMIDINE_METABOLISM	PYRIMIDINE_METABOLISM		28	-0.3177117	-0.76811403	0.84958506	0.97480583	1.0	1778	tags=25%, list=21%, signal=32%	
NF-KAPPA_B_SIGNALING_PATHWAY	NF-KAPPA_B_SIGNALING_PATHWAY		52	-0.29993027	-0.76597106	0.890121	0.9723891	1.0	1998	tags=23%, list=24%, signal=30%	
PROTEIN_EXPORT	PROTEIN_EXPORT		21	-0.32552928	-0.7599339	0.8356021	0.97345483	1.0	1137	tags=14%, list=13%, signal=16%	
MELANOMA	MELANOMA		42	-0.29973134	-0.7574651	0.8900101	0.9714312	1.0	1632	tags=19%, list=19%, signal=23%	
INFLAMMATORY_BOWEL_DISEASE_(IBD)	INFLAMMATORY_BOWEL_DISEASE_(IBD)		25	-0.3061392	-0.73116815	0.8701973	0.98760647	1.0	3825	tags=40%, list=45%, signal=73%	
AUTOPHAGY	AUTOPHAGY		97	-0.2735047	-0.7266873	0.968	0.98628354	1.0	3705	tags=40%, list=44%, signal=71%	
CALCIUM_SIGNALING_PATHWAY	CALCIUM_SIGNALING_PATHWAY		78	-0.27486518	-0.71999705	0.963	0.98639107	1.0	3195	tags=38%, list=38%, signal=61%	
ENDOCRINE_AND_OTHER_FACTOR-REGULATED_CALCIUM_REABSORPTION	ENDOCRINE_AND_OTHER_FACTOR-REGULATED_CALCIUM_REABSORPTION		29	-0.29453808	-0.7144717	0.8963039	0.9855054	1.0	1947	tags=21%, list=23%, signal=27%	
SPHINGOLIPID_METABOLISM	SPHINGOLIPID_METABOLISM		23	-0.29893127	-0.71237224	0.8866944	0.9826044	1.0	3418	tags=48%, list=40%, signal=80%	
PROGESTERONE-MEDIATED_OOCYTE_MATURATION	PROGESTERONE-MEDIATED_OOCYTE_MATURATION		55	-0.2747466	-0.70945096	0.9447791	0.98006284	1.0	1074	tags=15%, list=13%, signal=17%	
BASAL_TRANSCRIPTION_FACTORS	BASAL_TRANSCRIPTION_FACTORS		29	-0.28743693	-0.70503837	0.9035897	0.9784206	1.0	3414	tags=45%, list=40%, signal=75%	
UBIQUITIN_MEDIATED_PROTEOLYSIS	UBIQUITIN_MEDIATED_PROTEOLYSIS		105	-0.26146358	-0.6952932	0.985	0.9796801	1.0	2874	tags=30%, list=34%, signal=44%	
LONG-TERM_POTENTIATION	LONG-TERM_POTENTIATION		39	-0.2773321	-0.6900295	0.93047035	0.978574	1.0	3909	tags=49%, list=46%, signal=90%	
CIRCADIAN_RHYTHM	CIRCADIAN_RHYTHM		21	-0.2883745	-0.67722917	0.9212185	0.9806899	1.0	2241	tags=19%, list=26%, signal=26%	
PROSTATE_CANCER	PROSTATE_CANCER		68	-0.25277537	-0.6578568	0.976977	0.9848603	1.0	3964	tags=49%, list=47%, signal=91%	
ERBB_SIGNALING_PATHWAY	ERBB_SIGNALING_PATHWAY		60	-0.24436079	-0.6272813	0.984985	0.9917355	1.0	738	tags=12%, list=9%, signal=13%	
NUCLEOTIDE_EXCISION_REPAIR	NUCLEOTIDE_EXCISION_REPAIR		30	-0.24405922	-0.59631735	0.9649485	0.9965312	1.0	1334	tags=13%, list=16%, signal=16%	
INOSITOL_PHOSPHATE_METABOLISM	INOSITOL_PHOSPHATE_METABOLISM		48	-0.2247236	-0.5752948	0.987891	0.9973085	1.0	3762	tags=38%, list=44%, signal=67%	
HEDGEHOG_SIGNALING_PATHWAY	HEDGEHOG_SIGNALING_PATHWAY		26	-0.2298282	-0.5590001	0.97828335	0.9962295	1.0	2519	tags=23%, list=30%, signal=33%	
OOCYTE_MEIOSIS	OOCYTE_MEIOSIS		72	-0.21299422	-0.55853546	0.996997	0.99226665	1.0	1247	tags=13%, list=15%, signal=15%	
GLYCOSAMINOGLYCAN_BIOSYNTHESIS	GLYCOSAMINOGLYCAN_BIOSYNTHESIS		26	-0.20854534	-0.5041601	0.99482936	0.9952942	1.0	4236	tags=50%, list=50%, signal=100%	
