Setting random seed to 1.
Reading data from stdin.
Reading model from /home/bt/model_params_for_cpp.txt.
Model read successfully.
Building history structure.
Calculating individual history link log likelihoods.
Unit,Link,EventType,Time,PatientID,LogLik
0,2048,0,228.066648,2043,-1.015918281
0,2049,1,228.067648,2043,-0.0120594
0,2050,2,228.421194,2043,-inf
0,2051,3,228.422194,2043,-0.0120594
0,2052,0,228.523091,2312,-inf
0,2053,0,228.997866,2338,-inf
0,2054,1,228.998866,2338,-0.0140693
0,2055,1,229.211513,2290,-2.991794437
0,2056,3,229.212513,2290,-0.0140693
0,2057,1,229.374736,2328,-1.956312046
0,2058,3,229.375736,2328,-0.0120594
0,2059,0,229.567467,2346,-inf
0,2060,1,229.568467,2346,-0.0120594
0,2061,0,229.853684,2349,-inf
0,2062,1,229.854684,2349,-0.0140693
0,2063,1,229.913723,2322,-0.8306374027
0,2064,3,229.914723,2322,-0.0140693
0,2065,1,229.925161,2349,-0.1258760172
0,2066,3,229.926161,2349,-0.0120594
0,2067,0,230.062726,2296,-1.423727687
0,2068,1,230.505508,2338,-5.339685251
0,2069,3,230.506508,2338,-0.0120594
0,2070,0,230.710095,2357,-inf
0,2071,1,230.711095,2357,-0.0120594
0,2072,0,230.828946,2334,-inf
0,2073,0,231.09839,2339,-inf
0,2074,2,231.222167,2334,-inf
0,2075,3,231.222167,2334,0
0,2076,1,231.621564,2319,-5.619236212
0,2077,3,231.622564,2319,-0.0140693
0,2078,1,232.011634,2346,-4.691950758
0,2079,3,232.012634,2346,-0.0120594
0,2080,1,232.018509,2339,-0.0590408125
0,2081,3,232.019509,2339,-0.0100495
0,2082,1,232.298205,2357,-2.240604362
0,2083,3,232.299205,2357,-0.0080396
0,2084,1,232.389922,2296,-0.5469962949
0,2085,3,232.389922,2296,0
0,2086,0,232.92452,931,-inf
0,2087,0,233.374909,2377,-inf
0,2088,2,233.375909,2377,-inf
0,2089,0,233.95147,2366,-inf
0,2090,0,234.004498,2381,-inf
0,2091,1,234.005498,2381,-0.0120594
0,2092,1,234.109382,2312,-1.25277871
0,2093,3,234.109382,2312,0
0,2094,1,234.245487,931,-1.367787197
0,2095,3,234.245487,931,0
0,2096,0,234.395204,2341,-inf
0,2097,2,234.403693,2377,-inf
0,2098,3,234.404693,2377,-0.0100495
0,2099,0,234.43117,2359,-inf
0,2100,0,234.44774,2380,-inf
0,2101,0,234.621921,2391,-inf
0,2102,1,234.622921,2391,-0.0140693
0,2103,1,234.655153,2359,-0.4534816776
0,2104,3,234.656153,2359,-0.0140693
0,2105,1,234.702872,2381,-0.5634031086
0,2106,3,234.703872,2381,-0.0120594
0,2107,1,234.897897,2391,-1.949854238
0,2108,3,234.898897,2391,-0.0100495
0,2109,0,235.289147,1548,-inf
0,2110,1,235.350506,1548,-0.6166272705
0,2111,3,235.350506,1548,0
0,2112,1,235.46626,2380,-0.9306158584
0,2113,3,235.46626,2380,0
0,2114,0,235.756511,2343,-inf
0,2115,0,235.88414,2384,-inf
0,2116,1,236.06136,2384,-1.78097239
0,2117,3,236.06136,2384,0
0,2118,0,236.283474,2315,-inf
0,2119,1,236.284474,2315,-0.0100495
0,2120,1,236.694504,2341,-4.120596485
0,2121,3,236.694504,2341,0
0,2122,1,237.025668,2315,-2.662426094
0,2123,3,237.026668,2315,-0.0080396
0,2124,0,238.173987,2360,-inf
0,2125,1,238.391463,2343,-1.74842005
0,2126,3,238.391463,2343,0
0,2127,0,238.450458,2387,-inf
0,2128,1,238.451458,2387,-0.0080396
0,2129,1,240.440924,2366,-15.99451085
0,2130,3,240.441924,2366,-0.0080396
0,2131,0,240.474062,2437,-inf
0,2132,2,240.475062,2437,-inf
0,2133,0,240.84444,2063,-3.307119209
0,2134,0,241.04374,1114,-inf
0,2135,0,241.207124,2190,-2.19497098
0,2136,1,241.208124,2190,-0.0140693
0,2137,0,241.393066,2353,-inf
0,2138,0,241.42746,2446,-inf
0,2139,2,241.42846,2446,-inf
0,2140,0,241.614683,2444,-inf
0,2141,0,241.793784,2442,-inf
0,2142,2,242.044436,2437,-inf
0,2143,3,242.045436,2437,-0.0221089
0,2144,0,242.168321,2455,-inf
0,2145,1,242.169321,2455,-0.0221089
0,2146,1,242.232331,2063,-1.393081789
0,2147,3,242.233331,2063,-0.0221089
0,2148,2,242.350285,2446,-inf
0,2149,3,242.351285,2446,-0.020099
0,2150,2,242.35182,2444,-inf
0,2151,3,242.35282,2444,-0.0180891
0,2152,1,242.498242,2353,-2.338269422
0,2153,3,242.498242,2353,0
0,2154,1,242.97841,2190,-6.755627642
0,2155,3,242.97941,2190,-0.0140693
0,2156,0,243.017257,2451,-inf
0,2157,0,243.729912,2470,-inf
0,2158,1,243.730912,2470,-0.0160792
0,2159,1,244.208554,2387,-7.680101246
0,2160,3,244.209554,2387,-0.0160792
0,2161,2,244.306497,1114,-inf
0,2162,1,244.306916,2451,-0.0058950367
0,2163,3,244.307497,1114,-0.0081742633
0,2164,3,244.307916,2451,-0.0050528886
0,2165,0,244.433008,2478,-inf
0,2166,0,244.479268,2479,-inf
0,2167,1,244.480268,2479,-0.0140693
0,2168,0,244.958125,2480,-inf
0,2169,1,244.959125,2480,-0.0160792
0,2170,1,245.028585,2442,-1.116861232
0,2171,3,245.028585,2442,0
0,2172,0,245.641194,2488,-inf
0,2173,0,245.86929,2445,-inf
0,2174,0,245.912376,2196,-inf
0,2175,0,245.928081,2475,-inf
0,2176,0,245.976181,2466,-inf
0,2177,2,246.349536,2466,-inf
0,2178,3,246.349536,2466,0
0,2179,1,246.352692,2478,-0.0697756884
0,2180,3,246.353692,2478,-0.0221089
0,2181,1,246.541553,2475,-3.775818239
0,2182,3,246.542553,2475,-0.020099
0,2183,1,246.591389,2455,-0.8833992876
0,2184,3,246.592389,2455,-0.0180891
0,2185,0,246.870445,2492,-inf
0,2186,1,246.889151,2488,-0.3383747046
0,2187,3,246.889151,2488,0
0,2188,1,246.960183,2480,-1.142137734
0,2189,3,246.961183,2480,-0.0160792
0,2190,0,247.393298,2502,-inf
0,2191,1,247.720143,2502,-5.255406124
0,2192,3,247.721143,2502,-0.0160792
0,2193,1,247.872478,2196,-2.129177515
0,2194,3,247.872478,2196,0
0,2195,1,248.215177,2445,-4.132744321
0,2196,3,248.215177,2445,0
0,2197,1,248.238495,2479,-0.234334241
0,2198,3,248.239495,2479,-0.0100495
0,2199,1,248.367949,2360,-1.032718778
0,2200,3,248.368949,2360,-0.0080396
0,2201,0,248.717296,2511,-inf
0,2202,1,248.980301,2492,-2.114454998
0,2203,3,248.980301,2492,0
0,2204,1,249.187982,2470,-1.252254126
0,2205,3,249.188982,2470,-0.0060297
0,2206,0,249.958966,2476,-inf
0,2207,0,250.266761,2499,-inf
0,2208,0,250.367969,2513,-inf
0,2209,1,250.491471,2513,-1.241133349
0,2210,3,250.492471,2513,-0.0100495
0,2211,0,250.552935,2529,-inf
0,2212,1,250.553935,2529,-0.0100495
0,2213,2,250.802727,2529,-inf
0,2214,3,250.803727,2529,-0.0100495
0,2215,0,251.056468,2532,-inf
0,2216,1,251.057468,2532,-0.0100495
0,2217,1,251.181915,2532,-1.250630127
0,2218,3,251.182915,2532,-0.0100495
0,2219,0,251.439222,2522,-inf
0,2220,1,251.60874,2499,-1.703571141
0,2221,3,251.60874,2499,0
0,2222,0,251.675783,1218,-inf
0,2223,2,251.676783,1218,-inf
0,2224,2,251.98865,1218,-inf
0,2225,3,251.98965,1218,-0.0100495
0,2226,0,252.272835,2539,-inf
0,2227,1,252.291361,2476,-0.186177037
0,2228,3,252.292361,2476,-0.0100495
0,2229,1,252.472495,2511,-1.448205306
0,2230,3,252.472495,2511,0
0,2231,0,253.084363,2553,-inf
0,2232,0,253.246785,2527,-inf
0,2233,1,253.339646,2522,-0.9332066195
0,2234,3,253.340646,2522,-0.0100495
0,2235,0,253.378126,2559,-inf
0,2236,0,253.45908,2560,-inf
0,2237,1,253.46008,2560,-0.0120594
0,2238,1,253.868305,2527,-4.922948565
0,2239,3,253.869305,2527,-0.0120594
0,2240,0,253.984922,2562,-inf
0,2241,1,254.447616,2560,-5.579812024
0,2242,3,254.448615,2560,-0.0120473406
0,2243,0,254.899234,2550,-inf
0,2244,0,254.987718,2571,-inf
0,2245,1,255.294164,2571,-4.311480708
0,2246,3,255.294164,2571,0
0,2247,0,255.352451,2575,-inf
0,2248,0,255.389237,2360,-0.5877561498
0,2249,1,255.435214,2539,-0.7392733784
0,2250,3,255.435214,2539,0
0,2251,1,255.580174,2562,-2.039485728
0,2252,3,255.581174,2562,-0.0140693
0,2253,1,255.725005,2559,-1.734515561
0,2254,3,255.726005,2559,-0.0120594
0,2255,0,255.860672,185,-inf
0,2256,1,256.12101,2360,-3.139520077
0,2257,3,256.12201,2360,-0.0120594
0,2258,0,256.725269,2586,-inf
0,2259,1,256.726269,2586,-0.0120594
0,2260,1,256.729261,2575,-0.0360817248
0,2261,3,256.730261,2575,-0.0120594
0,2262,2,256.878759,185,-inf
0,2263,3,256.879759,185,-0.0100495
0,2264,1,256.913275,2553,-0.2694552336
0,2265,3,256.914275,2553,-0.0080396
0,2266,0,257.563771,1271,-inf
0,2267,0,257.801175,1057,-inf
0,2268,1,257.802175,1057,-0.0100495
0,2269,0,257.89104,2594,-inf
0,2270,1,257.89204,2594,-0.0120594
0,2271,1,258.097342,2550,-2.475818939
0,2272,3,258.098342,2550,-0.0120594
0,2273,0,258.243176,2598,-inf
0,2274,1,258.244176,2598,-0.0120594
0,2275,0,258.489091,2566,-inf
0,2276,0,258.75111,2605,-inf
0,2277,2,258.752111,2605,-inf
0,2278,1,258.879312,2594,-2.045290319
0,2279,3,258.880312,2594,-0.0160792
0,2280,1,258.954123,2586,-1.038469102
0,2281,3,258.955123,2586,-0.0140693
0,2282,0,259.005419,2607,-inf
0,2283,2,259.552811,2605,-inf
0,2284,3,259.553811,2605,-0.0140693
0,2285,0,259.689317,2614,-inf
0,2286,1,259.690317,2614,-0.0140693
0,2287,0,260.276957,2622,-inf
0,2288,1,260.277957,2622,-0.0160792
0,2289,1,260.344003,2566,-1.061966843
0,2290,3,260.345003,2566,-0.0160792
0,2291,1,260.748295,2622,-5.674036136
0,2292,3,260.749295,2622,-0.0140693
0,2293,0,260.962016,2634,-inf
0,2294,1,260.963016,2634,-0.0140693
0,2295,0,260.987019,2635,-inf
0,2296,1,260.988019,2635,-0.0160792
0,2297,0,261.353132,2626,-inf
0,2298,2,261.451675,1271,-inf
0,2299,3,261.451675,1271,0
0,2300,0,261.477326,2647,-inf
0,2301,1,261.478326,2647,-0.0180891
0,2302,1,261.517887,2598,-0.7156228851
0,2303,3,261.518887,2598,-0.0180891
0,2304,0,261.542195,2585,-inf
0,2305,0,261.947499,2650,-inf
0,2306,1,262.038,2647,-1.818979599
0,2307,3,262.039,2647,-0.020099
0,2308,1,262.103404,2626,-1.165010396
0,2309,3,262.104404,2626,-0.0180891
0,2310,0,262.593937,1651,-inf
0,2311,0,262.614823,2658,-inf
0,2312,1,262.615823,2658,-0.020099
0,2313,0,262.640971,2660,-inf
0,2314,1,262.641971,2660,-0.0221089
0,2315,1,263.044403,2585,-8.897328845
0,2316,3,263.044403,2585,0
0,2317,0,263.51867,2669,-inf
0,2318,2,263.51967,2669,-inf
0,2319,0,263.56616,2670,-inf
0,2320,1,263.56716,2670,-0.0241188
0,2321,0,263.616796,2616,-inf
0,2322,0,263.688779,2665,-inf
0,2323,0,263.803571,2671,-inf
0,2324,1,263.804571,2671,-0.0301485
0,2325,0,263.829833,2518,-inf
0,2326,1,263.930991,2665,-3.253079427
0,2327,3,263.930991,2665,0
0,2328,1,263.943725,2635,-0.383910999
0,2329,3,263.944725,2635,-0.0301485
0,2330,0,263.968643,2615,-inf
0,2331,1,264.077489,2615,-3.281543631
0,2332,3,264.077489,2615,0
0,2333,0,264.15087,2637,-inf
0,2334,1,264.252873,2607,-3.075237446
0,2335,3,264.253873,2607,-0.0301485
0,2336,1,264.260177,2518,-0.1773857344
0,2337,3,264.261177,2518,-0.0281386
0,2338,1,264.319366,2660,-1.520402924
0,2339,3,264.320366,2660,-0.0261287
0,2340,1,264.426769,2658,-2.566312676
0,2341,3,264.427769,2658,-0.0241188
0,2342,1,264.617918,1057,-4.203985226
0,2343,3,264.618918,1057,-0.0221089
0,2344,0,264.645489,2673,-inf
0,2345,2,264.785565,2669,-inf
0,2346,3,264.786565,2669,-0.0221089
0,2347,0,264.834815,2576,-inf
0,2348,1,265.091865,2576,-5.683092745
0,2349,3,265.092865,2576,-0.0221089
0,2350,0,265.253577,2639,-inf
0,2351,1,265.372912,2614,-2.638365581
0,2352,3,265.373912,2614,-0.0221089
0,2353,1,265.540406,1651,-3.346362906
0,2354,3,265.541406,1651,-0.020099
0,2355,1,265.545855,2673,-0.0804784059
0,2356,3,265.546855,2673,-0.0180891
0,2357,0,265.720693,2667,-inf
0,2358,0,265.833016,2697,-inf
0,2359,1,265.946457,2634,-2.280050659
0,2360,3,265.947457,2634,-0.020099
0,2361,0,265.978464,2545,-inf
0,2362,1,266.494037,2545,-10.36250173
0,2363,3,266.495037,2545,-0.020099
0,2364,1,266.854378,2650,-6.500155283
0,2365,3,266.854378,2650,0
0,2366,2,267.357426,2637,-inf
0,2367,0,267.358357,2663,-inf
0,2368,3,267.358426,2637,-0.0012481479
0,2369,0,267.644351,407,-6.79313984
0,2370,1,267.829732,407,-3.353375447
0,2371,1,267.830163,2667,-0.007796402101
0,2372,3,267.830732,407,-0.0102926979
0,2373,3,267.831163,2667,-0.0069301352
0,2374,0,268.056937,2610,-inf
0,2375,0,268.475966,2720,-inf
0,2376,0,268.524479,2700,-inf
0,2377,0,268.534239,2710,-inf
0,2378,0,268.536165,2721,-inf
0,2379,1,268.537165,2721,-0.0241188
0,2380,1,268.685508,2639,-3.577855148
0,2381,3,268.685508,2639,0
0,2382,0,269.100644,2614,-9.21546763
0,2383,1,269.121314,2671,-0.498535596
0,2384,3,269.122314,2671,-0.0241188
0,2385,1,269.13229,2610,-0.2205583864
0,2386,3,269.13229,2610,0
0,2387,1,269.135465,2670,-0.063814325
0,2388,3,269.136465,2670,-0.020099
0,2389,0,269.29751,2589,-inf
0,2390,1,269.366497,2710,-1.386569713
0,2391,3,269.367497,2710,-0.020099
0,2392,0,269.387643,2729,-inf
0,2393,1,269.388643,2729,-0.020099
0,2394,1,269.445338,2720,-1.139512805
0,2395,3,269.445338,2720,0
0,2396,1,269.637413,2663,-3.474463882
0,2397,3,269.637413,2663,0
0,2398,0,270.065962,2708,-inf
0,2399,0,270.140634,2736,-inf
0,2400,1,270.141634,2736,-0.020099
0,2401,1,270.2775,2616,-2.730770734
0,2402,3,270.2785,2616,-0.020099
0,2403,0,270.921695,2733,-inf
0,2404,1,270.922714,2708,-0.020480881
0,2405,3,270.922714,2708,0
0,2406,1,270.984966,2700,-1.126082653
0,2407,3,270.984966,2700,0
0,2408,0,271.229133,2707,-inf
0,2409,1,271.273625,2697,-0.8048202372
0,2410,3,271.274625,2697,-0.0180891
0,2411,1,271.377681,2736,-1.657058035
0,2412,3,271.378681,2736,-0.0160792
0,2413,1,271.849831,2614,-6.628750695
0,2414,3,271.849831,2614,0
0,2415,1,272.549729,2589,-8.440349941
0,2416,3,272.549729,2589,0
0,2417,0,272.942117,2766,-inf
0,2418,1,272.943117,2766,-0.0120594
0,2419,1,273.19087,2766,-2.987752528
0,2420,3,273.19187,2766,-0.0120594
0,2421,1,273.334771,2733,-1.436083599
0,2422,3,273.334771,2733,0
0,2423,1,274.050333,2729,-5.752832255
0,2424,3,274.051333,2729,-0.0080396
0,2425,0,274.207239,2704,-inf
0,2426,0,274.249001,2778,-inf
0,2427,1,274.250001,2778,-0.0100495
0,2428,1,274.493035,2704,-2.442370183
0,2429,3,274.494035,2704,-0.0100495
0,2430,0,274.649506,2616,-1.293634712
0,2431,0,274.751894,2780,-inf
0,2432,0,274.775236,2749,-inf
0,2433,0,274.930964,2702,-inf
0,2434,1,275.14359,2780,-3.418855979
0,2435,3,275.14459,2780,-0.0160792
0,2436,0,275.505452,2644,-inf
0,2437,0,275.629862,2730,-inf
0,2438,1,275.94454,2616,-5.69224181
0,2439,3,275.94454,2616,0
0,2440,1,276.309271,2707,-5.864582695
0,2441,3,276.309271,2707,0
0,2442,1,276.336441,2721,-0.382262881
0,2443,3,276.337441,2721,-0.0140693
0,2444,1,276.378219,2749,-0.4917582132
0,2445,3,276.378219,2749,0
0,2446,0,276.632046,2796,-inf
0,2447,1,276.633046,2796,-0.0120594
0,2448,1,277.028294,2644,-4.766453731
0,2449,3,277.029294,2644,-0.0120594
0,2450,1,277.063504,2702,-0.343793395
0,2451,3,277.064504,2702,-0.0100495
0,2452,0,278.225605,2772,-inf
0,2453,1,278.293491,2730,-0.682220357
0,2454,3,278.293491,2730,0
0,2455,0,278.467678,2811,-inf
0,2456,1,278.468678,2811,-0.0100495
0,2457,1,278.693554,2796,-2.259891362
0,2458,3,278.694554,2796,-0.0100495
0,2459,1,278.774208,2772,-0.6403862984
0,2460,3,278.775208,2772,-0.0080396
0,2461,0,278.835594,2771,-inf
0,2462,0,279.040401,1943,-2.512396967
0,2463,1,279.041401,1943,-0.0100495
0,2464,0,279.070595,2803,-inf
0,2465,0,279.07516,2652,-inf
0,2466,1,279.420961,2803,-4.865178009
0,2467,3,279.420961,2803,0
0,2468,1,280.093265,2811,-8.107582858
0,2469,3,280.094265,2811,-0.0120594
0,2470,0,280.143588,2819,-inf
0,2471,1,280.144588,2819,-0.0120594
0,2472,1,280.359524,2652,-2.591999198
0,2473,3,280.360524,2652,-0.0120594
0,2474,1,280.734551,2771,-3.758784337
0,2475,3,280.734551,2771,0
0,2476,0,280.787982,2393,-inf
0,2477,1,280.788982,2393,-0.0100495
0,2478,1,280.896236,2778,-1.077849073
0,2479,3,280.897236,2778,-0.0100495
0,2480,0,281.22576,2831,-inf
0,2481,1,281.22676,2831,-0.0100495
0,2482,1,281.381053,2831,-1.550567503
0,2483,3,281.382052,2831,-0.0100394505
0,2484,1,281.663979,2819,-2.266580309
0,2485,3,281.664979,2819,-0.0080396
0,2486,1,281.819343,2393,-0.9307686108
0,2487,3,281.820343,2393,-0.0060297
0,2488,0,281.855635,2836,-inf
0,2489,1,281.856635,2836,-0.0060297
0,2490,1,281.962668,1943,-0.6393471801
0,2491,3,281.963668,1943,-0.0060297
0,2492,0,283.000187,2846,-inf
0,2493,1,283.001187,2846,-0.0060297
0,2494,0,283.397014,1397,-inf
0,2495,1,283.547103,2836,-1.206655524
0,2496,3,283.548103,2836,-0.0080396
0,2497,0,283.617649,2081,-inf
0,2498,0,283.715974,2817,-inf
0,2499,0,283.735706,2840,-inf
0,2500,0,283.897866,2854,-inf
0,2501,1,283.898866,2854,-0.0140693
0,2502,0,284.096878,2856,-inf
0,2503,1,284.097878,2856,-0.0160792
0,2504,1,284.124469,2856,-0.4275620072
0,2505,3,284.125469,2856,-0.0160792
0,2506,1,284.332363,2846,-2.910853754
0,2507,3,284.333363,2846,-0.0140693
0,2508,1,284.977432,2840,-7.767085699
0,2509,3,284.977432,2840,0
0,2510,1,285.117614,2854,-1.408759009
0,2511,3,285.118614,2854,-0.0100495
0,2512,1,285.134035,1397,-0.1239786716
0,2513,3,285.134035,1397,0
0,2514,0,285.20034,2702,-0.4811576185
0,2515,0,285.702096,2689,-inf
0,2516,0,285.767847,2835,-inf
0,2517,1,285.795919,2702,-0.3385314768
0,2518,3,285.795919,2702,0
0,2519,0,285.876801,2837,-inf
0,2520,0,286.503717,2875,-inf
0,2521,1,286.504717,2875,-0.0140693
0,2522,1,287.407857,2875,-12.7065476
0,2523,3,287.408857,2875,-0.0140693
0,2524,0,287.510616,2888,-inf
0,2525,1,287.511616,2888,-0.0140693
0,2526,0,287.602477,2393,-1.336172007
0,2527,1,287.616525,2081,-0.2258806016
0,2528,3,287.617525,2081,-0.0160792
0,2529,0,287.735925,2351,-inf
0,2530,1,287.736925,2351,-0.0160792
0,2531,0,288.211259,292,-inf
0,2532,1,288.212259,292,-0.0180891
0,2533,1,288.309047,292,-1.750807811
0,2534,3,288.310047,292,-0.0180891
0,2535,1,288.683546,2689,-6.005565121
0,2536,3,288.684546,2689,-0.0160792
0,2537,1,288.963139,2817,-3.919608495
0,2538,3,288.964139,2817,-0.0140693
0,2539,1,289.057552,2835,-1.126504732
0,2540,3,289.058552,2835,-0.0120594
0,2541,0,289.111563,2895,-inf
0,2542,0,289.120837,2782,-inf
0,2543,1,289.383733,2393,-3.698762693
0,2544,3,289.383733,2393,0
0,2545,1,289.439981,2351,-0.6783171312
0,2546,3,289.440981,2351,-0.0120594
0,2547,0,289.626866,2901,-inf
0,2548,1,289.627866,2901,-0.0120594
0,2549,1,289.937297,2901,-3.731552201
0,2550,3,289.938297,2901,-0.0120594
0,2551,1,289.986731,2895,-0.486737483
0,2552,3,289.986731,2895,0
0,2553,1,290.141315,2888,-1.242793526
0,2554,3,290.142315,2888,-0.0080396
0,2555,1,290.322236,2782,-1.084869654
0,2556,3,290.322236,2782,0
0,2557,0,290.512118,2909,-inf
0,2558,1,290.791984,2837,-1.68750802
0,2559,3,290.792984,2837,-0.0060297
0,2560,0,291.348252,1268,-inf
0,2561,1,291.349252,1268,-0.0060297
0,2562,0,291.860353,2919,-inf
0,2563,1,292.135371,2909,-2.211034713
0,2564,3,292.135371,2909,0
0,2565,0,292.162132,2899,-inf
0,2566,0,292.228088,2931,-inf
0,2567,1,292.229088,2931,-0.0100495
0,2568,0,292.439705,2928,-inf
0,2569,0,292.573873,2934,-inf
0,2570,1,292.574873,2934,-0.0140693
0,2571,2,292.747407,2899,-inf
0,2572,3,292.747407,2899,0
0,2573,0,293.180297,2940,-inf
0,2574,1,293.181297,2940,-0.0140693
0,2575,0,293.321367,2941,-inf
0,2576,0,293.322042,2942,-inf
0,2577,1,293.322367,2941,-0.0058789575
0,2578,1,293.323042,2942,-0.0122101425
0,2579,0,293.358145,2944,-inf
0,2580,1,293.359145,2944,-0.020099
0,2581,1,293.483929,2931,-2.508033616
0,2582,3,293.484929,2931,-0.020099
0,2583,1,293.633718,2944,-2.6914591
0,2584,3,293.634718,2944,-0.0180891
0,2585,0,293.924547,2926,-inf
0,2586,1,294.085815,1268,-2.917192979
0,2587,3,294.086815,1268,-0.0180891
0,2588,1,294.11773,2940,-0.497088468
0,2589,3,294.11873,2940,-0.0160792
0,2590,1,294.18589,2941,-0.944894188
0,2591,3,294.18689,2941,-0.0140693
0,2592,0,294.333056,2958,-inf
0,2593,1,294.334056,2958,-0.0140693
0,2594,0,294.351219,2950,-inf
0,2595,0,294.458061,2930,-inf
0,2596,1,294.690534,2930,-4.205227344
0,2597,3,294.690534,2930,0
0,2598,0,294.691441,2966,-inf
0,2599,1,294.692441,2966,-0.0180891
0,2600,1,294.814655,2958,-2.210741267
0,2601,3,294.815655,2958,-0.0180891
0,2602,0,294.993489,2821,-inf
0,2603,0,295.04496,2952,-inf
0,2604,0,295.12003,2970,-inf
0,2605,1,295.12103,2970,-0.0221089
0,2606,0,295.129162,1896,-inf
0,2607,1,295.130162,1896,-0.0241188
0,2608,2,295.226102,2950,-inf
0,2609,3,295.226102,2950,0
0,2610,0,295.674319,2945,-inf
0,2611,0,295.784214,2913,-inf
0,2612,1,295.917553,2919,-3.483974729
0,2613,3,295.917553,2919,0
0,2614,1,295.937215,1896,-0.4742238456
0,2615,3,295.938215,1896,-0.0241188
0,2616,1,295.981836,2952,-0.9644123269
0,2617,3,295.982836,2952,-0.0221089
0,2618,0,297.206188,2985,-inf
0,2619,1,297.207188,2985,-0.0221089
0,2620,0,297.321325,2987,-inf
0,2621,1,297.322325,2987,-0.0241188
0,2622,1,297.450856,2987,-3.100013483
0,2623,3,297.451856,2987,-0.0241188
0,2624,1,297.637726,2934,-4.109381243
0,2625,3,297.638726,2934,-0.0221089
0,2626,0,297.7649,920,-inf
0,2627,1,297.885344,2821,-2.662884352
0,2628,3,297.885344,2821,0
0,2629,1,297.926832,2926,-0.833867312
0,2630,3,297.927832,2926,-0.020099
0,2631,1,298.032233,920,-1.888520129
0,2632,3,298.033233,920,-0.0180891
0,2633,1,298.099588,2945,-1.066935316
0,2634,3,298.100588,2945,-0.0160792
0,2635,1,298.20235,2966,-1.431720107
0,2636,3,298.20335,2966,-0.0140693
0,2637,0,298.263971,3000,-inf
0,2638,1,298.264971,3000,-0.0140693
0,2639,0,298.409736,3001,-inf
0,2640,1,298.410736,3001,-0.0160792
0,2641,0,298.471013,3003,-inf
0,2642,1,298.472013,3003,-0.0180891
0,2643,0,298.47524,2927,-inf
0,2644,0,298.631358,3007,-inf
0,2645,1,298.632358,3007,-0.0221089
0,2646,0,298.688246,2996,-inf
0,2647,1,298.753104,3000,-1.56429713
0,2648,3,298.754104,3000,-0.0241188
0,2649,0,298.780895,2989,-inf
0,2650,1,298.927038,3001,-3.524793788
0,2651,3,298.928038,3001,-0.0241188
0,2652,0,298.95847,2567,-inf
0,2653,0,298.988498,2932,-inf
0,2654,1,299.079071,2927,-2.366554745
0,2655,3,299.079071,2927,0
0,2656,1,299.09513,2567,-0.3873238092
0,2657,3,299.09613,2567,-0.0241188
0,2658,0,299.554111,3004,-inf
0,2659,1,299.63069,3007,-1.846993585
0,2660,3,299.63169,3007,-0.0241188
0,2661,0,299.673406,3017,-inf
0,2662,1,299.674406,3017,-0.0241188
0,2663,1,299.808091,2932,-3.224321778
0,2664,3,299.809091,2932,-0.0241188
0,2665,0,299.841211,3018,-inf
0,2666,1,299.891834,2928,-1.220966012
0,2667,3,299.892834,2928,-0.0241188
0,2668,0,299.928359,2733,-1.051354553
0,2669,1,299.929358,2733,-0.0240946812
0,2670,0,300.065314,3008,-inf
0,2671,2,300.092033,2996,-inf
0,2672,3,300.092033,2996,0
0,2673,1,300.147805,3017,-1.345153714
0,2674,3,300.148805,3017,-0.0241188
0,2675,1,300.163357,2913,-0.3217287128
0,2676,3,300.163357,2913,0
0,2677,0,300.188095,3022,-inf
0,2678,1,300.240954,2985,-1.168654345
0,2679,3,300.241954,2985,-0.0221089
0,2680,0,300.42341,2991,-inf
0,2681,0,300.665689,2994,-inf
0,2682,1,300.872949,2991,-4.998862488
0,2683,3,300.873949,2991,-0.0241188
0,2684,0,300.922065,2972,-inf
0,2685,0,300.933063,3014,-inf
0,2686,1,300.937834,2994,-0.1246600277
0,2687,3,300.937834,2994,0
0,2688,0,301.09979,920,-3.936849943
0,2689,0,301.228234,3021,-inf
0,2690,1,301.598764,920,-10.42619546
0,2691,3,301.598764,920,0
0,2692,1,301.730963,2942,-3.454188011
0,2693,3,301.731963,2942,-0.0261287
0,2694,1,301.774909,2989,-1.035805985
0,2695,3,301.775909,2989,-0.0241188
0,2696,1,302.119474,3003,-7.595844229
0,2697,3,302.120474,3003,-0.0221089
0,2698,0,302.174702,1750,-inf
0,2699,0,302.37816,3046,-inf
0,2700,1,302.519466,3046,-3.408131153
0,2701,3,302.520466,3046,-0.0241188
0,2702,1,302.571972,2733,-1.138741003
0,2703,3,302.572972,2733,-0.0221089
0,2704,1,302.59958,3021,-0.534794192
0,2705,3,302.60058,3021,-0.020099
0,2706,1,302.639155,3014,-0.6977870325
0,2707,3,302.639155,3014,0
0,2708,0,302.657546,2507,-inf
0,2709,0,302.777495,3052,-inf
0,2710,2,302.778495,3052,-inf
0,2711,1,302.937246,2972,-3.190736349
0,2712,3,302.938246,2972,-0.020099
0,2713,1,303.297822,2970,-6.504406222
0,2714,3,303.298822,2970,-0.0180891
0,2715,1,303.523871,2507,-3.618607881
0,2716,3,303.524871,2507,-0.0160792
0,2717,1,303.534704,1750,-0.1383434269
0,2718,3,303.534704,1750,0
0,2719,0,303.546539,3047,-inf
0,2720,1,303.915979,3018,-5.197762192
