scientificName,scientificNameGenBank,class,order,family,genus,dbid,gbAccession,gene,length,organelle,catalogNumber,country,publishedAs,publishedIn,publishedBy,date,decimalLatitude,decimalLongitude
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684469,MZ504533.1,coi,699,mitochondrion,17571,Brazil: Maués-Açu- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.390489,-57.722472
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684515,MZ504556.1,coi,645,mitochondrion,16815,Brazil: Manacapuru- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.211747,-60.756853
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684409,MZ504503.1,coi,690,mitochondrion,17570,Brazil: Maués-Açu- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.390489,-57.722472
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684499,MZ504548.1,coi,699,mitochondrion,17450,Brazil: Tocantins- Tucuruí- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.831206,-49.648347
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684491,MZ504544.1,coi,612,mitochondrion,17452,Brazil: Tocantins- Limoeiro_Baía do Marapatá- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-1.895453,-49.355981
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684389,MZ504493.1,coi,699,mitochondrion,17448,Brazil: Tocantins- Tucuruí- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.831206,-49.648347
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684517,MZ504557.1,coi,645,mitochondrion,16823,Brazil: Manacapuru- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.211747,-60.756853
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684377,MZ504487.1,coi,659,mitochondrion,11549,Brazil: Tapajós-upper Itaituba Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-4.548861,-56.269083
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684387,MZ504492.1,coi,639,mitochondrion,4599,"Brazil: Confluence Araguaia-Tocantins rivers,Pará",Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-5.362639,-48.773389
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684455,MZ504526.1,coi,699,mitochondrion,1611,Brazil: Tapajós- Jacareacanga- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-6.276008,-57.739997
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684617,MZ504607.1,coi,639,mitochondrion,2751,Brazil: Santa Izabel- Araguaia Pará-Tocantins,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-6.148939,-48.360739
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684463,MZ504530.1,coi,699,mitochondrion,17572,Brazil: Maués-Açu- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.390489,-57.722472
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684529,MZ504563.1,coi,627,mitochondrion,2159,Brazil: Jari- Iratapuru-Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-0.549908,-52.580592
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684373,MZ504485.1,coi,659,mitochondrion,1607,Brazil: Tapajós- Jacareacanga- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-6.276008,-57.739997
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684533,MZ504565.1,coi,627,mitochondrion,2165,Brazil: Jari- Iratapuru-Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-0.549908,-52.580592
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684425,MZ504511.1,coi,663,mitochondrion,1191,Brazil: Paru- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-1.501489,-52.682106
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684467,MZ504532.1,coi,699,mitochondrion,17581,Brazil: Maués-Açu- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.4491,-57.735325
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684477,MZ504537.1,coi,699,mitochondrion,17646,Brazil: Trombetas- Lago Mussurá- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-1.467592,-56.308361
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684487,MZ504542.1,coi,688,mitochondrion,17449,Brazil: Tocantins- Tucuruí- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.831206,-49.648347
Geophagus_altifrons,Geophagus altifrons,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684471,MZ504534.1,coi,699,mitochondrion,17573,Brazil: Maués-Açu- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.390489,-57.722472
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684555,MZ504576.1,coi,658,mitochondrion,1657,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.8193,-52.612814
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684583,MZ504590.1,coi,567,mitochondrion,1908,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.852711,-52.879078
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684557,MZ504577.1,coi,645,mitochondrion,1760,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.842072,-52.751328
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684585,MZ504591.1,coi,555,mitochondrion,1909,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.852711,-52.879078
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684577,MZ504587.1,coi,594,mitochondrion,1837,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.943908,-53.019256
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684589,MZ504593.1,coi,615,mitochondrion,2052,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.868097,-52.896144
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684587,MZ504592.1,coi,588,mitochondrion,2029,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.868097,-52.896144
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684561,MZ504579.1,coi,657,mitochondrion,1758,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.842072,-52.751328
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684581,MZ504589.1,coi,585,mitochondrion,2043,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.868097,-52.896144
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684579,MZ504588.1,coi,585,mitochondrion,1905,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.852711,-52.879078
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684559,MZ504578.1,coi,657,mitochondrion,1756,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.842072,-52.751328
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684591,MZ504594.1,coi,657,mitochondrion,1858,Brazil: Iriri- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.943908,-53.019256
Geophagus_argyrostictus,Geophagus argyrostictus,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684563,MZ504580.1,coi,628,mitochondrion,11060,Brazil: Iriri-Xingu- Pará,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.823611,-52.678611
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037388877,MZ050945.1,coi,651,mitochondrion,GF15-016,"French Guiana: Maripasoula, Lawa River, Taluen",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,3.3833,-54.0553
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037389699,MZ051356.1,coi,651,mitochondrion,GF15-006,"French Guiana: Maripasoula, Lawa River, Taluen",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,3.3833,-54.0553
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037390575,MZ051794.1,coi,861,mitochondrion,SU08-194,"Suriname: Sipaliwini, Sipaliwini, Tapanahony River, Kumaru Konde Sula",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,3.366,-55.4321
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037389315,MZ051164.1,coi,827,mitochondrion,GFSU14-361,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Langa Soula",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,2.8586,-53.9773
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037389057,MZ051035.1,coi,651,mitochondrion,GF15-231,"French Guiana: Maripasoula, Tampok River, Cayode",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,3.3901,-53.926
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037390607,MZ051810.1,coi,651,mitochondrion,GF15-282,"French Guiana: Maripasoula, Tampok River, Cayode",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,3.3901,-53.926
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037390399,MZ051706.1,coi,829,mitochondrion,GFSU14-415,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Langa Soula",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,2.8586,-53.9773
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037389029,MZ051021.1,coi,829,mitochondrion,GFSU14-116,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,2.6769,-53.9993
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037389051,MZ051032.1,coi,828,mitochondrion,GFSU14-147,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,2.6769,-53.9993
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037390319,MZ051666.1,coi,861,mitochondrion,SU08-195,"Suriname: Sipaliwini, Sipaliwini, Tapanahony River, Kumaru Konde Sula",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,3.366,-55.4321
Geophagus_harreri,Geophagus harreri,Teleostei,Cichliformes,Cichlidae,Geophagus,2037388677,MZ050845.1,coi,832,mitochondrion,SU08-805,"Suriname: Sipaliwini, Sipaliwini, Maroni River, Tapanahony River, Kumaru Konde Sula (MCC 04)",Genetic landscape clustering of a large DNA barcoding data set reveals shared patterns of genetic divergence among freshwater fishes of the Maroni Basin,Mol Ecol Resour (2021) In press,"Papa,Y.",19-MAY-2021,3.366,-55.4321
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684155,MZ504376.1,coi,651,mitochondrion,230,Brazil: Jaci Paraná -Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-9.454833,-64.403861
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684139,MZ504368.1,coi,678,mitochondrion,229,Brazil: Jaci Paraná -Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-9.454833,-64.403861
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684183,MZ504390.1,coi,582,mitochondrion,300,Brazil: Mamoré- Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.821233,-65.32885
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684167,MZ504382.1,coi,633,mitochondrion,9414,Brazil: Mamoré- Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.821233,-65.32885
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684173,MZ504385.1,coi,648,mitochondrion,8016,Brazil: Cautário- Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-12.182806,-64.584222
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684147,MZ504372.1,coi,663,mitochondrion,17640,Brazil: Mamirauá- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.403719,-64.813118
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684151,MZ504374.1,coi,672,mitochondrion,17641,Brazil: Mamirauá- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.40372,-64.813119
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684185,MZ504391.1,coi,585,mitochondrion,8017,Brazil: Cautário- Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-12.182806,-64.584222
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684171,MZ504384.1,coi,648,mitochondrion,3307,Brazil: Cautário- Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-12.182806,-64.584222
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684179,MZ504388.1,coi,651,mitochondrion,8033,Brazil: Manicore- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-5.824222,-61.320028
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684153,MZ504375.1,coi,672,mitochondrion,17644,Brazil: Mamirauá- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.403722,-64.813121
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684141,MZ504369.1,coi,678,mitochondrion,299,Brazil: Mamoré- Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.821233,-65.32885
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684165,MZ504381.1,coi,633,mitochondrion,7032,Brazil: Machado- Calama-Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-8.083083,-62.876194
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684181,MZ504389.1,coi,672,mitochondrion,17643,Brazil: Mamirauá- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.403721,-64.81312
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684149,MZ504373.1,coi,663,mitochondrion,17645,Brazil: Mamirauá- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-3.403723,-64.813122
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684175,MZ504386.1,coi,648,mitochondrion,8760,Brazil: Manicore- Amazonas,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-5.824222,-61.320028
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684157,MZ504377.1,coi,651,mitochondrion,233,Brazil: Jaci Paraná -Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-9.454833,-64.403861
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684163,MZ504380.1,coi,633,mitochondrion,239,Brazil: Jaci Paraná -Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-9.454833,-64.403861
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684177,MZ504387.1,coi,648,mitochondrion,104034,"Brazil: Flona Ipixuna, Ipixuna river- Amazonas",Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-6.318056,-63.361944
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684145,MZ504371.1,coi,547,mitochondrion,7040,Brazil: Machado- Calama-Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-8.076778,-62.888806
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684161,MZ504379.1,coi,633,mitochondrion,234,Brazil: Jaci Paraná -Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-9.454833,-64.403861
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684159,MZ504378.1,coi,633,mitochondrion,232,Brazil: Jaci Paraná -Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-9.454833,-64.403861
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684143,MZ504370.1,coi,645,mitochondrion,298,Brazil: Mamoré- Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.821233,-65.32885
Geophagus_megasema,Geophagus megasema,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684169,MZ504383.1,coi,651,mitochondrion,695,Brazil: Cuniã- Rondônia,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-8.318444,-63.497361
Geophagus_mirabilis,Geophagus mirabilis,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684317,MZ504457.1,coi,651,mitochondrion,11528,Brazil: Aripuanã- near Dardabelos- Mato Grosso,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.213772,-59.457367
Geophagus_mirabilis,Geophagus mirabilis,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684319,MZ504458.1,coi,651,mitochondrion,11530,Brazil: Aripuanã- near Dardabelos- Mato Grosso,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.213772,-59.457367
Geophagus_mirabilis,Geophagus mirabilis,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684315,MZ504456.1,coi,510,mitochondrion,11527,Brazil: Aripuanã- near Dardabelos- Mato Grosso,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.213772,-59.457367
Geophagus_mirabilis,Geophagus mirabilis,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684321,MZ504459.1,coi,651,mitochondrion,11529,Brazil: Aripuanã- near Dardabelos- Mato Grosso,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.213772,-59.457367
Geophagus_mirabilis,Geophagus mirabilis,Teleostei,Cichliformes,Cichlidae,Geophagus,2063684323,MZ504460.1,coi,648,mitochondrion,11531,Brazil: Aripuanã- near Dardabelos- Mato Grosso,Mapping the hidden diversity of the Geophagus sensu stricto species group (Cichlidae: Geophagini) from the Amazon basin,Unpublished,"Ximenes,A.M.",25-OCT-2021,-10.213772,-59.457367
Geophagus_neambi,Geophagus neambi,Teleostei,Cichliformes,Cichlidae,Geophagus,2624869649,OR732921.1,coi,620,mitochondrion,450_TOC,"Brazil: Tocantins, North, Lajeado, upstream of the dam","Identification of fish specimens of the Tocantins River, Brazil, using DNA barcoding","J Fish Biol 104 (6), 1924-1939 (2024)","Lima,R.C.",06-DEC-2023,-9.797,-48.376
