LEVEL	NAME	ROLLUP	ASSIGN	TAXID	REL_ABU
genus	Psychrobacter	2	0	497	0.0000
genus	Shewanella	2	1	22	0.0000
genus	Nocardiopsis	2	1	2013	0.0000
genus	Thalassobaculum	2	0	526215	0.0000
genus	Thiohalocapsa	2	0	85079	0.0000
genus	Litoreibacter	2	0	947567	0.0000
genus	Pragia	2	0	82984	0.0000
genus	Amphibacillus	2	0	29331	0.0000
genus	Mongoliimonas	2	0	2027874	0.0000
genus	Burkholderia	2	0	32008	0.0000
genus	Bordetella	2	0	517	0.0000
genus	Inquilinus	2	0	171673	0.0000
genus	Enterovibrio	2	0	188143	0.0000
genus	Oceanicaulis	2	1	153232	0.0000
genus	Thermoactinomyces	2	0	2023	0.0000
genus	Labrys	2	0	204476	0.0000
genus	Marinibacterium	2	0	1931200	0.0000
genus	Calditerricola	2	0	373053	0.0000
genus	Cardiobacterium	2	0	2717	0.0000
genus	Jeotgalibaca	2	0	1470540	0.0000
genus	Desulfurobacterium	2	2	64159	0.0000
genus	Oceanisphaera	2	0	225143	0.0000
genus	Shimia	2	0	573139	0.0000
genus	Ideonella	2	0	36862	0.0000
genus	Acholeplasma	2	1	2147	0.0000
genus	Colwellia	2	1	28228	0.0000
genus	Kurthia	2	1	1649	0.0000
genus	Ponticoccus	2	0	983507	0.0000
genus	Caballeronia	2	0	1827195	0.0000
genus	Inediibacterium	2	0	2004411	0.0000
genus	Brenneria	2	0	71655	0.0000
genus	Acidovorax	2	1	12916	0.0000
genus	Erysipelothrix	2	1	1647	0.0000
genus	Endozoicomonas	2	2	305899	0.0000
genus	Afipia	2	0	1033	0.0000
genus	Variovorax	2	2	34072	0.0000
genus	Arsenophonus	2	0	637	0.0000
genus	Facklamia	2	1	66831	0.0000
genus	Pseudodonghicola	2	0	1649481	0.0000
genus	Nautella	2	1	481445	0.0000
genus	Massilia	2	1	149698	0.0000
genus	Nocardia	2	0	1817	0.0000
genus	Sediminimonas	2	0	659427	0.0000
genus	Thauera	2	2	33057	0.0000
genus	Polaromonas	2	0	52972	0.0000
genus	Lonsdalea	2	0	1082702	0.0000
genus	Rhodopseudomonas	2	1	1073	0.0000
genus	Hydrogenibacillus	2	0	1609627	0.0000
genus	Aquimixticola	2	0	1774278	0.0000
genus	Chromobacterium	2	1	535	0.0000
genus	Beijerinckia	2	0	532	0.0000
genus	Tistlia	2	0	1321364	0.0000
genus	Viridibacillus	2	1	496496	0.0000
genus	Glaciecola	2	0	89404	0.0000
genus	Geobacter	2	0	28231	0.0000
genus	Methylosinus	2	1	425	0.0000
genus	Angelakisella	2	0	1935176	0.0000
genus	Sporolactobacillus	2	0	2077	0.0000
genus	Lutibaculum	2	0	1358438	0.0000
genus	Thioalkalivibrio	2	0	106633	0.0000
genus	Haloplasma	2	0	471824	0.0000
genus	Fictibacillus	2	0	1329200	0.0000
genus	Hafnia	2	0	568	0.0000
genus	Photorhabdus	2	0	29487	0.0000
genus	Martelella	2	0	293088	0.0000
genus	Natronohydrobacter	2	0	87171	0.0000
genus	Roseibacterium	2	0	159345	0.0000
genus	Treponema	2	0	157	0.0000
genus	Desnuesiella	2	0	1924062	0.0000
genus	Kocuria	2	2	57493	0.0000
genus	Porphyrobacter	2	0	1111	0.0000
genus	Hirschia	2	1	2723	0.0000
genus	Nosocomiicoccus	2	2	489909	0.0000
genus	Ewingella	2	0	41201	0.0000
genus	Nisaea	2	0	390876	0.0000
genus	Pseudovibrio	1	1	258255	0.0000
genus	Arsenicicoccus	1	0	267408	0.0000
genus	Methylotenera	1	0	359407	0.0000
genus	Bernardetia	1	0	1937972	0.0000
genus	Negativibacillus	1	0	1980693	0.0000
genus	Nitriliruptor	1	0	596499	0.0000
genus	Rhodomicrobium	1	0	1068	0.0000
genus	Alloiococcus	1	0	1651	0.0000
genus	Hydrogenivirga	1	0	246263	0.0000
genus	Methanosphaera	1	1	2316	0.0000
genus	Arthrobacter	1	0	1663	0.0000
genus	Cohnella	1	0	329857	0.0000
genus	Rhodospirillum	1	0	1081	0.0000
genus	Aliagarivorans	1	1	882379	0.0000
genus	Dyella	1	1	231454	0.0000
genus	Thiomonas	1	0	32012	0.0000
genus	Caldithrix	1	0	187144	0.0000
genus	Actinobacillus	1	0	713	0.0000
genus	Weeksella	1	1	1013	0.0000
genus	Faecalibacterium	1	0	216851	0.0000
genus	Gluconobacter	1	0	441	0.0000
genus	Granulosicoccus	1	0	437504	0.0000
genus	Luminiphilus	1	0	1341118	0.0000
genus	Pseudonocardia	1	0	1847	0.0000
genus	Nitrincola	1	0	267849	0.0000
genus	Catenovulum	1	1	1172191	0.0000
genus	Aestuariimicrobium	1	0	396388	0.0000
genus	Lysinibacillus	1	1	400634	0.0000
genus	Candidatus Solibacter	1	0	332162	0.0000
genus	Kiloniella	1	0	454159	0.0000
genus	Psychromonas	1	0	67572	0.0000
genus	Fodinicurvata	1	1	1121829	0.0000
genus	Mariniradius	1	0	1245590	0.0000
genus	Candidatus Thiodiazotropha	1	0	1913444	0.0000
genus	Geoalkalibacter	1	0	392332	0.0000
genus	Wenyingzhuangia	1	0	1518147	0.0000
genus	Polynucleobacter	1	0	44013	0.0000
genus	Polycyclovorans	1	0	1274363	0.0000
genus	Roseburia	1	0	841	0.0000
genus	Emergencia	1	0	1926556	0.0000
genus	Cosenzaea	1	0	1354333	0.0000
genus	Halarchaeum	1	0	744724	0.0000
genus	Candidatus Symbiobacter	1	0	1436289	0.0000
genus	Sulfurimonas	1	0	202746	0.0000
genus	Brucella	1	1	234	0.0000
genus	Pusillimonas	1	0	305976	0.0000
genus	Thiocapsa	1	0	1056	0.0000
genus	Commensalibacter	1	0	1079922	0.0000
genus	Paramesorhizobium	1	0	1759400	0.0000
genus	Luteimonas	1	0	83614	0.0000
genus	Pseudacidovorax	1	1	433923	0.0000
genus	Thalassomonas	1	0	137583	0.0000
genus	Skermanella	1	0	204447	0.0000
genus	Pontibacillus	1	0	289201	0.0000
genus	Dokdonella	1	0	323413	0.0000
genus	Peptoniphilus	1	1	162289	0.0000
genus	Aquabacterium	1	0	92793	0.0000
genus	Kineosporia	1	1	49184	0.0000
genus	Ventosimonas	1	0	1827307	0.0000
genus	Achromatium	1	0	44937	0.0000
genus	Filomicrobium	1	1	119044	0.0000
genus	Parvularcula	1	0	208215	0.0000
genus	Thiomicrospira	1	0	933	0.0000
genus	Gemella	1	0	1378	0.0000
genus	Gallaecimonas	1	1	745410	0.0000
genus	Salinarchaeum	1	0	1269201	0.0000
genus	Geofilum	1	1	1236988	0.0000
genus	Stappia	1	0	152161	0.0000
genus	Arenimonas	1	0	490567	0.0000
genus	Pleomorphomonas	1	0	261933	0.0000
genus	Salinicola	1	0	404432	0.0000
genus	Papillibacter	1	0	100175	0.0000
genus	Paraglaciecola	1	0	1621534	0.0000
genus	Candidatus Brocadia	1	0	380240	0.0000
genus	Thalassobacillus	1	0	331971	0.0000
genus	Leminorella	1	0	82980	0.0000
genus	Abiotrophia	1	1	46123	0.0000
genus	Tangfeifania	1	0	1649501	0.0000
genus	Gallibacterium	1	1	155493	0.0000
genus	Oceanobacillus	1	0	182709	0.0000
genus	Catonella	1	0	43996	0.0000
genus	Anaeromyxobacter	1	0	161492	0.0000
genus	Pseudooctadecabacter	1	0	1686374	0.0000
genus	Hydrogenophaga	1	0	47420	0.0000
genus	Massilibacterium	1	0	1923871	0.0000
genus	Eubacterium	1	0	1730	0.0000
genus	Sporomusa	1	0	2375	0.0000
genus	Nitrosococcus	1	1	1227	0.0000
genus	Gluconacetobacter	1	0	89583	0.0000
genus	Nioella	1	0	1775424	0.0000
genus	Leptospira	1	0	171	0.0000
genus	Methyloversatilis	1	0	378210	0.0000
genus	Nesiotobacter	1	0	500577	0.0000
genus	Basfia	1	1	697331	0.0000
genus	Tepidibacter	1	0	214904	0.0000
genus	Denitrovibrio	1	0	117999	0.0000
genus	Dietzia	1	0	37914	0.0000
genus	Uliginosibacterium	1	0	392735	0.0000
genus	Terriglobus	1	1	392733	0.0000
genus	Coprococcus	1	0	33042	0.0000
genus	Pelagicola	1	0	765413	0.0000
genus	Nitrospina	1	0	35800	0.0000
genus	Hoeflea	1	0	274591	0.0000
genus	Aquitalea	1	0	407217	0.0000
genus	Lentzea	1	0	165301	0.0000
genus	Porphyromonas	1	0	836	0.0000
genus	Tumebacillus	1	0	432330	0.0000
genus	Corallococcus	1	0	83461	0.0000
genus	Coxiella	1	0	776	0.0000
genus	Butyrivibrio	1	1	830	0.0000
genus	Sporanaerobacter	1	0	165812	0.0000
genus	Rubritepida	1	0	182402	0.0000
genus	Solimonas	1	1	413435	0.0000
genus	Magnetovibrio	1	0	1313115	0.0000
genus	Verminephrobacter	1	0	364316	0.0000
genus	Xylophilus	1	0	54066	0.0000
genus	Ferrithrix	1	0	643949	0.0000
genus	Megamonas	1	1	158846	0.0000
genus	Thermotoga	1	1	2335	0.0000
genus	Tepidicaulis	1	0	1742977	0.0000
genus	Tetragenococcus	1	0	51668	0.0000
genus	Sandaracinus	1	0	1055688	0.0000
genus	Pseudopropionibacterium	1	0	1912217	0.0000
genus	Orrella	1	0	1921582	0.0000
genus	Sulfurivirga	1	0	364031	0.0000
genus	Blattabacterium	1	0	34098	0.0000
genus	Zymomonas	1	0	541	0.0000
genus	Bacteriovorax	1	0	146784	0.0000
genus	Pirellula	1	0	123	0.0000
genus	Isosphaera	1	0	127	0.0000
genus	Sandarakinorhabdus	1	0	362865	0.0000
genus	Asinibacterium	1	0	1612198	0.0000
genus	Shimazuella	1	0	471798	0.0000
genus	Methylomagnum	1	0	1760987	0.0000
genus	Prosthecomicrobium	1	0	81894	0.0000
genus	Methylomonas	1	1	416	0.0000
genus	Desulfosporosinus	1	0	79206	0.0000
genus	Methylococcus	1	0	413	0.0000
genus	Entomoplasma	1	1	46238	0.0000
genus	Brevibacillus	1	1	55080	0.0000
genus	Methanoculleus	1	1	45989	0.0000
genus	Desulfuribacillus	1	1	1543703	0.0000
genus	Methylobrevis	1	0	1775716	0.0000
genus	Nitrospirillum	1	0	1543705	0.0000
genus	Microvirgula	1	0	57479	0.0000
genus	Salinivibrio	1	1	51366	0.0000
genus	Sphingorhabdus	1	0	1434046	0.0000
genus	Immundisolibacter	1	0	1934947	0.0000
genus	Xylanimonas	1	0	186188	0.0000
genus	Akkermansia	1	0	239934	0.0000
genus	Butyricicoccus	1	0	580596	0.0000
genus	Alloscardovia	1	0	419014	0.0000
genus	Hydrocarboniphaga	1	0	243627	0.0000
genus	Thermobaculum	1	0	262406	0.0000
genus	Oceanibulbus	1	0	225421	0.0000
genus	Singulisphaera	1	0	466152	0.0000
genus	Candidatus Berkiella	1	0	1755683	0.0000
genus	Rickettsia	1	0	780	0.0000
genus	Aquamicrobium	1	0	69278	0.0000
genus	Magnetospirillum	1	0	13134	0.0000
genus	Oligotropha	1	0	40136	0.0000
genus	Orientia	1	0	69474	0.0000
genus	Halalkalibacillus	1	0	392825	0.0000
genus	Nocardioides	1	0	1839	0.0000
genus	Orenia	1	0	46468	0.0000
genus	Thiobacimonas	1	0	1701761	0.0000
genus	Desulfobacterium	1	0	2295	0.0000
genus	Methylobacillus	1	0	404	0.0000
genus	Caryophanon	1	0	33976	0.0000
genus	Chrysiogenes	1	0	118004	0.0000
genus	Acetoanaerobium	1	1	186831	0.0000
genus	Azoarcus	1	0	12960	0.0000
genus	Methanosarcina	1	1	2207	0.0000
genus	Salinarimonas	1	0	690086	0.0000
genus	Thiothrix	1	0	1030	0.0000
genus	Thermosipho	1	0	2420	0.0000
genus	Altererythrobacter	1	0	361177	0.0000
genus	Domibacillus	1	0	1433999	0.0000
genus	Thioflavicoccus	1	0	156885	0.0000
genus	Acidaminococcus	1	0	904	0.0000
genus	Herbaspirillum	1	0	963	0.0000
genus	Paucisalibacillus	1	0	351094	0.0000
genus	Vagococcus	1	0	2737	0.0000
genus	Geminicoccus	1	0	489140	0.0000
genus	Aliivibrio	1	1	511678	0.0000
genus	Cloacibacterium	1	0	501783	0.0000
genus	Aneurinibacillus	1	0	55079	0.0000
genus	Desulfovibrio	1	0	872	0.0000
genus	Methylomarinum	1	0	1221209	0.0000
genus	Tropheryma	1	0	2038	0.0000
genus	Chryseobacterium	1	1	59732	0.0000
genus	Paucibacter	1	0	318147	0.0000
genus	Anoxybacillus	1	0	150247	0.0000
genus	Candidatus Schmidhempelia	1	0	1505768	0.0000
genus	Lutibacter	1	0	358023	0.0000
genus	Amorphus	1	0	580880	0.0000
genus	Pseudorhizobium	1	0	1903858	0.0000
genus	Globicatella	1	1	13075	0.0000
genus	Risungbinella	1	0	1763555	0.0000
genus	Anaplasma	1	0	768	0.0000
genus	Methyloceanibacter	1	0	1484898	0.0000
genus	Anaerobranca	1	0	42447	0.0000
genus	Lactonifactor	1	0	420345	0.0000
genus	Kandleria	1	0	1279388	0.0000
genus	Oribacterium	1	1	265975	0.0000
genus	Serinicoccus	1	0	265976	0.0000
genus	Vogesella	1	0	57739	0.0000
genus	Veillonella	1	1	29465	0.0000
genus	Halothermothrix	1	0	32636	0.0000
genus	Alistipes	1	0	239759	0.0000
genus	Pacificimonas	1	0	1960290	0.0000
genus	Pontibacter	1	0	323449	0.0000
genus	Rhodanobacter	1	0	75309	0.0000
genus	Aurantimonas	1	0	182269	0.0000
genus	Methylibium	1	0	316612	0.0000
genus	Candidatus Ruthia	1	0	1541743	0.0000
genus	Weissella	1	0	46255	0.0000
genus	Urinacoccus	1	0	2024199	0.0000
genus	Methylocaldum	1	1	73778	0.0000
genus	Desulfitobacterium	1	1	36853	0.0000
genus	Fulvimarina	1	0	217510	0.0000
genus	Mannheimia	1	0	75984	0.0000
genus	Chitinibacter	1	1	230666	0.0000
genus	Woodsholea	1	0	240236	0.0000
genus	Halolactibacillus	1	1	306539	0.0000
genus	Propionispira	1	0	84034	0.0000
genus	Caenispirillum	1	0	414051	0.0000
genus	Rahnella	1	0	34037	0.0000
genus	Methanothermus	1	0	2179	0.0000
genus	Dakarella	1	0	1987748	0.0000
genus	Ileibacterium	1	0	1937007	0.0000
genus	Dongia	1	0	1146845	0.0000
genus	Sneathia	1	0	168808	0.0000
genus	Caulobacter	1	0	75	0.0000
genus	Fusobacterium	1	0	848	0.0000
genus	Tistrella	1	0	171436	0.0000
genus	Leucobacter	1	1	55968	0.0000
genus	Lachnoclostridium	1	1	1506553	0.0000
genus	Thaumasiovibrio	1	0	2014233	0.0000
genus	Novibacillus	1	0	1677050	0.0000
genus	Alkalibacter	1	0	274470	0.0000
genus	Actinomadura	1	1	1988	0.0000
genus	Oscillibacter	1	0	459786	0.0000
genus	Dehalobacter	1	0	56112	0.0000
genus	Erythrobacter	1	0	1041	0.0000
genus	Arthrospira	1	1	35823	0.0000
genus	Beggiatoa	1	0	1021	0.0000
genus	Pelosinus	1	1	365348	0.0000
genus	Methanocella	1	0	570266	0.0000
genus	Defluviitalea	1	0	1185408	0.0000
genus	Methylobacter	1	0	429	0.0000
genus	Ferrovum	1	1	416212	0.0000
genus	Pseudolabrys	1	0	556257	0.0000
genus	Gemmatimonas	1	0	173479	0.0000
genus	Spiroplasma	1	0	2132	0.0000
genus	Candidatus Doolittlea	1	0	1906657	0.0000
genus	Microbulbifer	1	1	48073	0.0000
genus	Tateyamaria	1	0	299261	0.0000
genus	Brevundimonas	1	0	41275	0.0000
genus	Lechevalieria	1	0	166974	0.0000
genus	Croceicoccus	1	0	1295327	0.0000
genus	Asticcacaulis	1	0	76890	0.0000
genus	Candidatus Riesia	1	0	401618	0.0000
genus	Pannonibacter	1	0	227873	0.0000
genus	Chelatococcus	1	0	28209	0.0000
genus	Moraxella	1	1	475	0.0000
genus	Magnetococcus	1	0	162171	0.0000
species	Streptococcus mutans	123387	123387	1309	0.0156
species	Rhodobacter sphaeroides	84929	84929	1063	0.0107
species	Staphylococcus aureus	30356	30356	1280	0.0038
species	Staphylococcus epidermidis	23173	23173	1282	0.0029
species	Escherichia coli	14218	14218	562	0.0018
species	Methanobrevibacter smithii	12600	12600	2173	0.0016
species	Clostridium beijerinckii	6075	6075	1520	0.0008
species	Deinococcus radiodurans	3582	3582	1299	0.0005
species	Pseudomonas aeruginosa	1704	1704	287	0.0002
species	Helicobacter pylori	1646	1646	210	0.0002
species	Acinetobacter baumannii	692	692	470	0.0001
species	Virgibacillus senegalensis	590	590	1499679	0.0001
species	Listeria monocytogenes	540	540	1639	0.0001
species	Rhodobacter johrii	489	489	445629	0.0001
species	Neisseria meningitidis	486	486	487	0.0001
species	Shigella flexneri	455	455	623	0.0001
species	Shigella sonnei	443	443	624	0.0001
species	Salmonella enterica	393	393	28901	0.0000
species	Stenotrophomonas maltophilia	340	340	40324	0.0000
species	Staphylococcus haemolyticus	307	307	1283	0.0000
species	Klebsiella pneumoniae	196	196	573	0.0000
species	Staphylococcus phage phiBU01	195	195	1519999	0.0000
species	Devosia sp. S37	183	183	1770058	0.0000
species	Streptococcus agalactiae	179	179	1311	0.0000
species	Staphylococcus pasteuri	177	177	45972	0.0000
species	Rhodobacter sp. AKP1	164	164	1247725	0.0000
species	Streptococcus pneumoniae	153	153	1313	0.0000
species	Staphylococcus hominis	149	149	1290	0.0000
species	Staphylococcus argenteus	146	146	985002	0.0000
species	Shigella dysenteriae	136	136	622	0.0000
species	Staphylococcus saprophyticus	132	132	29385	0.0000
species	Staphylococcus phage 23MRA	128	128	1505027	0.0000
species	Bacillus cereus	116	116	1396	0.0000
species	Bacillus thuringiensis	100	100	1428	0.0000
species	Shigella boydii	89	89	621	0.0000
species	Staphylococcus simiae	74	74	308354	0.0000
species	Staphylococcus warneri	74	74	1292	0.0000
species	Staphylococcus schweitzeri	72	72	1654388	0.0000
species	Staphylococcus capitis	65	65	29388	0.0000
species	Escherichia albertii	62	62	208962	0.0000
species	Streptococcus macacae	61	61	1339	0.0000
species	Enterobacter cloacae	59	59	550	0.0000
species	Bacteroides vulgatus	58	58	821	0.0000
species	Cutibacterium acnes	57	57	1747	0.0000
species	Staphylococcus phage TEM123	55	55	1168613	0.0000
species	Paenibacillus phocaensis	55	55	1776378	0.0000
species	Staphylococcus phage DW2	53	53	1464127	0.0000
species	Lactobacillus gasseri	50	50	1596	0.0000
species	Staphylococcus xylosus	43	43	1288	0.0000
species	Methanobrevibacter oralis	42	42	66851	0.0000
species	Methanobrevibacter millerae	41	41	230361	0.0000
species	Staphylococcus massiliensis	38	38	555791	0.0000
species	Actinomyces odontolyticus	37	37	1660	0.0000
species	Streptococcus suis	34	34	1307	0.0000
species	Streptococcus ratti	34	34	1341	0.0000
species	Staphylococcus sp. HMSC065D05	33	33	1739401	0.0000
species	Serratia marcescens	30	30	615	0.0000
species	Falsirhodobacter sp. alg1	29	29	1472418	0.0000
species	Gemmobacter sp. LW-1	29	29	1529005	0.0000
species	Desulfobacula sp. TS	29	29	1232437	0.0000
species	Staphylococcus equorum	28	28	246432	0.0000
species	Staphylococcus sp. HMSC067F07	28	28	1715185	0.0000
species	Rhodobacter sp. SW2	26	26	371731	0.0000
species	Staphylococcus phage 96	24	24	320842	0.0000
species	Methanobrevibacter sp. A54	24	24	1860156	0.0000
species	Staphylococcus sp. HMSC66C11	24	24	1608891	0.0000
species	Citrobacter freundii	22	22	546	0.0000
species	Rhodovulum sulfidophilum	22	22	35806	0.0000
species	Enterococcus faecalis	22	22	1351	0.0000
species	Escherichia fergusonii	21	21	564	0.0000
species	Neisseria gonorrhoeae	20	20	485	0.0000
species	Streptococcus orisasini	19	19	1080071	0.0000
species	Escherichia sp. B1147	19	19	754307	0.0000
species	Streptococcus devriesei	19	19	231233	0.0000
species	Staphylococcus auricularis	18	18	29379	0.0000
species	Staphylococcus sp. HMSC034D07	18	18	1739307	0.0000
species	Staphylococcus cohnii	18	18	29382	0.0000
species	Loktanella vestfoldensis	18	18	245188	0.0000
species	Klebsiella aerogenes	17	17	548	0.0000
species	Enterobacter hormaechei	17	17	158836	0.0000
species	Mycobacterium avium	17	17	1764	0.0000
species	Citrobacter amalonaticus	16	16	35703	0.0000
species	Staphylococcus sp. TE8	16	16	1472720	0.0000
species	Rhizobium aegyptiacum	16	16	1764550	0.0000
species	Klebsiella oxytoca	16	16	571	0.0000
species	Bacillus subtilis	16	16	1423	0.0000
species	Shigella sp. SF-2015	15	15	1776082	0.0000
species	Deinococcus wulumuqiensis	15	15	980427	0.0000
species	Staphylococcus phage 3MRA	15	15	1505026	0.0000
species	Staphylococcus phage SMSAP5	15	15	1168612	0.0000
species	Defluviimonas alba	15	15	1335048	0.0000
species	Staphylococcus sp. HMSC62A08	14	14	1608883	0.0000
species	Roseivivax halodurans	14	14	93683	0.0000
species	Pseudorhodobacter psychrotolerans	14	14	1678131	0.0000
species	Rhodobacter capsulatus	14	14	1061	0.0000
species	Roseovarius pacificus	14	14	337701	0.0000
species	Ketogulonicigenium vulgare	13	13	92945	0.0000
species	Shigella sp. FC569	13	13	1892897	0.0000
species	Staphylococcus lugdunensis	13	13	28035	0.0000
species	Staphylococcus sp. HMSC077D08	13	13	1715142	0.0000
species	Cronobacter sakazakii	13	13	28141	0.0000
species	Staphylococcus simulans	12	12	1286	0.0000
species	Staphylococcus phage phiJB	12	12	1698421	0.0000
species	Staphylococcus sp. HMSC068G11	12	12	1739550	0.0000
species	Staphylococcus phage 53	12	12	320835	0.0000
species	Streptococcus sp. 'caviae'	12	12	1915004	0.0000
species	Streptococcus pyogenes	12	12	1314	0.0000
species	Streptobacillus moniliformis	12	12	34105	0.0000
species	Acinetobacter pittii	12	12	48296	0.0000
species	Staphylococcus gallinarum	12	12	1293	0.0000
species	Clostridioides difficile	11	11	1496	0.0000
species	Bacillus anthracis	11	11	1392	0.0000
species	Staphylococcus sp. HMSC36A10	11	11	1608866	0.0000
species	Oceanicola litoreus	11	11	1217970	0.0000
species	Staphylococcus pseudintermedius	11	11	283734	0.0000
species	Streptococcus intermedius	11	11	1338	0.0000
species	Streptococcus parauberis	11	11	1348	0.0000
species	Staphylococcus carnosus	10	10	1281	0.0000
species	Salinicoccus albus	10	10	418756	0.0000
species	Rhodobacter vinaykumarii	10	10	407234	0.0000
species	Rhodobacter aestuarii	10	10	453582	0.0000
species	Yangia sp. CCB-MM3	10	10	1792508	0.0000
species	Staphylococcus phage StauST398-1	10	10	1195068	0.0000
species	Lactococcus lactis	10	10	1358	0.0000
species	Methanobrevibacter filiformis	9	9	55758	0.0000
species	Staphylococcus sp. HMSC073E10	9	9	1739426	0.0000
species	Yersinia enterocolitica	9	9	630	0.0000
species	Rhodovulum sp. ES.010	9	9	1882821	0.0000
species	Staphylococcus sp. HMSC069E07	9	9	1715214	0.0000
species	Enterobacter massiliensis	9	9	1485952	0.0000
species	Streptococcus sobrinus	9	9	1310	0.0000
species	Streptococcus dysgalactiae	9	9	1334	0.0000
species	Staphylococcus sp. HMSC067B04	9	9	1739347	0.0000
species	Escherichia sp. TW09231	8	8	754327	0.0000
species	Staphylococcus sp. HMSC062D04	8	8	1739318	0.0000
species	Paracoccus yeei	8	8	147645	0.0000
species	Pseudorhodobacter antarcticus	8	8	1077947	0.0000
species	Vibrio sp. HI00D65	8	8	1822216	0.0000
species	Staphylococcus microti	8	8	569857	0.0000
species	Paracoccus pantotrophus	8	8	82367	0.0000
species	Streptococcus ictaluri	8	8	380397	0.0000
species	Pseudomonas virus Pf1	8	8	2011081	0.0000
species	Blautia massiliensis	8	8	1737424	0.0000
species	Streptococcus sanguinis	8	8	1305	0.0000
species	Pseudomonas putida	8	8	303	0.0000
species	Gemmobacter nectariphilus	8	8	220343	0.0000
species	Paracoccus halophilus	8	8	376733	0.0000
species	Salmonella bongori	8	8	54736	0.0000
species	Streptococcus equinus	8	8	1335	0.0000
species	Streptococcus ferus	8	8	1345	0.0000
species	Pseudorhodobacter aquimaris	8	8	687412	0.0000
species	Staphylococcus agnetis	8	8	985762	0.0000
species	Clostridium tyrobutyricum	8	8	1519	0.0000
species	Thioclava sp. SK-1	7	7	1889770	0.0000
species	Jannaschia seosinensis	7	7	313367	0.0000
species	Staphylococcus chromogenes	7	7	46126	0.0000
species	[Propionibacterium] namnetense	7	7	1574624	0.0000
species	Clostridium saccharoperbutylacetonicum	7	7	36745	0.0000
species	Pasteurella multocida	7	7	747	0.0000
species	Staphylococcus sp. HMSC062B11	7	7	1739493	0.0000
species	Devosia chinhatensis	7	7	429727	0.0000
species	Staphylococcus sp. HMSC075A04	7	7	1739249	0.0000
species	Trabulsiella odontotermitis	7	7	379893	0.0000
species	Streptococcus anginosus	7	7	1328	0.0000
species	Jannaschia rubra	7	7	282197	0.0000
species	Pseudoruegeria sp. SK021	7	7	1933035	0.0000
species	Leclercia adecarboxylata	7	7	83655	0.0000
species	Streptococcus equi	7	7	1336	0.0000
species	Streptococcus criceti	7	7	1333	0.0000
species	Rhodobacteraceae bacterium HTCC2083	7	7	314270	0.0000
species	Staphylococcus sp. HMSC077G12	7	7	1715162	0.0000
species	Staphylococcus sciuri	7	7	1296	0.0000
species	Enterobacter cloacae complex 'Hoffmann cluster IV'	6	6	1812935	0.0000
species	Auricoccus indicus	6	6	1849491	0.0000
species	Paracoccus sp. N5	6	6	1101189	0.0000
species	Staphylococcus sp. HMSC036D05	6	6	1715059	0.0000
species	Erwinia teleogrylli	6	6	1384589	0.0000
species	Planktomarina temperata	6	6	1284658	0.0000
species	Rubellimicrobium mesophilum	6	6	1123067	0.0000
species	Sinorhizobium meliloti	6	6	382	0.0000
species	Cloacibacillus evryensis	6	6	508460	0.0000
species	Mycobacterium tuberculosis	6	6	1773	0.0000
species	Wenxinia marina	6	6	390641	0.0000
species	Staphylococcus lutrae	6	6	155085	0.0000
species	Pseudorhodobacter ferrugineus	6	6	77008	0.0000
species	Staphylococcus phage 55	6	6	320845	0.0000
species	Clostridium chromiireducens	6	6	225345	0.0000
species	Staphylococcus sp. HMSC077D09	6	6	1715074	0.0000
species	Candidatus Rhodobacter lobularis	6	6	1675527	0.0000
species	Yersinia pestis	6	6	632	0.0000
species	Clostridium diolis	6	6	223919	0.0000
species	Mesorhizobium amorphae	6	6	71433	0.0000
species	Pseudomonas stutzeri	6	6	316	0.0000
species	Rhodobacteraceae bacterium PD-2	6	6	1169855	0.0000
species	Staphylococcus sp. HMSC058E01	6	6	1715150	0.0000
species	Marivita cryptomonadis	6	6	505252	0.0000
species	Paracoccus aminophilus	6	6	34003	0.0000
species	Maribius sp. MOLA 401	6	6	1530186	0.0000
species	Streptococcus mitis	6	6	28037	0.0000
species	Morganella morganii	6	6	582	0.0000
species	Paracoccus sanguinis	6	6	1545044	0.0000
species	Staphylococcus lentus	6	6	42858	0.0000
species	Escherichia marmotae	6	6	1499973	0.0000
species	Paracoccus denitrificans	6	6	266	0.0000
species	Shimwellia blattae	6	6	563	0.0000
species	Citrobacter rodentium	6	6	67825	0.0000
species	Pseudomonas fluorescens	5	5	294	0.0000
species	Staphylococcus sp. HMSC077H01	5	5	1715206	0.0000
species	Staphylococcus sp. 693-2	5	5	373067	0.0000
species	Citrobacter koseri	5	5	545	0.0000
species	Staphylococcus sp. HMSC062H10	5	5	1715137	0.0000
species	Enterobacter mori	5	5	539813	0.0000
species	Clostridium botulinum	5	5	1491	0.0000
species	Celeribacter indicus	5	5	1208324	0.0000
species	Staphylococcus sp. HMSC34G04	5	5	1608860	0.0000
species	Enterobacter sp. MGH 14	5	5	1329823	0.0000
species	Escherichia sp. TW15838	5	5	910237	0.0000
species	Siccibacter colletis	5	5	1505757	0.0000
species	Pluralibacter gergoviae	5	5	61647	0.0000
species	Enterobacter asburiae	5	5	61645	0.0000
species	Streptococcus urinalis	5	5	149016	0.0000
species	Pseudomonas thermotolerans	5	5	157784	0.0000
species	Roseivivax lentus	5	5	633194	0.0000
species	Paracoccus contaminans	5	5	1945662	0.0000
