NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NUCLEOTIDE_EXCISION_REPAIR	NUCLEOTIDE_EXCISION_REPAIR		30	-0.31514025	-0.8279921	0.7437811	1.0	1.0	3038	tags=37%, list=36%, signal=57%	
GLUTAMATERGIC_SYNAPSE	GLUTAMATERGIC_SYNAPSE		49	-0.2899988	-0.82523286	0.7544274	1.0	1.0	2491	tags=33%, list=29%, signal=46%	
ENDOMETRIAL_CANCER	ENDOMETRIAL_CANCER		42	-0.2962409	-0.8239047	0.75985664	1.0	1.0	1341	tags=17%, list=16%, signal=20%	
ENDOCYTOSIS	ENDOCYTOSIS		179	-0.25245005	-0.82289284	0.8664596	1.0	1.0	2217	tags=25%, list=26%, signal=33%	
APELIN_SIGNALING_PATHWAY	APELIN_SIGNALING_PATHWAY		86	-0.26979592	-0.81886816	0.8090508	1.0	1.0	1203	tags=16%, list=14%, signal=19%	
TNF_SIGNALING_PATHWAY	TNF_SIGNALING_PATHWAY		73	-0.27245864	-0.81542933	0.8052095	1.0	1.0	1058	tags=15%, list=12%, signal=17%	
MICRORNAS_IN_CANCER	MICRORNAS_IN_CANCER		93	-0.2650064	-0.81511027	0.8286026	1.0	1.0	1198	tags=13%, list=14%, signal=15%	
RELAXIN_SIGNALING_PATHWAY	RELAXIN_SIGNALING_PATHWAY		82	-0.26516333	-0.8026889	0.8228823	1.0	1.0	2417	tags=29%, list=29%, signal=41%	
PROTEIN_DIGESTION_AND_ABSORPTION	PROTEIN_DIGESTION_AND_ABSORPTION		31	-0.30553627	-0.8003287	0.78136647	1.0	1.0	3530	tags=58%, list=42%, signal=99%	
AMPK_SIGNALING_PATHWAY	AMPK_SIGNALING_PATHWAY		78	-0.26555577	-0.8000018	0.82530797	1.0	1.0	2391	tags=33%, list=28%, signal=46%	
RETROGRADE_ENDOCANNABINOID_SIGNALING	RETROGRADE_ENDOCANNABINOID_SIGNALING		77	-0.2647385	-0.7927705	0.8486547	1.0	1.0	2962	tags=31%, list=35%, signal=48%	
AUTOPHAGY	AUTOPHAGY		97	-0.25751036	-0.791746	0.85048753	1.0	1.0	2040	tags=23%, list=24%, signal=30%	
NON-SMALL_CELL_LUNG_CANCER	NON-SMALL_CELL_LUNG_CANCER		49	-0.28023857	-0.7913174	0.80946743	1.0	1.0	1341	tags=18%, list=16%, signal=22%	
TH17_CELL_DIFFERENTIATION	TH17_CELL_DIFFERENTIATION		66	-0.2653467	-0.79129934	0.8471264	1.0	1.0	516	tags=8%, list=6%, signal=8%	
RIG-I-LIKE_RECEPTOR_SIGNALING_PATHWAY	RIG-I-LIKE_RECEPTOR_SIGNALING_PATHWAY		34	-0.29219458	-0.78494096	0.8012739	1.0	1.0	1865	tags=26%, list=22%, signal=34%	
OXYTOCIN_SIGNALING_PATHWAY	OXYTOCIN_SIGNALING_PATHWAY		83	-0.2576127	-0.7822604	0.86191535	1.0	1.0	1214	tags=13%, list=14%, signal=15%	
PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM		61	-0.26782554	-0.781819	0.83870965	1.0	1.0	851	tags=11%, list=10%, signal=13%	
DILATED_CARDIOMYOPATHY_(DCM)	DILATED_CARDIOMYOPATHY_(DCM)		42	-0.27779147	-0.78181434	0.83393073	1.0	1.0	2492	tags=29%, list=29%, signal=40%	
AMPHETAMINE_ADDICTION	AMPHETAMINE_ADDICTION		32	-0.29295164	-0.7783664	0.81195515	1.0	1.0	2517	tags=31%, list=30%, signal=44%	
SMALL_CELL_LUNG_CANCER	SMALL_CELL_LUNG_CANCER		63	-0.26414883	-0.7753806	0.8418014	1.0	1.0	1020	tags=13%, list=12%, signal=14%	
COMPLEMENT_AND_COAGULATION_CASCADES	COMPLEMENT_AND_COAGULATION_CASCADES		28	-0.2959665	-0.7735895	0.8167082	1.0	1.0	1767	tags=21%, list=21%, signal=27%	
PANCREATIC_SECRETION	PANCREATIC_SECRETION		38	-0.2815371	-0.76283044	0.8486683	1.0	1.0	520	tags=8%, list=6%, signal=8%	
INSULIN_RESISTANCE	INSULIN_RESISTANCE		65	-0.25561228	-0.75920534	0.8631699	1.0	1.0	1162	tags=15%, list=14%, signal=18%	
DOPAMINERGIC_SYNAPSE	DOPAMINERGIC_SYNAPSE		73	-0.25033808	-0.7571605	0.881299	1.0	1.0	2543	tags=29%, list=30%, signal=41%	
BLADDER_CANCER	BLADDER_CANCER		30	-0.29183173	-0.7560837	0.8414482	1.0	1.0	1113	tags=17%, list=13%, signal=19%	
SPHINGOLIPID_SIGNALING_PATHWAY	SPHINGOLIPID_SIGNALING_PATHWAY		76	-0.24804704	-0.7535313	0.8862876	1.0	1.0	1113	tags=13%, list=13%, signal=15%	
LONG-TERM_POTENTIATION	LONG-TERM_POTENTIATION		39	-0.27241063	-0.752357	0.85207826	1.0	1.0	2888	tags=28%, list=34%, signal=43%	
UBIQUITIN_MEDIATED_PROTEOLYSIS	UBIQUITIN_MEDIATED_PROTEOLYSIS		105	-0.23977037	-0.74691665	0.9199134	1.0	1.0	2217	tags=22%, list=26%, signal=29%	
MINERAL_ABSORPTION	MINERAL_ABSORPTION		28	-0.28966916	-0.74252975	0.8368883	1.0	1.0	1887	tags=25%, list=22%, signal=32%	
KAPOSI_SARCOMA-ASSOCIATED_HERPESVIRUS_INFECTION	KAPOSI_SARCOMA-ASSOCIATED_HERPESVIRUS_INFECTION		118	-0.23067777	-0.73589855	0.9148936	1.0	1.0	1203	tags=13%, list=14%, signal=15%	
ARGININE_AND_PROLINE_METABOLISM	ARGININE_AND_PROLINE_METABOLISM		18	-0.31172287	-0.73446965	0.8228188	1.0	1.0	152	tags=6%, list=2%, signal=6%	
OOCYTE_MEIOSIS	OOCYTE_MEIOSIS		72	-0.24110878	-0.7300395	0.90585536	1.0	1.0	1083	tags=11%, list=13%, signal=13%	
DRUG_METABOLISM	DRUG_METABOLISM		34	-0.2719731	-0.7294598	0.8596491	1.0	1.0	2412	tags=24%, list=28%, signal=33%	
CHOLINERGIC_SYNAPSE	CHOLINERGIC_SYNAPSE		58	-0.2499606	-0.72813994	0.90034765	1.0	1.0	2364	tags=29%, list=28%, signal=40%	
PERTUSSIS	PERTUSSIS		42	-0.2584312	-0.7276265	0.8817853	1.0	1.0	960	tags=14%, list=11%, signal=16%	
HEPATOCELLULAR_CARCINOMA	HEPATOCELLULAR_CARCINOMA		89	-0.23643027	-0.7275258	0.92265797	1.0	1.0	1778	tags=17%, list=21%, signal=21%	
BASAL_TRANSCRIPTION_FACTORS	BASAL_TRANSCRIPTION_FACTORS		29	-0.27750614	-0.72495675	0.86139894	1.0	1.0	1655	tags=21%, list=20%, signal=26%	
TIGHT_JUNCTION	TIGHT_JUNCTION		100	-0.23054728	-0.7221204	0.9399563	1.0	1.0	1180	tags=12%, list=14%, signal=14%	
THERMOGENESIS	THERMOGENESIS		162	-0.21855572	-0.7076127	0.9658031	1.0	1.0	2970	tags=31%, list=35%, signal=48%	
INSULIN_SECRETION	INSULIN_SECRETION		37	-0.25823054	-0.7030682	0.8977833	1.0	1.0	2549	tags=35%, list=30%, signal=50%	
MORPHINE_ADDICTION	MORPHINE_ADDICTION		43	-0.25362533	-0.69542944	0.90338165	1.0	1.0	1203	tags=16%, list=14%, signal=19%	
NON-ALCOHOLIC_FATTY_LIVER_DISEASE_(NAFLD)	NON-ALCOHOLIC_FATTY_LIVER_DISEASE_(NAFLD)		116	-0.22131352	-0.69019383	0.9638298	1.0	1.0	1162	tags=11%, list=14%, signal=13%	
SEROTONERGIC_SYNAPSE	SEROTONERGIC_SYNAPSE		40	-0.24601519	-0.6887883	0.91542286	1.0	1.0	2417	tags=28%, list=29%, signal=38%	
HUMAN_T-CELL_LEUKEMIA_VIRUS_1_INFECTION	HUMAN_T-CELL_LEUKEMIA_VIRUS_1_INFECTION		149	-0.21432236	-0.686458	0.9822732	1.0	1.0	2350	tags=25%, list=28%, signal=34%	
CHOLINE_METABOLISM_IN_CANCER	CHOLINE_METABOLISM_IN_CANCER		63	-0.23100962	-0.6810605	0.95298165	1.0	1.0	2372	tags=27%, list=28%, signal=37%	
ETHER_LIPID_METABOLISM	ETHER_LIPID_METABOLISM		16	-0.29325438	-0.680207	0.89026064	1.0	1.0	2153	tags=38%, list=25%, signal=50%	
CUSHING_SYNDROME	CUSHING_SYNDROME		71	-0.22832482	-0.6801341	0.9648127	1.0	1.0	2417	tags=28%, list=29%, signal=39%	
FC_EPSILON_RI_SIGNALING_PATHWAY	FC_EPSILON_RI_SIGNALING_PATHWAY		40	-0.24307042	-0.67107046	0.92945546	1.0	1.0	1113	tags=15%, list=13%, signal=17%	
ALZHEIMER_DISEASE	ALZHEIMER_DISEASE		128	-0.21021025	-0.6697822	0.9788807	1.0	1.0	2848	tags=27%, list=34%, signal=39%	
PROGESTERONE-MEDIATED_OOCYTE_MATURATION	PROGESTERONE-MEDIATED_OOCYTE_MATURATION		55	-0.23477	-0.66871893	0.95534664	1.0	1.0	1113	tags=13%, list=13%, signal=15%	
GLYCOSAMINOGLYCAN_BIOSYNTHESIS	GLYCOSAMINOGLYCAN_BIOSYNTHESIS		26	-0.26174223	-0.6649222	0.923871	1.0	1.0	1186	tags=19%, list=14%, signal=22%	
MRNA_SURVEILLANCE_PATHWAY	MRNA_SURVEILLANCE_PATHWAY		59	-0.2252183	-0.66321075	0.9531067	1.0	1.0	2600	tags=31%, list=31%, signal=44%	
ESTROGEN_SIGNALING_PATHWAY	ESTROGEN_SIGNALING_PATHWAY		79	-0.21979998	-0.66286206	0.9677778	1.0	1.0	2417	tags=25%, list=29%, signal=35%	
CHOLESTEROL_METABOLISM	CHOLESTEROL_METABOLISM		25	-0.2566791	-0.65799767	0.92736703	1.0	1.0	2402	tags=32%, list=28%, signal=45%	
IL-17_SIGNALING_PATHWAY	IL-17_SIGNALING_PATHWAY		43	-0.23206984	-0.65071017	0.95724463	1.0	1.0	960	tags=12%, list=11%, signal=13%	
SALMONELLA_INFECTION	SALMONELLA_INFECTION		57	-0.22297797	-0.6469106	0.9709977	1.0	1.0	3543	tags=42%, list=42%, signal=72%	
RIBOSOME	RIBOSOME		124	-0.20517766	-0.646886	0.99261606	1.0	1.0	952	tags=6%, list=11%, signal=6%	
ADRENERGIC_SIGNALING_IN_CARDIOMYOCYTES	ADRENERGIC_SIGNALING_IN_CARDIOMYOCYTES		82	-0.20891087	-0.646845	0.98266524	1.0	1.0	2417	tags=28%, list=29%, signal=39%	
CELL_ADHESION_MOLECULES_(CAMS)	CELL_ADHESION_MOLECULES_(CAMS)		60	-0.22120428	-0.64549804	0.97219	1.0	1.0	1767	tags=17%, list=21%, signal=21%	
B_CELL_RECEPTOR_SIGNALING_PATHWAY	B_CELL_RECEPTOR_SIGNALING_PATHWAY		46	-0.22611736	-0.6322328	0.96809816	1.0	1.0	2274	tags=26%, list=27%, signal=35%	
COLORECTAL_CANCER	COLORECTAL_CANCER		58	-0.21782108	-0.6294045	0.9797619	1.0	1.0	1341	tags=14%, list=16%, signal=16%	
BREAST_CANCER	BREAST_CANCER		69	-0.20954014	-0.6200902	0.9852608	1.0	1.0	2273	tags=25%, list=27%, signal=33%	
OXIDATIVE_PHOSPHORYLATION	OXIDATIVE_PHOSPHORYLATION		100	-0.19891143	-0.61502856	0.9934211	1.0	1.0	2970	tags=27%, list=35%, signal=41%	
STAPHYLOCOCCUS_AUREUS_INFECTION	STAPHYLOCOCCUS_AUREUS_INFECTION		22	-0.24259235	-0.61237377	0.9541401	1.0	1.0	3778	tags=45%, list=45%, signal=82%	
ACUTE_MYELOID_LEUKEMIA	ACUTE_MYELOID_LEUKEMIA		49	-0.20822647	-0.5945926	0.99036145	1.0	1.0	1789	tags=22%, list=21%, signal=28%	
LYSINE_DEGRADATION	LYSINE_DEGRADATION		36	-0.21924232	-0.59344655	0.97184825	1.0	1.0	1372	tags=14%, list=16%, signal=17%	
PARKINSON_DISEASE	PARKINSON_DISEASE		104	-0.18639627	-0.581157	0.9988999	1.0	1.0	2970	tags=28%, list=35%, signal=42%	
THYROID_CANCER	THYROID_CANCER		28	-0.22471623	-0.57943183	0.98	1.0	1.0	2971	tags=29%, list=35%, signal=44%	
MELANOGENESIS	MELANOGENESIS		49	-0.20565596	-0.57744896	0.98932385	1.0	1.0	2417	tags=27%, list=29%, signal=37%	
NF-KAPPA_B_SIGNALING_PATHWAY	NF-KAPPA_B_SIGNALING_PATHWAY		52	-0.19861118	-0.5700319	0.98573124	1.0	1.0	2344	tags=23%, list=28%, signal=32%	
MITOPHAGY	MITOPHAGY		51	-0.18943766	-0.5458582	0.99413836	1.0	1.0	1417	tags=12%, list=17%, signal=14%	
LONG-TERM_DEPRESSION	LONG-TERM_DEPRESSION		35	-0.18669066	-0.4999244	0.99632806	1.0	1.0	2417	tags=23%, list=29%, signal=32%	
PROTEIN_EXPORT	PROTEIN_EXPORT		21	-0.1610738	-0.3985976	0.998679	0.9998465	1.0	3044	tags=24%, list=36%, signal=37%	
