"age";"edc";"y1";"y2";"y3";"y4";"y5";"y6";"y7";"y8"
4;"not graduated";14;12;7;13;3;4;4;18
4;"not graduated";21;20;21;46;18;36;16;31
4;"not graduated";9;8;19;40;15;32;16;40
4;"graduated";4;3;7;10;5;12;6;12
4;"graduated";17;21;21;46;14;41;15;33
4;"graduated";21;25;23;49;19;38;14;37
4;"graduated";14;19;20;33;16;21;12;22
4;"not graduated";7;10;15;23;15;17;9;33
4;"graduated";6;11;7;21;11;16;7;24
4;"graduated";10;20;17;46;16;32;13;34
4;"graduated";19;17;20;59;17;30;15;36
4;"graduated";19;28;22;63;18;23;14;26
4;"not graduated";16;20;23;48;11;14;13;29
4;"not graduated";12;12;8;14;7;17;2;20
4;"graduated";20;21;20;44;20;30;12;22
4;"graduated";14;24;13;44;16;37;5;39
4;"graduated";15;20;18;42;10;22;16;29
4;"graduated";25;24;22;65;19;36;18;28
4;"not graduated";16;17;19;44;11;34;12;30
4;"graduated";17;20;22;48;14;37;16;24
4;"graduated";24;26;25;55;17;38;12;31
4;"graduated";24;21;19;66;13;34;16;24
4;"graduated";23;30;23;62;13;23;13;29
4;"graduated";15;16;15;42;17;30;11;32
4;"graduated";24;30;21;65;19;20;20;31
4;"graduated";25;27;25;50;17;33;19;32
4;"graduated";20;17;16;52;16;36;11;34
4;"graduated";17;14;19;46;13;32;5;32
4;"graduated";22;26;23;58;17;23;14;29
4;"graduated";22;22;13;52;18;29;12;33
4;"graduated";18;19;18;55;14;30;18;22
4;"graduated";17;16;20;47;15;28;13;32
4;"graduated";20;27;24;58;19;44;17;36
4;"graduated";21;25;27;61;19;34;20;35
4;"graduated";18;17;12;44;17;31;8;30
4;"graduated";17;27;24;53;17;34;15;37
4;"graduated";19;21;22;61;19;46;15;41
4;"graduated";23;26;24;62;19;41;20;35
4;"graduated";15;20;19;41;15;27;12;21
4;"graduated";22;26;23;59;19;41;17;37
4;"not graduated";5;15;11;19;14;22;7;29
4;"graduated";25;23;23;63;16;40;15;38
4;"graduated";25;18;25;50;18;51;15;40
4;"not graduated";2;0;3;4;5;2;2;11
4;"not graduated";7;3;6;11;5;13;2;15
4;"not graduated";9;11;4;13;8;12;2;20
4;"graduated";26;22;23;58;15;44;17;33
4;"graduated";24;27;24;60;16;30;18;28
4;"graduated";11;13;20;32;14;22;7;32
4;"graduated";28;30;25;69;20;47;19;41
4;"not graduated";22;18;23;62;17;27;18;36
4;"graduated";21;8;16;53;15;20;13;27
4;"graduated";24;27;25;57;18;25;13;34
4;"graduated";18;26;20;50;9;21;12;20
4;"graduated";22;23;22;57;17;33;10;28
4;"not graduated";16;23;20;41;17;37;11;36
4;"not graduated";12;18;15;26;19;41;18;35
4;"graduated";26;27;23;64;19;40;20;37
4;"graduated";14;21;14;37;17;24;12;31
4;"graduated";25;27;22;65;18;36;20;34
4;"graduated";17;13;16;47;10;19;18;20
4;"graduated";23;27;25;60;18;42;18;35
4;"graduated";22;26;22;56;17;40;13;31
4;"graduated";21;22;21;47;18;36;14;32
4;"graduated";26;23;26;60;18;31;15;29
4;"graduated";23;24;22;53;16;20;16;31
4;"graduated";19;26;23;59;15;37;17;36
4;"graduated";18;26;15;48;15;23;11;27
4;"graduated";21;22;25;54;17;49;18;35
4;"graduated";29;29;25;66;19;49;19;40
4;"graduated";18;20;15;48;13;24;9;27
4;"graduated";16;21;25;46;17;43;15;35
4;"graduated";11;15;14;45;15;33;6;28
4;"graduated";23;19;24;52;17;41;11;37
4;"graduated";25;24;18;58;17;16;14;28
4;"not graduated";12;9;20;40;17;24;7;31
4;"graduated";21;24;26;59;19;43;16;39
4;"graduated";28;22;27;62;16;40;17;31
4;"graduated";29;31;26;68;19;47;13;39
4;"not graduated";15;15;18;42;8;14;6;32
4;"graduated";21;19;17;14;15;13;8;19
4;"graduated";23;24;21;54;18;45;17;35
4;"graduated";14;16;20;34;13;11;14;22
4;"graduated";18;20;20;41;14;29;18;22
4;"graduated";19;19;26;45;12;20;12;23
4;"graduated";15;13;19;42;4;7;10;20
4;"graduated";12;12;16;32;15;19;2;34
4;"graduated";15;22;21;44;16;27;14;32
4;"graduated";16;18;16;41;10;27;6;29
4;"not graduated";8;8;7;13;5;8;2;28
4;"graduated";15;31;21;50;15;20;20;27
4;"not graduated";4;9;4;9;11;6;4;22
4;"graduated";15;17;20;47;17;26;17;34
4;"graduated";15;18;17;37;16;39;15;34
4;"not graduated";14;13;17;26;14;23;2;32
4;"graduated";18;11;17;34;16;18;13;20
4;"not graduated";9;4;11;11;3;1;2;13
4;"graduated";19;27;20;45;14;23;15;34
4;"graduated";11;17;11;33;14;29;3;29
4;"not graduated";13;16;11;38;14;27;14;29
4;"graduated";17;21;24;48;17;12;11;27
4;"graduated";13;17;13;43;13;12;15;24
5;"graduated";19;28;18;60;13;43;11;36
5;"graduated";28;30;27;70;20;48;16;38
5;"graduated";26;31;27;65;19;41;19;33
5;"graduated";29;25;20;66;18;44;20;35
5;"graduated";23;28;26;64;15;30;11;32
5;"graduated";26;27;24;62;14;32;15;32
5;"graduated";26;25;20;58;17;36;16;36
5;"graduated";24;27;13;45;15;29;4;21
5;"graduated";24;27;26;58;17;42;11;37
5;"graduated";27;28;20;52;15;48;17;40
5;"graduated";25;27;22;54;14;38;17;34
5;"graduated";25;28;19;55;19;29;15;35
5;"graduated";18;28;18;51;19;28;15;31
5;"graduated";24;23;25;59;13;42;17;29
5;"graduated";25;21;22;60;17;33;16;30
5;"graduated";20;23;25;57;20;30;16;37
5;"graduated";22;31;21;54;15;32;13;32
5;"graduated";24;25;17;57;15;38;16;33
5;"graduated";25;30;18;65;18;34;14;36
5;"graduated";26;28;22;61;16;28;17;31
5;"graduated";25;30;24;66;16;32;15;29
5;"graduated";21;25;24;43;18;38;13;33
5;"not graduated";20;23;19;51;16;28;18;30
5;"graduated";20;21;18;50;14;33;10;29
5;"graduated";20;27;14;58;17;26;17;22
5;"graduated";11;19;12;42;13;20;15;27
5;"graduated";24;15;13;50;13;18;16;33
5;"graduated";21;23;25;59;15;36;16;36
5;"graduated";26;25;21;65;18;46;19;38
5;"graduated";25;24;15;44;14;28;13;32
5;"graduated";21;18;22;56;19;37;9;35
5;"graduated";19;21;15;47;12;18;18;21
5;"graduated";20;22;21;50;18;14;17;16
5;"graduated";24;29;27;62;18;49;19;38
5;"graduated";21;17;17;51;17;39;9;35
5;"graduated";22;23;21;60;17;37;16;35
5;"graduated";22;25;19;63;17;50;15;38
5;"graduated";21;25;23;59;15;43;17;33
5;"graduated";24;24;22;61;17;29;15;32
5;"graduated";16;23;17;44;19;28;11;29
5;"not graduated";10;12;7;25;15;16;7;19
5;"graduated";21;25;25;59;17;36;17;32
5;"not graduated";23;17;23;44;17;26;16;23
5;"graduated";17;23;16;49;16;30;12;33
5;"graduated";14;19;23;38;13;28;7;25
5;"graduated";23;29;23;45;15;22;18;31
5;"graduated";18;25;23;54;16;39;15;36
5;"graduated";26;26;26;54;18;43;19;39
5;"graduated";26;22;21;55;19;33;16;32
5;"graduated";10;13;7;24;16;22;8;31
5;"graduated";24;19;23;55;17;28;16;32
5;"graduated";11;16;11;27;16;28;8;30
5;"graduated";23;23;16;53;9;12;13;13
5;"graduated";18;23;20;55;18;46;15;36
5;"not graduated";22;19;17;49;14;30;17;29
5;"not graduated";12;13;14;11;3;19;4;28
5;"graduated";13;17;15;34;12;24;2;29
5;"graduated";29;23;22;61;19;43;14;35
5;"graduated";22;26;13;52;14;38;18;30
5;"graduated";21;25;16;47;16;43;11;39
5;"graduated";22;20;19;53;17;29;17;33
5;"graduated";23;18;19;51;17;31;17;35
5;"graduated";22;23;21;63;16;34;14;32
5;"graduated";25;20;21;54;19;29;12;31
5;"graduated";22;24;23;46;18;38;14;36
5;"graduated";18;22;19;36;12;33;2;35
5;"graduated";25;23;22;55;16;42;17;40
5;"not graduated";14;29;17;41;16;26;11;23
5;"graduated";21;20;15;52;14;30;19;24
5;"graduated";25;26;24;61;18;43;12;37
5;"graduated";20;26;14;57;14;30;14;34
5;"graduated";21;20;24;39;13;42;16;34
5;"graduated";16;27;24;56;14;34;13;34
5;"graduated";24;21;16;50;18;50;17;37
5;"graduated";23;24;23;52;17;21;13;27
5;"graduated";22;26;26;59;15;46;18;37
5;"graduated";22;20;24;57;16;33;12;31
5;"graduated";19;16;21;51;15;13;12;20
5;"graduated";19;15;5;18;16;20;14;28
5;"graduated";16;16;13;24;10;11;3;17
5;"graduated";12;15;8;30;10;6;2;11
5;"not graduated";13;13;14;31;17;14;15;38
5;"graduated";18;25;22;44;16;29;11;23
5;"not graduated";9;12;4;17;13;12;9;28
5;"graduated";24;27;24;50;18;33;14;29
5;"graduated";25;24;21;52;15;26;8;31
5;"graduated";12;15;17;37;14;32;10;29
5;"graduated";19;14;20;43;18;28;12;36
5;"graduated";24;29;23;58;19;32;14;36
5;"graduated";16;16;14;33;14;30;14;30
5;"not graduated";7;12;5;21;8;16;2;14
5;"not graduated";8;10;4;17;9;17;2;26
5;"graduated";18;14;18;41;19;46;12;38
5;"graduated";24;28;28;69;20;48;18;31
5;"not graduated";12;19;6;14;9;8;4;12
5;"not graduated";18;23;18;48;10;28;10;30
5;"graduated";24;25;22;55;18;22;15;32
5;"graduated";20;26;22;46;17;31;12;36
5;"not graduated";14;27;18;49;14;12;4;16
5;"graduated";21;26;19;53;17;37;17;33
5;"not graduated";9;22;18;32;16;16;7;27
5;"not graduated";8;4;0;7;9;2;1;13
5;"not graduated";8;18;16;39;18;27;11;36
5;"not graduated";14;9;3;18;4;8;2;12
5;"not graduated";8;20;12;28;12;23;11;24
5;"not graduated";15;16;18;39;18;33;13;34
5;"graduated";21;16;13;41;13;45;10;36
5;"not graduated";12;14;13;45;6;24;10;22
5;"not graduated";19;20;12;35;16;46;17;28
5;"graduated";24;18;23;58;15;42;6;35
5;"not graduated";23;18;18;34;16;39;16;35
5;"graduated";26;22;22;53;16;22;14;34
5;"graduated";25;23;21;58;15;36;14;32
5;"graduated";22;19;18;50;14;32;13;30
5;"not graduated";18;26;17;56;17;36;19;33
5;"graduated";18;19;15;36;12;22;9;24
5;"graduated";14;23;20;21;16;40;13;38
5;"graduated";15;13;15;24;7;20;11;14
5;"not graduated";9;8;5;13;5;2;2;22
5;"not graduated";22;15;20;54;19;0;16;29
5;"graduated";13;17;10;36;15;32;2;29
5;"not graduated";5;9;3;14;2;8;3;6
5;"not graduated";14;8;12;18;5;12;8;29
5;"not graduated";14;13;17;29;6;11;10;9
5;"not graduated";6;12;9;18;11;15;11;27
5;"graduated";29;24;24;62;15;38;17;36
5;"graduated";25;27;24;62;16;46;18;33
5;"graduated";23;26;19;61;16;30;17;23
5;"graduated";16;26;27;53;17;31;14;33
5;"graduated";24;24;17;54;18;44;20;33
5;"graduated";20;27;25;58;19;41;12;32
5;"graduated";24;25;19;62;16;22;17;35
5;"graduated";27;27;24;66;15;34;17;31
5;"graduated";23;30;25;64;18;32;13;28
5;"graduated";17;22;19;63;17;36;20;33
5;"graduated";21;20;19;45;14;33;19;32
5;"graduated";18;18;21;39;17;35;17;36
5;"graduated";19;31;21;59;19;35;17;35
5;"graduated";16;13;11;32;5;14;3;30
5;"graduated";22;24;21;52;18;29;15;24
5;"graduated";16;22;24;50;12;14;9;22
5;"graduated";21;25;23;59;14;41;12;33
5;"graduated";20;22;24;54;13;38;18;32
5;"not graduated";15;14;17;40;17;22;15;27
5;"graduated";23;27;24;64;19;35;10;36
5;"graduated";14;19;17;33;12;25;6;31
5;"graduated";22;28;24;65;18;27;13;23
5;"not graduated";13;15;16;22;17;10;15;27
5;"graduated";24;17;22;52;19;40;16;37
5;"graduated";10;17;13;33;15;18;14;24
5;"graduated";19;24;23;57;17;29;8;36
5;"graduated";24;27;23;50;17;29;8;22
5;"graduated";19;25;18;41;13;23;14;34
5;"graduated";15;15;16;38;15;7;13;21
5;"graduated";20;27;22;61;16;32;15;35
5;"graduated";18;22;15;49;18;32;15;36
5;"graduated";24;26;23;59;17;50;17;39
5;"graduated";23;31;20;59;19;28;15;39
5;"graduated";13;13;14;58;18;25;7;22
5;"graduated";21;22;20;52;9;18;9;23
5;"graduated";20;16;15;52;19;31;16;30
5;"not graduated";10;19;19;37;17;27;17;29
5;"not graduated";24;24;20;53;18;40;13;33
5;"graduated";19;16;18;36;18;40;8;33
5;"not graduated";16;22;21;48;18;33;16;40
5;"graduated";15;20;17;40;15;21;11;26
5;"graduated";20;23;18;55;18;40;13;32
5;"graduated";19;20;13;43;17;40;15;33
5;"not graduated";7;15;11;18;14;2;6;24
5;"graduated";6;5;12;17;3;9;2;10
5;"not graduated";5;5;9;24;2;7;2;7
5;"graduated";18;22;18;41;14;22;14;27
5;"not graduated";18;15;13;49;16;12;4;33
5;"graduated";14;22;22;20;11;9;6;29
5;"graduated";20;18;20;49;14;36;13;32
5;"not graduated";27;21;23;48;18;12;20;28
5;"not graduated";11;16;20;31;18;37;14;38
5;"not graduated";4;7;1;12;8;0;2;23
5;"not graduated";6;14;4;13;6;12;6;23
5;"not graduated";15;11;9;23;5;2;2;19
5;"not graduated";13;21;16;37;18;19;6;31
5;"graduated";10;14;11;26;11;28;13;31
5;"graduated";14;28;23;61;14;28;19;21
5;"graduated";21;21;21;50;18;45;15;37
5;"graduated";22;29;26;53;14;30;11;34
5;"graduated";21;21;23;56;10;10;11;27
5;"graduated";22;28;20;65;14;30;12;32
5;"graduated";17;14;15;49;12;23;11;23
5;"graduated";10;15;8;16;11;16;2;19
5;"graduated";22;19;21;40;18;27;9;22
5;"graduated";22;18;11;54;17;29;15;24
5;"graduated";19;22;18;46;14;24;18;29
5;"graduated";14;10;19;30;11;18;11;23
5;"graduated";23;21;24;60;17;40;16;33
5;"graduated";14;13;17;33;9;14;6;30
5;"not graduated";21;23;24;49;18;23;13;36
5;"graduated";18;18;13;39;17;37;13;35
5;"graduated";16;14;12;38;7;23;4;22
5;"graduated";27;28;26;67;18;36;16;33
5;"graduated";24;21;18;55;14;44;17;36
5;"not graduated";14;9;9;33;12;24;2;24
5;"graduated";19;24;24;54;16;28;18;34
5;"graduated";20;20;22;52;12;32;10;30
5;"graduated";17;22;22;47;14;23;15;30
5;"graduated";28;29;25;58;17;37;18;36
5;"not graduated";22;25;23;60;19;34;18;32
5;"not graduated";14;16;20;45;17;30;15;32
5;"not graduated";6;7;1;14;1;2;0;15
5;"graduated";20;17;16;26;16;19;7;26
5;"graduated";25;25;24;61;17;27;13;35
5;"graduated";17;23;18;53;14;37;10;36
5;"not graduated";11;12;13;30;9;20;11;26
5;"not graduated";20;26;20;55;12;26;12;24
5;"graduated";14;25;11;26;12;24;10;28
5;"graduated";22;22;17;61;15;36;16;33
5;"not graduated";4;5;1;16;1;0;2;14
5;"graduated";10;21;17;33;14;34;15;22
5;"graduated";27;28;25;65;17;30;20;33
5;"graduated";18;21;21;46;16;36;18;37
5;"not graduated";9;16;16;40;3;5;2;15
5;"graduated";19;25;21;57;14;27;8;32
5;"graduated";19;24;23;55;14;19;14;22
5;"not graduated";16;14;21;48;17;33;10;37
5;"graduated";24;26;20;60;20;35;16;33
5;"not graduated";14;17;11;53;14;17;13;34
5;"graduated";20;23;24;58;15;31;15;32
5;"graduated";19;26;28;64;17;36;18;33
5;"graduated";20;19;18;54;14;26;10;22
5;"graduated";18;23;24;48;14;33;7;34
5;"not graduated";5;11;1;34;5;11;2;25
5;"graduated";25;25;18;65;16;42;17;35
5;"not graduated";17;20;17;31;14;18;7;36
5;"not graduated";6;10;4;14;7;6;2;29
5;"graduated";21;19;20;53;9;30;7;27
5;"graduated";19;21;19;50;14;25;11;35
5;"graduated";17;20;15;39;13;17;11;25
5;"graduated";19;26;25;62;18;32;16;30
5;"graduated";9;13;15;36;4;8;8;21
5;"not graduated";7;10;7;12;11;15;2;27
5;"not graduated";28;21;20;58;20;0;16;22
5;"not graduated";7;6;1;12;5;2;2;11
5;"not graduated";10;12;5;14;11;9;4;30
5;"graduated";13;16;11;21;12;16;7;23
5;"not graduated";16;17;21;24;14;32;10;32
5;"graduated";11;14;10;20;9;16;6;31
5;"not graduated";8;7;10;18;10;20;10;32
5;"not graduated";11;13;9;23;15;22;2;13
5;"graduated";21;24;22;52;16;25;11;29
5;"graduated";22;24;23;58;16;24;8;34
5;"not graduated";13;15;12;39;16;24;9;31
6;"graduated";28;31;25;69;17;25;12;24
6;"graduated";29;27;24;66;20;51;18;40
6;"graduated";25;25;20;54;17;30;12;32
6;"graduated";29;29;25;66;18;44;19;36
6;"graduated";26;20;24;60;11;16;8;20
6;"graduated";24;18;17;44;12;32;10;34
6;"graduated";26;24;23;58;16;28;17;32
6;"graduated";24;24;19;47;16;36;2;31
6;"graduated";23;26;16;58;18;41;16;35
6;"graduated";28;24;23;64;17;34;12;33
6;"graduated";25;23;24;62;18;44;10;31
6;"graduated";28;29;27;58;19;45;19;40
6;"graduated";26;29;26;65;19;37;19;39
6;"graduated";24;28;19;58;15;27;14;32
6;"graduated";26;25;20;52;16;35;11;37
6;"graduated";28;7;25;44;18;50;7;37
6;"graduated";25;20;22;62;14;21;11;27
6;"graduated";13;18;13;47;13;8;9;31
6;"not graduated";20;23;17;51;14;45;14;36
6;"graduated";16;21;5;44;5;24;12;14
6;"graduated";19;22;20;35;16;39;19;33
6;"graduated";21;29;19;48;12;27;9;31
6;"graduated";22;24;23;44;14;26;11;19
6;"graduated";22;29;20;50;16;42;19;34
6;"graduated";20;26;16;51;14;21;16;34
6;"graduated";22;27;18;55;14;33;11;34
6;"not graduated";13;18;15;32;14;35;7;33
6;"graduated";20;27;17;50;9;28;17;31
6;"not graduated";22;29;22;63;19;29;18;35
6;"not graduated";17;20;16;49;14;23;10;31
6;"graduated";20;27;25;51;15;39;16;36
6;"graduated";17;15;19;43;14;27;16;31
6;"graduated";25;30;24;58;19;37;18;28
6;"graduated";21;21;17;50;15;37;6;30
6;"graduated";28;31;23;65;15;29;13;30
6;"graduated";18;16;8;42;15;24;12;30
6;"graduated";21;27;22;56;18;34;19;36
6;"graduated";22;19;16;49;11;24;6;24
6;"graduated";20;25;15;66;16;22;8;23
6;"graduated";23;24;14;42;17;30;16;33
6;"graduated";28;30;21;66;18;38;11;35
6;"graduated";28;21;19;65;16;31;13;22
6;"graduated";25;25;25;55;15;39;19;34
6;"graduated";27;23;21;57;18;41;17;37
6;"graduated";25;22;16;41;13;34;12;31
6;"not graduated";22;18;14;42;17;30;17;33
6;"not graduated";18;19;17;23;14;20;14;31
6;"not graduated";23;21;20;54;19;38;19;34
6;"graduated";24;19;21;43;16;32;15;33
6;"not graduated";21;22;17;55;12;27;14;33
6;"graduated";27;27;24;61;20;45;18;33
6;"graduated";13;20;20;45;10;38;13;29
6;"graduated";19;22;21;45;11;28;13;29
6;"not graduated";22;23;21;55;17;33;17;35
6;"graduated";21;23;22;51;14;35;14;29
6;"not graduated";17;5;8;27;2;20;2;26
6;"not graduated";18;19;19;41;16;31;14;31
6;"graduated";20;27;23;47;13;37;16;33
6;"not graduated";23;24;19;49;17;33;19;33
6;"graduated";25;24;20;55;15;25;17;23
6;"graduated";26;26;20;54;13;11;8;18
6;"graduated";18;21;27;47;17;32;15;29
6;"graduated";19;20;15;39;11;2;9;19
6;"graduated";19;27;18;51;15;44;18;36
6;"graduated";23;18;18;44;17;36;9;35
6;"graduated";16;18;15;49;17;15;8;22
6;"not graduated";19;24;17;49;15;40;12;35
6;"not graduated";23;26;19;56;20;34;20;29
6;"graduated";16;21;19;49;18;26;15;34
6;"graduated";28;25;25;64;18;39;18;32
6;"not graduated";14;11;15;28;15;20;20;29
6;"graduated";25;24;23;57;20;32;20;35
6;"graduated";24;19;14;52;7;28;14;30
6;"graduated";18;22;19;53;16;39;15;33
6;"not graduated";14;18;20;40;14;20;12;30
6;"graduated";15;17;19;43;13;17;2;31
6;"graduated";18;17;15;41;16;14;14;21
6;"not graduated";8;20;4;24;8;17;4;25
6;"graduated";19;17;22;45;14;22;12;30
6;"not graduated";19;4;17;44;14;28;12;35
6;"not graduated";10;13;8;34;12;6;2;21
6;"not graduated";20;20;16;41;16;28;12;25
6;"not graduated";16;15;14;34;16;17;10;24
6;"graduated";20;22;22;46;12;27;10;32
6;"graduated";15;9;2;17;9;2;2;11
6;"not graduated";16;22;12;37;18;22;6;26
6;"not graduated";17;10;19;42;9;13;12;18
6;"not graduated";12;23;19;32;7;0;8;23
6;"not graduated";14;24;13;33;15;29;2;30
6;"graduated";21;16;18;38;16;26;13;24
6;"not graduated";16;21;19;56;16;20;12;28
6;"not graduated";16;4;12;34;10;17;7;13
6;"not graduated";17;20;13;41;11;14;17;20
6;"graduated";24;7;24;61;17;45;17;33
6;"graduated";18;18;9;35;12;22;8;29
6;"not graduated";14;14;12;31;10;11;6;28
6;"not graduated";14;17;12;28;12;18;2;29
6;"graduated";21;14;21;36;12;15;19;12
6;"not graduated";16;21;15;38;14;25;14;28
6;"not graduated";16;20;17;41;16;27;6;31
6;"graduated";27;27;21;56;16;48;15;34
6;"not graduated";10;14;7;21;15;24;9;36
6;"not graduated";18;20;14;23;13;22;4;15
6;"not graduated";7;4;5;9;11;17;1;18
6;"not graduated";7;9;0;20;4;15;1;16
6;"graduated";21;26;27;56;17;32;14;33
6;"graduated";24;31;24;58;18;35;15;33
6;"graduated";17;19;23;49;8;26;10;31
6;"graduated";20;20;15;53;14;35;14;33
6;"graduated";18;25;15;53;9;20;7;15
6;"graduated";28;22;19;63;15;32;11;34
6;"graduated";14;17;8;39;13;20;6;23
6;"graduated";28;25;25;61;18;38;16;29
6;"graduated";17;15;21;51;17;20;14;33
6;"not graduated";17;27;16;30;11;11;2;17
6;"not graduated";21;27;16;54;16;32;19;24
6;"graduated";26;26;18;57;18;25;14;33
6;"not graduated";7;16;4;18;4;6;4;13
6;"not graduated";20;23;21;37;17;24;16;29
6;"not graduated";11;15;6;18;7;6;2;13
6;"not graduated";17;11;11;25;12;6;2;23
6;"not graduated";2;4;2;10;0;0;2;6
6;"not graduated";7;6;8;23;9;6;2;18
6;"graduated";23;24;25;46;14;23;10;28
6;"graduated";16;15;18;48;16;34;15;21
6;"graduated";19;24;17;54;18;29;17;25
6;"graduated";17;16;18;48;11;30;10;33
6;"graduated";27;29;25;58;18;37;14;30
6;"graduated";19;24;22;56;17;16;14;29
6;"not graduated";16;22;20;37;17;24;10;25
6;"graduated";21;25;19;53;13;31;15;24
6;"graduated";27;28;28;66;18;43;11;35
6;"graduated";24;25;26;50;19;21;18;32
6;"graduated";22;26;23;51;20;38;12;30
6;"graduated";21;24;25;52;16;24;13;29
6;"graduated";24;26;20;55;16;43;11;35
6;"graduated";26;24;24;65;13;22;8;33
6;"graduated";12;26;17;53;17;19;17;27
6;"not graduated";13;10;22;35;7;15;2;21
6;"graduated";16;19;15;44;12;37;10;29
6;"not graduated";13;5;14;39;11;25;11;26
6;"graduated";24;26;20;59;16;24;18;24
6;"graduated";20;16;20;46;11;43;8;37
6;"graduated";21;28;18;52;15;23;8;30
6;"graduated";23;24;25;57;18;39;17;36
6;"graduated";15;24;16;37;11;23;6;29
6;"graduated";25;27;21;60;16;29;17;33
6;"graduated";21;23;25;53;17;35;13;31
6;"graduated";22;22;20;58;16;33;15;24
6;"graduated";23;27;15;49;15;38;15;35
6;"graduated";23;29;23;53;15;37;10;38
6;"graduated";23;21;21;60;12;24;10;25
6;"graduated";27;28;23;61;17;44;17;33
6;"graduated";19;26;20;43;13;28;7;31
6;"graduated";14;16;22;47;11;25;7;29
6;"not graduated";14;24;15;45;12;12;2;26
6;"graduated";27;29;25;63;14;28;16;26
6;"graduated";27;23;26;63;14;25;14;21
6;"graduated";19;25;22;60;14;24;9;28
6;"graduated";13;15;20;50;15;22;4;32
6;"graduated";22;24;21;45;18;35;12;35
6;"graduated";21;17;17;48;18;45;11;35
6;"not graduated";22;20;25;63;17;31;15;35
6;"graduated";16;19;23;36;13;28;14;28
6;"not graduated";19;18;20;43;14;25;8;24
6;"not graduated";4;14;8;13;6;16;10;14
6;"not graduated";14;18;13;33;11;24;11;19
6;"graduated";19;27;20;56;16;38;16;35
6;"graduated";19;14;7;39;13;42;12;34
6;"not graduated";10;15;14;27;15;16;4;25
6;"not graduated";17;23;20;47;18;26;6;37
6;"graduated";21;22;7;51;15;36;13;32
6;"not graduated";12;19;19;38;8;23;6;10
6;"not graduated";11;17;14;37;9;17;6;22
6;"not graduated";23;22;22;54;13;35;12;31
6;"not graduated";11;16;16;34;11;23;12;31
6;"not graduated";10;13;17;40;16;33;12;28
6;"not graduated";15;20;16;44;12;30;8;35
6;"graduated";20;24;17;51;19;35;11;33
6;"not graduated";14;23;12;42;7;12;3;25
6;"not graduated";9;10;11;14;4;6;2;27
6;"graduated";17;19;16;42;13;25;7;22
6;"not graduated";13;9;15;20;12;28;8;29
6;"graduated";18;26;21;49;14;15;16;22
6;"not graduated";18;15;14;38;12;20;8;31
6;"not graduated";5;10;13;24;5;20;6;30
6;"not graduated";20;17;14;43;17;29;10;33
6;"graduated";17;20;16;41;13;17;3;24
6;"graduated";20;23;23;58;16;20;15;22
6;"not graduated";15;17;11;26;9;26;13;33
6;"graduated";16;22;21;46;9;36;2;10
6;"graduated";20;16;14;38;12;23;17;31
6;"not graduated";23;24;23;59;18;35;16;31
6;"not graduated";21;21;13;55;16;44;9;31
6;"graduated";25;27;18;55;16;41;19;31
6;"graduated";25;26;19;52;12;22;9;14
6;"graduated";23;27;24;61;15;33;15;34
6;"graduated";16;16;18;42;17;36;15;30
6;"graduated";20;25;22;54;12;20;12;27
6;"graduated";23;29;22;63;19;27;13;18
6;"not graduated";12;4;5;34;10;20;6;13
6;"not graduated";18;23;20;56;12;7;2;27
6;"not graduated";29;32;26;70;20;35;20;29
6;"not graduated";20;18;15;52;15;41;7;34
6;"graduated";18;19;21;48;10;33;12;33
6;"graduated";15;24;23;50;15;34;12;28
6;"not graduated";19;24;19;46;17;21;9;29
6;"graduated";24;24;25;59;18;38;20;32
6;"graduated";21;20;21;59;14;20;12;30
6;"graduated";20;24;22;49;13;24;10;33
6;"not graduated";12;6;9;17;5;6;4;32
6;"not graduated";2;2;0;5;2;0;5;5
6;"graduated";27;22;21;60;18;23;13;30
6;"graduated";18;17;19;35;17;38;2;31
6;"graduated";19;19;23;51;16;29;7;32
6;"graduated";17;24;21;36;16;35;11;30
6;"graduated";23;23;17;54;9;28;11;21
6;"graduated";26;29;23;66;15;18;17;28
6;"not graduated";3;4;1;10;5;7;0;8
6;"graduated";26;27;23;63;18;25;12;29
6;"graduated";21;23;22;50;13;18;11;23
6;"graduated";24;25;25;60;17;18;9;28
6;"graduated";24;26;24;54;11;20;10;23
6;"graduated";26;25;19;54;16;16;8;20
6;"graduated";19;25;16;59;18;22;15;32
6;"graduated";20;18;13;49;12;24;2;28
6;"graduated";17;25;21;49;16;12;11;30
6;"graduated";26;30;28;63;14;37;15;34
6;"graduated";19;24;19;53;17;34;16;38
6;"graduated";19;21;12;48;4;14;9;32
6;"graduated";13;21;16;37;14;30;10;31
6;"graduated";20;29;24;64;17;25;9;31
6;"graduated";24;24;22;58;18;31;16;22
6;"graduated";15;12;12;32;9;20;4;15
6;"not graduated";14;13;11;33;8;16;2;30
6;"graduated";18;20;16;44;14;25;8;31
6;"graduated";10;16;11;27;14;20;4;22
6;"graduated";21;23;20;50;15;26;16;21
6;"graduated";25;25;24;61;12;28;15;22
6;"graduated";16;16;18;51;10;24;8;26
6;"not graduated";15;20;14;35;15;35;8;27
6;"graduated";9;5;4;27;5;6;2;10
6;"not graduated";17;18;12;35;10;24;3;32
6;"not graduated";13;11;14;31;14;14;15;31
6;"not graduated";5;6;3;13;5;2;2;13
6;"graduated";25;21;22;52;15;20;15;29
6;"not graduated";9;10;4;18;5;8;1;15
