"school";"gender";"age";"geread";"gevocab"
2189;"Female";110;3.2;4.9
2189;"Male";101;4.7;4
2189;"Female";102;3.7;2.7
2189;"Male";118;4.9;2.8
2189;"Female";112;3;4
2189;"Female";107;3.8;4.3
2189;"Female";103;3.7;4.3
2189;"Female";102;2.9;8.4
2189;"Female";103;3.2;3.2
2189;"Male";107;2.7;3.1
2189;"Female";110;6.4;4.8
2189;"Female";106;4.7;3.1
2201;"Male";111;3;2.4
2201;"Female";106;3.5;3.6
2201;"Male";112;2.4;1.8
2201;"Female";108;3.2;3
2201;"Male";102;4.9;3.8
2201;"Female";107;2.9;3.5
2201;"Male";109;4.2;6.8
2201;"Female";112;6.4;6.7
2201;"Female";103;3.1;3.1
2201;"Female";108;12;7.3
2201;"Male";109;5.4;4.2
2237;"Male";107;4.4;6
2237;"Female";112;4.2;5.5
2237;"Male";107;3.1;4.5
2237;"Female";108;8.7;5
2237;"Male";121;4.9;6.2
2237;"Female";111;2.1;2.9
2237;"Male";123;3.8;5.7
2237;"Female";112;2.9;2.9
2237;"Female";117;1.8;2.1
2237;"Female";111;4.9;5.2
2237;"Male";108;4.2;3.1
2237;"Female";106;3.5;5.2
2237;"Male";105;5.2;9.3
2237;"Male";106;8.7;7.4
2237;"Male";112;3.2;3.9
2237;"Female";104;2;2.4
2237;"Female";104;2.3;2.9
2237;"Male";105;3.3;3.7
2237;"Male";114;1.8;2.4
2237;"Male";115;2.1;11.2
2237;"Male";103;3.7;6.7
2237;"Male";111;6.4;7.5
2237;"Female";111;5;8.2
2237;"Female";104;4.2;3.5
2237;"Male";112;3.1;6.7
2237;"Male";110;4.6;2.7
2237;"Male";103;3.8;5.4
2237;"Female";107;4.9;3
2237;"Male";110;7.6;6.3
2237;"Male";111;2.3;2.4
2237;"Male";104;3.3;3
2237;"Female";111;3.2;3
2237;"Female";109;3.5;2.4
2237;"Female";111;4.9;3.4
2237;"Male";111;6.4;8.9
2237;"Female";111;12;4.5
2237;"Male";103;3.1;4.8
2237;"Male";108;3;3.4
2237;"Male";109;3.1;1.8
2237;"Male";106;2.5;1.7
2237;"Male";110;4.3;5
2237;"Female";105;12;7.5
2237;"Female";114;2.6;1.6
2237;"Female";108;7.6;8
2237;"Male";106;2.5;2.9
2237;"Male";106;4.3;3.5
2237;"Female";105;4.9;3.9
2237;"Female";104;8.3;3.5
2237;"Female";104;2.5;3.8
2433;"Male";111;3.1;3.2
2433;"Male";102;8.2;8.4
2433;"Male";108;2.9;4.4
2433;"Male";107;0.7;1.1
2433;"Female";95;3.1;6.8
2433;"Male";104;4.9;11.2
2433;"Female";103;1.6;1
2433;"Female";107;1.6;3
2433;"Female";114;3.7;2.6
2433;"Female";101;6.6;7.3
2433;"Female";102;4.8;3.4
2433;"Male";110;1.6;1.6
2433;"Male";110;1.3;3
2433;"Male";101;5.8;4.7
2433;"Female";117;2.9;8.4
2433;"Male";107;3.3;5.7
2433;"Male";106;2.6;2.5
2433;"Male";112;2.9;3
2433;"Male";108;3;5.1
2433;"Female";102;3.3;7.5
2433;"Female";104;3.4;3
2433;"Female";102;6.4;7.3
2433;"Male";106;2.5;3
2433;"Male";106;2.7;4.1
2433;"Female";103;2.5;3.8
2433;"Male";106;3.7;4.2
2433;"Female";102;4.9;4.9
2433;"Female";99;5.1;4.8
2433;"Male";108;5.8;4.9
2433;"Male";101;5.1;3.5
2433;"Male";102;3.1;2.8
2433;"Female";108;2.3;3.9
2433;"Male";105;2.7;2.1
2433;"Male";102;4;3.4
2433;"Female";110;2.4;2.9
2433;"Female";122;1.6;3.4
2433;"Male";107;3.6;3.9
2433;"Male";101;1.8;3
2433;"Male";105;4.2;2.8
2433;"Female";108;2.7;2.4
2433;"Male";108;3.1;2.9
2433;"Male";110;2.2;3.1
2433;"Female";104;3.5;2.9
2433;"Female";104;2.3;2.2
2433;"Male";102;3.7;5.4
2433;"Male";112;3.9;4.9
2433;"Male";109;1.8;1.9
2433;"Male";110;4.3;2.7
2433;"Female";107;3.3;2.1
2433;"Male";102;6.4;5
2433;"Male";103;1.3;2.1
2433;"Female";109;1.5;1.1
2433;"Female";101;3.3;3.2
2433;"Female";101;6.4;4.9
2433;"Female";109;4.8;6.2
2433;"Male";112;3.9;3.4
2433;"Male";104;2.1;1.8
2433;"Male";106;3.8;3.9
2433;"Male";104;1.6;11.2
2433;"Male";110;4.8;4.5
2433;"Female";110;3.1;5
2433;"Female";106;4.1;6.2
2433;"Male";109;5.8;3.9
2433;"Female";120;1.5;1.4
2433;"Male";109;2.7;2.5
2433;"Male";117;2.7;2.3
2433;"Male";109;4.1;3.8
2433;"Female";111;6.4;5.5
2433;"Female";106;12;6.8
2433;"Female";101;4.9;5
2433;"Female";101;3.2;3.1
2433;"Male";104;1.9;2.1
2433;"Female";104;9.2;11
2433;"Female";112;2.8;5
2433;"Male";110;4.2;3.9
2433;"Male";114;4.5;2.1
2433;"Male";106;4.9;7.6
2433;"Female";108;3.3;1.6
2433;"Female";102;2.4;2.7
2433;"Female";105;6.4;3.5
2433;"Male";102;2;2.3
2433;"Male";107;3.3;4.7
2433;"Male";112;1.8;2.2
2433;"Male";101;1.5;1.5
2433;"Female";108;2;2
2433;"Male";106;2.4;3.1
2433;"Female";102;3.8;4.8
2433;"Male";111;6.4;9.3
2433;"Male";102;4.4;4.9
2433;"Male";104;4.4;5.7
2433;"Female";102;0;0.2
2433;"Male";102;2.9;2.2
2433;"Male";110;12;5.4
2433;"Female";107;2.9;2.5
2433;"Male";101;1.6;2
2433;"Male";104;4.4;5.8
2433;"Male";103;4.5;4.6
2433;"Female";101;4.8;4.8
2433;"Male";101;1.6;2.2
2433;"Male";103;4.1;4.2
2433;"Male";111;3.9;3.7
2433;"Female";108;2.7;2.9
2433;"Female";107;2.7;2.5
2433;"Female";113;3.9;4.3
2433;"Female";105;3.4;3.1
2441;"Female";105;12;7.2
2441;"Female";107;2.2;4.7
2441;"Male";112;2.7;2.4
2441;"Female";110;4.9;6.7
2441;"Female";106;4.5;4.6
2441;"Male";108;6.4;6.7
2441;"Male";111;5.2;5
2441;"Male";110;2;3
2441;"Male";106;3.4;7.2
2441;"Male";106;5.2;7.6
2441;"Female";110;4.8;4.5
2441;"Female";104;3.9;8.4
2441;"Male";102;4.5;6.7
2441;"Male";111;4.3;3.5
2441;"Male";115;4.8;5
2441;"Male";109;4.3;3.7
2441;"Male";109;4.3;7.5
2441;"Female";110;6.4;4.36
2441;"Male";109;3.5;5.5
2441;"Female";109;12;11.2
2441;"Female";122;3.3;2.5
2441;"Male";109;3.3;3.2
2441;"Male";108;2.4;4
2441;"Male";111;3.5;2.9
2441;"Female";113;1.5;1.4
2441;"Male";116;2.2;3.7
2441;"Female";101;12;7.3
2441;"Female";107;4.9;4.7
2441;"Male";111;0.4;2.5
2441;"Male";102;4.3;3
2441;"Male";105;0.8;0.7
2441;"Male";106;6.4;5
2441;"Male";107;4.9;4.4
2441;"Male";106;1.4;1.9
2441;"Male";109;7.8;4.5
2441;"Female";102;3.5;4.4
2441;"Male";102;4.9;11.2
2441;"Female";114;2.9;11
2441;"Male";115;2.9;7.6
2441;"Male";104;6;4.7
2441;"Male";114;4.3;11
2441;"Male";110;8.2;7.3
2441;"Male";110;5.8;8.4
2441;"Female";109;6.4;11.2
2441;"Female";104;3.1;5
2441;"Female";107;8.3;7.2
2441;"Male";104;7.6;8.4
2441;"Male";102;6.4;6.7
2441;"Male";122;3.5;3.3
2441;"Male";106;3.2;11.2
2441;"Male";114;4.7;11.2
2441;"Male";113;6.4;6.4
2441;"Female";103;3.4;4.3
2441;"Male";111;4.7;11.2
2441;"Male";105;2.7;4.7
2441;"Male";102;6.3;11
2441;"Female";109;4;3.1
2441;"Female";106;2.6;2.1
2441;"Male";103;2.9;3.9
2441;"Male";111;6.4;8.2
2441;"Male";115;4.4;6.7
2441;"Male";112;5.8;7.5
2441;"Female";108;4.3;4.2
2441;"Male";108;3.8;4
2441;"Female";108;1.3;2.1
2441;"Male";105;6.4;6.7
2441;"Male";102;3;3.8
2441;"Female";108;12;11
2441;"Male";110;7.2;6
2441;"Male";103;6.4;6.7
2441;"Female";112;4.9;8.2
2441;"Female";108;4.8;6.8
2441;"Male";101;3.8;8.9
2441;"Male";108;3.7;4
2441;"Female";105;3.3;5.4
2441;"Male";111;5;3.3
2441;"Female";101;6.4;9.2
2441;"Male";102;5.1;11.2
2441;"Female";105;3.3;3.8
2441;"Female";107;3.1;11.2
2441;"Male";106;3.7;6.2
2441;"Male";116;3;7.5
2441;"Female";109;3.1;6.7
2441;"Male";105;4.8;5.5
2441;"Female";109;3.2;7.5
2441;"Male";122;4.9;6.7
2441;"Female";108;6.4;11.2
2441;"Male";107;4.8;9.3
2441;"Male";113;6.4;6.2
2441;"Female";107;4.9;6.7
2441;"Male";108;4.1;11.2
2441;"Male";102;6.4;5.5
2441;"Male";102;2.5;11.2
2441;"Male";98;7.6;4.7
2441;"Male";111;5.8;8.2
2441;"Male";111;4.5;11.2
2441;"Male";102;4.8;4.5
2441;"Male";114;3.1;4.1
2441;"Female";115;12;4.9
2449;"Male";105;4.8;11
2449;"Male";111;4.8;6.7
2449;"Male";110;8.2;4.8
2449;"Male";112;3.1;3.2
2449;"Male";111;4.4;3.6
2449;"Female";102;3.9;5
2449;"Female";102;3.6;3.8
2449;"Male";106;1.9;1.9
2449;"Male";103;1.9;2.1
2449;"Female";109;6.3;11
2449;"Female";122;2.4;2.3
2449;"Male";106;4.7;3.3
2449;"Female";104;2.7;3.1
2449;"Male";106;4.8;3.4
2449;"Female";110;6.4;4.8
2449;"Female";105;12;11.2
2449;"Female";102;4.9;4.6
2449;"Male";102;4.9;4.9
2449;"Male";107;4.9;7.4
2449;"Female";104;8.9;7.3
2449;"Male";104;4.9;3.5
2449;"Female";107;3.5;3.1
2449;"Female";109;3.3;6.3
2449;"Female";105;3.5;2
2449;"Female";104;4.9;6.7
2449;"Female";108;4.9;8.4
2449;"Male";109;3.7;4.3
2449;"Male";106;3.6;2.9
2449;"Male";111;4.8;11
2449;"Female";107;3.7;3.1
2449;"Male";103;4.9;4.2
2449;"Female";104;5;4.2
2449;"Male";103;4.4;3.9
2449;"Female";106;4.5;3.3
2449;"Female";102;2.4;3.8
2449;"Male";104;4.1;2.9
2449;"Female";112;2.3;3.2
2449;"Male";104;1.6;2.4
2449;"Female";104;4.8;3.1
2449;"Male";108;1.9;3.1
2449;"Male";111;4.5;6
2449;"Female";106;2.2;2.7
2449;"Male";109;3.7;8.9
2449;"Male";112;4.5;2.4
2449;"Male";101;0.9;2.5
2449;"Female";112;5.8;4.5
2449;"Female";103;6.4;5.5
2449;"Male";104;2.1;2
2449;"Male";111;2.6;3
2449;"Female";108;3.1;4.3
2449;"Female";104;2.8;8.4
2449;"Male";103;4.2;4.2
2449;"Female";108;4.9;4
2449;"Male";113;4.7;4
2449;"Male";109;4.4;3.6
2449;"Female";104;2.9;2.4
2449;"Male";105;3.3;3.5
2449;"Female";102;5.8;7.6
2449;"Male";117;3.9;4.1
2449;"Male";106;5;4.4
2449;"Female";105;3;3
2449;"Female";111;3.3;6.7
2449;"Female";103;4.6;4.1
2449;"Male";104;4;3.2
2449;"Male";107;12;5.2
2449;"Female";108;2.9;11.2
2449;"Male";103;3.5;6.4
2478;"Female";112;5.2;7
2478;"Male";115;2.2;4.7
2478;"Male";104;3.9;3.1
2478;"Female";102;4.2;2.9
2478;"Male";101;3.1;5.4
2478;"Male";106;4.4;4.7
2478;"Male";108;6.4;7
2478;"Female";100;3.7;6.3
2478;"Female";112;5.8;7.6
2478;"Female";119;3.1;2
2478;"Female";101;3.9;4.1
2478;"Female";98;4.8;4.1
2478;"Female";111;3.7;5
2478;"Female";102;1.2;2.2
2478;"Male";110;3.8;4.5
2478;"Female";111;4.8;7.5
2478;"Male";112;4.9;2.5
2478;"Female";106;4.4;7.5
2478;"Female";111;4.7;3
2478;"Male";109;4.3;4.3
2478;"Female";110;4.1;4.6
2478;"Male";110;2.5;5.5
2478;"Female";108;3.6;11.2
2478;"Male";110;4;6.7
2478;"Female";107;9.2;7.3
2478;"Male";106;4.1;3.4
2478;"Female";103;3.6;5
2478;"Female";111;3.1;2.6
2478;"Male";111;6.3;6.7
2478;"Female";114;6.4;3.8
2478;"Female";105;4.2;4.4
2478;"Male";106;5.8;4.3
2478;"Male";103;5.8;5.5
2478;"Male";113;4.2;4.9
2478;"Female";105;4.7;4
2478;"Male";111;3.5;3.9
2478;"Male";100;3.9;3
2478;"Female";103;3.1;5.2
2478;"Female";113;6.6;5.1
2478;"Male";106;7.2;4.5
2478;"Male";103;3.2;9.2
2478;"Female";110;3.1;3.5
2478;"Female";112;4.3;4.9
2478;"Female";111;6.2;11
2478;"Female";110;2.9;4
2478;"Male";101;3.8;6.2
2478;"Female";108;4.4;5
2478;"Male";109;4.5;8.1
2478;"Male";111;3.8;3.9
2478;"Female";104;2.6;3.8
2478;"Female";107;2.8;2.7
2478;"Female";111;3.3;3
2478;"Male";112;2.8;3
2478;"Female";106;3.7;2.9
2478;"Female";112;10.6;3.6
2478;"Male";113;4.9;4.1
2478;"Male";107;3.9;3.3
2478;"Male";110;4.3;11
2478;"Male";112;7.2;11.2
2478;"Female";109;4.3;6.7
2478;"Female";111;6.4;4.9
2478;"Male";103;12;3.5
2478;"Female";105;4.1;2.8
2478;"Female";96;2.9;3.8
2478;"Male";113;4.8;3.2
2478;"Male";110;2.5;2.6
2478;"Female";106;4.7;6.8
2478;"Female";117;3.7;4.9
2478;"Male";108;4.3;6.2
2478;"Female";106;1.7;2.7
2478;"Male";107;4.2;3
2478;"Female";106;6.2;4
2478;"Male";110;3.8;2.9
2478;"Male";104;4.4;3.7
2478;"Male";112;3.7;3.2
2478;"Male";114;3.9;2.3
2478;"Female";106;4.3;6.5
2478;"Female";105;4.3;3.9
2478;"Male";116;1.7;2.7
2478;"Female";103;2.4;2.6
2478;"Female";112;4.2;6.2
2478;"Female";105;4.1;2.9
2478;"Male";110;4.2;6.8
2478;"Male";104;3.1;8.9
2478;"Female";105;3.1;1.9
2478;"Male";105;4.3;6.3
2478;"Male";102;6.4;7.2
2478;"Female";102;4.9;7.3
2478;"Female";112;2.9;2.8
2478;"Female";101;3.6;4.1
2478;"Male";112;12;6.2
2478;"Female";108;3.2;2.2
2478;"Male";107;2.2;3.2
2478;"Male";108;5;2.7
2478;"Male";101;2;3.8
2478;"Female";111;3.9;2.6
2478;"Female";111;5.8;8.4
2478;"Male";110;1.2;2.6
2478;"Female";102;4.3;3.1
2478;"Female";111;5.8;3.6
2478;"Female";101;3.5;3.7
2478;"Female";112;4.3;11.2
2478;"Female";111;4.9;11.2
2478;"Female";109;12;3.4
2478;"Female";106;5;11
2478;"Male";102;6.5;7.4
2478;"Male";109;6.4;5
2478;"Male";107;7.6;6.2
2478;"Male";106;12;11.2
2478;"Male";102;4.4;6.2
2478;"Male";102;4.1;7
2478;"Female";102;12;9.2
2478;"Male";105;4.4;5.4
2478;"Female";111;6.4;11.2
2478;"Female";110;4.9;7.5
2478;"Male";105;4.7;6.7
2478;"Female";111;6.7;11.2
2478;"Male";102;3.1;3.5
2478;"Male";104;5.2;8.2
2478;"Male";104;4.4;4.2
2478;"Female";102;4.5;11
2478;"Male";109;6.4;3.2
2478;"Female";115;2.5;3.4
2478;"Female";109;2.9;2.5
2478;"Female";109;2.1;2.9
2478;"Male";103;3;3.6
2478;"Female";110;2.5;1.9
2478;"Male";105;2.1;2.6
2478;"Male";106;3.1;4.9
2478;"Male";104;4.3;3.5
2478;"Female";103;4.3;3.3
2478;"Male";111;4.8;8.2
2478;"Male";106;3.9;4.9
2478;"Female";112;3.4;5.2
2478;"Male";103;4;3.5
2478;"Male";106;4.7;5.2
2478;"Female";104;2.9;3.5
2478;"Male";104;4.3;7.2
2478;"Male";101;3.1;3.1
2478;"Female";106;3.2;3.1
2478;"Female";102;4.3;4.7
2478;"Male";109;3.1;3.1
2478;"Female";104;3.1;5.8
2478;"Male";101;2.3;4
2478;"Male";107;4.4;3.4
2478;"Male";111;2.9;3.9
2478;"Male";110;3.1;4.2
2478;"Male";107;6.4;6.5
2478;"Female";104;5;8.2
2478;"Male";116;2.1;2.7
2478;"Male";107;2;2
2478;"Female";106;4.9;3.2
2478;"Female";99;3.3;3
2478;"Female";101;12;5
2478;"Female";111;2.8;6.4
2478;"Male";109;4;4
2478;"Female";106;2.6;4.7
2478;"Female";102;3.4;4.6
2478;"Male";109;2.7;2.2
2478;"Female";105;4.5;5.2
2478;"Male";101;3.5;3.7
2478;"Female";98;3.9;4.2
2507;"Female";103;4.3;3.9
2507;"Male";104;4.8;6.2
2507;"Female";103;12;11
2507;"Female";101;6.4;5.5
2507;"Female";101;8.3;6.7
2507;"Male";107;5.8;7.5
2507;"Male";111;3.9;7.2
2507;"Female";109;6.4;5
2507;"Male";106;4.9;11
2507;"Female";106;12;7.5
2507;"Female";105;12;5.5
2507;"Female";108;12;4.9
2507;"Male";107;2.7;2.3
2507;"Female";108;6.4;5.2
2507;"Male";112;3.5;3.1
2507;"Male";101;4.9;5.4
2507;"Female";98;2.2;2.8
2507;"Female";112;12;11.2
2507;"Male";107;12;6.2
2507;"Female";109;4.9;7.3
2507;"Male";111;7;11
2507;"Male";106;2.6;4.3
2507;"Male";104;2.6;2.6
2507;"Male";112;6.4;9.2
2507;"Male";100;6.4;7.5
2507;"Female";109;3.6;5.5
2507;"Female";108;4.8;7.4
2507;"Male";100;12;5
2507;"Male";107;6.4;6.2
2507;"Male";109;4.4;3.6
2507;"Female";105;3.6;2.9
2507;"Male";103;3.1;5.2
2507;"Male";107;4.8;5
2507;"Female";109;12;11.2
2507;"Male";107;10.6;7.3
2507;"Male";110;4.9;3.4
2507;"Male";111;12;8.9
2507;"Female";100;4.9;11.2
2507;"Female";112;12;11
2507;"Male";106;4.6;6.7
2507;"Female";112;4.3;6.7
2507;"Female";97;4.4;11.2
2507;"Male";105;8.3;8.4
2507;"Female";104;4.2;3
2507;"Male";103;4.9;6.7
2507;"Male";103;3;4.9
2507;"Male";111;4.5;11.2
2507;"Male";114;4.6;7.5
2507;"Male";114;6.4;3.9
2507;"Female";103;4.5;6.7
2507;"Female";103;3.4;6.7
2507;"Female";106;7.8;7.2
2507;"Male";101;4.6;3.8
2507;"Male";103;6.4;6.2
2507;"Male";101;3.5;3.5
2507;"Female";100;4.9;6.7
2507;"Female";106;4.8;11
2507;"Male";112;6.4;11.2
2507;"Female";112;12;8.4
2507;"Male";111;4.9;3.5
2507;"Female";101;4.3;4
2507;"Male";106;4.7;4.5
2507;"Female";106;4.9;4.9
2507;"Female";112;4.4;4.7
2507;"Female";100;2.5;3.7
2507;"Female";102;4.9;11
2507;"Male";110;3.1;6.2
2507;"Male";105;2.5;2.6
2507;"Male";101;2;3.1
2507;"Male";109;6.4;9.3
2507;"Male";103;3.2;2.8
2507;"Female";110;5;11.2
2507;"Male";113;3.5;5
2507;"Female";108;6.4;7
2507;"Male";99;5.8;5.5
2507;"Male";104;4.4;11
2507;"Male";106;4.9;5.4
2507;"Female";100;5.8;6.2
2507;"Female";106;8.7;6.7
2507;"Male";107;3.9;10.9
2507;"Male";110;6.4;5.5
2507;"Male";109;12;6.2
2507;"Male";104;9.2;7.5
2509;"Male";108;12;11.2
2509;"Female";107;4;7
2509;"Female";110;6.2;6.2
2509;"Female";105;1.9;1.8
2509;"Male";104;5;4.9
2509;"Female";107;2.8;4.7
2509;"Female";102;12;10.9
2509;"Female";108;6.4;3.9
2509;"Male";104;5;6.2
2509;"Male";106;12;11.2
2509;"Male";107;6;7.5
2509;"Female";108;12;8.2
2509;"Male";101;3.9;4.7
2509;"Female";112;6.4;6.7
2509;"Female";97;1.9;2.4
2509;"Male";110;3.8;4.5
2509;"Male";111;7.8;11.2
2509;"Male";104;3.4;3.5
2509;"Male";111;2.8;5
2509;"Male";112;3.4;3.6
2509;"Female";112;12;8.4
2509;"Male";102;3.1;6
2509;"Female";105;5.8;5.7
2509;"Male";102;12;6.7
2509;"Male";103;4.3;4.7
2509;"Female";112;12;4.2
2509;"Female";98;12;11.2
2509;"Male";100;12;5.4
2509;"Male";110;6.3;5
2509;"Female";103;4.5;4
2509;"Male";98;7;4.3
2509;"Male";104;2.9;3.1
2509;"Female";101;3.5;7.3
2509;"Male";105;12;7.5
2509;"Female";101;6.4;2.9
2509;"Female";111;4.8;4.7
2509;"Female";111;6.4;7.5
2509;"Male";105;3.7;4
2509;"Male";102;4.4;3.9
2509;"Male";106;12;4.7
2509;"Male";109;3.3;3.5
2509;"Male";109;4.5;8.1
2509;"Female";108;3.5;5.5
2509;"Male";103;4.9;11.2
2509;"Female";109;10.6;11.2
2509;"Male";101;8.7;4.6
2509;"Male";106;3;2.7
2509;"Female";103;10.6;11.2
2509;"Female";102;3.5;4.3
2509;"Male";108;5.8;6.8
2509;"Male";97;4.4;4.9
2509;"Female";103;8.3;8.4
2509;"Female";107;4.7;11.2
2509;"Female";106;2.5;4
2509;"Male";115;1.2;2.3
2509;"Male";104;3.9;11
2509;"Male";108;2.8;4.3
2509;"Female";111;5;11
2509;"Male";109;3.5;4.2
2509;"Female";105;5.8;4.5
2509;"Male";109;4.9;5.5
2509;"Female";111;9.2;3.9
2509;"Male";103;4.7;8.4
2509;"Female";107;7.2;9.2
2509;"Male";109;7;6.7
2509;"Female";104;5.8;3.5
2509;"Male";109;4.8;4.6
2509;"Male";99;4.7;4
2509;"Female";110;2.9;3.6
2509;"Female";104;2.4;2.7
2509;"Female";106;7.8;5.7
2509;"Female";106;4.8;6.7
2509;"Male";103;2.9;2.6
2509;"Female";111;8.2;4.3
2509;"Female";111;8.7;4.6
2509;"Female";110;2.7;3.4
2509;"Male";109;12;11
2509;"Female";102;8.7;4.3
2509;"Male";101;6.4;6.2
2509;"Male";103;12;5
2512;"Male";109;6.2;6.5
2512;"Female";112;4.9;11.2
2512;"Male";105;6.4;5
2512;"Male";104;4.3;3.3
2512;"Male";107;12;3
2512;"Female";107;4.5;5
2512;"Female";100;4.2;3.8
2512;"Male";106;12;11.2
2512;"Male";106;4.3;6.7
2512;"Female";109;8.2;4.7
2512;"Male";102;2;4
2512;"Male";109;7.2;8.4
2512;"Male";107;8.2;7.5
2512;"Male";107;4.2;5
2512;"Female";110;5;6
2512;"Female";98;3.8;4.7
2512;"Male";105;6.4;4.2
2512;"Male";106;3.8;3.6
2512;"Male";105;3;5
2512;"Male";107;12;5
2512;"Female";104;3.1;5.2
2512;"Male";103;3.7;3.8
2512;"Female";103;3.3;4
2512;"Female";98;8.2;11
2512;"Male";112;3.1;4.4
2512;"Male";102;12;4.9
2512;"Female";111;6.3;3.5
2512;"Male";104;2.7;3.4
2512;"Male";101;3.2;4.7
2512;"Female";109;4.1;3.6
2512;"Female";102;2.9;5
2512;"Female";108;2.7;3.4
2512;"Female";115;4.9;6.7
2512;"Male";99;5.2;4
2512;"Female";101;8.7;4.6
2512;"Male";102;9.2;5
2512;"Female";103;2.5;3.7
2512;"Male";101;4.8;5
2512;"Male";101;8.7;4.9
2512;"Female";107;5.8;6.3
2512;"Male";109;4.2;11.2
2512;"Male";105;9.2;6.5
2512;"Female";109;6.3;8.2
2512;"Male";109;7.3;7.5
2512;"Male";109;6.3;6.7
2512;"Male";112;8.2;6.2
2512;"Male";102;4.5;7.2
2512;"Female";111;4.2;4.3
2512;"Female";103;7.8;8.2
2512;"Female";107;5.8;11.2
2512;"Female";100;12;11
2512;"Female";104;4.8;11.2
2512;"Male";107;4;5
2512;"Male";110;12;7.5
2512;"Female";107;4.9;5.4
2512;"Male";101;12;6.7
2512;"Male";111;9.2;7.5
2512;"Male";103;7.2;3.1
2512;"Male";111;8.2;7.5
2512;"Male";104;3.7;4.9
2512;"Female";109;12;11
2512;"Female";102;12;11.2
2512;"Male";107;4.6;6.7
2512;"Male";109;12;8.2
2512;"Female";102;4.2;3
2512;"Male";104;2.6;3.2
2512;"Male";105;4.1;6
2512;"Male";99;2.6;2.9
2512;"Female";107;8.7;6.8
2512;"Female";107;4.9;11.2
2512;"Male";107;8.7;2.9
2512;"Male";103;4.5;6.8
2512;"Male";100;4.6;11.2
2512;"Male";101;2.9;3.6
2512;"Male";113;6.4;4.1
2512;"Male";109;3.2;4.8
2512;"Male";109;6.3;6.2
2512;"Female";101;7.2;2.9
2512;"Female";103;3.9;11.2
2512;"Female";112;4.9;3.3
2512;"Male";113;4.9;5.5
2512;"Female";102;5.8;5
2512;"Female";112;3.3;7.2
2512;"Female";106;3.7;2.5
2512;"Male";109;12;3.5
2512;"Female";104;9.2;4.5
2512;"Male";107;4.7;3.2
2512;"Female";102;4.3;2.8
2512;"Female";105;8.7;6.7
2512;"Female";109;4.9;4
2512;"Male";111;2.9;4.5
2512;"Male";103;4.9;3.7
2512;"Female";109;9.2;11
2512;"Female";109;6.6;5
2512;"Male";102;3.1;2.3
2512;"Male";106;6.4;11.2
2512;"Female";105;8.7;4.2
2512;"Male";105;8.3;4.9
2512;"Female";107;4.2;3.9
2512;"Male";115;10.6;4.7
2512;"Male";111;4.4;6.7
2512;"Female";102;8.2;11
2512;"Male";103;8.3;7
2512;"Male";104;4.4;3.1
2512;"Male";104;3.8;3.3
2512;"Female";101;6.3;4.7
2512;"Male";111;12;11.2
2512;"Male";102;3.8;11
2512;"Male";111;4.9;5
2512;"Male";111;12;6.2
2512;"Female";107;5.8;11.2
2512;"Female";109;10.6;7.5
2512;"Female";107;4.9;11.2
2512;"Male";103;7.3;4.1
2512;"Female";106;4.1;4.1
2512;"Female";102;3.1;4.7
2512;"Male";110;3.7;8.9
2512;"Male";109;3.5;5.2
2512;"Female";101;3.3;2.5
2512;"Female";104;5.8;5.2
2512;"Male";101;7.2;3.4
2512;"Male";110;4.8;3.9
2512;"Male";101;5;7.5
2512;"Male";102;2.1;4.3
2512;"Male";106;3.1;4.7
2512;"Female";109;4.1;11.2
2512;"Female";104;3.2;3.7
2512;"Male";104;2.8;2.3
2512;"Male";103;4.4;4.6
2581;"Male";104;6.6;5
2581;"Male";104;3.6;6.3
2581;"Male";112;6.4;10.9
2581;"Male";109;5;3
2581;"Female";108;4.8;3.1
2581;"Male";107;4.9;5.2
2581;"Female";107;3.4;4
2581;"Female";103;12;5.5
2581;"Female";107;12;6.7
2581;"Male";104;5;6.2
2581;"Female";109;3;6.3
2581;"Female";112;5.8;2.9
2581;"Female";110;3;3.1
2581;"Male";111;4.6;7.5
2581;"Female";114;3.2;5.5
2581;"Female";103;3.9;9.3
2581;"Male";104;4.6;6.8
2581;"Female";110;4.8;2.9
2581;"Male";109;4.2;7.5
2581;"Male";109;6.4;5.8
2581;"Male";104;3.3;1.9
2581;"Female";105;2.1;3.2
2581;"Female";101;3.8;2.9
2581;"Female";100;2.9;1.3
2581;"Female";102;4.7;4.4
2581;"Female";112;3.7;4.4
2581;"Male";102;6.4;10.9
2581;"Female";102;2.9;2.9
2581;"Male";104;3.4;2.7
2581;"Female";100;6.4;7.2
2581;"Female";108;5.8;8
2581;"Female";112;4.8;3.4
2581;"Male";112;2.2;3.7
2581;"Female";112;6.4;1.4
2581;"Female";109;3.3;3
2581;"Female";111;2.7;2.1
2581;"Male";103;5.8;2.8
2581;"Female";111;8.3;11.2
2581;"Male";105;3.3;3.8
2581;"Male";101;2.8;2.8
2581;"Male";107;4.3;4.4
2581;"Male";101;3;2.6
2581;"Female";107;6.4;3.4
2581;"Male";106;4.9;4.1
2581;"Male";108;12;9.3
2581;"Female";106;4.3;8.4
2581;"Female";112;3.9;3
2581;"Female";102;3;3.5
2581;"Male";110;3.3;4.6
2581;"Female";108;6.4;5.4
2581;"Male";109;4.4;6.7
2581;"Male";110;3.5;4.7
2581;"Female";104;4.6;11.2
2581;"Female";109;4.9;6.7
