	Latitude	Longitude	Code Postal	Code INSEE	Code Région	Nom Ville	MAJ
48.85	0.883333	27160	27054	23	Bémécourt	BEMECOURT:Bemecourt:
43.15	0.016667	65380	65080	72	Bénac	BENAC:Benac:
43.066667	1.616667	9100	9050	73	Bénagues	BENAGUES:Benagues:
42.916667	1.85	9300	9051	73	Bénaix	BENAIX:Benaix:
48.566667	6.666667	54450	54061	41	Bénaménil	BENAMENIL:Benamenil:
49.666667	0.5	76110	76076	23	Bénarville	BENARVILLE:Benarville:
49.35	0.033333	14910	14059	25	Bénerville-sur-Mer	BENERVILLE SUR MER:Bénerville sur Mer:Benerville sur Mer:Benerville-sur-Mer:
43.633333	-1.35	40230	40036	72	Bénesse-Maremne	BENESSE MAREMNE:Bénesse Maremne:Benesse Maremne:Benesse-Maremne:
48.916667	6.75	57670	57060	41	Bénestroff	BENESTROFF:Benestroff:
49.75	0.833333	76560	76077	23	Bénesville	BENESVILLE:Benesville:
50.483333	2.833333	62410	62107	31	Bénifontaine	BENIFONTAINE:Benifontaine:
49.133333	6.833333	57800	57061	41	Béning-lès-Saint-Avold	BENING LES SAINT AVOLD:Béning lès Saint Avold:Bening les Saint Avold:Bening-les-Saint-Avold:
44.3	5.183333	26170	26048	82	Bénivay-Ollon	BENIVAY OLLON:Bénivay Ollon:Benivay Ollon:Benivay-Ollon:
47.866667	-4.116667	29950	29006	53	Bénodet	BENODET:Benodet:
45.833333	5.483333	1470	1037	82	Bénonces	BENONCES:Benonces:
49.716667	0.25	76790	76079	23	Bénouville	BENOUVILLE:Benouville:
46.333333	5.283333	1370	1038	82	Bény	BENY:Beny:
49.283333	-0.433333	14440	14062	25	Bény-sur-Mer	BENY SUR MER:Bény sur Mer:Beny sur Mer:Beny-sur-Mer:
43.2	-0.216667	64800	64109	72	Bénéjacq	BENEJACQ:Benejacq:
46.116667	1.633333	23210	23021	74	Bénévent-l'Abbaye	BENEVENT L ABBAYE:Bénévent l'Abbaye:Benevent l'Abbaye:Benevent-l'Abbaye:
47.95	3.316667	89410	89037	11	Béon	BEON:Beon:
43	-0.416667	64440	64110	72	Béost	BEOST:Beost:
43.383333	1.183333	31370	31065	72	Bérat	BERAT:Berat:
43.916667	0.4	32100	32044	91	Béraut	BERAUT:Beraut:
49.1	1.066667	27110	27055	23	Bérengeville-la-Campagne	BERENGEVILLE LA CAMPAGNE:Bérengeville la Campagne:Berengeville la Campagne:Berengeville-la-Campagne:
48.966667	6.7	57660	57063	41	Bérig-Vintrange	BERIG VINTRANGE:Bérig Vintrange:Berig Vintrange:Berig-Vintrange:
49.15	-0.933333	50810	50046	25	Bérigny	BERIGNY:Berigny:
48.75	1.05	28270	28037	24	Bérou-la-Mulotière	BEROU LA MULOTIERE:Bérou la Mulotière:Berou la Mulotiere:Berou-la-Mulotiere:
47.8	3.9	89700	89039	11	Béru	BERU:Beru:
46.566667	0.2	86190	86024	11	Béruges	BERUGES:Beruges:
48.183333	3.666667	10160	10042	21	Bérulle	BERULLE:Berulle:
48.383333	0.05	72610	72034	52	Bérus	BERUS:Berus:
46.366667	5.05	1340	1040	82	Béréziat	BEREZIAT:Bereziat:
44.966667	5.083333	26300	26049	82	Bésayes	BESAYES:Besayes:
44.316667	5.333333	26110	26050	82	Bésignan	BESIGNAN:Besignan:
43.366667	-0.566667	64150	64117	72	Bésingrand	BESINGRAND:Besingrand:
44.95	1.733333	46110	46028	73	Bétaille	BETAILLE:Betaille:
47.866667	5.916667	70500	70066	72	Bétaucourt	BETAUCOURT:Betaucourt:
49.283333	2.883333	60129	60066	22	Béthancourt-en-Valois	BETHANCOURT EN VALOIS:Béthancourt en Valois:Bethancourt en Valois:Bethancourt-en-Valois:
49.616667	3.15	2300	2081	22	Béthancourt-en-Vaux	BETHANCOURT EN VAUX:Béthancourt en Vaux:Bethancourt en Vaux:Bethancourt-en-Vaux:
49.166667	5.233333	55100	55047	41	Béthelainville	BETHELAINVILLE:Bethelainville:
49.05	2.25	95840	95061	11	Béthemont-la-Forêt	BETHEMONT LA FORET:Béthemont la Forêt:Bethemont la Foret:Bethemont-la-Foret:
50.133333	3.433333	59540	59075	31	Béthencourt	BETHENCOURT:Bethencourt:
50.083333	1.5	80530	80096	11	Béthencourt-sur-Mer	BETHENCOURT SUR MER:Béthencourt sur Mer:Bethencourt sur Mer:Bethencourt-sur-Mer:
49.8	2.966667	80190	80097	11	Béthencourt-sur-Somme	BETHENCOURT SUR SOMME:Béthencourt sur Somme:Bethencourt sur Somme:Bethencourt-sur-Somme:
49.3	4.366667	51490	51054	21	Bétheniville	BETHENIVILLE:Betheniville:
49.283333	4.05	51450	51055	21	Bétheny	BETHENY:Betheny:
49.25	5.233333	55270	55048	41	Béthincourt	BETHINCOURT:Bethincourt:
46.55	0.983333	86310	86025	11	Béthines	BETHINES:Bethines:
49.3	2.816667	60320	60067	22	Béthisy-Saint-Martin	BETHISY SAINT MARTIN:Béthisy Saint Martin:Bethisy Saint Martin:Bethisy-Saint-Martin:
49.3	2.816667	60320	60068	22	Béthisy-Saint-Pierre	BETHISY SAINT PIERRE:Béthisy Saint Pierre:Bethisy Saint Pierre:Bethisy-Saint-Pierre:
48.366667	0.083333	72610	72036	52	Béthon	BETHON:Bethon:
50.383333	2.55	62690	62118	31	Béthonsart	BETHONSART:Bethonsart:
48.216667	0.916667	28330	28038	24	Béthonvilliers	BETHONVILLIERS:Bethonvilliers:
50.533333	2.633333	62400	62119	31	Béthune	BETHUNE:Bethune:
48.45	4.45	10500	10044	21	Bétignicourt	BETIGNICOURT:Betignicourt:
47.683333	5.8	70120	70068	72	Bétoncourt-les-Ménétriers	BETONCOURT LES MENETRIERS:Bétoncourt les Ménétriers:Betoncourt les Menetriers:Betoncourt-les-Menetriers:
43.7	0.016667	32110	32049	91	Bétous	BETOUS:Betous:
43.516667	-0.05	64350	64118	72	Bétracq	BETRACQ:Betracq:
46.366667	2.083333	23270	23022	74	Bétête	BETETE:Betete:
48.433333	1.716667	28700	28039	24	Béville-le-Comte	BEVILLE LE COMTE:Béville le Comte:Beville le Comte:Beville-le-Comte:
50.15	3.383333	59217	59081	31	Bévillers	BEVILLERS:Bevillers:
47.183333	4.85	21220	21070	26	Bévy	BEVY:Bevy:
43.15	1.583333	9100	9056	73	Bézac	BEZAC:Bezac:
48.683333	3.233333	77970	77033	11	Bézalles	BEZALLES:Bezalles:
49.45	1.633333	76220	76093	23	Bézancourt	BEZANCOURT:Bezancourt:
43.8	7.1	6510	6017	93	Bézaudun-les-Alpes	BEZAUDUN LES ALPES:Bézaudun les Alpes:Bezaudun les Alpes:Bezaudun-les-Alpes:
44.6	5.166667	26460	26051	82	Bézaudun-sur-Bîne	BEZAUDUN SUR BINE:Bézaudun sur Bîne:Bezaudun sur Bine:Bezaudun-sur-Bine:
44.85	1.1	24220	24041	72	Bézenac	BEZENAC:Bezenac:
46.333333	2.85	3170	3027	83	Bézenet	BEZENET:Bezenet:
43.35	3.25	34500	34032	91	Béziers	BEZIERS:Beziers:
42.933333	0.7	31440	31067	72	Bézins-Garraux	BEZINS GARRAUX:Bézins Garraux:Bezins Garraux:Bezins-Garraux:
47.383333	5.333333	21310	21072	26	Bézouotte	BEZOUOTTE:Bezouotte:
49.1	3.4	2400	2085	22	Bézu-Saint-Germain	BEZU SAINT GERMAIN:Bézu Saint Germain:Bezu Saint Germain:Bezu-Saint-Germain:
49.3	1.7	27660	27067	23	Bézu-Saint-Éloi	BEZU SAINT ELOI:Bézu Saint Éloi:Bezu Saint Eloi:Bezu-Saint-Eloi:
49.416667	1.633333	27480	27066	23	Bézu-la-Forêt	BEZU LA FORET:Bézu la Forêt:Bezu la Foret:Bezu-la-Foret:
49.016667	3.233333	2310	2084	22	Bézu-le-Guéry	BEZU LE GUERY:Bézu le Guéry:Bezu le Guery:Bezu-le-Guery:
43.383333	0.616667	32140	32053	91	Bézues-Bajon	BEZUES BAJON:Bézues Bajon:Bezues Bajon:Bezues-Bajon:
43.55	0.9	32130	32051	91	Bézéril	BEZERIL:Bezeril:
43.016667	-0.066667	65400	65098	72	Bôo-Silhen	BOO SILHEN:Bôo Silhen:Boo Silhen:Boo-Silhen:
48.8	1.5	28410	28064	24	Bû	BU:Bu:
43.266667	0.233333	65350	65115	72	Cabanac	CABANAC
43.033333	0.75	31160	31095	72	Cabanac-Cazaux	CABANAC CAZAUX:Cabanac Cazaux
43.8	1.033333	31480	31096	72	Cabanac-Séguenville	CABANAC SEGUENVILLE:Cabanac Séguenville:Cabanac Seguenville:Cabanac-Seguenville:
44.6	-0.55	33650	33077	72	Cabanac-et-Villagrains	CABANAC ET VILLAGRAINS:Cabanac et Villagrains
43.866667	4.95	13440	13018	93	Cabannes	CABANNES
43.733333	1.95	81500	81044	11	Cabanès	CABANES:Cabanes:
44.816667	-0.166667	33420	33078	72	Cabara	CABARA
45.916667	-0.85	17430	17075	54	Cabariot	CABARIOT
43.366667	0.6	32140	32067	91	Cabas-Loumasses	CABAS LOUMASSES:Cabas Loumasses
43.416667	6.233333	83340	83026	11	Cabasse	CABASSE
42.683333	2.933333	66330	66028	91	Cabestany	CABESTANY
43.55	-0.466667	64410	64158	72	Cabidos	CABIDOS
49.283333	0.133333	14390	14117	25	Cabourg	CABOURG
44.5	1.65	46330	46040	73	Cabrerets	CABRERETS
43.533333	3.133333	34480	34044	91	Cabrerolles	CABREROLLES
43.366667	2.466667	11160	11056	91	Cabrespine	CABRESPINE
43.666667	6.866667	6530	6026	93	Cabris	CABRIS
43.583333	3.366667	34800	34045	91	Cabrières	CABRIERES:Cabrieres:
43.783333	5.5	84240	84024	93	Cabrières-d'Aigues	CABRIERES D AIGUES:Cabrières d'Aigues:Cabrieres d'Aigues:Cabrieres-d'Aigues:
43.9	5.166667	84220	84025	93	Cabrières-d'Avignon	CABRIERES D AVIGNON:Cabrières d'Avignon:Cabrieres d'Avignon:Cabrieres-d'Avignon:
43.433333	5.383333	13480	13019	93	Cabriès	CABRIES:Cabries:
48.783333	2.333333	94230	94016	11	Cachan	CACHAN
44.066667	-0.433333	40120	40058	72	Cachen	CACHEN
49.85	2.483333	80380	80159	11	Cachy	CACHY
43.85	1.983333	81600	81046	11	Cadalen	CADALEN
43.016667	1.5	9240	9071	73	Cadarcet	CADARCET
44.85	-0.283333	33750	33079	72	Cadarsac	CADARSAC
44.75	-0.533333	33140	33080	72	Cadaujac	CADAUJAC
43.833333	0.783333	32380	32068	91	Cadeilhan	CADEILHAN
42.816667	0.316667	65170	65117	72	Cadeilhan-Trachère	CADEILHAN TRACHERE:Cadeilhan Trachère:Cadeilhan Trachere:Cadeilhan-Trachere:
43.416667	0.85	32220	32069	91	Cadeillan	CADEILLAN
47.1	6.033333	25290	25106	43	Cademène	CADEMENE:Cademene:
47.633333	-2.283333	56220	56028	53	Caden	CADEN
43.733333	5.366667	84160	84026	93	Cadenet	CADENET
44.1	4.75	84860	84027	93	Caderousse	CADEROUSSE
44.633333	-0.316667	33410	33081	72	Cadillac	CADILLAC
44.966667	-0.366667	33240	33082	72	Cadillac-en-Fronsadais	CADILLAC EN FRONSADAIS:Cadillac en Fronsadais
43.533333	-0.15	64330	64159	72	Cadillon	CADILLON
43.983333	2.483333	81340	81047	11	Cadix	CADIX
43.383333	5.55	13950	13020	93	Cadolive	CADOLIVE
44.816667	0.866667	24480	24072	72	Cadouin	CADOUIN
43.733333	1.05	31480	31098	72	Cadours	CADOURS
44.483333	1.883333	46160	46041	73	Cadrieu	CADRIEU
42.9	0.35	65240	65116	72	Cadéac	CADEAC:Cadeac:
49.183333	-0.35	14000	14118	25	Caen	CAEN
50.833333	1.8	62132	62191	31	Caffiers	CAFFIERS
43.983333	2.15	81130	81048	11	Cagnac-les-Mines	CAGNAC LES MINES:Cagnac les Mines
43.666667	7.15	6800	6027	93	Cagnes-sur-Mer	CAGNES SUR MER:Cagnes sur Mer
50.216667	3	62182	62192	31	Cagnicourt	CAGNICOURT
50.183333	3.3	59161	59121	31	Cagnoncles	CAGNONCLES
43.6	-1.066667	40300	40059	72	Cagnotte	CAGNOTTE
49.866667	2.35	80330	80160	11	Cagny	CAGNY
49.066667	-0.766667	14240	14120	25	Cahagnes	CAHAGNES
49.166667	-0.766667	14490	14121	25	Cahagnolles	CAHAGNOLLES
49.2	1.6	27420	27122	23	Cahaignes	CAHAIGNES
48.866667	-0.45	61430	61069	25	Cahan	CAHAN
43.133333	0.316667	65190	65118	72	Caharet	CAHARET
50.116667	1.716667	80132	80161	11	Cahon	CAHON
44.433333	1.433333	46000	46042	73	Cahors	CAHORS
44.95	1.933333	46130	46043	73	Cahus	CAHUS
43.466667	2.066667	81540	81049	11	Cahuzac	CAHUZAC
43.983333	1.916667	81140	81051	11	Cahuzac-sur-Vère	CAHUZAC SUR VERE:Cahuzac sur Vère:Cahuzac sur Vere:Cahuzac-sur-Vere:
43.316667	1.7	31560	31099	72	Caignac	CAIGNAC
43.15	2.133333	11240	11058	91	Cailhau	CAILHAU
43.166667	2.116667	11240	11059	91	Cailhavel	CAILHAVEL
42.816667	2.2	11140	11060	91	Cailla	CAILLA
44.483333	1.35	46140	46044	73	Caillac	CAILLAC
43.716667	0.333333	32190	32071	91	Caillavet	CAILLAVET
43.766667	6.733333	6750	6028	93	Caille	CAILLE
49.833333	0.733333	76460	76151	23	Cailleville	CAILLEVILLE
49	1.316667	27120	27123	23	Caillouet-Orgeville	CAILLOUET ORGEVILLE:Caillouet Orgeville
45.85	4.866667	69270	69033	82	Cailloux-sur-Fontaines	CAILLOUX SUR FONTAINES:Cailloux sur Fontaines
49.616667	3.15	2300	2139	22	Caillouël-Crépigny	CAILLOUEL CREPIGNY:Caillouël Crépigny:Caillouel Crepigny:Caillouel-Crepigny:
49.583333	1.233333	76690	76152	23	Cailly	CAILLY
49.116667	1.216667	27490	27124	23	Cailly-sur-Eure	CAILLY SUR EURE:Cailly sur Eure
44.233333	4.933333	84290	84028	93	Cairanne	CAIRANNE
49.25	-0.45	14610	14123	25	Cairon	CAIRON
49.516667	3.066667	60400	60118	22	Caisnes	CAISNES
43.8	4.383333	30132	30060	91	Caissargues	CAISSARGUES
49.816667	2.65	80170	80162	11	Caix	CAIX
42.583333	2.683333	66300	66029	91	Caixas	CAIXAS
43.4	0.016667	65500	65119	72	Caixon	CAIXON
44.483333	1.85	46160	46045	73	Cajarc	CAJARC
42.333333	9.016667	20224	20047	94	Calacuccia	CALACUCCIA
50.95	1.833333	62100	62193	31	Calais	CALAIS
44.516667	1.383333	46150	46046	73	Calamane	CALAMANE
47.866667	-3.316667	56240	56029	53	Calan	CALAN
48.441667	-3.483333	22160	22024	53	Calanhel	CALANHEL
43.45	5.35	13480	13905	93	Calas	CALAS
43.2	0.166667	65190	65120	72	Calavanté	CALAVANTE:Calavante:
42.016667	8.766667	20111	20048	94	Calcatoggio	CALCATOGGIO
42.766667	2.75	66600	66030	91	Calce	CALCE
42.45	1.95	66760	66031	91	Caldégas	CALDEGAS:Caldegas:
42.5	8.85	20214	20049	94	Calenzana	CALENZANA
44.133333	0.433333	47600	47045	72	Calignac	CALIGNAC
48.816667	-0.6	61100	61070	25	Caligny	CALIGNY
48.405	-3.426666	22160	22025	0	Callac	CALLAC
43.583333	6.533333	83830	83028	11	Callas	CALLAS
44.3	-0.466667	40430	40060	72	Callen	CALLEN
49.2	0.766667	27800	27125	23	Calleville	CALLEVILLE
43.633333	6.75	83440	83029	11	Callian	CALLIAN
42.55	2.683333	66400	66032	91	Calmeilles	CALMEILLES
43.95	2.75	12400	12042	73	Calmels-et-le-Viala	CALMELS ET LE VIALA:Calmels et le Viala
43.283333	1.633333	31560	31100	72	Calmont	CALMONT
47.65	6.283333	70240	70111	72	Calmoutier	CALMOUTIER
45.416667	4.233333	42240	42031	82	Caloire	CALOIRE
44.366667	0.233333	47430	47046	72	Calonges	CALONGES
50.483333	2.483333	62470	62194	31	Calonne-Ricouart	CALONNE RICOUART:Calonne Ricouart
50.616667	2.616667	62350	62195	31	Calonne-sur-la-Lys	CALONNE SUR LA LYS:Calonne sur la Lys
45.8	4.85	69300	69034	82	Caluire-et-Cuire	CALUIRE ET CUIRE:Caluire et Cuire
42.566667	8.75	20260	20050	94	Calvi	CALVI
44.916667	2.066667	46190	46048	73	Calviac	CALVIAC
44.466667	1.8	46160	46049	73	Calvignac	CALVIGNAC
44.716667	2.366667	15340	15027	83	Calvinet	CALVINET
43.783333	4.183333	30420	30062	91	Calvisson	CALVISSON
43.033333	1.733333	9120	9072	73	Calzan	CALZAN
44.8	1.55	46350	46047	73	Calès	CALES:Cales:
43.366667	0.083333	65500	65121	72	Camalès	CAMALES:Camales:
43.083333	1.266667	9290	9073	73	Camarade	CAMARADE
44.166667	4.883333	84850	84029	93	Camaret-sur-Aigues	CAMARET SUR AIGUES:Camaret sur Aigues
48.283333	-4.6	29570	29022	53	Camaret-sur-Mer	CAMARET SUR MER:Camaret sur Mer
44.833333	-0.366667	33750	33083	72	Camarsac	CAMARSAC
43.816667	2.883333	12360	12044	73	Camarès	CAMARES:Camares:
44.433333	1.266667	46140	46050	73	Cambayrac	CAMBAYRAC
43.483333	1.2	31470	31101	72	Cambernard	CAMBERNARD
49.083333	-1.383333	50200	50092	25	Cambernon	CAMBERNON
44.583333	0.283333	47350	47047	72	Cambes	CAMBES
49.233333	-0.383333	14610	14125	25	Cambes-en-Plaine	CAMBES EN PLAINE:Cambes en Plaine
42.366667	9.3	20244	20051	94	Cambia	CAMBIA
43.483333	1.783333	31460	31102	72	Cambiac	CAMBIAC
43.116667	2.133333	11240	11061	91	Cambieure	CAMBIEURE
50.483333	2.466667	62470	62197	31	Camblain-Châtelain	CAMBLAIN CHATELAIN:Camblain Châtelain:Camblain Chatelain:Camblain-Chatelain:
50.366667	2.633333	62690	62199	31	Camblain-l'Abbé	CAMBLAIN L ABBE:Camblain l'Abbé:Camblain l'Abbe:Camblain-l'Abbe:
44.766667	-0.5	33360	33085	72	Camblanes-et-Meynac	CAMBLANES ET MEYNAC:Camblanes et Meynac
50.383333	2.616667	62690	62198	31	Cambligneul	CAMBLIGNEUL
43.366667	-1.4	64250	64160	72	Cambo-les-Bains	CAMBO LES BAINS:Cambo les Bains
43.916667	2.216667	81990	81052	11	Cambon	CAMBON
43.616667	2.866667	34330	34046	91	Cambon-et-Salvergues	CAMBON ET SALVERGUES:Cambon et Salvergues
44.233333	2.45	12160	12045	73	Camboulazet	CAMBOULAZET
44.6	1.966667	46100	46052	73	Camboulit	CAMBOULIT
43.583333	2.116667	81580	81054	11	Cambounet-sur-le-Sor	CAMBOUNET SUR LE SOR:Cambounet sur le Sor
43.583333	2.45	81260	81053	11	Cambounès	CAMBOUNES:Cambounes:
50.166667	3.233333	59400	59122	31	Cambrai	CAMBRAI
49.15	0.05	14340	14126	25	Cambremer	CAMBREMER
50.5	2.733333	62149	62200	31	Cambrin	CAMBRIN
50.116667	1.766667	80132	80163	11	Cambron	CAMBRON
49.333333	2.4	60290	60120	22	Cambronne-lès-Clermont	CAMBRONNE LES CLERMONT:Cambronne lès Clermont:Cambronne les Clermont:Cambronne-les-Clermont:
49.5	2.9	60170	60119	22	Cambronne-lès-Ribécourt	CAMBRONNE LES RIBECOURT:Cambronne lès Ribécourt:Cambronne les Ribecourt:Cambronne-les-Ribecourt:
44.633333	2.016667	46100	46053	73	Camburat	CAMBURAT
43.483333	-1.116667	64520	64161	72	Came	CAME
48.9	0.166667	61120	61071	25	Camembert	CAMEMBERT
49.066667	-1.283333	50570	50093	25	Cametours	CAMETOURS
44.8	-0.266667	33420	33086	72	Camiac-et-Saint-Denis	CAMIAC ET SAINT DENIS:Camiac et Saint Denis
50.566667	1.616667	62176	62201	31	Camiers	CAMIERS
44.616667	-0.066667	33190	33087	72	Camiran	CAMIRAN
44.183333	2.383333	12800	12046	73	Camjac	CAMJAC
48.783333	-3.3	22450	22028	53	Camlez	CAMLEZ
49.883333	2.35	80450	80164	11	Camon	CAMON
47.85	-3	56330	56031	53	Camors	CAMORS
43.116667	-0.9	64470	64162	72	Camou-Cihigue	CAMOU CIHIGUE:Camou Cihigue
43.366667	-1.016667	64120	64163	72	Camou-Mixe-Suhast	CAMOU MIXE SUHAST:Camou Mixe Suhast
42.95	0.383333	65410	65122	72	Camous	CAMOUS
47.483333	-2.4	56130	56030	53	Camoël	CAMOEL:Camoel:
42.766667	2.05	11140	11062	91	Campagna-de-Sault	CAMPAGNA DE SAULT:Campagna de Sault
44.418333	3.087777	12560	12047	0	Campagnac	CAMPAGNAC
44.683333	1.183333	24550	24075	72	Campagnac-lès-Quercy	CAMPAGNAC LES QUERCY:Campagnac lès Quercy:Campagnac les Quercy:Campagnac-les-Quercy:
43.533333	3.483333	34230	34047	91	Campagnan	CAMPAGNAN
43.866667	-0.633333	40090	40061	72	Campagne	CAMPAGNE
43.85	-	32800	32073	91	Campagne-d'Armagnac	CAMPAGNE D ARMAGNAC:Campagne d'Armagnac
50.616667	1.983333	62650	62202	31	Campagne-lès-Boulonnais	CAMPAGNE LES BOULONNAIS:Campagne lès Boulonnais:Campagne les Boulonnais:Campagne-les-Boulonnais:
50.833333	1.9	62340	62203	31	Campagne-lès-Guînes	CAMPAGNE LES GUINES:Campagne lès Guînes:Campagne les Guines:Campagne-les-Guines:
50.4	1.866667	62870	62204	31	Campagne-lès-Hesdin	CAMPAGNE LES HESDIN:Campagne lès Hesdin:Campagne les Hesdin:Campagne-les-Hesdin:
50.716667	2.333333	62120	62205	31	Campagne-lès-Wardrecques	CAMPAGNE LES WARDRECQUES:Campagne lès Wardrecques:Campagne les Wardrecques:Campagne-les-Wardrecques:
43.116667	1.333333	9350	9075	73	Campagne-sur-Arize	CAMPAGNE SUR ARIZE:Campagne sur Arize
42.916667	2.2	11260	11063	91	Campagne-sur-Aude	CAMPAGNE SUR AUDE:Campagne sur Aude
48.883333	-0.916667	14500	14127	25	Campagnolles	CAMPAGNOLLES
43.016667	0.166667	65710	65123	72	Campan	CAMPAN
42.383333	9.35	20229	20052	94	Campana	CAMPANA
48.983333	-0.583333	14260	14128	25	Campandré-Valcongrain	CAMPANDRE VALCONGRAIN:Campandré Valcongrain:Campandre Valcongrain:Campandre-Valcongrain:
42.833333	0.35	65170	65124	72	Camparan	CAMPARAN
47.416667	-1.966667	44750	44025	52	Campbon	CAMPBON
49.616667	1.75	60220	60122	22	Campeaux	CAMPEAUX
47.933333	-2	35330	35048	53	Campel	CAMPEL
44.066667	1.983333	81170	81057	11	Campes	CAMPES
43.95	3.416667	30770	30064	91	Campestre-et-Luc	CAMPESTRE ET LUC:Campestre et Luc
43.916667	-0.6	40090	40062	72	Campet-et-Lamolère	CAMPET ET LAMOLERE:Campet et Lamolère:Campet et Lamolere:Campet-et-Lamolere:
50.516667	2.983333	59133	59123	31	Camphin-en-Carembault	CAMPHIN EN CAREMBAULT:Camphin en Carembault
50.583333	3.25	59780	59124	31	Camphin-en-Pévèle	CAMPHIN EN PEVELE:Camphin en Pévèle:Camphin en Pevele:Camphin-en-Pevele:
42.266667	9.416667	20270	20053	94	Campi	CAMPI
50.433333	1.716667	62170	62206	31	Campigneulles-les-Grandes	CAMPIGNEULLES LES GRANDES:Campigneulles les Grandes
50.45	1.733333	62170	62207	31	Campigneulles-les-Petites	CAMPIGNEULLES LES PETITES:Campigneulles les Petites
49.316667	0.55	27500	27126	23	Campigny	CAMPIGNY
42.483333	9.35	20290	20054	94	Campile	CAMPILE
43.15	0.383333	65300	65125	72	Campistrous	CAMPISTROUS
42.516667	9.316667	20252	20055	94	Campitello	CAMPITELLO
43.666667	3.133333	34260	34049	91	Camplong	CAMPLONG
43.133333	2.65	11200	11064	91	Camplong-d'Aude	CAMPLONG D AUDE:Camplong d'Aude
49.866667	1.666667	76340	76154	23	Campneuseville	CAMPNEUSEVILLE
44.683333	2.616667	12140	12048	73	Campouriez	CAMPOURIEZ
42.716667	2.45	66730	66035	91	Campoussy	CAMPOUSSY
49.566667	2.3	60480	60123	22	Campremy	CAMPREMY
44.116667	3.483333	30750	30928	91	Camprieu	CAMPRIEU
49.083333	-1.35	50210	50094	25	Camprond	CAMPROND
49.866667	1.966667	80540	80165	11	Camps-en-Amiénois	CAMPS EN AMIENOIS:Camps en Amiénois:Camps en Amienois:Camps-en-Amienois:
43.383333	6.083333	83170	83030	11	Camps-la-Source	CAMPS LA SOURCE:Camps la Source
42.866667	2.433333	11190	11065	91	Camps-sur-l'Agly	CAMPS SUR L AGLY:Camps sur l'Agly
43.9	1.316667	82370	82027	11	Campsas	CAMPSAS
44.933333	0.566667	24140	24077	72	Campsegret	CAMPSEGRET
44.583333	2.6	12580	12049	73	Campuac	CAMPUAC
45.183333	-0.566667	33390	33089	72	Campugnan	CAMPUGNAN
43.266667	0.416667	65230	65126	72	Campuzan	CAMPUZAN
47.95	-2.3	56800	56032	53	Campénéac	CAMPENEAC:Campeneac:
42.65	2.366667	66500	66034	91	Campôme	CAMPOME:Campome:
42.8	1.916667	11340	11066	91	Camurac	CAMURAC
42.633333	2.683333	66300	66033	91	Camélas	CAMELAS:Camelas:
42.283333	9.466667	20230	20057	94	Canale-di-Verde	CANALE DI VERDE:Canale di Verde
43.85	1.283333	82170	82028	11	Canals	CANALS
50.05	2.216667	80670	80166	11	Canaples	CANAPLES
49.15	1.1	27400	27127	23	Canappeville	CANAPPEVILLE
48.95	0.266667	61120	61072	25	Canapville	CANAPVILLE
42.85	9.35	20217	20058	94	Canari	CANARI
43.983333	4.05	30350	30065	91	Canaules-et-Argentières	CANAULES ET ARGENTIERES:Canaules et Argentières:Canaules et Argentieres:Canaules-et-Argentieres:
42.05	9.266667	20235	20059	94	Canavaggia	CANAVAGGIA
42.533333	2.25	66360	66036	91	Canaveilles	CANAVEILLES
48.683333	-1.85	35260	35049	53	Cancale	CANCALE
50.183333	1.883333	80150	80167	11	Canchy	CANCHY
44.533333	0.616667	47290	47048	72	Cancon	CANCON
50.1	2.25	80750	80168	11	Candas	CANDAS
47.216667	0.083333	37500	37042	24	Candes-Saint-Martin	CANDES SAINT MARTIN:Candes Saint Martin
43.616667	4.066667	34130	34050	91	Candillargues	CANDILLARGUES
49.616667	2.883333	60310	60124	22	Candor	CANDOR
43.716667	-0.983333	40180	40063	72	Candresse	CANDRESSE
47.566667	-1.033333	49440	49054	52	Candé	CANDE:Cande:
47.5	1.25	41120	41029	24	Candé-sur-Beuvron	CANDE SUR BEUVRON:Candé sur Beuvron:Cande sur Beuvron:Cande-sur-Beuvron:
49.983333	1.35	76260	76155	23	Canehan	CANEHAN
43.216667	1.333333	31310	31103	72	Canens	CANENS
44	-0.433333	40090	40064	72	Canenx-et-Réaut	CANENX ET REAUT:Canenx et Réaut:Canenx et Reaut:Canenx-et-Reaut:
43.6	3.5	34800	34051	91	Canet	CANET
42.706666	3.007777	66140	66037	0	Canet-En-Roussillon	CANET EN ROUSSILLON:Canet En Roussillon
42.7	3.033333	66140	66920	91	Canet-Plage	CANET PLAGE:Canet Plage
44.233333	2.766667	12290	12050	73	Canet-de-Salars	CANET DE SALARS:Canet de Salars
50.283333	2.366667	62270	62208	31	Canettemont	CANETTEMONT
47.466667	1.066667	37530	37043	24	Cangey	CANGEY
44.616667	1.633333	46240	46054	73	Caniac-du-Causse	CANIAC DU CAUSSE:Caniac du Causse
48.333333	-3.1	22480	22029	53	Canihuel	CANIHUEL
44.416667	3.15	48500	48033	91	Canilhac	CANILHAC
49.083333	-1.166667	50860	50095	25	Canisy	CANISY
50.483333	2.15	62310	62209	31	Canlers	CANLERS
49.383333	2.7	60680	60125	22	Canly	CANLY
49.55	2.9	60310	60126	22	Cannectancourt	CANNECTANCOURT
42.05	8.833333	20151	20060	94	Cannelle	CANNELLE
43.55	7.016667	6400	6029	93	Cannes	CANNES
