Program,xPONENT,,MAGPIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14(1,B2)",Unknown10,65,65,50,55,33,51,53,51,55,41,50,48,53,43,69,57,36,41,52,50,45,49,56,52,63,55,46,50,47,1532
"15(1,B3)",Unknown18,55,58,74,58,38,50,55,54,52,48,41,55,66,43,57,69,39,37,50,65,53,61,71,55,58,56,52,44,65,1628
"16(1,B4)",Unknown26,59,49,61,57,39,54,58,63,67,50,62,49,62,49,71,52,56,51,68,56,54,48,63,77,72,57,58,44,61,1734
"17(1,B5)",Unknown34,54,51,71,57,42,42,49,42,55,47,54,51,82,53,61,55,46,52,59,57,64,45,74,62,74,72,47,58,52,1681
"18(1,B6)",Unknown42,46,78,84,56,54,61,47,57,58,65,58,62,65,63,63,70,50,61,63,68,56,51,69,76,58,72,47,40,69,1826
"19(1,B7)",Unknown50,50,72,74,59,53,52,54,46,45,51,50,51,65,60,65,66,47,41,34,66,42,38,60,66,57,63,58,51,55,1645
"20(1,B8)",Unknown58,62,58,65,57,51,59,46,43,60,43,47,66,74,66,68,66,54,52,48,57,60,64,68,73,69,71,54,50,59,1772
"21(1,B9)",Unknown66,62,49,73,48,48,51,44,41,50,41,43,51,52,51,54,52,35,50,54,53,31,43,59,75,58,46,58,36,55,1513
"22(1,B10)",Unknown74,61,66,67,42,42,47,50,57,66,56,56,52,58,61,60,72,44,48,63,67,58,44,70,71,58,49,51,46,52,1704
"23(1,B11)",Unknown82,62,59,76,65,49,48,50,50,68,50,55,76,66,57,64,63,51,52,57,65,49,50,71,68,50,64,60,54,54,1777
"24(1,B12)",Unknown90,51,49,71,44,58,55,63,41,56,46,39,49,73,65,53,63,39,52,64,73,56,49,56,72,73,52,53,40,68,1666
"25(1,C1)",Unknown3,58,82,76,55,39,54,42,42,63,55,56,67,82,78,87,61,41,44,67,63,42,43,65,50,71,60,51,52,62,1779
"26(1,C2)",Unknown11,44,72,70,51,48,67,43,54,55,63,40,74,65,56,58,58,39,49,55,53,53,65,63,55,60,54,48,48,48,1666
"27(1,C3)",Unknown19,64,67,79,65,46,59,54,64,69,65,47,60,73,75,61,60,47,41,61,49,53,61,62,65,65,57,51,64,53,1812
"28(1,C4)",Unknown27,63,79,80,69,40,54,63,49,71,59,45,64,81,62,74,71,53,50,61,64,56,56,73,62,74,71,74,53,70,1889
"29(1,C5)",Unknown35,66,76,69,43,50,54,59,47,85,63,38,69,79,66,76,61,41,66,77,73,60,52,84,85,82,70,59,61,62,1931
"30(1,C6)",Unknown43,56,63,71,62,68,61,51,60,57,47,47,59,65,60,50,63,49,49,61,56,47,66,65,57,68,71,57,51,78,1779
"31(1,C7)",Unknown51,63,66,71,56,31,53,37,41,49,40,59,40,58,44,61,53,36,44,49,55,40,41,72,49,62,58,40,38,63,1520
"32(1,C8)",Unknown59,74,76,75,58,54,69,51,60,72,57,46,54,71,74,85,63,43,58,69,75,60,71,82,71,72,79,65,58,70,1992
"33(1,C9)",Unknown67,48,59,55,56,48,59,45,54,60,56,56,59,50,70,66,56,41,56,44,57,38,55,46,68,63,62,62,54,66,1658
"34(1,C10)",Unknown75,59,63,58,46,42,48,47,53,49,55,44,52,65,58,58,64,40,55,67,58,43,42,59,64,60,63,44,41,58,1617
"35(1,C11)",Unknown83,73,66,77,56,48,61,67,52,62,74,53,70,65,65,66,63,42,54,68,64,54,62,81,58,68,57,51,48,66,1850
"36(1,C12)",Unknown91,47,71,62,71,43,56,47,44,45,53,40,53,61,47,58,48,35,48,53,52,44,48,63,61,59,55,53,42,56,1562
"37(1,D1)",Unknown4,61,67,80,51,49,57,50,53,59,46,43,57,57,60,64,53,46,44,48,55,42,43,57,77,55,56,55,48,61,1646
"38(1,D2)",Unknown12,57,56,48,36,40,55,43,40,57,47,40,50,58,59,49,64,38,45,64,55,22,37,56,43,65,36,52,37,51,1448
"39(1,D3)",Unknown20,57,75,66,56,47,40,47,44,57,44,44,49,78,63,63,52,32,56,64,55,47,54,51,50,58,49,51,44,44,1584
"40(1,D4)",Unknown28,58,61,73,54,46,71,57,57,57,66,60,68,63,66,74,57,45,54,58,56,58,63,82,65,65,62,52,39,47,1794
"41(1,D5)",Unknown36,50,56,83,55,58,58,50,68,68,68,39,51,66,52,64,76,51,53,59,65,38,62,68,61,71,63,58,44,51,1771
"42(1,D6)",Unknown44,61,62,80,57,69,62,55,51,75,65,63,62,67,59,68,62,58,49,71,61,47,66,96,62,71,77,70,65,83,1970
"43(1,D7)",Unknown52,60,58,85,78,73,63,65,43,68,66,54,55,84,68,57,56,54,53,80,57,51,63,79,86,62,73,64,43,62,1929
"44(1,D8)",Unknown60,60,50,71,50,45,66,48,53,60,39,40,46,65,58,57,51,26,51,70,54,46,54,68,75,57,56,48,58,47,1626
"45(1,D9)",Unknown68,50,56,72,53,62,59,50,57,52,49,50,55,57,64,68,71,41,53,65,55,57,55,76,55,55,67,64,54,59,1754
"46(1,D10)",Unknown76,66,70,71,57,51,56,47,57,73,82,34,45,68,76,73,60,50,58,56,48,53,69,73,95,61,67,48,64,65,1848
"47(1,D11)",Unknown84,59,69,72,52,47,64,50,62,62,61,50,54,80,52,66,69,49,58,71,63,50,56,73,71,73,79,54,60,43,1842
"48(1,D12)",Unknown92,67,58,75,50,44,46,42,52,56,58,61,59,52,64,84,53,37,42,50,57,51,39,72,54,83,60,51,40,45,1657
"49(1,E1)",Unknown5,50,73,57,51,49,59,40,46,52,52,44,59,68,64,56,56,50,59,57,63,45,52,59,70,48,62,54,48,49,1655
"50(1,E2)",Unknown13,52,57,63,54,35,42,50,48,69,55,55,58,67,47,52,62,49,42,65,50,52,41,68,67,54,56,57,49,57,1625
"51(1,E3)",Unknown21,82,74,83,67,53,68,46,46,69,64,56,50,67,51,80,62,31,53,57,63,50,50,71,72,60,61,69,49,62,1842
"52(1,E4)",Unknown29,64,67,83,60,49,63,38,60,58,51,38,75,71,51,79,55,42,64,64,59,58,54,70,68,67,62,65,38,49,1780
"53(1,E5)",Unknown37,70,88,69,64,56,63,46,57,60,53,52,62,73,70,65,62,43,63,46,67,45,68,69,58,69,56,51,60,55,1814
"54(1,E6)",Unknown45,49,66,55,60,28,41,33,45,70,53,55,66,65,57,64,65,36,43,58,52,51,56,67,54,56,54,54,45,49,1604
"55(1,E7)",Unknown53,51,62,86,56,61,60,57,56,61,65,39,66,72,80,57,65,47,59,54,59,60,55,80,76,64,73,64,53,61,1873
"56(1,E8)",Unknown61,51,51,65,55,47,68,52,40,50,47,47,48,72,57,70,66,38,43,69,53,31,59,85,68,66,63,48,48,61,1678
"57(1,E9)",Unknown69,58,58,63,50,51,61,51,51,74,52,56,51,74,56,72,54,31,43,60,62,42,47,67,58,65,58,47,41,57,1662
"58(1,E10)",Unknown77,49,61,55,70,41,49,51,51,51,60,48,54,65,59,54,52,42,48,53,46,40,44,65,65,72,49,45,56,48,1597
"59(1,E11)",Unknown85,60,60,64,50,49,64,53,46,43,46,54,58,55,56,54,63,35,51,47,50,56,57,77,68,57,69,58,45,53,1652
"60(1,E12)",Unknown93,67,61,84,65,62,66,59,64,65,52,53,47,85,77,80,90,53,65,61,69,62,64,71,70,69,62,58,46,82,1968
"61(1,F1)",Unknown6,70,67,99,49,40,49,45,70,69,53,63,69,83,66,62,55,39,53,67,54,58,68,67,67,70,76,51,59,64,1858
"62(1,F2)",Unknown14,67,55,76,44,38,55,55,51,66,39,45,56,69,59,56,63,27,43,54,50,35,54,62,70,57,55,46,42,55,1602
"63(1,F3)",Unknown22,52,67,57,59,48,58,65,46,63,59,54,49,80,77,60,68,48,61,73,55,45,60,71,71,60,61,42,45,59,1771
"64(1,F4)",Unknown30,40,50,55,53,50,49,68,62,55,49,60,67,64,50,57,54,41,46,55,57,61,48,84,57,57,64,50,47,51,1659
"65(1,F5)",Unknown38,51,67,65,67,47,51,49,47,39,47,39,47,77,61,59,50,33,44,49,52,52,45,67,59,58,55,53,37,52,1565
"66(1,F6)",Unknown46,59,77,73,50,44,45,40,48,65,61,44,71,72,67,81,76,45,58,75,55,41,51,73,60,70,72,55,55,53,1800
"67(1,F7)",Unknown54,65,57,74,67,59,59,58,57,77,50,60,72,89,61,77,83,40,58,81,56,47,69,55,56,68,70,74,58,66,1936
"68(1,F8)",Unknown62,56,58,58,62,45,60,46,47,67,70,41,51,65,52,56,56,55,53,66,43,46,54,68,64,75,60,44,53,58,1682
"69(1,F9)",Unknown70,71,54,70,54,53,51,46,55,48,63,41,40,50,55,59,57,34,43,42,50,40,44,68,65,51,53,57,40,56,1556
"70(1,F10)",Unknown78,63,58,77,66,43,51,51,48,48,66,43,61,62,67,61,41,30,52,55,53,44,58,49,56,61,48,62,45,47,1623
"71(1,F11)",Unknown86,55,58,59,55,43,59,50,59,67,48,46,73,59,51,62,47,43,48,54,72,38,55,74,57,63,54,59,45,51,1666
"72(1,F12)",Unknown94,52,77,84,61,48,73,60,54,71,62,46,59,62,58,52,54,29,50,52,62,65,56,61,55,54,60,56,47,63,1729
"73(1,G1)",Unknown7,59,53,69,47,42,53,44,47,56,55,33,42,58,52,59,68,35,43,49,49,41,33,57,71,48,67,54,39,62,1538
"74(1,G2)",Unknown15,58,70,76,57,49,50,55,46,55,56,58,42,73,54,57,50,37,42,55,53,50,60,73,57,56,75,51,52,50,1674
"75(1,G3)",Unknown23,61,68,70,60,57,53,63,54,59,51,40,54,78,53,67,65,41,58,60,61,51,58,68,67,71,60,53,55,56,1779
"76(1,G4)",Unknown31,63,70,70,49,51,53,48,43,53,65,57,58,59,44,63,69,47,58,66,57,70,54,66,54,56,64,67,49,51,1737
"77(1,G5)",Unknown39,55,60,66,54,42,59,54,55,59,62,48,63,71,48,73,64,43,55,57,57,63,62,71,60,69,76,63,69,62,1805
"78(1,G6)",Unknown47,60,59,96,50,45,47,48,54,66,50,49,76,82,49,71,59,36,34,55,68,50,55,75,57,69,57,60,56,59,1763
"79(1,G7)",Unknown55,61,69,75,52,41,42,56,51,47,55,45,50,64,56,55,54,36,46,51,62,48,43,70,69,64,73,49,47,53,1660
"80(1,G8)",Unknown63,56,70,72,45,43,49,55,47,51,48,44,48,61,51,63,65,40,38,56,65,46,43,61,49,84,55,60,42,51,1610
"81(1,G9)",Unknown71,56,50,68,46,27,56,49,63,50,57,33,44,58,49,39,64,35,46,48,67,40,49,52,60,59,62,49,33,69,1529
"82(1,G10)",Unknown79,46,79,62,57,46,60,57,51,75,54,45,64,57,56,68,56,35,58,59,62,61,59,64,77,83,74,69,54,81,1842
"83(1,G11)",Unknown87,62,73,90,44,56,62,44,46,51,59,57,66,84,60,64,62,39,61,71,59,56,50,79,61,63,74,66,48,44,1830
"84(1,G12)",Unknown95,66,71,82,54,60,55,47,44,72,52,32,67,85,69,65,69,35,57,57,65,62,72,69,68,63,70,52,47,58,1837
"85(1,H1)",Unknown8,80,84,77,68,58,55,57,76,63,71,57,58,84,65,83,74,41,63,66,75,63,54,79,70,71,73,72,43,73,2017
"86(1,H2)",Unknown16,68,68,70,54,50,50,63,49,70,54,41,63,69,60,65,62,45,46,49,63,51,62,95,80,72,78,68,41,68,1832
"87(1,H3)",Unknown24,66,81,82,55,49,50,46,71,63,62,62,80,91,61,84,70,39,48,64,78,53,83,80,76,70,69,61,43,75,1992
"88(1,H4)",Unknown32,70,57,62,62,54,63,50,62,62,52,57,50,66,49,66,59,29,46,52,44,50,72,54,72,63,56,60,51,51,1699
"89(1,H5)",Unknown40,62,74,67,68,57,56,53,55,59,70,35,56,58,58,67,64,36,40,58,53,40,51,68,56,55,60,50,43,49,1665
"90(1,H6)",Unknown48,61,64,76,63,43,76,45,38,55,50,43,71,77,55,65,63,40,46,57,64,34,65,66,54,72,63,59,54,62,1739
"91(1,H7)",Unknown56,53,64,98,64,41,60,63,66,51,60,54,49,75,53,61,71,44,38,68,64,49,57,67,69,85,62,61,46,55,1813
"92(1,H8)",Unknown64,54,70,65,59,50,48,45,44,56,43,37,46,58,56,48,67,39,50,53,73,34,60,56,67,59,53,46,47,50,1600
"93(1,H9)",Unknown72,50,74,66,65,51,54,58,54,56,64,60,54,69,71,63,61,44,40,70,58,48,59,70,66,57,68,57,52,69,1784
"94(1,H10)",Unknown80,56,58,70,48,46,60,38,42,58,59,44,47,84,45,44,41,45,55,49,48,53,50,57,42,65,68,37,40,63,1576
"95(1,H11)",Unknown88,49,77,79,45,59,54,53,54,56,63,40,63,73,63,68,63,45,44,71,53,50,60,73,63,66,71,39,34,58,1744
"96(1,H12)",Unknown96,57,61,63,51,52,65,49,62,42,60,34,74,54,64,63,61,47,30,66,63,51,48,77,55,55,77,47,46,53,1687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataType:,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyte:,Spike_6P,ME,HKU1_S,OC43_NP,OC43_S,HKU1_NP,229E_NP,Mumps_NP,RBD_B16171,NL63_NP,RBD_B16172,RBD_wuhan,NL63_S,229E_S,Spike_B16172,Spike_B117,Measles_NP,Ade5,NP,Spike_P1,Rub,Ade40,RBD_B117,Spike_B1351,FluA,RBD_B1351,RBD_P15,S2,Spike_omicron,,
BeadID:,12,15,18,19,20,21,26,27,28,29,33,34,35,36,37,38,39,42,43,44,45,46,47,48,51,56,62,63,66,,
Units:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataType:,Per Bead Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyte:,Spike_6P,ME,HKU1_S,OC43_NP,OC43_S,HKU1_NP,229E_NP,Mumps_NP,RBD_B16171,NL63_NP,RBD_B16172,RBD_wuhan,NL63_S,229E_S,Spike_B16172,Spike_B117,Measles_NP,Ade5,NP,Spike_P1,Rub,Ade40,RBD_B117,Spike_B1351,FluA,RBD_B1351,RBD_P15,S2,Spike_omicron,,
BeadID:,12,15,18,19,20,21,26,27,28,29,33,34,35,36,37,38,39,42,43,44,45,46,47,48,51,56,62,63,66,,
Per Bead:,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataType:,Acquisition Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Sample,Seconds,Total Events,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1(1,A1)",B,39,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2(1,A2)",S,39,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3(1,A3)",S,38,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4(1,A4)",S,38,1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5(1,A5)",S,38,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6(1,A6)",S,38,1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7(1,A7)",S,38,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8(1,A8)",S,38,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9(1,A9)",S,38,2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10(1,A10)",S,38,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11(1,A11)",S,38,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12(1,A12)",S,38,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13(1,B1)",Unknown2,39,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14(1,B2)",Unknown10,38,1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15(1,B3)",Unknown18,38,1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16(1,B4)",Unknown26,38,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17(1,B5)",Unknown34,38,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18(1,B6)",Unknown42,38,1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19(1,B7)",Unknown50,38,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20(1,B8)",Unknown58,38,1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21(1,B9)",Unknown66,38,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22(1,B10)",Unknown74,38,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23(1,B11)",Unknown82,38,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24(1,B12)",Unknown90,38,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25(1,C1)",Unknown3,40,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26(1,C2)",Unknown11,38,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27(1,C3)",Unknown19,38,1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28(1,C4)",Unknown27,38,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29(1,C5)",Unknown35,38,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30(1,C6)",Unknown43,38,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31(1,C7)",Unknown51,38,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32(1,C8)",Unknown59,38,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33(1,C9)",Unknown67,39,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34(1,C10)",Unknown75,38,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35(1,C11)",Unknown83,38,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36(1,C12)",Unknown91,38,1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37(1,D1)",Unknown4,40,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38(1,D2)",Unknown12,38,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39(1,D3)",Unknown20,38,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40(1,D4)",Unknown28,38,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41(1,D5)",Unknown36,38,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42(1,D6)",Unknown44,38,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43(1,D7)",Unknown52,38,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44(1,D8)",Unknown60,38,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45(1,D9)",Unknown68,38,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46(1,D10)",Unknown76,38,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47(1,D11)",Unknown84,39,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48(1,D12)",Unknown92,38,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49(1,E1)",Unknown5,39,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50(1,E2)",Unknown13,39,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51(1,E3)",Unknown21,38,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52(1,E4)",Unknown29,38,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53(1,E5)",Unknown37,38,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54(1,E6)",Unknown45,38,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55(1,E7)",Unknown53,38,1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56(1,E8)",Unknown61,38,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57(1,E9)",Unknown69,38,1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58(1,E10)",Unknown77,38,1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59(1,E11)",Unknown85,38,1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60(1,E12)",Unknown93,38,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61(1,F1)",Unknown6,39,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62(1,F2)",Unknown14,38,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63(1,F3)",Unknown22,38,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64(1,F4)",Unknown30,38,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65(1,F5)",Unknown38,38,1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66(1,F6)",Unknown46,38,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67(1,F7)",Unknown54,38,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68(1,F8)",Unknown62,38,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69(1,F9)",Unknown70,38,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70(1,F10)",Unknown78,38,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71(1,F11)",Unknown86,39,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72(1,F12)",Unknown94,38,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73(1,G1)",Unknown7,39,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74(1,G2)",Unknown15,38,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"75(1,G3)",Unknown23,38,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"76(1,G4)",Unknown31,38,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77(1,G5)",Unknown39,38,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"78(1,G6)",Unknown47,38,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79(1,G7)",Unknown55,38,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80(1,G8)",Unknown63,38,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81(1,G9)",Unknown71,39,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82(1,G10)",Unknown79,38,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83(1,G11)",Unknown87,38,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84(1,G12)",Unknown95,38,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85(1,H1)",Unknown8,40,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86(1,H2)",Unknown16,38,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87(1,H3)",Unknown24,39,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88(1,H4)",Unknown32,38,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"89(1,H5)",Unknown40,38,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90(1,H6)",Unknown48,38,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91(1,H7)",Unknown56,38,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92(1,H8)",Unknown64,39,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"93(1,H9)",Unknown72,38,1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"94(1,H10)",Unknown80,39,1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95(1,H11)",Unknown88,38,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96(1,H12)",Unknown96,38,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataType:,Dilution Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Sample,Dilution Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1(1,A1)",B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2(1,A2)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3(1,A3)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4(1,A4)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5(1,A5)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6(1,A6)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7(1,A7)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8(1,A8)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9(1,A9)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10(1,A10)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11(1,A11)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12(1,A12)",S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13(1,B1)",Unknown2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14(1,B2)",Unknown10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15(1,B3)",Unknown18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16(1,B4)",Unknown26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17(1,B5)",Unknown34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18(1,B6)",Unknown42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19(1,B7)",Unknown50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20(1,B8)",Unknown58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21(1,B9)",Unknown66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22(1,B10)",Unknown74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23(1,B11)",Unknown82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24(1,B12)",Unknown90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25(1,C1)",Unknown3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26(1,C2)",Unknown11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27(1,C3)",Unknown19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28(1,C4)",Unknown27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29(1,C5)",Unknown35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30(1,C6)",Unknown43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31(1,C7)",Unknown51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32(1,C8)",Unknown59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33(1,C9)",Unknown67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34(1,C10)",Unknown75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35(1,C11)",Unknown83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36(1,C12)",Unknown91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37(1,D1)",Unknown4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38(1,D2)",Unknown12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39(1,D3)",Unknown20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40(1,D4)",Unknown28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41(1,D5)",Unknown36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42(1,D6)",Unknown44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43(1,D7)",Unknown52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44(1,D8)",Unknown60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45(1,D9)",Unknown68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
