alpha,nG,nE,n,replicate,nComb,nPosEigen,time_eigen,Frobenius_eigen,CMD_eigen,nPC_eigen,pPC_eigen,time_tensorEVD,Frobenius_tensorEVD,CMD_tensorEVD,nPC_tensorEVD,pPC_tensorEVD,time_trlan,Frobenius_trlan,CMD_trlan,nPC_trlan,pPC_trlan,time_eigs,Frobenius_eigs,CMD_eigs,nPC_eigs,pPC_eigs,time_chol,Frobenius_chol,CMD_chol,nPC_chol,pPC_chol
0.95,100,50,10000,3,4335,4335,175.452,51.4252233807943,0.000634093907573741,1360,0.313725490196078,0.409999999999997,47.9867922896459,0.000411942766388229,1542,0.355709342560554,185.93,51.4252233807943,0.000634093907573741,1360,0.313725490196078,185.227,51.4252233807198,0.000634093907574407,1360,0.313725490196078,,,,,
0.95,500,50,10000,3,8221,8221,184.991,48.5551615646053,0.000662690877318517,3356,0.408222843936261,2.249,40.6493728463253,0.000291548373410944,5598,0.680939058508697,676.866,48.5551615646047,0.000662690877318184,3356,0.408222843936261,983.634,48.5551615644577,0.000662690877311301,3356,0.408222843936261,,,,,
0.95,1000,50,10000,3,9082,9082,190.515,52.5932196891114,0.000779175049066994,4143,0.456177053512442,4.75800000000001,40.9440441908275,0.000283660541527619,8989,0.98975996476547,1056.293,52.5932196891111,0.000779175049067549,4143,0.456177053512442,1609.685,52.5932196889289,0.000779175049074432,4143,0.456177053512442,,,,,
0.95,100,10,20000,3,1000,1000,1345.136,180.630454765713,0.00176423629871059,538,0.538,0.19600000000014,183.809260493699,0.00178859386553765,547,0.547,268.967,180.630454765715,0.00176423629871092,538,0.538,161.149,180.630454765679,0.00176423629870359,538,0.538,,,,,
0.95,500,10,20000,3,4895,4895,1384.515,212.130166297557,0.00162292297481081,1778,0.363227783452503,1.08400000000006,209.211157591315,0.00132097741431714,1933,0.394892747701737,1829.041,212.13016629756,0.00162292297481181,1778,0.363227783452503,837.656,212.130166297406,0.00162292297481337,1778,0.363227783452503,,,,,
0.95,1000,10,20000,3,8689,8689,1431.526,122.545342233323,0.00083804106783647,2921,0.336172171711359,2.64200000000005,111.938470888514,0.000431112412181744,3419,0.393486016802854,1660.344,122.545342233323,0.000838041067836137,2921,0.336172171711359,1490.582,122.545342233092,0.000838041067831807,2921,0.336172171711359,,,,,
0.95,100,30,20000,3,2994,2994,1395.648,121.002675002247,0.000848601705107921,1180,0.394121576486306,0.846000000000004,117.144568123407,0.000656649349754068,1235,0.4124916499666,537.514,121.002675002246,0.000848601705107366,1180,0.394121576486306,390.338,121.002675002138,0.000848601705101038,1180,0.394121576486306,,,,,
0.95,500,30,20000,3,11065,11065,1434.456,101.391027372236,0.00069644014864878,3490,0.315408947130592,3.06000000000017,93.0534219140695,0.000412677556646313,4258,0.384816990510619,1965.658,101.391027372235,0.000696440148648669,3490,0.315408947130592,1986.852,101.391027371935,0.00069644014864001,3490,0.315408947130592,,,,,
0.95,1000,30,20000,3,14638,14638,1433.289,109.931755667534,0.00065300472305474,4729,0.323063260008198,5.41399999999999,97.1772771300462,0.000346459761057627,6706,0.458122694357153,2915.395,109.931755667534,0.000653004723054629,4729,0.323063260008198,3413.66,109.931755667101,0.00065300472305907,4729,0.323063260008198,,,,,
0.95,100,50,20000,3,4904,4904,1535.559,103.028324705146,0.000603269726058842,1510,0.307911908646003,0.689000000000078,99.059777678342,0.00044780618624185,1604,0.327079934747145,666.168,103.028324705147,0.000603269726058064,1510,0.307911908646003,522.476,103.028324705002,0.000603269726056177,1510,0.307911908646003,,,,,
0.95,500,50,20000,3,13756,13756,1366.986,93.193949826665,0.000493183855180934,4228,0.307356789764466,2.86899999999991,84.0117679936066,0.000253528293297944,5566,0.404623437045653,2635.152,93.1939498266645,0.000493183855180934,4228,0.307356789764466,3007.297,93.1939498262609,0.000493183855174606,4228,0.307356789764466,,,,,
0.95,1000,50,20000,3,16553,16553,1469.194,98.1165530842078,0.000613997418074774,5583,0.337280251313961,7.55200000000014,84.461362627043,0.000318771566429232,8624,0.52099317344288,3911.807,98.1165530842078,0.000613997418074552,5583,0.337280251313961,5103.722,98.1165530837507,0.000613997418066115,5583,0.337280251313961,,,,,
0.95,100,10,30000,3,1000,1000,4804.35,216.727818019327,0.00139552783721564,573,0.573,0.576000000000022,216.973593253647,0.00134248897312661,579,0.579,640.364,216.727818019327,0.00139552783721697,573,0.573,354.666,216.727818019301,0.00139552783721553,573,0.573,,,,,
0.95,500,10,30000,3,4984,4984,4736.927,271.120502988534,0.00171718556458378,1866,0.374398073836276,2.08599999999933,262.917907532351,0.00139359518161064,1977,0.396669341894061,2191.553,271.120502988539,0.00171718556458322,1866,0.374398073836276,1508.496,271.120502988335,0.00171718556457734,1866,0.374398073836276,,,,,
0.95,1000,10,30000,3,9486,9486,5236.104,186.293914595891,0.000795917756043041,3022,0.318574741724647,3.58800000000065,176.20576071439,0.000526406290826786,3367,0.35494412818891,3756.175,186.293914595891,0.000795917756043041,3022,0.318574741724647,2894.351,186.293914595537,0.000795917756046927,3022,0.318574741724647,,,,,
0.95,100,30,30000,3,3000,3000,5074.293,171.313893919226,0.000748117457977648,1158,0.386,0.89600000000064,168.535632368248,0.000649293352621871,1189,0.396333333333333,1174.437,171.313893919225,0.000748117457977093,1158,0.386,922.989,171.313893919065,0.000748117457980091,1158,0.386,,,,,
0.95,500,30,30000,3,12968,12968,4587.407,140.39939355644,0.000523057068965382,3897,0.30050894509562,3.46200000000044,130.136418748498,0.000277236901207512,4487,0.346005552128316,4697.807,140.399393556438,0.000523057068966382,3897,0.30050894509562,4233.704,140.399393555933,0.000523057068959054,3897,0.30050894509562,,,,,
0.95,1000,30,30000,3,19004,19004,4595.067,153.587727496221,0.000684146941068775,5442,0.286360766154494,5.90800000000036,139.260193895622,0.000383381232081814,6939,0.365133656072406,12649.086,153.58772749622,0.000684146941068997,5442,0.286360766154494,7741.721,153.587727495622,0.00068414694107688,5442,0.286360766154494,,,,,
0.95,100,50,30000,3,4982,4982,5949.641,152.558975278533,0.000549845740427823,1517,0.304496186270574,1.33200000000033,149.255371111089,0.000450397047204065,1581,0.317342432757929,1493.625,152.558975278532,0.000549845740427268,1517,0.304496186270574,1135.758,152.558975278329,0.00054984574042749,1517,0.304496186270574,,,,,
0.95,500,50,30000,3,17510,17510,5722.919,138.141331212472,0.00050236687925298,4685,0.267561393489435,4.94300000000021,126.350542026748,0.00028029051557954,5684,0.324614505996573,5600.801,138.14133121247,0.000502366879252869,4685,0.267561393489435,5907.46,138.141331211859,0.00050236687925842,4685,0.267561393489435,,,,,
0.95,1000,50,30000,3,22671,22671,7831.726,133.744010939866,0.00046843261404439,6503,0.286842221340038,11.6440000000002,120.196357240989,0.0002556835552604,8791,0.387764103921309,8970.666,133.744010939862,0.000468432614044057,6503,0.286842221340038,11505.241,133.74401093905,0.000468432614050052,6503,0.286842221340038,,,,,
0.98,100,10,10000,3,1000,1000,323.911,40.5817336791561,0.000652546122354769,721,0.721,0.310999999999979,37.9113363918009,0.000514020670779769,738,0.738,117.787,40.5817336791566,0.000652546122354769,721,0.721,76.74,40.5817336791507,0.000652546122355768,721,0.721,,,,,
0.98,500,10,10000,3,4323,4323,318.821,34.562900855271,0.000419572762675791,2477,0.572981725653481,1.137,29.6110945929362,0.000190431661718504,2933,0.678464029609068,480.272,34.5629008552704,0.000419572762676124,2477,0.572981725653481,526.836,34.5629008552046,0.000419572762678344,2477,0.572981725653481,,,,,
0.98,1000,10,10000,3,6304,6304,324.354,38.799087086037,0.000529123146644328,3498,0.55488578680203,2.12200000000001,32.8489732534434,0.000253665296451766,4955,0.786008883248731,747.883,38.7990870860374,0.00052912314664344,3498,0.55488578680203,1012.622,38.7990870859322,0.000529123146638999,3498,0.55488578680203,,,,,
0.98,100,30,10000,3,2886,2886,310.594,28.1679904045707,0.000352691502768177,1592,0.551628551628552,0.586000000000013,25.8517011587934,0.000223333347093568,1744,0.604296604296604,221.627,28.1679904045708,0.000352691502768954,1592,0.551628551628552,239.782,28.1679904045078,0.000352691502771396,1592,0.551628551628552,,,,,
0.98,500,30,10000,3,7342,7342,324.607,24.0090337662452,0.000240052924492473,4370,0.595205666031054,1.81600000000003,19.355692280259,9.13391597910929e-05,6939,0.945110324162354,1033.647,24.0090337662446,0.000240052924492251,4370,0.595205666031054,1645.901,24.00903376609,0.000240052924499357,4370,0.595205666031054,,,,,
0.98,1000,30,10000,3,8512,8512,189.564,28.748218188704,0.000338554087825571,5003,0.587758458646617,4.46100000000001,21.9899218712817,0.000119122612283862,10221,1.20077537593985,1272.663,28.7482181887037,0.000338554087825571,5003,0.587758458646617,2265.428,28.748218188551,0.000338554087830789,5003,0.587758458646617,,,,,
0.98,100,50,10000,3,4335,4335,178.733,22.2989486363299,0.000164933420089053,2018,0.465513264129181,0.716000000000008,20.3835308439295,9.08609733313304e-05,2302,0.531026528258362,254.283,22.2989486363296,0.000164933420088387,2018,0.465513264129181,346.385,22.2989486362147,0.000164933420090829,2018,0.465513264129181,,,,,
0.98,500,50,10000,3,8221,8221,185.49,21.3546141354884,0.000174545474283527,4847,0.589587641406155,3.512,17.01904811876,6.2768482314346e-05,8993,1.09390585086972,1120.319,21.3546141354877,0.000174545474283194,4847,0.589587641406155,2056.676,21.3546141353091,0.000174545474284638,4847,0.589587641406155,,,,,
0.98,1000,50,10000,3,9082,9082,192.786,24.150281843627,0.000239021149965657,5826,0.641488658885708,6.95400000000001,17.3393770542777,6.20721372094346e-05,15003,1.65194890993173,1836.832,24.1502818436262,0.00023902114996599,5826,0.641488658885708,2258.69,24.150281843449,0.00023902114996166,5826,0.641488658885708,,,,,
0.98,100,10,20000,3,1000,1000,1343.125,86.4818919477223,0.000542016967246872,711,0.711,0.317999999999984,88.2986950016634,0.000546456819827013,719,0.719,795.044,86.4818919477223,0.000542016967248205,711,0.711,648.961,86.4818919476966,0.000542016967253312,711,0.711,,,,,
0.98,500,10,20000,3,4895,4895,1660.11,105.633418315243,0.000655072218260222,2592,0.529519918283963,1.92699999999991,104.14707420637,0.00052236732585631,2790,0.56996935648621,2211.61,105.633418315244,0.000655072218260444,2592,0.529519918283963,1386.725,105.633418315038,0.000655072218259667,2592,0.529519918283963,,,,,
0.98,1000,10,20000,3,8689,8689,1429.29,56.7193553546716,0.000277195621635973,4271,0.491541028887099,3.62300000000005,49.4681632116934,0.000123350285407109,4945,0.569110369432616,4444.141,56.7193553546708,0.000277195621636528,4271,0.491541028887099,6826.363,56.719355354353,0.000277195621624982,4271,0.491541028887099,,,,,
0.98,100,30,20000,3,2994,2994,1395.533,54.7158132473437,0.00024329803814982,1663,0.555444221776887,1.16000000000008,52.4989561984111,0.000180531443912502,1729,0.57748830995324,1747.645,54.7158132473444,0.000243298038149598,1663,0.555444221776887,1834.2,54.7158132472015,0.000243298038142159,1663,0.555444221776887,,,,,
0.98,500,30,20000,3,11065,11065,1435.624,45.5130908020298,0.000206148606630263,5285,0.477632173520108,4.66200000000004,40.258437161881,0.000102384662089783,6571,0.59385449615906,3272.813,45.5130908020302,0.000206148606630596,5285,0.477632173520108,4612.309,45.5130908015842,0.000206148606636369,5285,0.477632173520108,,,,,
0.98,1000,30,20000,3,14638,14638,1433.089,49.1162171144572,0.000188912098619154,7229,0.493851619073644,8.42399999999998,42.3110201772856,8.58336989174591e-05,10826,0.739581910097008,5190.013,49.1162171144558,0.00018891209861871,7229,0.493851619073644,8792.602,49.1162171138021,0.0001889120986166,7229,0.493851619073644,,,,,
0.98,100,50,20000,3,4904,4904,1603.865,44.2826934067043,0.000151407837965079,2212,0.451060358890701,0.924999999999955,41.5525929011253,9.47544158254043e-05,2348,0.478792822185971,940.878,44.2826934067045,0.000151407837965634,2212,0.451060358890701,1053.088,44.2826934064756,0.000151407837955975,2212,0.451060358890701,,,,,
0.98,500,50,20000,3,13756,13756,1650.889,40.5170908914209,0.000132954973690702,6459,0.469540564117476,4.88699999999994,35.3901103789893,5.56551206725153e-05,8873,0.645027624309392,3974.495,40.5170908914194,0.000132954973690147,6459,0.469540564117476,6988.759,40.5170908908046,0.000132954973696253,6459,0.469540564117476,,,,,
0.98,1000,50,20000,3,16553,16553,1644.761,44.1321061845987,0.000179731685172491,8491,0.512958376125174,7.70000000000005,36.4719393449788,7.791219774822e-05,14400,0.869932942669003,6815.556,44.1321061845987,0.000179731685172935,8491,0.512958376125174,12214.358,44.1321061839114,0.000179731685166273,8491,0.512958376125174,,,,,
0.98,100,10,30000,3,1000,1000,5263.6,101.886939499689,0.00041667817444091,742,0.742,0.518000000000029,100.080463680606,0.000384619609277048,749,0.749,755.788,101.88693949969,0.000416678174442242,742,0.742,617.821,101.886939499672,0.000416678174444241,742,0.742,,,,,
0.98,500,10,30000,3,4984,4984,5245.852,134.774350887527,0.000673587498099759,2696,0.540930979133226,2.01199999999972,130.886836074539,0.000559346374368608,2829,0.567616372391653,2885.85,134.77435088753,0.000673587498100314,2696,0.540930979133226,2495.974,134.77435088728,0.00067358749810742,2696,0.540930979133226,,,,,
0.98,1000,10,30000,3,9486,9486,5779.196,84.596840395437,0.000257755782477775,4453,0.469428631667721,3.74099999999999,76.1822735775056,0.000138981328636101,4910,0.517604891418933,5288.307,84.5968403954377,0.00025775578247822,4453,0.469428631667721,5402.878,84.5968403949383,0.000257755782489766,4453,0.469428631667721,,,,,
0.98,100,30,30000,3,3000,3000,5731.605,75.6733926899325,0.00019540207062696,1649,0.549666666666667,1.16600000000017,74.1607324592039,0.000165006882869578,1690,0.563333333333333,1625.722,75.673392689932,0.000195402070627515,1649,0.549666666666667,1316.068,75.6733926896887,0.00019540207063673,1649,0.549666666666667,,,,,
0.98,500,30,30000,3,12968,12968,5741.19,61.8042269022136,0.000153276235283273,5964,0.459901295496607,5.30199999999968,55.2247451403415,6.44964786684632e-05,6909,0.532772979642196,7318.733,61.8042269022118,0.000153276235283828,5964,0.459901295496607,9355.979,61.8042269014186,0.000153276235284827,5964,0.459901295496607,,,,,
0.98,1000,30,30000,3,19004,19004,5782.628,70.2174157241931,0.000212314935720825,8385,0.441222900442012,8.77999999999975,62.0328647126946,0.000106939161192199,10971,0.577299515891391,12572.803,70.217415724191,0.00021231493572027,8385,0.441222900442012,23198.783,70.2174157232487,0.000212314935714164,8385,0.441222900442012,,,,,
0.98,100,50,30000,3,4982,4982,5747.89,65.8769432642271,0.000137972601366054,2249,0.451425130469691,1.80199999999968,63.7754296321472,0.000102744443956526,2345,0.470694500200723,2236.562,65.8769432642277,0.000137972601366498,2249,0.451425130469691,2027.72,65.8769432638935,0.000137972601370717,2249,0.451425130469691,,,,,
0.98,500,50,30000,3,17510,17510,5836.673,61.702934765226,0.000150125024160008,7301,0.416961736150771,6.58500000000004,54.7747045554843,7.04389404230232e-05,9058,0.51730439748715,9396.89,61.7029347652233,0.000150125024160452,7301,0.416961736150771,13838.791,61.7029347642633,0.000150125024157122,7301,0.416961736150771,,,,,
0.98,1000,50,30000,3,22671,22671,5292.369,58.2028660697369,0.000126116366796492,10237,0.451546027965242,11.1400000000003,50.4745235155507,5.65005397951124e-05,14740,0.650169820475497,19451.775,58.2028660697325,0.000126116366796714,10237,0.451546027965242,33630.591,58.2028660684648,0.000126116366802154,10237,0.451546027965242,,,,,
0.9,100,10,10000,4,1000,1000,188.803,153.215802113595,0.00307500333240873,341,0.341,0.0769999999999982,149.743908856432,0.00278668888027855,352,0.352,78.346,153.215802113595,0.00307500333240907,341,0.341,56.431,153.21580211358,0.00307500333240762,341,0.341,,,,,
0.9,500,10,10000,4,4365,4365,188.572,138.807277259625,0.00254120476786779,1035,0.237113402061856,0.330999999999989,130.909321830559,0.00190288271007699,1210,0.277205040091638,201.812,138.807277259625,0.0025412047678679,1035,0.237113402061856,105.357,138.807277259574,0.00254120476786401,1035,0.237113402061856,,,,,
0.9,1000,10,10000,4,6380,6380,195.162,133.376487755567,0.00284946980915857,1424,0.223197492163009,0.793999999999983,125.335307871455,0.00216559667779159,1823,0.285736677115987,195.158,133.376487755568,0.00284946980915835,1424,0.223197492163009,177.337,133.376487755505,0.00284946980915679,1424,0.223197492163009,,,,,
0.9,100,30,10000,4,2880,2880,191.085,111.722511617249,0.0024480770687515,752,0.261111111111111,0.234000000000009,105.825063978419,0.00185529683764085,823,0.285763888888889,92.39,111.722511617249,0.0024480770687515,752,0.261111111111111,65.939,111.722511617224,0.00244807706874928,752,0.261111111111111,,,,,
0.9,500,30,10000,4,7266,7266,215.461,100.204705219492,0.00210922845159067,1840,0.253234241673548,1.114,88.5641505129018,0.00119862018216677,2554,0.351500137627305,291.612,100.204705219492,0.00210922845159101,1840,0.253234241673548,295.057,100.204705219418,0.00210922845159234,1840,0.253234241673548,,,,,
0.9,1000,30,10000,4,8482,8482,179.548,112.399734104605,0.00290447643868608,2381,0.280712096203726,1.38200000000001,92.6996555244079,0.00145217497894534,4136,0.487620844140533,408.654,112.399734104605,0.00290447643868641,2381,0.280712096203726,456.404,112.399734104526,0.00290447643868697,2381,0.280712096203726,,,,,
0.9,100,50,10000,4,4333,4333,205.366,102.00526114287,0.00202345036657059,929,0.214401107777521,0.284999999999997,95.9903462125677,0.00147506615656801,1051,0.242557119778445,128.244,102.005261142871,0.00202345036657137,929,0.214401107777521,99.355,102.005261142836,0.00202345036656837,929,0.214401107777521,,,,,
0.9,500,50,10000,4,8212,8212,207.482,98.3850848110767,0.00202495770433908,2153,0.262177301509985,1.30000000000001,83.1865381400648,0.00105658176734469,3335,0.406113005358013,435.137,98.3850848110767,0.00202495770433964,2153,0.262177301509985,451.623,98.385084810988,0.00202495770433975,2153,0.262177301509985,,,,,
0.9,1000,50,10000,4,8985,8985,337.116,103.904969469212,0.00193002864470582,2640,0.293823038397329,7.947,82.3377692416573,0.00088208004006396,5157,0.573956594323873,575.855,103.904969469212,0.00193002864470571,2640,0.293823038397329,630.55,103.9049694691,0.00193002864470671,2640,0.293823038397329,,,,,
0.9,100,10,20000,4,1000,1000,1822.326,387.092103936628,0.00600298818672562,385,0.385,0.293999999999869,385.407793984252,0.0057824836783571,392,0.392,198.838,387.092103936628,0.0060029881867264,385,0.385,112.051,387.092103936624,0.0060029881867244,385,0.385,,,,,
0.9,500,10,20000,4,4905,4905,1656.039,276.189174483282,0.00239971937890882,1314,0.267889908256881,0.875,266.295634712114,0.00172584027312439,1445,0.294597349643221,722.884,276.189174483281,0.00239971937890826,1314,0.267889908256881,448.019,276.189174483191,0.00239971937891348,1314,0.267889908256881,,,,,
0.9,1000,10,20000,4,8590,8590,1754.54,276.885077296098,0.00245505043124361,1658,0.193015133876601,1.30199999999991,264.886553564594,0.00189883711994743,1928,0.224447031431898,992.83,276.885077296097,0.00245505043124383,1658,0.193015133876601,634.481,276.885077295942,0.0024550504312445,1658,0.193015133876601,,,,,
0.9,100,30,20000,4,2998,2998,1544.221,222.464192631995,0.00250530855688813,805,0.268512341561041,0.398999999999887,217.099705744091,0.00210026827842136,842,0.280853902601735,438.702,222.464192631995,0.00250530855688791,805,0.268512341561041,271.462,222.464192631945,0.00250530855688702,805,0.268512341561041,,,,,
0.9,500,30,20000,4,11024,11024,1325.308,208.61392821564,0.00183486874862304,2129,0.193124092888244,1.21800000000007,194.249446390196,0.00122476844530406,2552,0.231494920174165,1244.613,208.61392821564,0.00183486874862293,2129,0.193124092888244,858.123,208.613928215454,0.00183486874862959,2129,0.193124092888244,,,,,
0.9,1000,30,20000,4,14643,14643,1340.242,197.964087479801,0.00161300979800616,2914,0.199002936556717,2.85799999999995,178.432505677683,0.000956794852348897,3905,0.266680325069999,1772.025,197.9640874798,0.00161300979800627,2914,0.199002936556717,1398.708,197.964087479586,0.0016130097980106,2914,0.199002936556717,,,,,
0.9,100,50,20000,4,4918,4918,2909.812,192.413567390771,0.0019403782779619,970,0.197234648230988,1.20499999999993,187.706171815355,0.00168316277084546,1026,0.208621390809272,551.541,192.41356739077,0.00194037827796278,970,0.197234648230988,342.779,192.413567390718,0.00194037827796378,970,0.197234648230988,,,,,
0.9,500,50,20000,4,13712,13712,2853.941,181.584279311166,0.00135660089077605,2735,0.19946032672112,4.25399999999991,163.73937265612,0.00075021741806014,3508,0.25583430571762,1643.034,181.584279311167,0.00135660089077438,2735,0.19946032672112,1306.971,181.584279310931,0.00135660089077272,2735,0.19946032672112,,,,,
0.9,1000,50,20000,4,16464,16464,2885.557,177.65100423089,0.00140712284259603,3496,0.212342079689018,9.55499999999984,157.889063523582,0.000813726955502081,5044,0.306365403304179,2174.477,177.651004230889,0.00140712284259548,3496,0.212342079689018,1939.569,177.651004230597,0.00140712284259881,3496,0.212342079689018,,,,,
0.9,100,10,30000,4,1000,1000,9358.292,464.052768441054,0.00422537731211126,405,0.405,0.533000000001266,459.828617532954,0.00404848267055469,410,0.41,482.942,464.052768441054,0.00422537731211348,405,0.405,270.203,464.052768441043,0.00422537731211237,405,0.405,,,,,
0.9,500,10,30000,4,4985,4985,9362.14,447.599523517042,0.00292217765733249,1163,0.233299899699097,1.55899999999929,437.738436313021,0.00256946678382897,1237,0.2481444332999,1265.172,447.599523517041,0.00292217765733327,1163,0.233299899699097,803.828,447.599523516914,0.00292217765733149,1163,0.233299899699097,,,,,
0.9,1000,10,30000,4,9479,9479,9424.601,395.548781338094,0.00256050731960888,1803,0.190209937757147,3.42299999999887,384.413345425693,0.00216783112752939,1999,0.210887224390759,2401.874,395.548781338094,0.00256050731960877,1803,0.190209937757147,1693.088,395.548781337896,0.00256050731961111,1803,0.190209937757147,,,,,
0.9,100,30,30000,4,3000,3000,9397.961,321.52360341498,0.00200835912055741,831,0.277,1.05899999999929,316.185701865562,0.00179442473553149,857,0.285666666666667,1050.517,321.523603414979,0.00200835912055675,831,0.277,607.481,321.523603414882,0.0020083591205533,831,0.277,,,,,
0.9,500,30,30000,4,12954,12954,4658.659,302.206620165994,0.00154219902592745,2270,0.175235448510113,2.27099999999973,286.593144794233,0.00106060045785317,2575,0.198780299521383,2983.231,302.206620165994,0.00154219902592723,2270,0.175235448510113,2699.705,302.206620165678,0.00154219902592301,2270,0.175235448510113,,,,,
0.9,1000,30,30000,4,19029,19029,5218.145,281.98946253954,0.00159620042949005,3364,0.176782805192075,4.40500000000066,263.599737488735,0.00105873604332318,4171,0.219191759945347,4449.876,281.989462539539,0.00159620042948971,3364,0.176782805192075,3581.515,281.989462539142,0.00159620042949726,3364,0.176782805192075,,,,,
0.9,100,50,30000,4,4991,4991,5099.128,288.432540633763,0.00184521424577733,1013,0.202965337607694,0.826999999999316,283.037761969261,0.00163704954688848,1054,0.211180124223602,1039.321,288.432540633763,0.00184521424577799,1013,0.202965337607694,658.853,288.432540633645,0.00184521424577866,1013,0.202965337607694,,,,,
0.9,500,50,30000,4,17460,17460,5194.783,265.994675459428,0.00116539784772862,2830,0.162084765177549,2.99300000000039,251.121701788029,0.000814963209275321,3316,0.18991981672394,3369.095,265.994675459426,0.00116539784772707,2830,0.162084765177549,2632.428,265.994675458988,0.00116539784772585,2830,0.162084765177549,,,,,
0.9,1000,50,30000,4,22576,22576,5276.7,267.526717744258,0.00132530462803759,3820,0.169206236711552,6.1909999999998,244.972982593657,0.000873207945996324,4971,0.220189581856839,5120.282,267.526717744256,0.00132530462803715,3820,0.169206236711552,4235.427,267.526717743742,0.00132530462803759,3820,0.169206236711552,,,,,
0.95,100,10,10000,4,1000,1000,173.842,83.0842945190399,0.0012219275565486,484,0.484,0.138999999999982,80.8723159438235,0.00104759478024585,500,0.5,64.05,83.0842945190406,0.00122192755654849,484,0.484,40.404,83.0842945190194,0.00122192755654971,484,0.484,,,,,
0.95,500,10,10000,4,4365,4365,180.192,73.9147095213768,0.0010329341224804,1642,0.376174112256587,0.641999999999996,68.0949346577883,0.000641775287741342,1943,0.445131729667812,244.716,73.914709521377,0.00103293412248029,1642,0.376174112256587,235.288,73.9147095212969,0.00103293412247696,1642,0.376174112256587,,,,,
0.95,1000,10,10000,4,6380,6380,179.545,71.8577987396673,0.00122759883590862,2308,0.361755485893417,1.20400000000001,65.8202591825125,0.000835431796633812,3042,0.476802507836991,388.422,71.8577987396677,0.00122759883590884,2308,0.361755485893417,441.697,71.8577987395773,0.00122759883590773,2308,0.361755485893417,,,,,
0.95,100,30,10000,4,2880,2880,177.225,59.7931739838355,0.000935744770266367,1113,0.386458333333333,0.395999999999987,56.5950022378422,0.000660746903039411,1221,0.423958333333333,133.788,59.7931739838355,0.000935744770265812,1113,0.386458333333333,120.353,59.7931739837875,0.000935744770263591,1113,0.386458333333333,,,,,
0.95,500,30,10000,4,7266,7266,181.498,52.7290204959182,0.000827492898726079,2879,0.396229011835948,1.553,45.1041160265016,0.000387984370185945,4235,0.582851637764933,1045.557,52.729020495918,0.000827492898725746,2879,0.396229011835948,1270.624,52.7290204957968,0.000827492898723747,2879,0.396229011835948,,,,,
0.95,1000,30,10000,4,8482,8482,219.243,61.3842080117185,0.00126657803933228,3707,0.437043150200424,3.20700000000002,48.9590616670108,0.000543240524624511,7132,0.840839424663994,1456.176,61.3842080117184,0.00126657803933272,3707,0.437043150200424,1375.215,61.3842080115898,0.00126657803933039,3707,0.437043150200424,,,,,
0.95,100,50,10000,4,4333,4333,179.34,52.0389474639554,0.000678982207660939,1414,0.326332794830372,0.512000000000001,48.490870595636,0.000422492065033531,1610,0.37156704361874,201.679,52.0389474639559,0.000678982207661161,1414,0.326332794830372,204.588,52.0389474638898,0.000678982207665158,1414,0.326332794830372,,,,,
0.95,500,50,10000,4,8212,8212,185.149,52.0253280983845,0.000789062175191813,3349,0.407817827569411,2.22399999999999,42.7550080337009,0.000338095802847827,5667,0.690087676570872,700.686,52.0253280983839,0.000789062175191369,3349,0.407817827569411,1004.583,52.0253280982356,0.000789062175197697,3349,0.407817827569411,,,,,
0.95,1000,50,10000,4,8985,8985,190.586,55.316308774528,0.000785576176304925,4076,0.453644963828603,4.85999999999999,42.16237217496,0.000282533457842571,9179,1.02159154145799,1154.317,55.3163087745282,0.000785576176304925,4076,0.453644963828603,1711.898,55.3163087743553,0.000785576176305147,4076,0.453644963828603,,,,,
0.95,100,10,20000,4,1000,1000,1351.161,202.593601441935,0.00230127780241851,543,0.543,0.190000000000055,199.562641290758,0.002113803249152,552,0.552,246.346,202.593601441936,0.00230127780241718,543,0.543,146.684,202.59360144192,0.00230127780241529,543,0.543,,,,,
0.95,500,10,20000,4,4905,4905,1614.139,152.200049144337,0.00111891370375627,2002,0.40815494393476,1.63400000000001,147.00655120892,0.000751080310582686,2185,0.44546381243629,1050.742,152.200049144337,0.00111891370375594,2002,0.40815494393476,814.904,152.200049144201,0.00111891370376027,2002,0.40815494393476,,,,,
0.95,1000,10,20000,4,8590,8590,1376.968,149.158669755939,0.00112272946187064,2727,0.317462165308498,1.74500000000012,139.600915913141,0.000731839665404688,3198,0.372293364377183,1460.033,149.158669755938,0.00112272946187109,2727,0.317462165308498,1317.044,149.158669755705,0.00112272946187342,2727,0.317462165308498,,,,,
0.95,100,30,20000,4,2998,2998,1421.699,114.552283417387,0.000831535930511995,1177,0.392595063375584,0.823000000000093,110.988932826194,0.00065859507017485,1226,0.408939292861908,522.666,114.552283417386,0.000831535930512217,1177,0.392595063375584,383.334,114.552283417296,0.000831535930508665,1177,0.392595063375584,,,,,
0.95,500,30,20000,4,11024,11024,1425.813,109.68486157908,0.000740860320261105,3443,0.312318577648766,3.077,99.788840133472,0.000408897587347079,4209,0.381803338171263,2152.251,109.68486157908,0.000740860320260994,3443,0.312318577648766,2160.702,109.684861578784,0.00074086032026055,3443,0.312318577648766,,,,,
0.95,1000,30,20000,4,14643,14643,1618.082,104.512702153165,0.000660202945026001,4814,0.328757768216895,4.62300000000005,91.4049017108647,0.000317838749769428,6821,0.465819845660042,3111.176,104.512702153164,0.000660202945026112,4814,0.328757768216895,3755.317,104.512702152777,0.000660202945023336,4814,0.328757768216895,,,,,
