trait,method,alpha,replicate,source,mean,SD
yield,eigen,0.98,4,GE,0.0901599199397812,0.00434112207096643
yield,eigen,0.98,4,Error,0.380491892722222,0.00242605993710222
anthesis,eigen,0.98,4,G,0.126270138999168,0.00502085407747485
anthesis,eigen,0.98,4,E,0.80390162045643,0.0187384415786378
anthesis,eigen,0.98,4,GE,0.044956185305924,0.00131188840713547
anthesis,eigen,0.98,4,Error,0.0577040076388889,0.000366937887420345
silking,eigen,0.98,4,G,0.13875834235454,0.00532244524791754
silking,eigen,0.98,4,E,0.824512330077477,0.0198143143224987
silking,eigen,0.98,4,GE,0.0429936608730785,0.00125665372062664
silking,eigen,0.98,4,Error,0.0620501927233333,0.000395103142053061
ASI,eigen,0.98,4,G,0.0780617547241071,0.00629612329481323
ASI,eigen,0.98,4,E,0.350827740615074,0.0324603555779173
ASI,eigen,0.98,4,GE,0.0929566445826664,0.00455908326175816
ASI,eigen,0.98,4,Error,0.550610499688889,0.00349216439671688
yield,tensorEVD,0.98,4,G,0.0682007274835425,0.00468036286974654
yield,tensorEVD,0.98,4,E,0.584878097426613,0.0397914220289045
yield,tensorEVD,0.98,4,GE,0.0916158454812522,0.00451677945453491
yield,tensorEVD,0.98,4,Error,0.379461967677778,0.00243464905749977
anthesis,tensorEVD,0.98,4,G,0.125819237848394,0.00504010715731103
anthesis,tensorEVD,0.98,4,E,0.760484998990743,0.013850299646465
anthesis,tensorEVD,0.98,4,GE,0.0450792218656284,0.00129856064778931
anthesis,tensorEVD,0.98,4,Error,0.0575711548472294,0.00036955639375652
silking,tensorEVD,0.98,4,G,0.138317870122919,0.00526610878860242
silking,tensorEVD,0.98,4,E,0.786412051801324,0.0183070971216686
silking,tensorEVD,0.98,4,GE,0.0431483329232464,0.0012355214244604
silking,tensorEVD,0.98,4,Error,0.0618719012666667,0.000396962862551818
ASI,tensorEVD,0.98,4,G,0.0785226874244371,0.00629651361320453
ASI,tensorEVD,0.98,4,E,0.334037284629082,0.0247157656047178
ASI,tensorEVD,0.98,4,GE,0.093451364866034,0.00452843480316726
ASI,tensorEVD,0.98,4,Error,0.550240732233333,0.00349100251219935
yield,eigen,1,4,G,0.0671554396671063,0.00443468705558139
yield,eigen,1,4,E,0.484260070166021,0.0125768714530826
yield,eigen,1,4,GE,0.0940586834794599,0.00452805930423384
yield,eigen,1,4,Error,0.377064576922222,0.00246586274286446
anthesis,eigen,1,4,G,0.126189433745924,0.00496992948655506
anthesis,eigen,1,4,E,0.852837861906685,0.00882100811041707
anthesis,eigen,1,4,GE,0.0453164745207509,0.00137598608854804
anthesis,eigen,1,4,Error,0.0571290793103448,0.000373216672395057
silking,eigen,1,4,G,0.137619410757871,0.00519165593371372
silking,eigen,1,4,E,0.843568580598973,0.00904193001097349
silking,eigen,1,4,GE,0.043445412190547,0.00132385969772092
silking,eigen,1,4,Error,0.0614025762150538,0.000401732589641237
ASI,eigen,1,4,G,0.0782151621477741,0.00592236488675819
ASI,eigen,1,4,E,0.315472857143502,0.00987065533964009
ASI,eigen,1,4,GE,0.0960953921279655,0.00453425926767072
ASI,eigen,1,4,Error,0.547564878566667,0.00353586585208362
yield,eigen,0.9,5,G,0.0691559673864932,0.00409791328973934
yield,eigen,0.9,5,E,0.484133853552246,0.0122403264908932
yield,eigen,0.9,5,GE,0.0760693567667674,0.00408778855527488
yield,eigen,0.9,5,Error,0.391933816977778,0.00242366505963884
anthesis,eigen,0.9,5,G,0.128251296685967,0.00455982243390635
anthesis,eigen,0.9,5,E,0.853345534034078,0.00888638287478138
anthesis,eigen,0.9,5,GE,0.0427993428559918,0.00130596462400264
anthesis,eigen,0.9,5,Error,0.0602151527066667,0.00037318309695482
silking,eigen,0.9,5,G,0.140156940318545,0.00476394638639254
silking,eigen,0.9,5,E,0.844626608847739,0.009188277576459
silking,eigen,0.9,5,GE,0.0407249462154684,0.00125344751759466
silking,eigen,0.9,5,Error,0.0646119279511111,0.000400017803638433
ASI,eigen,0.9,5,G,0.0809140241170857,0.00560533436566737
ASI,eigen,0.9,5,E,0.316483677460383,0.00923080230171821
ASI,eigen,0.9,5,GE,0.0773263013011112,0.00409512296927671
ASI,eigen,0.9,5,Error,0.563557135177778,0.00345301613781167
yield,tensorEVD,0.9,5,G,0.0696301728009714,0.00443887224884224
yield,tensorEVD,0.9,5,E,0.483910656897495,0.0122966124881931
yield,tensorEVD,0.9,5,GE,0.0822701536178001,0.00451081111724467
yield,tensorEVD,0.9,5,Error,0.387694342488889,0.00239597163196788
anthesis,tensorEVD,0.9,5,G,0.126780022164961,0.0050724560754502
anthesis,tensorEVD,0.9,5,E,0.851660978914441,0.00896195800013544
anthesis,tensorEVD,0.9,5,GE,0.0436127288764961,0.0014391436141832
anthesis,tensorEVD,0.9,5,Error,0.0591822123844444,0.000369818422447018
silking,tensorEVD,0.9,5,G,0.138285577557208,0.00527580399901959
silking,tensorEVD,0.9,5,E,0.843016581439434,0.00924370817031496
silking,tensorEVD,0.9,5,GE,0.0417641312866609,0.00137577476683586
silking,tensorEVD,0.9,5,Error,0.0635359354377778,0.00039678164777098
ASI,tensorEVD,0.9,5,G,0.0814341904383035,0.00606684430186475
ASI,tensorEVD,0.9,5,E,0.317012883254978,0.00942534293811266
ASI,tensorEVD,0.9,5,GE,0.0838506946971231,0.00438123841260144
ASI,tensorEVD,0.9,5,Error,0.559037506688889,0.00344796339502177
yield,eigen,0.95,5,G,0.0676155455328397,0.00418657499503995
yield,eigen,0.95,5,E,0.48385044416532,0.0122762973281102
yield,eigen,0.95,5,GE,0.0833303314962989,0.00416120836653159
yield,eigen,0.95,5,Error,0.385731332655556,0.00238839207536689
anthesis,eigen,0.95,5,G,0.126364441342027,0.00476325768287026
anthesis,eigen,0.95,5,E,0.852130535354228,0.00904060377832915
anthesis,eigen,0.95,5,GE,0.0439921416051094,0.00138282187535295
anthesis,eigen,0.95,5,Error,0.0586076745533333,0.000365326807802686
silking,eigen,0.95,5,G,0.137402988481983,0.00496304955550427
silking,eigen,0.95,5,E,0.842293729834222,0.00928617003050307
silking,eigen,0.95,5,GE,0.0419641505469274,0.0013160055957184
silking,eigen,0.95,5,Error,0.0629699112833333,0.000393244531052299
ASI,eigen,0.95,5,G,0.0784362532961228,0.00579536096913181
ASI,eigen,0.95,5,E,0.315252536741042,0.00941992928274715
ASI,eigen,0.95,5,GE,0.0860689731732569,0.00420806145568908
ASI,eigen,0.95,5,Error,0.556432965377778,0.00344339974993077
yield,tensorEVD,0.95,5,G,0.0682580943636759,0.00441203145900022
yield,tensorEVD,0.95,5,E,0.486030610157549,0.012408096758532
yield,tensorEVD,0.95,5,GE,0.0881253691264554,0.00443555510314923
yield,tensorEVD,0.95,5,Error,0.382893217055556,0.00242276609716464
anthesis,tensorEVD,0.95,5,G,0.126534366809307,0.00504578198489328
anthesis,tensorEVD,0.95,5,E,0.852912504747114,0.00891450771623751
anthesis,tensorEVD,0.95,5,GE,0.0445432703934991,0.00135564166343003
anthesis,tensorEVD,0.95,5,Error,0.0581934983166667,0.000369593620561971
silking,tensorEVD,0.95,5,G,0.137803337055418,0.00527524266447943
silking,tensorEVD,0.95,5,E,0.843636786876739,0.00917395538507922
silking,tensorEVD,0.95,5,GE,0.0426350866184257,0.00130907433939556
silking,tensorEVD,0.95,5,Error,0.06251026343,0.00039648206873424
ASI,tensorEVD,0.95,5,G,0.0789268397602795,0.00593659456320699
ASI,tensorEVD,0.95,5,E,0.31600536783602,0.0097701460966429
ASI,tensorEVD,0.95,5,GE,0.0897049982356459,0.00440029906566255
ASI,tensorEVD,0.95,5,Error,0.553615415033333,0.00347799690875451
yield,eigen,0.98,5,G,0.0681190862005221,0.00463575240553263
yield,eigen,0.98,5,E,0.563401583256776,0.0214261694699061
yield,eigen,0.98,5,GE,0.0901903783051447,0.00445319831101974
yield,eigen,0.98,5,Error,0.380455950122222,0.00240399736096249
anthesis,eigen,0.98,5,G,0.125825371213795,0.00508795158886721
anthesis,eigen,0.98,5,E,0.810881345222325,0.0401766455725944
anthesis,eigen,0.98,5,GE,0.0448412868618191,0.00133784026433066
anthesis,eigen,0.98,5,Error,0.0577009371177778,0.000365238932357306
silking,eigen,0.98,5,G,0.138287059360453,0.00534704493789119
silking,eigen,0.98,5,E,0.834787468544351,0.0431260126052586
silking,eigen,0.98,5,GE,0.0428979613093111,0.00128747188229915
silking,eigen,0.98,5,Error,0.0620454066711111,0.000392607148225311
ASI,eigen,0.98,5,G,0.0779993580421382,0.00604732895415538
ASI,eigen,0.98,5,E,0.366203817893984,0.0426882471303513
ASI,eigen,0.98,5,GE,0.0931207001131817,0.00455530814762393
ASI,eigen,0.98,5,Error,0.550559219222222,0.00346251243710324
yield,tensorEVD,0.98,5,G,0.0685637515272865,0.00469418358216627
yield,tensorEVD,0.98,5,E,0.605014560273522,0.0531590116681227
yield,tensorEVD,0.98,5,GE,0.0916073488570889,0.00440817548581505
yield,tensorEVD,0.98,5,Error,0.379578516233333,0.00242633741817592
anthesis,tensorEVD,0.98,5,G,0.126073179075934,0.00521319572167429
anthesis,tensorEVD,0.98,5,E,0.763184296002228,0.0175886654679094
anthesis,tensorEVD,0.98,5,GE,0.0449616060541052,0.00134181869875519
anthesis,tensorEVD,0.98,5,Error,0.0575817061533333,0.000369623621863176
silking,tensorEVD,0.98,5,G,0.138554414081212,0.00550007929826314
silking,tensorEVD,0.98,5,E,0.784022660654161,0.0171199929773768
silking,tensorEVD,0.98,5,GE,0.0430507195471143,0.00128013182097083
silking,tensorEVD,0.98,5,Error,0.0618880607755556,0.000396663167753734
ASI,tensorEVD,0.98,5,G,0.0786168120272484,0.00614687278080868
ASI,tensorEVD,0.98,5,E,0.327152437173667,0.0227250164160101
ASI,tensorEVD,0.98,5,GE,0.0929055575157443,0.00442997913357858
ASI,tensorEVD,0.98,5,Error,0.550458038655556,0.0034737013460218
yield,eigen,1,5,G,0.0670086969399858,0.00443771620069363
yield,eigen,1,5,E,0.483927458413697,0.0127817305115066
yield,eigen,1,5,GE,0.0940167468761195,0.00460882416092461
yield,eigen,1,5,Error,0.377072906311111,0.00245124429021335
anthesis,eigen,1,5,G,0.126235241960155,0.00503715527262102
anthesis,eigen,1,5,E,0.853301711490627,0.00874990858034964
anthesis,eigen,1,5,GE,0.0453204654506717,0.00139275351811151
anthesis,eigen,1,5,Error,0.0571286070066667,0.000370975292723619
silking,eigen,1,5,G,0.137626993763566,0.00524565226890931
silking,eigen,1,5,E,0.844083945205954,0.00898499065273141
silking,eigen,1,5,GE,0.0434601072460411,0.00134670414305788
silking,eigen,1,5,Error,0.0614020817922222,0.000398155409564791
ASI,eigen,1,5,G,0.0782152402553555,0.00597599046079926
ASI,eigen,1,5,E,0.316221665907961,0.00967158427348382
ASI,eigen,1,5,GE,0.0963280892604594,0.00477086253473166
ASI,eigen,1,5,Error,0.547589207522222,0.00350119964854143
