,D4_1,D4_2,D6_1,D6_2
ENSMUSG00000066442,3.534360964,3.30252045,3.713947947,4.18191361
ENSMUSG00000032224,3.199800093,3.810407685,4.407942636,3.325068926
ENSMUSG00000042377,2.871231357,3.534654497,3.84413602,4.501631776
ENSMUSG00000035566,2.546657377,3.960818514,4.305432342,3.938927804
ENSMUSG00000024131,3.770051607,3.008216593,4.484825356,3.504111099
ENSMUSG00000093769,3.612758064,2.760038724,4.006102284,4.389602531
ENSMUSG00000043017,3.745084378,3.960818514,3.536605138,3.529688552
ENSMUSG00000021136,3.545346545,4.111229344,3.075308816,4.041237617
ENSMUSG00000080303,3.593782969,3.367197107,3.922556395,3.892376839
ENSMUSG00000040432,3.672679414,3.971848642,3.280329404,3.890330643
ENSMUSG00000048814,2.946133044,2.757531877,4.254177195,4.859716122
ENSMUSG00000044551,4.044691129,3.509586025,3.84413602,3.427378739
ENSMUSG00000050323,3.944822212,3.609859912,3.690370579,3.580843458
ENSMUSG00000046410,4.510579625,5.131516139,2.514064957,2.67693626
ENSMUSG00000071369,3.545346545,3.459449082,4.049156607,3.785463085
ENSMUSG00000075593,4.103114445,4.37043734,3.51969094,2.847793648
ENSMUSG00000020718,3.79751556,2.573529295,4.382315062,4.094950269
ENSMUSG00000051146,4.643904629,3.960818514,3.229074257,3.018139486
ENSMUSG00000091311,1.273328689,1.679587598,6.355638219,5.550307361
ENSMUSG00000055782,4.344297879,3.559722969,3.895391167,3.069294393
ENSMUSG00000118140,2.613070207,2.556984104,5.082972921,4.620822709
ENSMUSG00000036223,4.743773546,5.063831265,2.819033081,2.250815888
ENSMUSG00000028278,3.046001961,2.481778689,4.612963224,4.757406309
ENSMUSG00000091818,3.483427816,3.39076147,3.957922446,4.067838169
ENSMUSG00000031725,3.120903649,3.258901309,4.689845944,3.836617991
ENSMUSG00000103622,4.169527274,4.311777117,3.152191536,3.273914019
ENSMUSG00000022479,3.795018837,4.010955458,3.84413602,3.273914019
ENSMUSG00000089992,3.295674253,3.233832838,4.689845944,3.708730725
ENSMUSG00000035759,3.445477628,3.509586025,4.356687489,3.631998365
ENSMUSG00000102692,2.396854002,2.582052576,5.023004399,4.962025935
ENSMUSG00000079659,3.001060948,3.191216436,4.498664246,4.279107933
ENSMUSG00000087478,3.711628291,3.384243667,4.266990982,3.627905972
ENSMUSG00000097523,3.520379316,3.534654497,4.074784181,3.862195444
ENSMUSG00000071103,3.39554317,3.609859912,4.305432342,3.683153272
ENSMUSG00000086541,3.745084378,3.434380611,3.690370579,4.14354743
ENSMUSG00000043943,3.645215462,3.509586025,3.946646314,3.951716531
ENSMUSG00000008307,3.99475667,3.534654497,3.84413602,3.683153272
ENSMUSG00000032892,3.341613955,3.392265578,3.938958042,4.386533237
ENSMUSG00000055150,3.046001961,3.359175196,4.664218371,3.990082711
ENSMUSG00000091931,3.960801238,2.757531877,4.493538731,3.866287837
ENSMUSG00000024403,3.046001961,3.534654497,4.51045293,3.990082711
ENSMUSG00000038984,3.39554317,3.609859912,4.664218371,3.427378739
ENSMUSG00000028351,3.99475667,5.214242095,2.972798522,2.915829673
ENSMUSG00000072437,4.144560045,4.963557379,3.126563963,2.864674767
ENSMUSG00000020566,1.772673272,1.504108297,6.893817262,4.936448482
ENSMUSG00000028555,3.149865634,3.559722969,4.612963224,3.785463085
ENSMUSG00000058385,3.549840646,3.282465673,4.126551879,4.150709117
ENSMUSG00000053600,4.094625587,4.462187947,3.17781911,3.376223832
ENSMUSG00000093483,3.894887753,3.459449082,4.151666901,3.631998365
ENSMUSG00000049556,3.195805336,3.710133798,4.202922048,4.041237617
ENSMUSG00000068877,2.971100273,2.465233498,5.082972921,4.638215377
ENSMUSG00000080968,3.770051607,3.659996855,3.84413602,3.887772898
ENSMUSG00000061086,2.496722919,2.281230916,5.125514693,5.268955375
ENSMUSG00000072774,3.309655901,3.622895517,4.16499324,4.075511405
ENSMUSG00000106943,2.746395211,1.880135371,5.330535281,5.217800468
ENSMUSG00000118506,3.242743727,3.100969938,4.26289057,4.572225547
ENSMUSG00000078995,3.593283625,3.617881823,4.314145717,3.655529622
ENSMUSG00000084780,3.770051607,4.336845588,3.382839697,3.708730725
ENSMUSG00000078898,2.900193343,2.886885191,4.705222488,4.719551678
ENSMUSG00000021130,4.643904629,4.929965627,2.660654677,2.983865699
ENSMUSG00000039496,3.459958621,3.871574755,4.152692004,3.736865923
ENSMUSG00000047117,1.797640502,2.406573275,5.09988712,5.93396916
ENSMUSG00000107667,2.796329669,1.704656069,5.125514693,5.62703972
ENSMUSG00000081302,3.728606007,4.453664666,3.51969094,3.555266005
ENSMUSG00000026980,4.943511379,4.788078077,3.100936389,2.429858061
ENSMUSG00000035283,3.345608711,2.857805764,4.564270834,4.501631776
ENSMUSG00000046449,3.195805336,4.36191406,4.049156607,3.683153272
ENSMUSG00000046180,1.448099293,0.902464978,5.996852191,6.957067291
ENSMUSG00000026414,3.645215462,2.760038724,4.356687489,4.552786683
ENSMUSG00000075272,4.044691129,3.835476156,3.946646314,3.495414764
ENSMUSG00000044749,2.197116169,2.155888558,5.407418001,5.575884814
ENSMUSG00000086158,4.016228487,3.932240457,3.600674072,3.790578575
ENSMUSG00000044339,3.420510399,2.95807965,5.125514693,3.836617991
ENSMUSG00000028017,3.095936419,2.757531877,5.612438589,3.887772898
ENSMUSG00000074024,3.245739794,3.208764366,4.459197783,4.45047687
ENSMUSG00000117809,3.711628291,3.944273323,3.67345638,4.041237617
ENSMUSG00000029859,3.969789441,4.224037466,4.126039328,3.056505666
ENSMUSG00000086844,3.495412086,3.559722969,4.664218371,3.657575818
ENSMUSG00000046411,3.495412086,3.008216593,4.766728664,4.117969977
ENSMUSG00000041189,4.743773546,3.810407685,3.357212124,3.478533645
ENSMUSG00000031661,3.295674253,3.659996855,4.51045293,3.938927804
ENSMUSG00000027387,4.494101254,4.311777117,2.921543375,3.683153272
ENSMUSG00000030486,3.583296733,3.995413005,4.170631306,3.664737505
ENSMUSG00000043518,3.245739794,3.208764366,4.459197783,4.501631776
ENSMUSG00000006464,3.522876038,4.1939553,3.801081696,3.899026977
ENSMUSG00000013523,1.22339423,1.178218166,6.611913954,6.419940772
ENSMUSG00000097397,3.07096919,3.309038252,5.074259546,3.990082711
ENSMUSG00000055632,2.546657377,2.356436331,5.330535281,5.217800468
ENSMUSG00000028005,4.494101254,4.21150323,3.024053669,3.734308178
ENSMUSG00000021714,3.717620426,4.128777274,3.649366461,3.997755947
ENSMUSG00000037709,3.745084378,3.8856131,4.023529034,3.839687286
ENSMUSG00000022996,3.495412086,2.506847161,5.279280134,4.245857244
ENSMUSG00000030446,3.73659552,3.258901309,4.155767313,4.377836902
ENSMUSG00000025889,2.746395211,3.208764366,4.561708077,5.013180842
ENSMUSG00000026979,3.99475667,3.810407685,3.84413602,3.887772898
ENSMUSG00000083258,4.119592816,4.487256418,3.434094844,3.504111099
ENSMUSG00000016356,3.120903649,3.509586025,4.724186893,4.194702337
ENSMUSG00000022099,3.753573236,4.267656607,4.118863607,3.427378739
ENSMUSG00000097405,3.570313774,2.907942707,4.766728664,4.322589603
ENSMUSG00000068587,3.145870878,2.795134584,5.023004399,4.603941589
ENSMUSG00000081676,3.39454448,3.226312296,4.671394091,4.279107933
ENSMUSG00000020131,2.646526294,2.506847161,5.381790428,5.038758295
ENSMUSG00000091764,4.261906022,3.768292652,4.262378019,3.299491472
ENSMUSG00000050587,4.394232337,5.063831265,3.229074257,2.915829673
ENSMUSG00000020728,4.29436342,3.960818514,3.613487859,3.734308178
ENSMUSG00000047443,5.143249213,4.612598776,2.895915802,2.96698458
ENSMUSG00000062464,3.878409382,3.095956244,4.26289057,4.386533237
ENSMUSG00000053647,3.545346545,4.612598776,3.434094844,4.041237617
ENSMUSG00000020926,3.894887753,4.21150323,3.946646314,3.580843458
ENSMUSG00000043631,3.745084378,3.960818514,4.410505393,3.51996912
ENSMUSG00000089862,3.919854983,4.010955458,3.434094844,4.313893269
ENSMUSG00000056718,3.745084378,3.183695894,4.228549622,4.52720923
ENSMUSG00000056648,3.944822212,3.810407685,3.741625726,4.194702337
ENSMUSG00000020234,3.270707024,2.857805764,4.920494105,4.655096496
ENSMUSG00000044250,3.046001961,2.707394934,5.09988712,4.859716122
ENSMUSG00000097101,3.145870878,3.659996855,4.715473518,4.194702337
ENSMUSG00000058812,4.119592816,3.685065327,4.177294475,3.747096905
ENSMUSG00000020182,3.445477628,2.860312611,4.612963224,4.813676706
ENSMUSG00000074282,3.056488197,4.198467625,4.550944496,3.928185274
ENSMUSG00000098488,2.971100273,3.835476156,4.51045293,4.418760828
ENSMUSG00000100767,4.034204892,3.417835419,4.038393027,4.250461185
ENSMUSG00000029402,4.569002941,4.036023929,2.793405508,4.348167057
ENSMUSG00000115730,4.153048903,3.710133798,3.553519337,4.331285937
ENSMUSG00000074264,3.377566765,2.882874235,4.982512833,4.508793463
ENSMUSG00000056947,4.244428962,4.437119475,3.767253299,3.325068926
ENSMUSG00000035126,3.320641482,3.985886986,4.459197783,4.015660164
ENSMUSG00000026893,3.595281003,3.10849048,4.407942636,4.680673949
ENSMUSG00000082678,4.144560045,4.537393361,3.639115432,3.478533645
ENSMUSG00000027313,4.893576921,4.763009606,3.024053669,3.120449299
ENSMUSG00000114167,3.819986066,4.177911478,3.792880873,4.015660164
ENSMUSG00000092257,3.987266501,3.467972362,4.065558254,4.285758071
ENSMUSG00000032641,4.019723899,4.311777117,3.664743005,3.811040538
ENSMUSG00000089648,4.194494504,4.086160872,3.562232712,3.990082711
ENSMUSG00000055926,3.745084378,3.384243667,4.151666901,4.552786683
ENSMUSG00000039410,4.044691129,4.98862585,3.690370579,3.120449299
ENSMUSG00000006930,3.195805336,4.161366287,4.459197783,4.041237617
ENSMUSG00000027961,3.869920524,3.283969781,4.51045293,4.197260082
ENSMUSG00000032899,4.593970171,4.462187947,3.33158455,3.478533645
ENSMUSG00000043602,3.295674253,3.609859912,4.715473518,4.245857244
ENSMUSG00000030752,3.495412086,2.95807965,4.459197783,4.962025935
ENSMUSG00000058420,3.894887753,4.261640174,3.690370579,4.041237617
ENSMUSG00000030757,4.419199566,4.21150323,3.6975463,3.580843458
ENSMUSG00000086746,4.546532435,5.141543527,3.434094844,2.787942407
ENSMUSG00000041842,4.793708004,4.462187947,3.075308816,3.580843458
ENSMUSG00000060798,4.400723817,3.92020759,4.167043445,3.434028877
ENSMUSG00000028121,4.321827373,3.359175196,4.612963224,3.63455611
ENSMUSG00000039763,3.545346545,2.707394934,5.84308675,3.836617991
ENSMUSG00000021696,2.44678846,3.459449082,4.561708077,5.473575001
ENSMUSG00000054162,5.792397172,4.21150323,2.921543375,3.018139486
ENSMUSG00000070427,3.795018837,3.960818514,3.972273887,4.22027979
ENSMUSG00000101219,4.002746183,3.349147807,4.117325953,4.482704461
ENSMUSG00000078452,5.309530959,4.947012187,2.554043972,3.150119145
ENSMUSG00000046314,4.544035712,4.612598776,3.79544363,3.018139486
ENSMUSG00000069763,4.344297879,4.111229344,3.690370579,3.836617991
ENSMUSG00000110515,3.887397585,3.215282169,4.48943832,4.412622239
ENSMUSG00000025466,4.094625587,2.857805764,3.946646314,5.115490655
ENSMUSG00000020431,3.745084378,3.258901309,4.664218371,4.348167057
ENSMUSG00000038168,3.919854983,3.785339213,4.232650033,4.092392524
ENSMUSG00000026576,4.29436342,3.960818514,4.228549622,3.555266005
ENSMUSG00000037172,4.29436342,3.860544628,4.049156607,3.836617991
ENSMUSG00000084183,3.595281003,3.559722969,4.903579907,3.990082711
ENSMUSG00000113679,3.745084378,3.860544628,4.305432342,4.14354743
ENSMUSG00000037628,4.494101254,5.164105152,3.229074257,3.171604206
ENSMUSG00000049871,4.970975331,5.291954357,2.819033081,3.023254977
ENSMUSG00000070583,2.996067503,3.810407685,5.074259546,4.245857244
ENSMUSG00000078651,3.888895618,2.42813216,4.750839569,5.073032082
ENSMUSG00000090053,4.452655653,5.13903668,3.263415205,3.290795138
ENSMUSG00000104777,3.640222016,3.919204851,4.035317718,4.551252036
ENSMUSG00000117252,4.394232337,4.437119475,3.33158455,3.990082711
ENSMUSG00000030844,3.944822212,3.760270741,4.100411754,4.348167057
ENSMUSG00000078994,4.697833844,4.077637592,3.652954322,3.725611844
ENSMUSG00000097616,4.843642463,2.657257991,4.817983811,3.836617991
ENSMUSG00000014791,4.019723899,3.835476156,4.023529034,4.29701215
ENSMUSG00000085912,3.770051607,2.816192101,5.740576456,3.862195444
ENSMUSG00000027420,2.996067503,2.456710218,6.304383072,4.45047687
ENSMUSG00000097571,2.646526294,2.785107196,4.971749252,5.806081893
ENSMUSG00000080840,3.99475667,4.057081445,3.9594601,4.203398671
ENSMUSG00000022853,4.344297879,5.113968208,3.33158455,3.427378739
ENSMUSG00000079427,3.921353016,3.875084341,4.145003732,4.284223423
ENSMUSG00000025226,3.99475667,3.334106724,4.817983811,4.092392524
ENSMUSG00000018920,3.595281003,3.459449082,5.09988712,4.092392524
ENSMUSG00000073559,4.202484017,3.934245934,4.243926166,3.877541916
ENSMUSG00000089669,3.270707024,2.974624841,5.458673148,4.556879075
ENSMUSG00000042246,5.342987046,4.010955458,3.33158455,3.580843458
ENSMUSG00000034330,3.295674253,3.659996855,4.356687489,4.962025935
ENSMUSG00000034334,3.39554317,3.559722969,4.817983811,4.501631776
ENSMUSG00000085111,3.795018837,4.086160872,4.151666901,4.245857244
ENSMUSG00000066407,3.600274449,3.405802553,4.293643658,4.985045643
ENSMUSG00000058740,2.296985085,1.855066899,6.560658807,5.575884814
ENSMUSG00000056671,3.295674253,5.013694322,2.819033081,5.166645561
ENSMUSG00000054459,2.44678846,1.40383441,7.073210276,5.371265188
ENSMUSG00000059003,1.822607731,2.95807965,6.176245205,5.345687734
ENSMUSG00000049811,4.444166796,4.412051003,4.151666901,3.299491472
ENSMUSG00000046269,4.693839087,5.088899737,3.639115432,2.89025222
ENSMUSG00000020123,4.793708004,4.612598776,3.946646314,2.96698458
ENSMUSG00000029219,2.396854002,2.657257991,6.048107338,5.217800468
ENSMUSG00000016087,4.394232337,4.612598776,3.33158455,3.990082711
ENSMUSG00000020810,2.072280023,2.281230916,6.714424248,5.268955375
ENSMUSG00000081494,4.16253645,3.423851852,4.253152092,4.512374307
ENSMUSG00000047990,5.043380296,5.038762794,3.049681242,3.222759113
ENSMUSG00000111671,4.254415854,3.532649019,4.24546382,4.322589603
ENSMUSG00000039670,3.645215462,3.710133798,4.971749252,4.041237617
ENSMUSG00000068696,2.646526294,2.406573275,6.048107338,5.268955375
ENSMUSG00000055184,3.545346545,3.559722969,4.356687489,4.910871029
ENSMUSG00000026723,4.943511379,4.061092401,3.434094844,3.938927804
ENSMUSG00000056486,4.519068483,4.963557379,3.382839697,3.529688552
ENSMUSG00000022586,3.886398895,2.757531877,5.065546171,4.693462676
ENSMUSG00000042616,4.995942561,4.161366287,3.536605138,3.734308178
ENSMUSG00000049562,4.394232337,4.21150323,4.561708077,3.273914019
ENSMUSG00000081093,3.911366125,3.810407685,4.322346541,4.399321963
ENSMUSG00000033717,3.844953295,4.662735719,4.356687489,3.580843458
ENSMUSG00000072980,4.394232337,4.888351964,2.972798522,4.194702337
ENSMUSG00000059363,3.320641482,3.127542518,5.05119473,4.964583681
ENSMUSG00000016995,3.645215462,5.164105152,3.92101874,3.734308178
ENSMUSG00000019122,4.451656964,4.314283964,3.434094844,4.273992442
ENSMUSG00000020627,3.495412086,3.409312139,4.869238958,4.706251402
ENSMUSG00000045284,4.194494504,3.685065327,5.151142266,3.452956192
ENSMUSG00000084559,4.768740775,4.976091615,3.305956977,3.440167465
ENSMUSG00000051169,4.494101254,4.036023929,4.100411754,3.862195444
ENSMUSG00000096171,4.002746183,3.609358542,4.360275349,4.522093739
ENSMUSG00000040473,4.593970171,3.760270741,3.895391167,4.245857244
ENSMUSG00000106951,4.178016132,4.41455785,4.086060313,3.819736872
ENSMUSG00000008489,3.595281003,4.261640174,3.382839697,5.268955375
ENSMUSG00000074754,4.144560045,3.359175196,3.997901461,5.013180842
ENSMUSG00000095315,3.232257491,4.004437655,4.710348003,4.569667802
ENSMUSG00000087259,2.696460752,2.406573275,4.920494105,6.496673132
ENSMUSG00000113521,4.569002941,4.20297995,3.732912351,4.015660164
ENSMUSG00000000308,2.371886773,3.309038252,5.304907707,5.550307361
ENSMUSG00000095524,4.118094782,3.888621316,4.134240151,4.401879709
ENSMUSG00000080731,3.838461815,3.218791755,4.945096576,4.547159643
ENSMUSG00000071102,3.999250771,3.536158605,4.400254364,4.617753414
ENSMUSG00000087050,4.494101254,4.286708645,3.715998152,4.066815071
ENSMUSG00000038248,4.993445838,5.013694322,4.228549622,2.353125701
ENSMUSG00000097180,2.535172452,2.994178249,6.278755499,4.796795587
ENSMUSG00000007653,2.796329669,3.058353536,4.561708077,6.189743692
ENSMUSG00000027015,3.495412086,4.462187947,4.279804769,4.37374451
ENSMUSG00000027068,4.29436342,5.314515981,3.024053669,3.990082711
ENSMUSG00000116083,4.455651721,4.257127849,3.991238291,3.926650627
ENSMUSG00000025105,4.29436342,3.760270741,4.279804769,4.29701215
ENSMUSG00000034353,1.148492543,1.203286637,7.637016893,6.650137851
ENSMUSG00000065516,4.219461733,3.434380611,4.817983811,4.169124884
ENSMUSG00000031574,3.120903649,3.008216593,5.381790428,5.166645561
ENSMUSG00000078202,4.169527274,3.935750043,3.997901461,4.578364136
ENSMUSG00000102908,4.289369975,3.472986057,4.466886055,4.45559236
ENSMUSG00000022847,4.244428962,3.283969781,4.151666901,5.013180842
ENSMUSG00000013483,4.868609692,4.763009606,3.767253299,3.299491472
ENSMUSG00000083798,3.944822212,4.612598776,4.305432342,3.836617991
ENSMUSG00000031618,3.320641482,3.860544628,4.920494105,4.603941589
ENSMUSG00000116284,3.961300583,3.793862493,4.523266717,4.446384477
ENSMUSG00000089756,3.041008515,3.171663028,5.358725612,5.208081036
ENSMUSG00000048347,3.869920524,3.77932278,4.163455585,4.968164524
ENSMUSG00000056069,4.394232337,4.261640174,3.587860285,4.552786683
ENSMUSG00000031662,2.599088559,2.258669292,6.824622814,5.1180484
ENSMUSG00000015451,2.172148939,1.855066899,5.51864167,7.26399673
ENSMUSG00000031340,3.944822212,3.659996855,4.971749252,4.245857244
ENSMUSG00000078234,3.325634928,3.564736663,4.92561962,5.048989276
ENSMUSG00000027454,4.968478608,5.164105152,3.229074257,3.504111099
ENSMUSG00000044820,4.065164256,4.21150323,3.92101874,4.678627753
ENSMUSG00000049999,5.143249213,4.311777117,3.792880873,3.631998365
ENSMUSG00000118087,3.944822212,3.283969781,4.766728664,4.885293575
ENSMUSG00000052544,1.84757496,2.005477729,7.483251452,5.575884814
ENSMUSG00000051022,3.545346545,4.662735719,4.664218371,4.041237617
ENSMUSG00000061371,3.645215462,3.475994273,5.112700906,4.697555068
ENSMUSG00000022768,3.420510399,3.559722969,4.766728664,5.192223015
ENSMUSG00000052675,3.445477628,4.412051003,4.894866532,4.194702337
ENSMUSG00000117673,4.333811643,3.763278958,4.676519606,4.187029101
ENSMUSG00000086728,4.069658358,4.061092401,4.664218371,4.169124884
ENSMUSG00000059842,3.545346545,5.364652924,3.972273887,4.092392524
ENSMUSG00000073805,4.094625587,4.763009606,4.407942636,3.734308178
ENSMUSG00000020027,4.893576921,3.651473575,4.126039328,4.331285937
ENSMUSG00000097032,3.703638778,4.303253837,4.391028437,4.620822709
ENSMUSG00000039126,3.545346545,4.863283492,4.202922048,4.408018297
ENSMUSG00000101174,2.83777527,2.96660293,6.09064911,5.132371774
ENSMUSG00000040146,4.593970171,4.311777117,4.612963224,3.529688552
ENSMUSG00000025359,4.544035712,4.311777117,4.126039328,4.066815071
ENSMUSG00000039577,4.444166796,4.412051003,4.202922048,3.990082711
ENSMUSG00000098098,4.094625587,3.760270741,4.561708077,4.655096496
ENSMUSG00000098985,4.848635908,3.896141858,4.059920188,4.279107933
ENSMUSG00000076433,3.844953295,5.113968208,4.151666901,3.990082711
ENSMUSG00000023959,4.094625587,2.556984104,5.900492515,4.555344428
ENSMUSG00000091183,4.176018754,4.130281382,4.647816724,4.161451648
ENSMUSG00000024206,3.495412086,2.79914554,5.484300721,5.345687734
ENSMUSG00000027827,3.99475667,4.938488907,4.331059916,3.862195444
ENSMUSG00000096579,4.0611695,3.896141858,4.52787968,4.652538751
ENSMUSG00000032403,3.545346545,3.434380611,5.663693736,4.501631776
ENSMUSG00000086714,4.260907333,4.879828684,3.997901461,4.00696383
ENSMUSG00000031626,3.420510399,3.158627423,6.637541527,3.938927804
ENSMUSG00000048373,4.244428962,3.208764366,5.17676984,4.552786683
ENSMUSG00000078879,3.701142055,3.348646438,4.997376826,5.166134012
ENSMUSG00000029601,3.195805336,2.857805764,5.996852191,5.166645561
ENSMUSG00000036139,4.194494504,3.910681571,4.151666901,4.962025935
ENSMUSG00000115342,3.869920524,3.685065327,4.869238958,4.808561216
ENSMUSG00000103906,4.144560045,3.960818514,4.356687489,4.782983762
ENSMUSG00000046191,3.582797389,3.304024558,5.650879949,4.710343795
ENSMUSG00000095512,4.091130175,3.919706221,4.599636885,4.651515652
ENSMUSG00000091613,4.169527274,3.9823774,4.494051283,4.623892003
ENSMUSG00000051517,3.894887753,4.662735719,4.407942636,4.322589603
ENSMUSG00000022802,4.643904629,4.963557379,4.051719365,3.631998365
ENSMUSG00000029651,5.193183671,4.161366287,4.202922048,3.734308178
ENSMUSG00000011349,0.998689168,1.855066899,8.457099243,5.985124066
ENSMUSG00000060459,3.520379316,3.033285065,5.509928295,5.243377921
ENSMUSG00000003198,4.186005646,3.873078864,4.886153157,4.37374451
ENSMUSG00000078768,3.636726604,4.136297816,5.023004399,4.52720923
ENSMUSG00000025789,4.544035712,5.515063754,3.690370579,3.580843458
ENSMUSG00000023882,4.643904629,4.136297816,4.28390518,4.271434697
ENSMUSG00000030157,5.143249213,3.008216593,4.305432342,4.885293575
ENSMUSG00000078864,3.535858998,2.844268789,5.658568221,5.308344653
ENSMUSG00000079598,1.647837126,3.158627423,6.560658807,5.985124066
ENSMUSG00000110250,3.645215462,4.963557379,4.074784181,4.680673949
ENSMUSG00000070473,2.247050627,1.930272314,5.894341897,7.315151636
ENSMUSG00000032656,3.844953295,3.559722969,5.330535281,4.655096496
ENSMUSG00000058297,2.696460752,3.409312139,6.535031234,4.766102643
ENSMUSG00000048574,4.91854415,5.075362762,3.558644851,3.876007269
ENSMUSG00000059031,5.045377674,3.561728446,4.190108262,4.635657631
ENSMUSG00000083019,4.35428477,3.527133955,4.649866929,4.901663146
ENSMUSG00000067224,4.233942726,3.99090068,4.486875562,4.734386601
ENSMUSG00000034613,4.144560045,5.164105152,4.074784181,4.066815071
ENSMUSG00000071855,4.094625587,4.863283492,4.202922048,4.29701215
ENSMUSG00000085492,3.445477628,4.286708645,5.509928295,4.22027979
ENSMUSG00000082052,4.440671383,4.042541732,4.479699842,4.501631776
ENSMUSG00000027596,4.094625587,4.13228686,4.58733565,4.655096496
ENSMUSG00000044348,4.494101254,3.459449082,4.920494105,4.603941589
ENSMUSG00000031493,4.369265108,4.086160872,4.202922048,4.834138669
ENSMUSG00000025938,3.545346545,3.910681571,5.17676984,4.859716122
ENSMUSG00000032717,4.743773546,4.763009606,4.664218371,3.325068926
ENSMUSG00000052565,4.718806317,4.295231926,3.997901461,4.51032811
ENSMUSG00000030170,3.745084378,4.36191406,5.125514693,4.29701215
ENSMUSG00000031098,3.844953295,1.905203842,7.534506599,4.245857244
ENSMUSG00000111375,4.419199566,4.587530305,4.202922048,4.322589603
ENSMUSG00000027577,1.947443877,1.353697467,6.611913954,7.622081076
ENSMUSG00000059565,4.175020065,3.624399625,4.767753767,4.968164524
ENSMUSG00000064247,4.469134025,3.359175196,4.971749252,4.737967445
ENSMUSG00000071001,2.546657377,2.80766882,6.048107338,6.138588786
ENSMUSG00000107824,4.134573154,3.741720072,5.036330737,4.665327477
ENSMUSG00000033910,3.745084378,4.462187947,4.869238958,4.501631776
ENSMUSG00000031355,4.069658358,4.061092401,5.023004399,4.424899416
ENSMUSG00000095199,3.300168354,3.273441023,5.515566361,5.491990767
ENSMUSG00000030823,3.716122392,3.739213225,5.163956053,4.962025935
ENSMUSG00000029359,2.546657377,2.0305462,6.406893366,6.598982945
ENSMUSG00000024678,2.871231357,4.036023929,4.604249849,6.078737545
ENSMUSG00000116603,4.027713413,3.570251727,4.948171885,5.050012374
ENSMUSG00000039873,3.720117149,4.687804191,4.638590797,4.552786683
ENSMUSG00000098224,4.158042349,3.823944659,4.879489988,4.74052519
ENSMUSG00000087385,4.593970171,3.910681571,4.459197783,4.655096496
ENSMUSG00000094932,3.550339991,3.281462934,5.44534681,5.366661246
ENSMUSG00000078630,4.614942643,4.746464415,4.360787901,3.922046685
ENSMUSG00000009487,2.896198586,3.459449082,4.100411754,7.212841823
ENSMUSG00000025934,2.197116169,2.005477729,6.50940366,6.957067291
ENSMUSG00000080763,4.371761831,3.609859912,5.004039995,4.70778605
ENSMUSG00000082647,4.412708087,3.542676408,4.796969201,4.941563973
ENSMUSG00000005836,4.019723899,4.437119475,4.843611385,4.399321963
ENSMUSG00000014813,4.980962223,5.066338112,3.664743005,3.990082711
ENSMUSG00000094475,3.565320328,3.273942392,5.458160597,5.407585171
ENSMUSG00000105645,5.459334334,4.51232489,3.510977565,4.228976124
ENSMUSG00000021943,1.897509418,1.40383441,7.226975717,7.212841823
ENSMUSG00000020098,4.943511379,4.311777117,4.356687489,4.14354743
ENSMUSG00000025094,3.944822212,4.712872663,4.869238958,4.245857244
ENSMUSG00000060397,4.244428962,4.21150323,4.612963224,4.706251402
ENSMUSG00000044991,4.044691129,3.133558951,4.971749252,5.62703972
ENSMUSG00000099444,4.955994994,4.574996069,4.365400864,3.883680505
ENSMUSG00000004035,3.445477628,3.73520227,5.791831603,4.808561216
ENSMUSG00000028438,4.057174743,4.684294605,4.529929886,4.515443601
ENSMUSG00000038721,4.743773546,3.058353536,4.869238958,5.115490655
ENSMUSG00000041954,3.046001961,4.111229344,5.228024987,5.422420094
ENSMUSG00000036377,5.018413067,5.264379038,3.92101874,3.606420912
ENSMUSG00000061740,4.459646478,4.416061959,4.556582562,4.392160276
ENSMUSG00000115779,4.643904629,4.061092401,4.382315062,4.757406309
ENSMUSG00000110926,4.46863468,4.798105466,4.096311343,4.490889246
ENSMUSG00000066721,3.470444857,3.960818514,5.356162854,5.070985886
ENSMUSG00000044881,4.95449696,3.614873606,4.882565297,4.406995199
ENSMUSG00000031825,4.244428962,4.36191406,5.074259546,4.194702337
ENSMUSG00000042857,4.464140579,3.90265966,5.285943303,4.232556968
ENSMUSG00000097277,3.653704319,2.782600349,5.84308675,5.610158601
ENSMUSG00000025193,4.943511379,4.061092401,4.946121679,3.938927804
ENSMUSG00000018470,6.16690561,4.913420436,3.357212124,3.452956192
ENSMUSG00000074277,4.593970171,4.21150323,5.027104811,4.092392524
ENSMUSG00000042109,3.745084378,4.612598776,4.100411754,5.473575001
ENSMUSG00000102162,3.71911846,4.113234822,4.504814864,5.597369875
ENSMUSG00000096727,4.344297879,3.434380611,4.561708077,5.601462267
ENSMUSG00000028782,4.943511379,5.364652924,4.254177195,3.427378739
ENSMUSG00000023909,4.469134025,4.161366287,4.715473518,4.655096496
ENSMUSG00000021496,4.344297879,4.136297816,4.689845944,4.834138669
ENSMUSG00000052105,4.993445838,4.382971576,4.407942636,4.245857244
ENSMUSG00000032452,2.696460752,4.010955458,5.484300721,5.848540466
ENSMUSG00000040552,3.99475667,4.010955458,4.869238958,5.166645561
ENSMUSG00000023935,4.094625587,3.795366602,5.460210802,4.696020421
ENSMUSG00000028795,4.094625587,4.82969174,4.689845944,4.45047687
ENSMUSG00000042505,4.693839087,4.111229344,4.305432342,4.962025935
