,D2_1,D2_2,D4_1,D4_2
ENSMUSG00000067878,3.323244364,3.38673605,3.595281003,3.10849048
ENSMUSG00000027603,3.273643701,3.66066323,2.921165815,3.559722969
ENSMUSG00000089657,3.339612582,3.663651527,3.633231191,2.779090763
ENSMUSG00000032726,4.414458931,5.055201604,1.872542189,2.080683144
ENSMUSG00000076240,4.414458931,4.034200295,2.621559065,2.356436331
ENSMUSG00000078994,2.070827644,2.589856979,4.697833844,4.077637592
ENSMUSG00000056718,3.273643701,3.237321224,3.745084378,3.183695894
ENSMUSG00000037638,4.16645562,4.233420062,2.746395211,2.306299388
ENSMUSG00000024186,3.720049661,4.681664539,2.971100273,2.080683144
ENSMUSG00000025429,3.744849992,3.511248405,3.270707024,2.933011178
ENSMUSG00000111920,3.798914714,3.805595611,2.996067503,2.870841369
ENSMUSG00000074063,1.686422513,2.540052037,4.643904629,4.612598776
ENSMUSG00000114931,3.166506271,3.704491579,3.397041203,3.218290385
ENSMUSG00000021714,3.149642046,2.492737343,3.717620426,4.128777274
ENSMUSG00000081153,4.369818335,3.308542291,3.068472467,2.74650175
ENSMUSG00000090564,4.594013328,4.009297824,2.596591836,2.306299388
ENSMUSG00000030752,3.323244364,3.735370643,3.495412086,2.95807965
ENSMUSG00000038843,3.273643701,3.635760759,3.645215462,2.95807965
ENSMUSG00000047990,1.364018209,2.066905089,5.043380296,5.038762794
ENSMUSG00000074627,4.009221521,3.428074152,3.279195882,2.80766882
ENSMUSG00000051517,2.628835094,2.34083227,3.894887753,4.662735719
ENSMUSG00000026018,4.178855786,3.6008973,2.858747742,2.90543586
ENSMUSG00000019789,4.315257606,4.43263983,2.646526294,2.155888558
ENSMUSG00000000301,3.323244364,3.884785469,3.258223409,3.10849048
ENSMUSG00000038167,2.182429134,2.589856979,4.643904629,4.161366287
ENSMUSG00000098362,2.405632114,2.141612502,4.194494504,4.838215021
ENSMUSG00000044968,2.08322781,2.739271805,4.044691129,4.717384988
ENSMUSG00000086158,2.956199464,2.689964912,4.016228487,3.932240457
ENSMUSG00000041134,2.161596856,1.821864775,4.693839087,4.917431391
ENSMUSG00000021779,1.686422513,2.191417444,5.318019817,4.412051003
ENSMUSG00000107770,3.397645357,3.38673605,3.819986066,3.008216593
ENSMUSG00000045106,3.062840887,3.312028637,3.770051607,3.471983318
ENSMUSG00000067889,2.480033107,2.988296515,4.094625587,4.061092401
ENSMUSG00000038473,0.818410925,0.796879071,5.268085359,6.743418863
ENSMUSG00000055809,1.984026486,3.038101456,4.544035712,4.061092401
ENSMUSG00000114155,3.932340495,3.405661928,3.378066109,2.918972834
ENSMUSG00000035697,3.645648667,3.536150875,3.495412086,2.95807965
ENSMUSG00000072774,3.350028721,3.370300419,3.309655901,3.622895517
ENSMUSG00000009281,1.413618871,1.917490263,5.367954276,4.963557379
ENSMUSG00000029468,1.736023175,1.992197676,4.194494504,5.740679999
ENSMUSG00000031665,3.323244364,3.13771134,3.495412086,3.710133798
ENSMUSG00000063531,4.513660255,3.287126166,1.797640502,4.068111573
ENSMUSG00000026979,3.025640391,2.838881689,3.99475667,3.810407685
ENSMUSG00000091931,3.338124562,3.624803672,3.960801238,2.757531877
ENSMUSG00000114829,3.566783615,3.606873893,3.25073324,3.259904048
ENSMUSG00000055994,2.728036418,2.09180756,4.802196862,4.065604726
ENSMUSG00000027329,2.728036418,2.938491573,3.295674253,4.737941134
ENSMUSG00000000197,6.552743476,5.533329046,1.013669505,0.610667968
ENSMUSG00000020635,3.571247674,3.087906398,2.946133044,4.111229344
ENSMUSG00000086993,3.273643701,3.262223695,3.07096919,4.111229344
ENSMUSG00000027961,3.452206085,3.115797166,3.869920524,3.283969781
ENSMUSG00000068959,3.47204635,3.436540992,3.502902255,3.312547839
ENSMUSG00000078879,2.9289191,3.747821879,3.701142055,3.348646438
ENSMUSG00000036834,2.529633769,2.241222386,4.344297879,4.612598776
ENSMUSG00000078867,3.078713099,3.304059846,3.887397585,3.468975101
ENSMUSG00000046618,1.041613905,1.245123548,6.092003922,5.364652924
ENSMUSG00000031209,4.612861579,3.934590411,2.646526294,2.556984104
ENSMUSG00000063297,3.720049661,4.731469481,2.846264127,2.456710218
ENSMUSG00000038984,3.075241053,3.685565701,3.39554317,3.609859912
ENSMUSG00000028943,3.224043039,2.440442154,3.445477628,4.662735719
ENSMUSG00000085281,3.596048005,4.258322533,2.746395211,3.183695894
ENSMUSG00000083689,4.106934825,3.702997431,3.2267647,2.750512705
ENSMUSG00000026080,3.199242708,3.536150875,3.345608711,3.710133798
ENSMUSG00000086728,3.00084006,2.681000023,4.069658358,4.061092401
ENSMUSG00000095991,4.489355931,3.830000033,2.792334912,2.705389456
ENSMUSG00000041653,2.182429134,2.216319915,4.29436342,5.13903668
ENSMUSG00000109771,1.959226155,2.978833576,4.87709855,4.032012974
ENSMUSG00000051457,0.843211256,1.792977909,4.494101254,6.718350391
ENSMUSG00000055480,3.323244364,4.274758164,3.254228652,2.999693313
ENSMUSG00000062593,2.914038901,3.141695736,3.944822212,3.856533672
ENSMUSG00000011267,1.942857936,1.851249691,5.721490241,4.36191406
ENSMUSG00000023912,1.636821851,2.540052037,5.492790421,4.21150323
ENSMUSG00000018983,1.339217878,0.796879071,6.341676214,5.414789868
ENSMUSG00000054951,4.216056282,4.482444772,2.596591836,2.607121047
ENSMUSG00000096916,3.083673165,2.75172304,3.799013593,4.275678518
ENSMUSG00000118087,3.596048005,3.087906398,3.944822212,3.283969781
ENSMUSG00000115667,3.149642046,3.461443463,2.721427982,4.587530305
ENSMUSG00000100481,4.079654461,4.133810178,2.829785756,2.87886328
ENSMUSG00000074277,2.430432445,2.689466863,4.593970171,4.21150323
ENSMUSG00000052482,4.815728287,4.426663237,2.45877273,2.22557891
ENSMUSG00000072763,2.039579227,2.110235389,4.750265025,5.029738144
ENSMUSG00000098666,4.05485413,3.934590411,2.846264127,3.095956244
ENSMUSG00000084203,4.983874532,5.136383659,2.101242008,1.713680719
ENSMUSG00000116165,3.459646184,2.975845279,4.057174743,3.442903891
ENSMUSG00000025226,4.141655289,2.465344624,3.99475667,3.334106724
ENSMUSG00000024871,1.711222844,1.519050728,5.642593797,5.063831265
ENSMUSG00000087658,3.76121821,5.225534505,2.509206533,2.452699262
ENSMUSG00000026893,4.240856613,3.013198985,3.595281003,3.10849048
ENSMUSG00000019326,2.157628803,1.012534469,4.693839087,6.108183792
ENSMUSG00000062794,2.628835094,3.063003927,3.795018837,4.487256418
ENSMUSG00000006378,3.273643701,3.336931108,3.770051607,3.634928383
ENSMUSG00000025359,2.876838404,2.291027328,4.544035712,4.311777117
ENSMUSG00000003411,5.356871511,5.976593029,1.348230376,1.353697467
ENSMUSG00000079427,2.656115458,3.589940213,3.921353016,3.875084341
ENSMUSG00000105932,3.025640391,3.610858288,3.495412086,3.910681571
ENSMUSG00000062168,4.662462241,4.980494191,1.697771585,2.707394934
ENSMUSG00000098149,5.066211631,4.968042955,2.185631243,1.831001166
ENSMUSG00000095648,2.99786402,3.18901043,4.04269375,3.821437812
ENSMUSG00000078768,3.174442377,3.112808869,3.636726604,4.136297816
ENSMUSG00000091818,3.538511237,3.653192489,3.483427816,3.39076147
ENSMUSG00000023882,2.529633769,2.789076747,4.643904629,4.136297816
ENSMUSG00000056947,2.628835094,2.789076747,4.244428962,4.437119475
ENSMUSG00000019775,4.017653634,4.233420062,2.796329669,3.058353536
ENSMUSG00000038642,3.025640391,5.179713958,3.445477628,2.456710218
ENSMUSG00000040729,3.868851647,3.287126166,3.495412086,3.459449082
ENSMUSG00000097277,4.009221521,3.66913007,3.653704319,2.782600349
ENSMUSG00000044551,3.273643701,3.287126166,4.044691129,3.509586025
ENSMUSG00000087478,3.658048833,3.361833579,3.711628291,3.384243667
ENSMUSG00000101945,3.782050488,3.718935012,3.507895701,3.10849048
ENSMUSG00000025193,2.579234431,2.540052037,4.943511379,4.061092401
ENSMUSG00000014704,2.281630459,2.564954508,4.119592816,5.164105152
ENSMUSG00000018507,6.004160152,4.584544903,1.498033751,2.055614672
ENSMUSG00000039496,3.056888808,3.760273114,3.459958621,3.871574755
ENSMUSG00000052026,4.265656944,4.482444772,2.896198586,2.506847161
ENSMUSG00000085042,1.488019864,2.09180756,5.992135005,4.587530305
ENSMUSG00000021062,3.571247674,3.585955817,3.445477628,3.559722969
ENSMUSG00000108045,3.782050488,3.614842684,3.611759374,3.154616467
ENSMUSG00000084133,3.223051026,3.278161276,3.783533911,3.879095297
ENSMUSG00000032717,2.480033107,2.191417444,4.743773546,4.763009606
ENSMUSG00000019590,1.810424168,2.266124857,5.467823192,4.637667248
ENSMUSG00000095315,3.023160358,3.938574806,3.232257491,4.004437655
ENSMUSG00000060798,2.879318437,3.00074775,4.400723817,3.92020759
ENSMUSG00000024421,1.091214567,1.319830961,5.168216442,6.668213448
ENSMUSG00000115785,3.744849992,4.059102766,3.362087083,3.083422008
ENSMUSG00000049811,2.480033107,2.938491573,4.444166796,4.412051003
ENSMUSG00000031953,3.94325264,3.735370643,3.495412086,3.10849048
ENSMUSG00000066407,3.136745874,4.163693144,3.600274449,3.405802553
ENSMUSG00000030545,3.620848336,3.785175585,3.495412086,3.409312139
ENSMUSG00000053117,2.976039729,3.934590411,3.745084378,3.659996855
ENSMUSG00000031828,2.480033107,2.390637212,4.194494504,5.264379038
ENSMUSG00000081058,5.508153531,5.230514999,1.982397998,1.609395877
ENSMUSG00000091426,5.276022432,5.257409668,1.796641812,2.041576328
ENSMUSG00000082190,3.589103913,3.904209396,3.448473696,3.429868286
ENSMUSG00000026959,1.810424168,1.81788038,5.168216442,5.590269169
ENSMUSG00000058743,1.289617216,0.946293896,6.616315735,5.540132226
ENSMUSG00000030111,0.942412581,1.693368025,6.191872839,5.565200697
ENSMUSG00000104893,3.756754151,3.741845286,3.908869402,2.998189205
ENSMUSG00000086844,3.968052971,3.38673605,3.495412086,3.559722969
ENSMUSG00000024134,3.17692241,3.837470774,3.795018837,3.612366759
ENSMUSG00000005763,3.075241053,2.564954508,4.29436342,4.487256418
ENSMUSG00000062151,2.628835094,2.390637212,5.093314754,4.311777117
ENSMUSG00000072714,3.552399423,3.758280916,3.702640089,3.431372394
ENSMUSG00000052783,3.383261165,4.397278321,3.245739794,3.419840897
ENSMUSG00000069170,4.315257606,4.084005236,3.095936419,2.95807965
ENSMUSG00000020182,3.720049661,4.43263983,3.445477628,2.860312611
ENSMUSG00000050359,3.323244364,3.336931108,3.894887753,3.910681571
ENSMUSG00000087385,3.075241053,2.888686631,4.593970171,3.910681571
ENSMUSG00000039238,2.678435756,3.237321224,4.344297879,4.21150323
ENSMUSG00000115632,3.573727707,3.907197693,3.49691012,3.494544942
ENSMUSG00000033910,3.124841715,3.162613811,3.745084378,4.462187947
ENSMUSG00000087050,2.926439066,2.789076747,4.494101254,4.286708645
ENSMUSG00000057370,3.87133168,3.656678835,3.605267895,3.36418889
ENSMUSG00000020627,4.16645562,3.436540992,3.495412086,3.409312139
ENSMUSG00000044348,3.422445688,3.13771134,4.494101254,3.459449082
ENSMUSG00000033717,2.77763708,3.237321224,3.844953295,4.662735719
ENSMUSG00000010492,2.380831783,2.266124857,4.593970171,5.28944751
ENSMUSG00000046411,3.819250985,4.208517591,3.495412086,3.008216593
ENSMUSG00000022099,3.323244364,3.197477271,3.753573236,4.267656607
ENSMUSG00000069986,3.967060958,3.554080655,3.504400289,3.516605197
ENSMUSG00000115779,3.124841715,2.714369334,4.643904629,4.061092401
ENSMUSG00000060639,4.811760234,4.448577411,2.870232668,2.421614357
ENSMUSG00000040473,3.372845026,2.838881689,4.593970171,3.760270741
ENSMUSG00000091764,2.832197808,3.704491579,4.261906022,3.768292652
ENSMUSG00000046314,2.827237742,2.589856979,4.544035712,4.612598776
ENSMUSG00000098187,5.149044737,5.244958432,2.143686298,2.054110564
ENSMUSG00000030757,2.876838404,3.087906398,4.419199566,4.21150323
ENSMUSG00000047632,4.265656944,4.681664539,2.696460752,2.95807965
ENSMUSG00000074024,3.620848336,4.532249714,3.245739794,3.208764366
ENSMUSG00000029322,3.47204635,2.739271805,5.293052588,3.10849048
ENSMUSG00000038402,5.034467207,4.930689249,2.296985085,2.356436331
ENSMUSG00000040146,2.976039729,2.741762052,4.593970171,4.311777117
ENSMUSG00000000416,0.768810263,1.29492849,5.692528255,6.868761221
ENSMUSG00000018920,3.273643701,4.308127475,3.595281003,3.459449082
ENSMUSG00000031383,5.704076146,4.233420062,2.596591836,2.105751615
ENSMUSG00000105406,3.826691084,3.712958419,3.709131568,3.413323094
ENSMUSG00000022488,3.025640391,4.532249714,3.545346545,3.559722969
ENSMUSG00000053600,3.224043039,2.888686631,4.094625587,4.462187947
ENSMUSG00000028214,2.529633769,3.884785469,4.29436342,3.960818514
ENSMUSG00000025169,2.653635425,3.511248405,4.29436342,4.21150323
ENSMUSG00000036223,2.827237742,2.042002618,4.743773546,5.063831265
ENSMUSG00000070425,1.884825161,2.365734741,4.968478608,5.464926811
ENSMUSG00000074489,1.459747487,0.967710021,7.273453207,4.983110787
ENSMUSG00000023243,1.934425824,2.191417444,5.093314754,5.464926811
ENSMUSG00000074577,1.289617216,1.04590378,6.14193838,6.216980959
ENSMUSG00000081676,3.931348481,4.142277019,3.39454448,3.226312296
ENSMUSG00000009185,0.545607284,0.597659303,6.791086339,6.768487335
ENSMUSG00000110617,3.736417879,4.100440867,3.586792145,3.283969781
ENSMUSG00000035775,3.968052971,3.13771134,3.445477628,4.161366287
ENSMUSG00000081892,5.329095141,5.207106677,2.200611581,1.982414735
ENSMUSG00000056069,2.728036418,3.336931108,4.394232337,4.261640174
ENSMUSG00000092981,2.876838404,2.789076747,4.593970171,4.462187947
ENSMUSG00000020658,3.479486449,3.732880396,3.351600846,4.161366287
ENSMUSG00000067370,1.934425824,2.988296515,5.093314754,4.712872663
ENSMUSG00000062464,4.030053799,3.726903803,3.878409382,3.095956244
ENSMUSG00000050010,1.314417547,0.821781541,5.480306807,7.119445937
ENSMUSG00000023935,3.430381794,3.424089756,4.094625587,3.795366602
ENSMUSG00000091401,5.247750055,4.558148283,2.673990246,2.268696681
ENSMUSG00000098238,5.410936233,5.021334243,2.37488284,1.944310658
ENSMUSG00000069763,3.025640391,3.287126166,4.344297879,4.111229344
ENSMUSG00000025213,3.025640391,2.390637212,4.693839087,4.662735719
ENSMUSG00000029861,5.877678464,5.254421371,1.672804356,1.980409257
ENSMUSG00000027454,2.232029796,2.440442154,4.968478608,5.164105152
ENSMUSG00000021130,2.926439066,2.315929799,4.643904629,4.929965627
ENSMUSG00000109617,4.721983036,4.635345943,2.786842122,2.687340157
ENSMUSG00000062563,1.736023175,2.09180756,5.692528255,5.314515981
ENSMUSG00000062515,5.158468863,5.179713958,2.346919544,2.155888558
ENSMUSG00000116802,3.462126218,3.345397948,4.245926996,3.792358385
ENSMUSG00000101219,3.699217383,3.795136573,4.002746183,3.349147807
ENSMUSG00000074483,1.181983779,1.410974004,7.140627548,5.1305134
ENSMUSG00000056531,1.884825161,1.743172967,5.093314754,6.166844016
ENSMUSG00000045996,3.838099237,3.121275709,4.19848926,3.731692684
ENSMUSG00000050315,4.315257606,6.325227622,1.947443877,2.306299388
ENSMUSG00000027996,0.942412581,0.796879071,6.46651236,6.69328192
ENSMUSG00000037962,4.265656944,4.532249714,3.295674253,2.80766882
ENSMUSG00000097888,3.968052971,4.482444772,3.39554317,3.058353536
ENSMUSG00000040877,3.422445688,3.038101456,4.29436342,4.161366287
ENSMUSG00000040987,2.455232776,1.792977909,5.392921505,5.276913274
ENSMUSG00000114201,3.84057927,3.780195091,3.889894308,3.409312139
ENSMUSG00000033752,2.876838404,2.365734741,5.093314754,4.587530305
ENSMUSG00000042616,2.728036418,3.038101456,4.995942561,4.161366287
ENSMUSG00000053769,2.926439066,2.577405744,4.731289931,4.700338427
ENSMUSG00000072980,2.926439066,2.739271805,4.394232337,4.888351964
ENSMUSG00000031273,3.819250985,4.631859597,2.896198586,3.609859912
ENSMUSG00000097919,2.926439066,2.979829674,4.974970088,4.077637592
ENSMUSG00000002661,3.372845026,3.336931108,4.743773546,3.509586025
ENSMUSG00000046449,3.670448999,3.735370643,3.195805336,4.36191406
ENSMUSG00000037649,3.94325264,4.084005236,3.836464437,3.10849048
ENSMUSG00000054793,6.547287403,5.677763378,1.697771585,1.052875808
ENSMUSG00000084012,2.957191477,4.42417299,4.485612396,3.110997327
ENSMUSG00000048728,1.884825161,2.191417444,4.943511379,5.966296243
ENSMUSG00000089862,3.645648667,3.411638521,3.919854983,4.010955458
ENSMUSG00000042854,3.819250985,3.959492882,3.653704319,3.559722969
ENSMUSG00000074466,3.521647012,3.212418753,4.544035712,3.722166665
ENSMUSG00000062082,6.770490382,6.914420085,0.615691872,0.701917205
ENSMUSG00000047565,4.092054627,4.756371952,3.033518346,3.121024715
ENSMUSG00000115342,3.69524933,3.785175585,3.869920524,3.685065327
ENSMUSG00000033618,2.380831783,2.440442154,4.91854415,5.314515981
ENSMUSG00000038797,4.017653634,3.488836181,4.29436342,3.258901309
ENSMUSG00000010601,1.888793214,2.361750345,5.581673757,5.230787286
ENSMUSG00000096992,2.135308505,2.41802993,4.419199566,6.091638601
ENSMUSG00000080840,3.699217383,3.316013032,3.99475667,4.057081445
ENSMUSG00000024371,2.281630459,2.639661921,5.717495484,4.437119475
ENSMUSG00000106951,3.274635715,3.224869989,4.178016132,4.41455785
ENSMUSG00000040270,3.922420362,4.061593013,3.417014987,3.692585868
ENSMUSG00000044349,3.229003105,3.00971264,4.004743562,4.884842378
ENSMUSG00000028587,3.868851647,3.561053346,3.445477628,4.261640174
ENSMUSG00000036251,2.802437411,2.515149566,4.818675233,5.013694322
ENSMUSG00000028860,2.827237742,2.988296515,4.643904629,4.712872663
ENSMUSG00000100767,3.938292574,3.796630722,4.034204892,3.417835419
ENSMUSG00000031355,3.571247674,3.486345934,4.069658358,4.061092401
ENSMUSG00000081473,4.408010845,3.765751658,3.859933633,3.162137009
ENSMUSG00000113679,3.69524933,3.90968794,3.745084378,3.860544628
ENSMUSG00000097177,3.866371614,3.017183381,4.527557341,3.802887143
ENSMUSG00000025739,2.480033107,2.61475945,4.91854415,5.214242095
ENSMUSG00000117300,3.893651978,4.557152185,3.670182691,3.10849048
ENSMUSG00000041624,5.604874822,4.731469481,2.296985085,2.609627895
ENSMUSG00000085830,1.264816885,1.720760743,5.969664499,6.292186374
ENSMUSG00000042549,4.464059593,4.980494191,3.095936419,2.707394934
ENSMUSG00000007216,3.244875317,3.544617716,5.009924209,3.467972362
ENSMUSG00000017453,3.075241053,2.490247095,5.193183671,4.51232489
ENSMUSG00000117809,3.703681442,3.91815478,3.711628291,3.944273323
ENSMUSG00000111012,4.067254296,3.685565701,3.869920524,3.659996855
ENSMUSG00000028634,3.546447343,4.18361512,3.145870878,4.412051003
ENSMUSG00000031112,5.059267539,4.831079365,2.646526294,2.757531877
ENSMUSG00000111375,2.976039729,3.312028637,4.419199566,4.587530305
ENSMUSG00000080968,4.16645562,3.735370643,3.770051607,3.659996855
ENSMUSG00000044468,3.025640391,2.407072842,5.392921505,4.51232489
ENSMUSG00000050323,3.918452309,3.884785469,3.944822212,3.609859912
ENSMUSG00000074151,1.215216222,1.792977909,6.940889714,5.414789868
ENSMUSG00000083258,3.050440722,3.710468172,4.119592816,4.487256418
ENSMUSG00000031669,3.025640391,3.38673605,4.444166796,4.51232489
ENSMUSG00000097574,2.678435756,3.187516282,5.392921505,4.111229344
ENSMUSG00000110515,4.293433315,3.987383649,3.887397585,3.215282169
ENSMUSG00000081607,5.554778153,5.480037758,2.298483119,2.052606455
ENSMUSG00000038550,4.910465552,3.610858288,3.470444857,3.409312139
ENSMUSG00000068874,0.967212912,0.921391425,7.465201527,6.058046849
ENSMUSG00000044702,2.430432445,3.492820576,5.124773463,4.365423646
ENSMUSG00000006241,2.678435756,2.166514973,5.018413067,5.565200697
ENSMUSG00000042340,2.281630459,2.216319915,5.492790421,5.439858339
ENSMUSG00000047067,2.976039729,3.561053346,4.569002941,4.336845588
ENSMUSG00000004661,4.364858269,5.055201604,3.195805336,2.832737292
ENSMUSG00000056174,0.446405959,0.398439535,6.291741755,8.322732574
ENSMUSG00000071291,3.58215982,3.567029939,4.300355555,4.019478738
ENSMUSG00000028782,2.728036418,2.440442154,4.943511379,5.364652924
ENSMUSG00000079355,3.620848336,2.639661921,5.168216442,4.061092401
ENSMUSG00000049100,3.422445688,2.465344624,4.469134025,5.164105152
ENSMUSG00000086712,1.289617216,2.191417444,6.890955256,5.164105152
ENSMUSG00000068130,2.827237742,3.349880393,4.132076431,5.253348911
ENSMUSG00000025094,3.620848336,3.287126166,3.944822212,4.712872663
ENSMUSG00000022868,0.396805297,0.323732122,7.565070444,7.294925238
ENSMUSG00000024885,2.95967151,3.361833579,5.417888734,3.843999437
ENSMUSG00000020411,3.769650323,4.283225004,3.844953295,3.710133798
ENSMUSG00000046410,3.124841715,2.853823171,4.510579625,5.131516139
ENSMUSG00000079330,3.025640391,3.038101456,4.693839087,4.863283492
ENSMUSG00000069899,3.968052971,4.606957127,3.919854983,3.133558951
ENSMUSG00000090210,1.61202152,1.734706127,6.058547835,6.22550424
ENSMUSG00000084183,3.76121821,4.71503385,3.595281003,3.559722969
ENSMUSG00000021108,4.472491705,4.14128092,3.55133868,3.468473732
ENSMUSG00000072915,3.926884422,3.295593006,4.210972875,4.220026511
ENSMUSG00000030823,4.216056282,4.013282219,3.716122392,3.739213225
ENSMUSG00000098905,2.546001988,3.614842684,4.505086835,5.032244991
ENSMUSG00000090069,3.265211589,3.694032541,4.569002941,4.177911478
ENSMUSG00000016087,3.124841715,3.585955817,4.394232337,4.612598776
ENSMUSG00000074646,3.199242708,3.237321224,4.419199566,4.863283492
ENSMUSG00000111671,3.852979435,4.099942818,4.254415854,3.532649019
ENSMUSG00000026429,2.77763708,2.888686631,5.367954276,4.737941134
ENSMUSG00000024131,4.563260917,4.43263983,3.770051607,3.008216593
ENSMUSG00000028655,6.001680119,6.972691867,1.298295918,1.504108297
ENSMUSG00000079737,3.868851647,4.009297824,4.044691129,3.860544628
ENSMUSG00000034755,5.307270849,5.2295189,2.946133044,2.306299388
ENSMUSG00000081402,3.257275483,3.212418753,4.91854415,4.412051003
ENSMUSG00000039209,4.216056282,4.18361512,4.044691129,3.359175196
ENSMUSG00000016493,1.959226155,2.598323819,6.067036693,5.180650343
ENSMUSG00000019996,3.94325264,3.38673605,4.743773546,3.73520227
ENSMUSG00000039577,3.273643701,3.685565701,4.444166796,4.412051003
ENSMUSG00000025645,3.496846681,2.664564392,5.517757651,4.136297816
ENSMUSG00000105645,2.885270517,2.959409648,5.459334334,4.51232489
ENSMUSG00000054871,3.174442377,3.735370643,4.244428962,4.662735719
ENSMUSG00000053985,2.232029796,2.540052037,5.792397172,5.264379038
ENSMUSG00000028989,2.232029796,1.842782851,5.84233163,5.9161593
ENSMUSG00000074671,2.008826817,3.187516282,5.467823192,5.189173623
ENSMUSG00000090619,5.88263853,5.655849203,2.296485741,2.019516073
ENSMUSG00000069727,2.677443742,2.887690532,4.888084131,5.422811779
ENSMUSG00000097316,3.682353157,4.299660635,3.641220705,4.261640174
ENSMUSG00000054939,2.604034762,2.515149566,5.259596501,5.540132226
ENSMUSG00000051439,2.182429134,3.13771134,5.892266088,4.712872663
ENSMUSG00000085111,3.69524933,4.357932417,3.795018837,4.086160872
ENSMUSG00000082647,3.680369131,4.309123574,4.412708087,3.542676408
ENSMUSG00000113192,4.315257606,4.507347243,3.670182691,3.459449082
ENSMUSG00000097180,5.342983326,5.082594322,2.535172452,2.994178249
ENSMUSG00000045284,4.141655289,3.934590411,4.194494504,3.685065327
ENSMUSG00000036928,3.278603768,2.442932401,4.444166796,5.799340222
ENSMUSG00000002944,2.579234431,5.677763378,3.095936419,4.612598776
ENSMUSG00000071604,3.273643701,1.892587793,5.442855963,5.364652924
ENSMUSG00000035864,1.984026486,1.842782851,5.892266088,6.267117902
ENSMUSG00000083567,4.736863235,5.827178203,2.871231357,2.556984104
ENSMUSG00000086714,3.562815562,3.295593006,4.260907333,4.879828684
ENSMUSG00000074754,3.968052971,4.532249714,4.144560045,3.359175196
ENSMUSG00000030844,3.47204635,4.831079365,3.944822212,3.760270741
ENSMUSG00000046204,4.067254296,4.532249714,2.996067503,4.462187947
ENSMUSG00000057948,0.744009932,1.195318606,6.291741755,7.827379575
ENSMUSG00000082280,5.369767684,5.055699653,2.790836879,2.845772897
ENSMUSG00000116603,4.312777573,4.171661934,4.027713413,3.570251727
ENSMUSG00000034059,1.984026486,1.792977909,6.940889714,5.364652924
ENSMUSG00000055150,4.960066214,4.731469481,3.046001961,3.359175196
ENSMUSG00000102162,3.732945833,4.560638531,3.71911846,4.113234822
ENSMUSG00000026173,3.254299443,3.192994826,4.474127471,5.20972977
ENSMUSG00000050917,1.686422513,2.241222386,6.741151881,5.464926811
ENSMUSG00000030935,2.976039729,3.884785469,4.593970171,4.687804191
ENSMUSG00000049122,4.265656944,3.585955817,4.29436342,4.010955458
ENSMUSG00000034872,2.926439066,3.536150875,5.293052588,4.412051003
ENSMUSG00000035506,4.020133667,4.086495484,4.500093389,3.567744879
ENSMUSG00000028121,4.439259262,4.059102766,4.321827373,3.359175196
ENSMUSG00000102908,4.20167209,4.250851792,4.289369975,3.472986057
ENSMUSG00000002617,2.480033107,3.834980527,5.24311813,4.662735719
ENSMUSG00000087354,3.47204635,3.262223695,5.018413067,4.487256418
ENSMUSG00000041112,3.571247674,4.233420062,4.244428962,4.21150323
ENSMUSG00000060336,2.950247384,3.552088457,4.765245363,5.022217602
ENSMUSG00000028982,4.910465552,5.827178203,2.846264127,2.707394934
ENSMUSG00000068205,2.827237742,3.237321224,5.018413067,5.214242095
ENSMUSG00000078657,3.620848336,3.834980527,4.693839087,4.161366287
ENSMUSG00000060441,2.297998677,2.274591697,6.366643443,5.37718716
ENSMUSG00000038700,2.852038073,4.034200295,4.693839087,4.737941134
ENSMUSG00000021322,2.678435756,3.38673605,5.442855963,4.813146549
ENSMUSG00000046159,2.628835094,3.536150875,4.743773546,5.414789868
ENSMUSG00000037685,4.662462241,4.059102766,4.044691129,3.559722969
ENSMUSG00000067653,2.353055412,2.440442154,6.127457387,5.409274804
ENSMUSG00000005057,4.960066214,5.47854361,2.846264127,3.058353536
ENSMUSG00000038677,2.331231121,2.191417444,5.642593797,6.191912488
ENSMUSG00000020123,3.819250985,3.13771134,4.793708004,4.612598776
ENSMUSG00000080731,4.579133129,4.751889507,3.838461815,3.218791755
ENSMUSG00000026208,6.869691707,6.972691867,1.448099293,1.103012751
ENSMUSG00000034758,1.884825161,2.440442154,6.216840068,5.866022357
ENSMUSG00000032372,2.628835094,2.745248398,5.022907168,6.016433186
ENSMUSG00000083993,4.562268904,4.296174289,3.976780265,3.595320198
ENSMUSG00000051169,4.141655289,3.760273114,4.494101254,4.036023929
ENSMUSG00000096971,4.017653634,3.187516282,4.471630748,4.763009606
ENSMUSG00000035769,5.356871511,4.631859597,3.545346545,2.907942707
ENSMUSG00000022157,4.712062904,4.532249714,4.29436342,2.907942707
ENSMUSG00000042505,3.968052971,3.685565701,4.693839087,4.111229344
ENSMUSG00000083798,4.042453965,3.859882998,3.944822212,4.612598776
ENSMUSG00000027875,0.248003311,0.398439535,7.240496465,8.573417291
ENSMUSG00000054074,3.620848336,3.934590411,4.194494504,4.712872663
ENSMUSG00000093651,3.515694933,3.452478573,4.934523177,4.562461833
ENSMUSG00000063594,2.876838404,4.283225004,4.544035712,4.763009606
ENSMUSG00000047342,2.579234431,2.86378416,5.517757651,5.540132226
ENSMUSG00000025481,4.885665221,6.499544919,3.145870878,1.980409257
ENSMUSG00000003198,3.835619203,4.631859597,4.186005646,3.873078864
