,D0_1,D0_2,D2_1,D2_2
ENSMUSG00000023017,5.907905776,5.669307362,6.844891376,6.325227622
ENSMUSG00000073016,3.604823864,2.408201357,9.02732051,9.711963672
ENSMUSG00000047242,7.209647727,6.070674255,5.852878133,5.627958436
ENSMUSG00000002847,3.755024858,3.361447728,8.481713226,9.164109311
ENSMUSG00000086514,4.105493845,3.73772919,7.762503625,9.164109311
ENSMUSG00000047996,7.710317708,6.023011936,5.260646227,5.779863508
ENSMUSG00000024866,5.03173331,5.418453054,7.291297335,7.04739928
ENSMUSG00000042686,3.95529285,3.41161859,7.539300646,9.886280969
ENSMUSG00000058729,6.308441761,5.568965639,6.795290714,6.126007855
ENSMUSG00000107877,8.886892164,6.923578902,4.3896586,4.606957127
ENSMUSG00000086370,8.588993525,7.100682044,4.017653634,5.105006546
ENSMUSG00000057895,6.458642756,6.697810025,4.984866545,6.673862216
ENSMUSG00000097577,5.832805279,4.06383979,7.812104287,7.122106693
ENSMUSG00000031026,9.262394649,8.278192166,3.918452309,3.38673605
ENSMUSG00000056772,5.54592138,6.040571738,5.942159325,7.33029135
ENSMUSG00000038569,6.33347526,7.47545838,5.307270849,5.75247079
ENSMUSG00000020870,5.882872277,5.343196762,6.373685085,7.271521519
ENSMUSG00000030714,5.632537287,5.443538485,7.192096011,6.624057274
ENSMUSG00000028407,4.388372384,5.990902585,6.601848131,7.926456505
ENSMUSG00000045867,6.909245738,7.500543811,5.580074491,4.930689249
ENSMUSG00000098138,5.02822862,6.007960678,6.938140621,6.955758187
ENSMUSG00000081034,5.046753409,6.130879289,6.676249124,7.077780295
ENSMUSG00000071632,6.183274266,7.542185626,5.274038406,5.947706163
ENSMUSG00000047473,8.411255682,9.131096813,3.571247674,3.834980527
ENSMUSG00000067786,6.558776752,5.995417962,6.348884754,6.051300442
ENSMUSG00000026831,6.558776752,6.020503393,5.952079457,6.424837506
ENSMUSG00000034330,7.960652699,5.468623916,5.55527416,5.976593029
ENSMUSG00000038208,6.558776752,8.328363027,4.761663566,5.329128784
ENSMUSG00000080914,5.315112519,5.971837657,6.917308342,6.78990773
ENSMUSG00000110546,5.758205452,6.515188089,6.410885582,6.317258832
ENSMUSG00000063439,5.957972774,7.575800103,6.100881444,5.378933726
ENSMUSG00000109941,5.732671283,6.120845116,6.869691707,6.325227622
ENSMUSG00000030401,9.114697005,8.784917868,3.821731018,3.344899899
ENSMUSG00000026401,3.367005623,2.64651295,9.523327131,9.537646375
ENSMUSG00000060121,6.708977746,7.028937712,5.604874822,5.732548814
ENSMUSG00000026574,11.96601255,9.733147152,1.686422513,1.693368025
ENSMUSG00000025128,8.71165767,8.930413367,3.720049661,3.735370643
ENSMUSG00000057914,2.227981416,1.484054086,10.88734534,10.50884274
ENSMUSG00000020834,6.283408262,7.47545838,5.728876477,5.627958436
ENSMUSG00000089837,8.035753196,6.171015978,5.307270849,5.603055965
ENSMUSG00000036136,1.351808949,1.55529671,11.45775295,10.75786745
ENSMUSG00000035266,6.959312737,5.970332532,6.125681775,6.076202913
ENSMUSG00000051147,5.932939275,5.844905378,6.621688396,6.7734721
ENSMUSG00000024654,5.27455825,5.380824908,7.34337803,7.174401882
ENSMUSG00000037347,3.95529285,4.966915299,7.440099321,8.815474718
ENSMUSG00000033739,7.40991572,8.629388197,5.059267539,4.084005236
ENSMUSG00000064128,8.160920691,7.926996134,4.216056282,4.880884307
ENSMUSG00000034881,8.661590672,8.228021304,4.315257606,3.984395353
ENSMUSG00000018920,9.788098129,7.826654411,3.273643701,4.308127475
ENSMUSG00000013150,7.459982718,8.701132529,4.400570745,4.636840092
ENSMUSG00000003070,9.462662642,8.679559059,3.720049661,3.336931108
ENSMUSG00000021007,7.359848721,8.53406356,4.324185726,4.990953229
ENSMUSG00000107462,5.353163437,5.675829574,6.90887623,7.271521519
ENSMUSG00000037761,6.183274266,5.167598746,7.117695017,6.748569629
ENSMUSG00000081093,6.07462888,6.287914086,6.258115543,6.599154803
ENSMUSG00000026939,7.059446733,7.676141826,4.712062904,5.777373261
ENSMUSG00000041920,3.129187382,4.088925221,8.710372279,9.316014384
ENSMUSG00000016984,7.284748224,6.898493471,4.86086489,6.200715268
ENSMUSG00000040658,3.755024858,4.590633837,8.729716537,8.201379784
ENSMUSG00000030411,2.353148911,1.714338341,10.76582372,10.4590378
ENSMUSG00000051890,6.33347526,7.124262349,5.728876477,6.126007855
ENSMUSG00000039748,7.510049716,5.462603412,6.266051648,6.07869316
ENSMUSG00000062931,6.558776752,7.199518641,5.803277471,5.777373261
ENSMUSG00000057604,5.00669981,6.120845116,6.795290714,7.420936344
ENSMUSG00000098232,5.27055289,6.06866742,6.856795535,7.181872623
ENSMUSG00000021947,6.158240767,5.568965639,6.894492038,6.7734721
ENSMUSG00000038888,6.408575757,7.074091487,6.299284092,5.627958436
ENSMUSG00000086266,7.946633939,6.962210466,5.431272505,5.071637235
ENSMUSG00000112395,4.681264323,4.875102623,7.580469195,8.276087197
ENSMUSG00000031785,5.00669981,4.465206683,8.035307267,7.918985763
ENSMUSG00000097487,6.183274266,7.210556231,5.664395617,6.3874838
ENSMUSG00000043342,7.66025071,7.525629242,5.753676809,4.532249714
ENSMUSG00000099444,5.353163437,6.551311109,7.204496176,6.375032564
ENSMUSG00000098098,7.209647727,9.131096813,4.960066214,4.18361512
ENSMUSG00000039985,5.191947703,5.239343078,6.965420985,8.1017699
ENSMUSG00000085037,4.841478717,4.559527903,6.879115833,9.220886945
ENSMUSG00000015943,5.707637784,6.572382871,6.348884754,6.873081983
ENSMUSG00000084413,4.966646212,6.109807527,7.036349932,7.392049478
ENSMUSG00000035158,7.234681226,7.701227257,5.158468863,5.428738668
ENSMUSG00000047246,4.542578738,4.827942013,7.745143394,8.410062491
ENSMUSG00000044982,4.706297822,5.167598746,7.142495349,8.516645066
ENSMUSG00000001128,8.861858665,8.779900782,3.720049661,4.18361512
ENSMUSG00000031433,5.957972774,5.275466098,7.241696673,7.084752986
ENSMUSG00000095168,5.184938324,5.709444051,7.290801328,7.392049478
ENSMUSG00000038605,2.353148911,3.010251697,10.26733706,9.960988382
ENSMUSG00000103845,6.700466356,4.531933929,7.45646754,6.906451294
ENSMUSG00000002578,9.344504526,6.479065068,5.108868201,4.66373476
ENSMUSG00000052105,6.558776752,6.171015978,6.202562801,6.695278341
ENSMUSG00000027076,4.556096828,5.518794777,8.382511902,7.171911635
ENSMUSG00000082900,5.043248719,6.281391874,7.118191024,7.231677565
ENSMUSG00000080877,6.483676255,6.24627227,6.861259594,6.086163901
ENSMUSG00000111744,4.696284422,6.879930253,6.346900728,7.755625554
ENSMUSG00000051278,5.907905776,6.145930547,6.24968343,7.396033873
ENSMUSG00000049097,9.112193655,10.23485577,3.422445688,2.938491573
ENSMUSG00000113936,5.832805279,5.986888916,6.828523157,7.080768591
ENSMUSG00000021594,4.706297822,4.866573576,8.060107598,8.118205531
ENSMUSG00000061533,7.510049716,6.572382871,5.803277471,5.879473392
ENSMUSG00000034023,6.258374763,5.117427884,6.968893031,7.445838815
ENSMUSG00000035983,2.90388589,3.010251697,10.73854335,9.13920684
ENSMUSG00000112643,6.383542258,6.392771186,6.596888065,6.422347259
ENSMUSG00000078765,6.750533354,7.249689503,5.927279126,5.893418776
ENSMUSG00000040640,4.75636482,5.318111331,7.936105943,7.81937588
ENSMUSG00000026308,0.851138968,0.652221201,12.20176289,12.15240583
ENSMUSG00000035868,6.054101411,6.777079986,6.555719515,6.478626843
ENSMUSG00000053552,7.860518702,8.177850442,4.712062904,5.129909017
ENSMUSG00000030590,7.810451704,8.177850442,4.63766191,5.254421371
ENSMUSG00000083826,5.090812367,5.733526065,7.628581838,7.464266644
ENSMUSG00000028979,6.784078243,5.443538485,7.390498659,6.300325151
ENSMUSG00000018740,6.526733873,7.782504053,5.55229812,6.057775084
ENSMUSG00000046591,7.637720561,5.847413921,5.562714259,6.873081983
ENSMUSG00000045114,10.80846355,8.562660951,3.496846681,3.071470767
ENSMUSG00000061242,5.758205452,6.054117871,7.622629758,6.519964945
ENSMUSG00000079962,5.737677983,6.056626414,6.817611012,7.345730882
ENSMUSG00000069743,8.582985485,7.684169164,4.412970911,5.290778979
ENSMUSG00000020801,6.583810251,5.92016167,6.175282437,7.29642399
ENSMUSG00000038692,7.610183712,8.531555017,5.009666876,4.831079365
ENSMUSG00000014245,5.657570786,6.426887372,6.43320588,7.47572178
ENSMUSG00000082196,5.55243009,5.950765896,7.511524275,6.97916651
ENSMUSG00000070371,6.558776752,6.722895456,6.448086079,6.27542268
ENSMUSG00000000627,2.953952888,4.06383979,9.225723159,9.761768614
ENSMUSG00000054057,6.558776752,7.425287518,5.654475484,6.375032564
ENSMUSG00000105181,5.761209472,6.338084947,7.501108136,6.422347259
ENSMUSG00000102758,3.204287879,3.361447728,9.771330442,9.687061201
ENSMUSG00000001039,7.40991572,8.177850442,4.811264228,5.627958436
ENSMUSG00000028217,1.902545928,2.909909973,10.41613905,10.80767239
ENSMUSG00000079610,5.462810163,7.506062606,6.053264808,7.052877824
ENSMUSG00000083246,5.887878977,6.36969259,7.308657567,6.519466896
ENSMUSG00000026198,5.03173331,4.716060991,7.936105943,8.417035183
ENSMUSG00000022483,5.00669981,7.676141826,6.200082768,7.221716577
ENSMUSG00000058351,6.408575757,6.572382871,5.654475484,7.470741286
ENSMUSG00000070709,7.723835798,7.281297146,5.730364497,5.396365456
ENSMUSG00000023927,8.761724668,8.177850442,4.464059593,4.731469481
ENSMUSG00000049038,8.911925663,8.077508719,4.216056282,4.930689249
ENSMUSG00000112946,5.602497088,6.933111366,7.007581548,6.597162605
ENSMUSG00000116694,6.371025509,7.429301187,6.464454297,5.885449985
ENSMUSG00000026154,6.258374763,7.901910704,6.150482106,5.852080674
ENSMUSG00000022842,8.18595419,8.980584228,4.315257606,4.681664539
ENSMUSG00000063145,6.909245738,7.274774934,5.952079457,6.031378465
ENSMUSG00000087249,5.983006274,7.525629242,5.952079457,6.723667158
ENSMUSG00000055866,6.058106771,5.368282192,6.795290714,7.968790705
ENSMUSG00000030431,2.803751894,3.41161859,9.076921172,10.90728228
ENSMUSG00000037624,6.308441761,6.296443132,6.373685085,7.221716577
ENSMUSG00000039345,6.708977746,6.371699425,6.894492038,6.225617739
ENSMUSG00000059401,6.759044744,5.624153587,6.497686741,7.321326461
ENSMUSG00000020309,4.781398319,5.343196762,8.060107598,8.018595647
ENSMUSG00000117406,6.483676255,4.966915299,6.968893031,7.794473409
ENSMUSG00000026255,0.425569484,0.451537754,13.4913801,11.85357617
ENSMUSG00000008822,5.857838778,6.823237179,6.613256283,6.972691867
ENSMUSG00000025154,7.067958122,4.791317284,7.241696673,7.171911635
ENSMUSG00000020513,9.362528646,7.676141826,4.761663566,4.482444772
ENSMUSG00000113450,6.298929032,6.199111661,6.997661415,6.787417483
ENSMUSG00000000690,7.209647727,8.177850442,5.621243041,5.279323842
ENSMUSG00000035112,3.004019886,2.633970235,9.994533422,10.65825757
ENSMUSG00000025815,6.887216259,8.248089649,5.704076146,5.453641139
ENSMUSG00000005986,8.661590672,10.38536835,3.968052971,3.287126166
ENSMUSG00000053702,0.809583359,0.551879478,12.33320464,12.61061129
ENSMUSG00000046934,5.206967803,5.794734516,7.762503625,7.545448699
ENSMUSG00000019808,4.556096828,5.318111331,8.159308922,8.292522828
ENSMUSG00000030306,8.261054687,7.483987426,5.356871511,5.234997444
ENSMUSG00000050490,5.490847682,6.154459594,7.654870188,7.03893244
ENSMUSG00000027811,6.893224299,8.568681454,4.71702297,6.178303044
ENSMUSG00000045659,5.407235795,4.766231853,8.233709916,7.968790705
ENSMUSG00000092118,7.585150213,8.980584228,4.364858269,5.453641139
ENSMUSG00000101438,6.830139881,6.785609033,5.968447676,6.806841411
ENSMUSG00000079491,8.324639775,8.226516178,4.511676228,5.348552712
ENSMUSG00000025997,7.785418205,7.324945795,5.902478795,5.403836197
ENSMUSG00000039873,7.359848721,7.901910704,5.356871511,5.802275732
ENSMUSG00000016526,4.656230824,4.966915299,8.729716537,8.068400589
ENSMUSG00000019773,6.734011245,6.597468302,6.125681775,6.997594338
ENSMUSG00000035601,6.85917874,6.823237179,6.150482106,6.624057274
ENSMUSG00000020101,8.010719697,7.074091487,4.662462241,6.723667158
ENSMUSG00000026676,11.31514157,10.5860518,2.480033107,2.09180756
ENSMUSG00000038765,7.159580729,8.629388197,5.654475484,5.030299133
ENSMUSG00000041079,5.860342128,6.023011936,7.340897997,7.271521519
ENSMUSG00000022537,6.008039773,6.22118684,6.946572733,7.321326461
ENSMUSG00000070604,9.938299124,7.80156898,5.183269194,3.585955817
ENSMUSG00000078877,5.059770828,5.174120958,7.96735436,8.336351177
ENSMUSG00000014592,5.507369792,7.525629242,6.9440927,6.574252332
ENSMUSG00000082746,5.02722728,6.692792939,7.715879003,7.118122298
ENSMUSG00000073096,7.009379735,7.600885534,5.744252683,6.200715268
ENSMUSG00000034333,5.497857062,4.916242729,7.85277683,8.293020877
ENSMUSG00000027318,10.91460559,10.78673525,2.281630459,2.589856979
ENSMUSG00000075273,8.094331584,8.846628028,4.736863235,4.905786778
ENSMUSG00000022157,6.85917874,10.48571008,4.712062904,4.532249714
ENSMUSG00000004730,10.41393561,7.074091487,3.075241053,6.026397971
ENSMUSG00000040146,9.913265625,10.98741869,2.976039729,2.741762052
ENSMUSG00000113263,7.40090366,6.389259226,6.549767436,6.279407076
ENSMUSG00000018752,8.853347275,8.620859151,4.546892699,4.598490286
ENSMUSG00000082741,6.301933051,6.298449967,7.206480203,6.840210722
ENSMUSG00000035378,5.707637784,6.672724594,7.291297335,6.97866846
ENSMUSG00000034947,9.437629143,8.830071643,3.868851647,4.532249714
ENSMUSG00000045519,6.725499855,6.525222261,6.898460091,6.52444739
ENSMUSG00000011148,4.305761837,5.970332532,7.241696673,9.164109311
ENSMUSG00000036278,7.059446733,9.833488876,5.009666876,4.781274423
ENSMUSG00000079414,3.254354877,3.511960313,9.523327131,10.40923286
ENSMUSG00000030621,3.18175773,2.734311958,10.80054418,9.985890853
ENSMUSG00000111162,5.389211676,6.332064444,7.385538593,7.598241938
ENSMUSG00000022978,6.258374763,8.228021304,5.704076146,6.52444739
ENSMUSG00000022053,7.259714725,6.22118684,7.291297335,5.951690558
ENSMUSG00000032596,11.79077805,9.498849229,2.628835094,2.813979218
ENSMUSG00000019792,7.059446733,7.375116657,7.092894686,5.2295189
ENSMUSG00000017167,9.51523299,7.77648355,5.034467207,4.43263983
ENSMUSG00000032121,8.060786695,8.177850442,5.059267539,5.47854361
ENSMUSG00000036114,6.658910748,9.532463706,4.910465552,5.677763378
ENSMUSG00000076033,6.315451141,7.274273225,6.79876276,6.409896024
ENSMUSG00000048581,7.351337332,9.339807597,5.437224584,4.69013138
ENSMUSG00000025049,6.963318096,7.065562441,6.596888065,6.196730872
ENSMUSG00000022604,7.9155924,8.406127863,5.461032902,5.047730862
ENSMUSG00000031112,7.960652699,8.980584228,5.059267539,4.831079365
ENSMUSG00000071722,2.953952888,2.909909973,10.91214567,10.06059827
ENSMUSG00000042751,4.305761837,4.816402715,8.878518524,8.86527966
ENSMUSG00000050315,8.311121685,7.926996134,4.315257606,6.325227622
ENSMUSG00000027574,0.52570348,1.003417232,12.15216222,13.19830961
ENSMUSG00000082390,5.180932964,4.837976185,8.134508591,8.734790712
ENSMUSG00000081441,5.470320213,4.999024651,8.405824213,8.015607351
ENSMUSG00000051316,6.458642756,7.47545838,6.646488727,6.325227622
ENSMUSG00000057069,5.5489254,5.318111331,7.663302301,8.375697081
ENSMUSG00000028270,7.885552202,9.181267675,4.687262572,5.154811488
ENSMUSG00000030924,7.885552202,8.431213294,4.863344923,5.781357657
ENSMUSG00000029563,8.060786695,8.880242505,4.811264228,5.2295189
ENSMUSG00000050377,6.819125142,6.758516768,6.705513515,6.701254934
ENSMUSG00000026941,7.309781723,8.428704751,5.08406787,6.167345957
ENSMUSG00000036086,9.139730504,6.697810025,5.456072836,5.710634639
ENSMUSG00000020778,6.658910748,7.099176918,6.24968343,6.997594338
ENSMUSG00000029403,5.206967803,5.267940469,7.737703294,8.815474718
ENSMUSG00000055041,6.984346236,8.027337858,5.828077802,6.200715268
ENSMUSG00000005267,7.710317708,6.070674255,5.803277471,7.470741286
ENSMUSG00000022881,6.375030869,7.922982466,6.733289886,6.030382366
ENSMUSG00000041471,6.508709754,7.528137785,6.103361477,6.922886925
ENSMUSG00000114932,5.774727561,6.718380078,7.122159077,7.448329062
ENSMUSG00000099891,4.614675215,5.493709346,7.897417426,9.061013081
ENSMUSG00000074580,4.345815435,5.149035527,8.55313818,9.025651573
ENSMUSG00000096156,5.55643545,4.986481935,8.425168472,8.121691877
ENSMUSG00000082625,5.774226891,4.85804453,8.233709916,8.226282255
ENSMUSG00000106895,6.379036229,6.657673336,7.031885872,7.025485106
ENSMUSG00000038240,6.784078243,5.719478224,6.448086079,8.143108002
ENSMUSG00000034265,3.554756865,3.461789451,9.672129118,10.40923286
ENSMUSG00000075318,9.988366122,8.175341899,4.243336646,4.69810017
ENSMUSG00000106736,6.08163826,5.40540863,8.720788418,6.912427887
ENSMUSG00000055963,6.85917874,7.47545838,6.448086079,6.375032564
ENSMUSG00000028444,11.59802011,10.98992724,2.08322781,2.490247095
ENSMUSG00000086859,3.521211977,5.18415513,9.911700316,8.557983168
ENSMUSG00000087590,5.857838778,7.47545838,6.9440927,6.922886925
ENSMUSG00000086322,4.806431818,5.017086161,8.655315544,8.740767305
ENSMUSG00000021965,7.635217211,7.274774934,6.051280781,6.27542268
ENSMUSG00000028085,7.209647727,6.622553733,6.547287403,6.873081983
ENSMUSG00000113491,5.983006274,5.142513315,8.208909585,7.918985763
ENSMUSG00000025870,9.51272964,6.070674255,5.505673498,6.175812797
ENSMUSG00000075528,7.062951423,7.350031226,6.100881444,6.752055975
ENSMUSG00000062591,3.087631773,3.896770821,10.28370528,10.01079332
ENSMUSG00000049872,8.511389678,8.830071643,5.108868201,4.831079365
ENSMUSG00000040552,9.562796638,8.880242505,3.819250985,5.030299133
ENSMUSG00000081289,5.607503788,4.841488145,8.357711571,8.491742595
ENSMUSG00000000028,7.722834458,7.726312688,6.286883927,5.565702258
ENSMUSG00000037085,6.308441761,7.926996134,6.646488727,6.424837506
ENSMUSG00000040003,5.782738281,6.22118684,7.539300646,7.769570938
ENSMUSG00000079260,5.03173331,4.540462976,8.407312233,9.338426608
ENSMUSG00000020175,8.511389678,7.977166996,5.803277471,5.030299133
ENSMUSG00000044026,2.453282907,1.806151018,11.16014898,11.90338112
ENSMUSG00000072115,6.358508759,5.606593785,7.803672175,7.557899935
ENSMUSG00000041235,2.628517401,2.257688772,10.16813574,12.27691818
ENSMUSG00000033233,8.71165767,9.482292844,4.364858269,4.781274423
ENSMUSG00000031340,8.311121685,6.522212009,5.852878133,6.673862216
ENSMUSG00000061186,5.00669981,5.568965639,8.786261292,8.018595647
ENSMUSG00000079478,5.974494884,7.433816565,6.935660587,7.063834911
ENSMUSG00000098142,5.658071456,6.778585112,7.549716785,7.425916839
ENSMUSG00000045107,5.55743679,7.592356487,7.543764705,6.726157405
ENSMUSG00000023084,7.835485203,9.231438536,5.480873167,4.880884307
ENSMUSG00000031304,4.430929332,3.662472898,9.200922827,10.13530568
ENSMUSG00000078700,5.156900805,5.355739477,8.667715709,8.267620357
ENSMUSG00000029600,7.334815222,8.40361932,6.02648045,5.690214613
ENSMUSG00000062198,7.025901844,5.234325992,7.390498659,7.807920743
ENSMUSG00000038217,8.422771091,8.432216711,4.974450406,5.652860907
ENSMUSG00000100351,5.957972774,7.562755679,7.030893859,6.934840111
ENSMUSG00000047347,5.598992398,5.448555571,7.942554029,8.520131412
ENSMUSG00000034686,7.40991572,7.575800103,6.100881444,6.424837506
ENSMUSG00000073002,7.112017081,8.333380113,6.299284092,5.777373261
ENSMUSG00000031458,7.009379735,7.935525181,6.207026861,6.377522811
ENSMUSG00000021732,13.71835748,10.46062465,1.686422513,1.668465554
ENSMUSG00000024667,7.785418205,7.826654411,6.448086079,5.47854361
ENSMUSG00000029019,0.450602983,0.150512585,13.98738672,12.99908984
ENSMUSG00000054484,6.183274266,4.766231853,8.580914551,8.068400589
ENSMUSG00000032122,8.261054687,6.472041148,5.877678464,7.022496809
ENSMUSG00000033114,8.411255682,8.746286305,4.712062904,5.777373261
ENSMUSG00000036856,9.112193655,7.826654411,4.865824956,5.879473392
ENSMUSG00000038642,9.712997632,9.783318014,3.025640391,5.179713958
ENSMUSG00000082476,6.023560542,7.008869367,7.427203149,7.245124899
ENSMUSG00000024742,7.309781723,7.17443321,5.927279126,7.29642399
ENSMUSG00000034212,5.357168797,6.948664333,8.233709916,7.196814106
ENSMUSG00000027845,6.909245738,5.393367623,7.985706605,7.449823211
ENSMUSG00000034853,9.637897135,9.047311474,4.63766191,4.43263983
ENSMUSG00000074219,8.386222183,6.773066317,6.175282437,6.424837506
ENSMUSG00000040483,6.025563222,7.065060732,6.929212501,7.759609949
ENSMUSG00000067780,10.26373461,10.05925775,3.648128701,3.810078056
ENSMUSG00000017307,6.884212239,6.22118684,8.184109254,6.499544919
ENSMUSG00000004187,11.18997408,11.238273,2.901638735,2.465344624
ENSMUSG00000095440,7.259714725,8.428704751,6.348884754,5.777373261
ENSMUSG00000042099,5.382202296,8.328363027,7.142495349,6.997594338
ENSMUSG00000106464,8.170934091,6.522212009,6.708489555,6.474642448
ENSMUSG00000057219,7.259714725,7.17443321,5.976879788,7.495643757
ENSMUSG00000005836,6.884212239,5.468623916,7.043294024,8.516645066
ENSMUSG00000003134,6.258374763,6.873408041,7.737703294,7.04739928
ENSMUSG00000039096,8.761724668,8.283209252,5.805757504,5.082594322
ENSMUSG00000020387,10.21366761,9.03075509,4.216056282,4.482444772
ENSMUSG00000058979,7.560116714,7.074091487,6.646488727,6.673862216
ENSMUSG00000038213,6.936782587,6.923578902,7.154895514,6.939322556
ENSMUSG00000041498,7.259714725,5.318111331,7.886505281,7.495643757
ENSMUSG00000046532,7.960652699,7.525629242,6.299284092,6.175812797
ENSMUSG00000018334,11.96601255,9.808403445,3.224043039,2.963394044
ENSMUSG00000054000,6.708977746,8.880242505,6.200082768,6.175812797
ENSMUSG00000116895,7.793428925,6.622553733,6.58002384,6.980660658
ENSMUSG00000057137,9.112193655,8.942956082,4.97246638,4.95559172
ENSMUSG00000074818,7.66025071,8.202935873,6.770490382,5.354031255
ENSMUSG00000097772,6.291919652,6.337583239,7.571541076,7.789990964
ENSMUSG00000060152,7.610183712,7.676141826,6.398485416,6.325227622
ENSMUSG00000049734,6.508709754,6.020503393,7.688102632,7.794473409
ENSMUSG00000056832,9.712997632,8.381042432,4.419418997,5.528348552
ENSMUSG00000040714,8.586490175,8.779900782,6.051280781,4.631859597
ENSMUSG00000014075,6.85917874,7.826654411,7.192096011,6.175812797
ENSMUSG00000098269,6.934279238,7.625970965,6.869691707,6.624057274
ENSMUSG00000048240,7.760384706,8.027337858,5.704076146,6.574252332
ENSMUSG00000044576,9.287428148,9.98400146,4.538460586,4.258322533
ENSMUSG00000027954,10.11353362,12.04100679,3.124841715,2.789076747
ENSMUSG00000020865,8.761724668,7.977166996,5.803277471,5.528348552
ENSMUSG00000051851,7.92710781,9.616249045,5.621243041,4.914253618
ENSMUSG00000052912,6.174262206,6.26082182,7.632549891,8.015607351
ENSMUSG00000048796,6.959312737,5.92016167,7.192096011,8.018595647
ENSMUSG00000039307,8.483852829,7.480475466,6.054256821,6.075704863
ENSMUSG00000024524,6.436112606,6.572382871,7.752583493,7.351209426
ENSMUSG00000019891,7.610183712,9.883659737,5.654475484,4.980494191
ENSMUSG00000034613,6.834145241,7.977166996,6.24968343,7.072301751
ENSMUSG00000032184,6.308441761,7.375116657,8.283310578,6.175812797
ENSMUSG00000020620,4.23066134,3.399075874,9.560527628,10.95708722
ENSMUSG00000095362,6.06711883,5.204223475,7.74712742,9.130241951
ENSMUSG00000082925,5.729166593,6.413842948,7.880553201,8.129660668
ENSMUSG00000051721,9.527749739,8.551623361,4.583101182,5.515897316
ENSMUSG00000074829,7.177104178,7.606906037,6.482806542,6.919898629
ENSMUSG00000041609,9.162260653,10.33519749,4.315257606,4.382834888
ENSMUSG00000034936,1.001339962,1.053588094,13.24337679,12.89947995
ENSMUSG00000000247,8.861858665,9.833488876,5.158468863,4.43263983
ENSMUSG00000029322,10.5641366,11.53929817,3.47204635,2.739271805
ENSMUSG00000095325,7.209647727,7.851739842,6.894492038,6.375032564
ENSMUSG00000038331,8.536423177,6.823237179,6.72088972,6.25052021
ENSMUSG00000036139,9.972845352,8.629388197,4.811264228,4.930689249
ENSMUSG00000030386,7.960652699,8.228021304,6.299284092,5.876983145
ENSMUSG00000028328,7.359848721,8.579217335,5.803277471,6.624057274
ENSMUSG00000116912,6.784078243,5.945247101,7.936105943,7.719765996
ENSMUSG00000070867,6.959312737,6.722895456,7.936105943,6.7734721
ENSMUSG00000087403,10.06346662,9.286626484,4.71702297,4.333029946
ENSMUSG00000049411,7.459982718,7.17443321,7.142495349,6.624057274
ENSMUSG00000057777,10.13856712,9.95891603,4.439259262,3.884785469
ENSMUSG00000021752,6.483676255,7.651056396,7.340897997,6.947789396
ENSMUSG00000069678,7.835485203,8.955498797,5.307270849,6.325227622
ENSMUSG00000058430,5.779233591,8.506971295,6.373189079,7.769072888
ENSMUSG00000097048,7.050935343,7.301867199,7.514500315,6.568773788
ENSMUSG00000033157,7.059446733,8.529046474,6.497686741,6.350130093
ENSMUSG00000046380,6.85917874,6.296443132,6.621688396,8.666059892
ENSMUSG00000029097,6.959312737,5.167598746,8.233709916,8.118205531
ENSMUSG00000035184,5.857838778,6.446955717,7.941562016,8.242717886
ENSMUSG00000054381,6.805106382,6.660181879,7.340897997,7.688388882
ENSMUSG00000022359,7.209647727,8.328363027,5.406472174,7.57035117
ENSMUSG00000090753,7.105508371,7.467431042,7.483251897,6.465677559
ENSMUSG00000056413,0.550736979,0.501708616,14.78099732,12.70026019
ENSMUSG00000081021,5.257034801,6.497126579,8.33291124,8.466840124
ENSMUSG00000030532,9.880221406,8.895795472,4.506716162,5.282810188
ENSMUSG00000025277,6.008039773,5.117427884,8.283310578,9.164109311
ENSMUSG00000057156,8.377710793,8.930413367,5.753676809,5.528348552
ENSMUSG00000024897,9.738031131,10.96233326,4.141655289,3.760273114
ENSMUSG00000041836,6.934279238,6.120845116,8.456912895,7.097204222
ENSMUSG00000017550,7.910585701,6.171015978,7.043294024,7.520546228
ENSMUSG00000078931,7.118025121,7.199518641,7.076526468,7.255085888
ENSMUSG00000101501,6.195791015,7.978672122,7.423235096,7.055368071
ENSMUSG00000038379,8.313625035,6.522212009,6.950044779,6.87557223
ENSMUSG00000052565,6.249863373,6.432907876,8.118140373,7.860713981
ENSMUSG00000052062,5.532403291,4.615719268,8.51345765,10.01328357
ENSMUSG00000037466,8.71165767,7.826654411,6.166850324,5.976593029
ENSMUSG00000024891,5.01120584,6.171015978,8.831893901,8.670542337
ENSMUSG00000117202,6.909245738,7.77648355,7.241696673,6.7734721
ENSMUSG00000047443,3.354488873,2.583799373,11.06094766,11.70416135
ENSMUSG00000090919,11.01473958,10.23485577,3.571247674,3.884785469
ENSMUSG00000038390,10.91460559,10.48571008,3.868851647,3.436540992
ENSMUSG00000048772,5.332135298,7.47545838,8.134508591,7.794473409
ENSMUSG00000048251,11.21500758,8.027337858,3.918452309,5.578153494
ENSMUSG00000023940,6.967824126,7.124262349,6.993693362,7.669961054
ENSMUSG00000022996,2.403215909,1.906492741,12.00336024,12.45123548
ENSMUSG00000059150,6.369022829,7.000842029,8.2550382,7.139538423
ENSMUSG00000037217,8.261054687,7.199518641,7.737703294,5.578153494
ENSMUSG00000069874,10.97218263,10.32566503,3.806850819,3.677098861
