Model:	LI-7810
SN:	TG10-01087
Software Version:	2.1.41
Timestamp:	2022-07-11 07:14:15
Timezone:	EST
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1657638555	979485988	18963	0	""	2022-07-12	10:09:15	31847.68	465.14337	2097.1743	39.6746	55.0006	28.3243	37.832	0.00516785	10.9058	54.5005	-4.5	0.433817	15.584	232
DATA	1657638556	979485988	18967	0	""	2022-07-12	10:09:16	31834.57	464.82855	2097.4363	39.6746	55.0003	28.3243	37.832	0.0051583	10.9057	54.5005	110.5	0.433817	15.5848	 29
DATA	1657638557	979485988	18971	0	""	2022-07-12	10:09:17	31824.031	466.03616	2097.3442	39.6755	55.0003	28.3247	37.832	0.00517216	10.9055	54.5005	-3.5	0.433817	15.5852	 47
DATA	1657638558	979151010	18975	0	""	2022-07-12	10:09:18	31820.123	466.1821	2097.6333	39.675	55.0006	28.3218	37.832	0.00515845	10.9058	54.5005	-48	0.433817	15.5848	143
DATA	1657638559	979151010	18979	0	""	2022-07-12	10:09:19	31822.463	467.44406	2097.8247	39.6738	55.0006	28.3214	37.832	0.0051506	10.9051	54.5005	111.75	0.433817	15.5844	 91
DATA	1657638560	979151010	18983	0	""	2022-07-12	10:09:20	31832.861	465.91449	2097.8721	39.6734	55.0008	28.3214	37.832	0.00517288	10.9059	54.5005	22.75	0.433817	15.5844	 98
DATA	1657638561	979151010	18987	0	""	2022-07-12	10:09:21	31846.646	466.07858	2097.5376	39.675	55.0006	28.3218	37.832	0.00518262	10.905	54.5005	-12.75	0.433817	15.5844	 47
DATA	1657638562	979151010	18991	0	""	2022-07-12	10:09:22	31857.945	465.55435	2097.5146	39.6742	55.0005	28.3222	37.832	0.00518614	10.9062	54.5005	-10.25	0.433817	15.584	 72
DATA	1657638563	979151010	18995	0	""	2022-07-12	10:09:23	31864.928	467.04993	2097.7859	39.6742	55.0005	28.3227	37.832	0.00518445	10.9047	54.5005	-27.5	0.433817	15.584	 63
DATA	1657638564	979151010	18999	0	""	2022-07-12	10:09:24	31866.055	467.23798	2097.96	39.6742	55.0006	28.3231	37.832	0.00519462	10.9059	54.5005	13	0.433817	15.584	 62
DATA	1657638565	978816032	19003	0	""	2022-07-12	10:09:25	31858.625	467.06226	2097.8484	39.6734	55.0005	28.3231	37.832	0.00520049	10.905	54.5005	-2.5	0.433817	15.5821	225
DATA	1657638566	978816032	19007	0	""	2022-07-12	10:09:26	31852.836	466.62762	2098.2148	39.6742	55.0003	28.3227	37.832	0.00519863	10.9065	54.5005	-10	0.433817	15.5817	248
DATA	1657638567	978816032	19011	0	""	2022-07-12	10:09:27	31842.191	467.30832	2098.1392	39.6746	55.0008	28.3235	37.832	0.00518434	10.9054	54.5005	20	0.433817	15.5821	182
DATA	1657638568	978816032	19015	0	""	2022-07-12	10:09:28	31831.303	467.5329	2097.7241	39.6746	55.0005	28.3231	37.832	0.00518081	10.9057	54.5009	-19.5	0.433817	15.5817	 33
DATA	1657638569	978816032	19019	0	""	2022-07-12	10:09:29	31824.691	466.68893	2097.8464	39.6738	55.0006	28.3235	37.832	0.00518076	10.9053	54.5007	162.25	0.433817	15.5813	173
DATA	1657638570	978816032	19023	0	""	2022-07-12	10:09:30	31816.471	467.97629	2097.8247	39.6755	55.001	28.3272	37.832	0.00517673	10.9057	54.5011	-127.5	0.433817	15.5817	 96
DATA	1657638571	978816032	19027	0	""	2022-07-12	10:09:31	31811.184	468.18015	2097.9834	39.6742	55.001	28.3227	37.832	0.00517091	10.9053	54.5011	-73.75	0.433817	15.5813	 73
DATA	1657638572	978816032	19031	0	""	2022-07-12	10:09:32	31809.488	467.62625	2097.9609	39.6738	55.0008	28.3198	37.832	0.00519145	10.9058	54.5011	23	0.433817	15.5821	214
DATA	1657638573	978485107	19035	0	""	2022-07-12	10:09:33	31816.42	467.05164	2098.0327	39.6746	55.001	28.3222	37.832	0.0051832	10.9056	54.5011	25.75	0.433817	15.5844	182
DATA	1657638574	978485107	19039	0	""	2022-07-12	10:09:34	31823.75	467.66849	2097.8467	39.6746	55.0006	28.3222	37.832	0.00520503	10.9054	54.5007	-0.5	0.433817	15.5844	  0
DATA	1657638575	978485107	19043	0	""	2022-07-12	10:09:35	31832.258	468.45087	2098.1033	39.6738	55.0003	28.321	37.832	0.00518729	10.9054	54.5009	-48.5	0.433817	15.584	253
DATA	1657638576	978485107	19047	0	""	2022-07-12	10:09:36	31837.16	469.24338	2098.2585	39.6742	55.0005	28.321	37.832	0.00519749	10.906	54.5007	122.25	0.433817	15.5833	  5
DATA	1657638577	978485107	19051	0	""	2022-07-12	10:09:37	31837.318	467.73846	2098.1294	39.6734	55.0005	28.321	37.832	0.0051903	10.9054	54.5005	-79.25	0.433817	15.5833	 50
DATA	1657638578	978485107	19055	0	""	2022-07-12	10:09:38	31836.814	468.37067	2098.0649	39.675	55.0006	28.3198	37.832	0.00519145	10.9054	54.5005	136.75	0.433817	15.5829	131
DATA	1657638579	978485107	19059	0	""	2022-07-12	10:09:39	31833.152	468.75296	2097.7854	39.675	55.0006	28.3218	37.832	0.00518531	10.9069	54.5005	4.25	0.433817	15.5829	 29
DATA	1657638580	978146076	19063	0	""	2022-07-12	10:09:40	31830.568	467.58856	2097.9802	39.6742	55.0006	28.3235	37.832	0.00518151	10.9044	54.5005	204	0.433817	15.5825	252
DATA	1657638581	978146076	19067	0	""	2022-07-12	10:09:41	31828.16	466.92191	2097.803	39.6742	55.0008	28.3243	37.832	0.00518569	10.9056	54.5005	-44.25	0.433817	15.5809	 49
DATA	1657638582	978146076	19071	0	""	2022-07-12	10:09:42	31828.113	467.23459	2097.7275	39.6742	55.0005	28.3222	37.832	0.0051729	10.9067	54.5005	-41	0.433817	15.5809	194
DATA	1657638583	978146076	19075	0	""	2022-07-12	10:09:43	31829.408	468.91074	2098.3784	39.6742	55.0006	28.3222	37.832	0.00518561	10.9049	54.5005	17.5	0.433817	15.5805	 57
DATA	1657638584	978146076	19079	0	""	2022-07-12	10:09:44	31827.895	468.55688	2098.3293	39.6746	55.0006	28.3202	37.832	0.00518508	10.9059	54.5005	45	0.433817	15.5805	239
DATA	1657638585	978146076	19083	0	""	2022-07-12	10:09:45	31828.938	469.0152	2098.4238	39.6742	55.0008	28.321	37.832	0.0051939	10.9071	54.5005	99.25	0.433817	15.5801	213
DATA	1657638586	978146076	19087	0	""	2022-07-12	10:09:46	31830.75	469.40414	2098.5447	39.6742	55.001	28.3222	37.832	0.00519761	10.9049	54.5005	85.5	0.433817	15.5801	208
DATA	1657638587	978146076	19091	0	""	2022-07-12	10:09:47	31835.498	468.90463	2098.6541	39.6738	55.001	28.3222	37.832	0.0051991	10.9059	54.5005	-89.75	0.433817	15.5797	 87
DATA	1657638588	977814912	19095	0	""	2022-07-12	10:09:48	31840.961	468.34296	2098.4653	39.6734	55.001	28.3214	37.832	0.00520667	10.9062	54.5005	-34.5	0.433817	15.5797	 63
DATA	1657638589	977814912	19099	0	""	2022-07-12	10:09:49	31840.723	469.02374	2098.6489	39.6742	55.001	28.3202	37.832	0.00520266	10.9039	54.5007	35.5	0.433817	15.5809	 14
DATA	1657638590	977814912	19103	0	""	2022-07-12	10:09:50	31839.256	469.51114	2098.8362	39.6738	55.001	28.3214	37.832	0.00520867	10.9061	54.5009	-9	0.433817	15.5821	142
DATA	1657638591	977814912	19107	0	""	2022-07-12	10:09:51	31836.547	470.43207	2098.6047	39.673	55.001	28.3206	37.832	0.00519923	10.9061	54.5009	-70.25	0.433817	15.5821	 27
DATA	1657638592	977814912	19111	0	""	2022-07-12	10:09:52	31833.418	469.10052	2098.7456	39.6742	55.001	28.3181	37.832	0.0051875	10.905	54.5007	47.75	0.433817	15.5817	198
DATA	1657638593	977814912	19115	0	""	2022-07-12	10:09:53	31832.748	468.94894	2098.8445	39.6746	55.001	28.321	37.832	0.00519684	10.9062	54.5007	-12.25	0.433817	15.5817	 64
DATA	1657638594	977814912	19119	0	""	2022-07-12	10:09:54	31833.635	469.31598	2099.0188	39.6742	55.001	28.321	37.832	0.00519268	10.9064	54.5009	47	0.433817	15.5813	120
DATA	1657638595	977474927	19123	0	""	2022-07-12	10:09:55	31830.781	470.32913	2098.9309	39.6738	55.001	28.3206	37.832	0.00521292	10.905	54.5011	0.25	0.433817	15.5821	188
DATA	1657638596	977474927	19127	0	""	2022-07-12	10:09:56	31830.078	470.71335	2099.0781	39.6746	55.001	28.321	37.832	0.00519621	10.9054	54.5009	7	0.433817	15.5821	 56
DATA	1657638597	977474927	19131	0	""	2022-07-12	10:09:57	31833.467	469.67899	2098.9751	39.6738	55.001	28.3198	37.832	0.00520464	10.9053	54.5011	-34.5	0.433817	15.5821	 80
DATA	1657638598	977474927	19135	0	""	2022-07-12	10:09:58	31838.34	469.62894	2098.9417	39.6746	55.001	28.3214	37.832	0.00520339	10.9055	54.5005	58.5	0.433817	15.5797	245
DATA	1657638599	977474927	19139	0	""	2022-07-12	10:09:59	31845.223	471.48621	2099.3496	39.6738	55.001	28.3206	37.832	0.00522388	10.9057	54.5005	-66.25	0.433817	15.5789	133
DATA	1657638600	977474927	19143	0	""	2022-07-12	10:10:00	31857.699	470.80194	2099.2568	39.6746	55.001	28.321	37.832	0.00524303	10.906	54.5005	72	0.433817	15.5789	 48
DATA	1657638601	977474927	19147	0	""	2022-07-12	10:10:01	31869.824	471.59982	2099.48	39.6742	55.001	28.3194	37.832	0.00522974	10.905	54.5005	-61.75	0.433817	15.5789	217
DATA	1657638602	977474927	19151	0	""	2022-07-12	10:10:02	31881.781	470.66568	2099.5508	39.6742	55.001	28.3194	37.832	0.00523288	10.906	54.5005	-1.25	0.433817	15.5789	250
DATA	1657638603	977144002	19155	0	""	2022-07-12	10:10:03	31883.689	469.65115	2099.3501	39.6742	55.001	28.319	37.832	0.00521309	10.9053	54.5005	2.25	0.433817	15.5793	170
DATA	1657638604	977144002	19159	0	""	2022-07-12	10:10:04	31884.643	470.75079	2099.2617	39.6742	55.001	28.3202	37.832	0.00522121	10.9051	54.5005	13.25	0.433817	15.5785	  4
DATA	1657638605	977144002	19163	0	""	2022-07-12	10:10:05	31872.014	471.80249	2099.7568	39.675	55.001	28.3194	37.832	0.00520196	10.9052	54.5005	96.75	0.433817	15.5789	244
DATA	1657638606	977144002	19167	0	""	2022-07-12	10:10:06	31858.08	472.49579	2099.7881	39.675	55.001	28.3214	37.832	0.00519834	10.9051	54.5005	37	0.433817	15.5793	 54
DATA	1657638607	977144002	19171	0	""	2022-07-12	10:10:07	31841.824	471.43719	2099.6921	39.6746	55.001	28.3214	37.832	0.00519576	10.9058	54.5005	-43.5	0.433817	15.5809	 26
DATA	1657638608	977144002	19175	0	""	2022-07-12	10:10:08	31825.316	470.5766	2099.677	39.6746	55.001	28.3214	37.832	0.00518503	10.9052	54.5005	29	0.433817	15.5805	 30
DATA	1657638609	977144002	19179	0	""	2022-07-12	10:10:09	31804.594	470.65851	2099.5854	39.675	55.0008	28.3214	37.832	0.00517654	10.9054	54.5005	43.25	0.433817	15.5801	 35
DATA	1657638610	976809024	19183	0	""	2022-07-12	10:10:10	31789.395	471.40237	2099.9512	39.675	55.0008	28.3181	37.832	0.00519078	10.9053	54.5005	45.5	0.433817	15.5801	235
DATA	1657638611	976809024	19187	0	""	2022-07-12	10:10:11	31778.271	471.50027	2099.8784	39.6746	55.0008	28.3214	37.832	0.00519148	10.9058	54.5005	-4.5	0.433817	15.5797	 43
DATA	1657638612	976809024	19191	0	""	2022-07-12	10:10:12	31765.561	471.33496	2099.5457	39.6746	55.001	28.321	37.832	0.00518135	10.9054	54.5005	-30	0.433817	15.5797	131
DATA	1657638613	976809024	19195	0	""	2022-07-12	10:10:13	31756.828	471.20892	2099.8547	39.6746	55.001	28.3218	37.832	0.00518507	10.9044	54.5005	14.25	0.433817	15.5797	 50
DATA	1657638614	976809024	19199	0	""	2022-07-12	10:10:14	31749.223	471.65356	2099.7598	39.6738	55.0008	28.3222	37.832	0.00517784	10.905	54.5005	-27.25	0.433817	15.5793	107
DATA	1657638615	976809024	19203	0	""	2022-07-12	10:10:15	31735.275	471.45563	2099.4727	39.6759	55.001	28.3198	37.832	0.00517593	10.9058	54.5005	-15.75	0.433817	15.5778	105
DATA	1657638616	976809024	19207	0	""	2022-07-12	10:10:16	31715.973	471.70084	2099.6328	39.6746	55.0008	28.3194	37.832	0.00515875	10.9059	54.5005	82.5	0.433817	15.5778	 62
DATA	1657638617	976809024	19211	0	""	2022-07-12	10:10:17	31691.523	470.48575	2099.6174	39.6742	55.001	28.321	37.832	0.0051454	10.906	54.5005	104.25	0.433817	15.5774	172
DATA	1657638618	976480960	19215	0	""	2022-07-12	10:10:18	31666.621	470.82422	2099.6687	39.6742	55.001	28.3214	37.832	0.00514432	10.9054	54.5005	-18	0.433817	15.5774	184
DATA	1657638619	976480960	19219	0	""	2022-07-12	10:10:19	31646.076	471.28925	2099.8467	39.6742	55.001	28.3222	37.832	0.00513956	10.9069	54.5005	191	0.433817	15.577	167
DATA	1657638620	976480960	19223	0	""	2022-07-12	10:10:20	31629.758	471.66098	2099.9363	39.6742	55.001	28.3243	37.832	0.00515519	10.9069	54.5005	-52.75	0.433817	15.5778	100
DATA	1657638621	976480960	19227	0	""	2022-07-12	10:10:21	31619.131	472.32474	2099.6216	39.675	55.001	28.3214	37.832	0.00515095	10.9059	54.5005	104.75	0.433817	15.5778	 24
DATA	1657638622	976480960	19231	0	""	2022-07-12	10:10:22	31617.059	470.9838	2099.5586	39.6755	55.001	28.3214	37.832	0.00513816	10.9064	54.5005	-22.5	0.433817	15.5774	236
DATA	1657638623	976480960	19235	0	""	2022-07-12	10:10:23	31614.373	471.37994	2100.001	39.6742	55.001	28.321	37.832	0.00513819	10.9056	54.5005	20.25	0.433817	15.5778	158
DATA	1657638624	976480960	19239	0	""	2022-07-12	10:10:24	31615.215	471.66885	2099.9026	39.675	55.001	28.3198	37.832	0.00513629	10.9064	54.5005	54	0.433817	15.5789	114
DATA	1657638625	976140022	19243	0	""	2022-07-12	10:10:25	31614.029	471.51794	2100.022	39.6738	55.001	28.3214	37.832	0.00514157	10.9064	54.5005	-44.75	0.433817	15.5789	248
DATA	1657638626	976140022	19247	0	""	2022-07-12	10:10:26	31616.184	471.72189	2100.0083	39.6742	55.001	28.319	37.832	0.00512805	10.9063	54.5005	10.25	0.433817	15.5785	200
DATA	1657638627	976140022	19251	0	""	2022-07-12	10:10:27	31617.061	471.88696	2099.9497	39.6755	55.001	28.319	37.832	0.00513247	10.9063	54.5005	20.75	0.433817	15.5785	248
DATA	1657638628	976140022	19255	0	""	2022-07-12	10:10:28	31611.869	471.57385	2099.7908	39.6742	55.001	28.3202	37.832	0.0051494	10.9072	54.5007	32	0.433817	15.5785	 92
DATA	1657638629	976140022	19259	0	""	2022-07-12	10:10:29	31604.775	472.46536	2099.8167	39.675	55.001	28.3169	37.832	0.00515701	10.9066	54.5005	50.75	0.433817	15.5789	  1
DATA	1657638630	976140022	19263	0	""	2022-07-12	10:10:30	31591.955	471.59213	2099.8682	39.6742	55.001	28.319	37.832	0.00512538	10.9068	54.5005	46.75	0.433817	15.5785	241
DATA	1657638631	976140022	19267	0	""	2022-07-12	10:10:31	31581.584	471.93832	2099.7568	39.675	55.0008	28.3181	37.832	0.00513647	10.9064	54.5005	-53.75	0.433817	15.5778	 92
DATA	1657638632	976140022	19271	0	""	2022-07-12	10:10:32	31570.061	470.479	2099.6348	39.6746	55.001	28.3181	37.832	0.00513217	10.9065	54.5005	166.75	0.433817	15.5762	219
DATA	1657638633	975809097	19275	0	""	2022-07-12	10:10:33	31565.754	472.28094	2100.2239	39.6738	55.001	28.3202	37.832	0.00513874	10.9063	54.5005	20.5	0.433817	15.5762	228
DATA	1657638634	975809097	19279	0	""	2022-07-12	10:10:34	31564.598	472.49835	2100.2307	39.675	55.001	28.321	37.832	0.00515677	10.9066	54.5005	-23	0.433817	15.5758	 98
DATA	1657638635	975809097	19283	0	""	2022-07-12	10:10:35	31553.764	471.52383	2100.041	39.6742	55.001	28.3186	37.832	0.00515426	10.9056	54.5005	-80.75	0.433817	15.5758	 25
DATA	1657638636	975809097	19287	0	""	2022-07-12	10:10:36	31533.916	472.0994	2100.0708	39.6746	55.001	28.3173	37.832	0.00513677	10.9072	54.5005	18	0.433817	15.5762	 97
DATA	1657638637	975809097	19291	0	""	2022-07-12	10:10:37	31520.701	473.10361	2100.0984	39.6742	55.001	28.319	37.832	0.00513238	10.9068	54.5005	241.75	0.433817	15.5762	 15
DATA	1657638638	975809097	19295	0	""	2022-07-12	10:10:38	31516.082	472.35486	2099.9978	39.6738	55.001	28.3202	37.832	0.00513334	10.906	54.5005	-43.5	0.433817	15.5758	  6
DATA	1657638639	975809097	19299	0	""	2022-07-12	10:10:39	31514.41	471.81454	2099.7939	39.673	55.001	28.3202	37.832	0.00512333	10.9062	54.5005	-44.75	0.433817	15.5766	250
DATA	1657638640	975460052	19303	0	""	2022-07-12	10:10:40	31512.289	472.42105	2099.8171	39.6734	55.001	28.3194	37.832	0.0051295	10.9064	54.5005	28	0.433817	15.5758	 69
DATA	1657638641	975460052	19307	0	""	2022-07-12	10:10:41	31508.025	471.50467	2099.9099	39.673	55.001	28.3194	37.832	0.00511357	10.9068	54.5005	27.25	0.433817	15.5774	233
DATA	1657638642	975460052	19311	0	""	2022-07-12	10:10:42	31501.34	472.57025	2100.062	39.6742	55.001	28.3198	37.832	0.00511054	10.9069	54.5005	-38.25	0.433817	15.5774	186
DATA	1657638643	975460052	19315	0	""	2022-07-12	10:10:43	31493.664	472.08255	2099.8936	39.6742	55.001	28.321	37.832	0.0051349	10.9064	54.5005	91.25	0.433817	15.5774	187
DATA	1657638644	975460052	19319	0	""	2022-07-12	10:10:44	31484.67	472.06543	2099.7451	39.6742	55.001	28.3222	37.832	0.00514448	10.9059	54.5005	116.25	0.433817	15.5774	 28
DATA	1657638645	975460052	19323	0	""	2022-07-12	10:10:45	31476.822	472.82281	2100.1885	39.6738	55.001	28.3206	37.832	0.00513249	10.9068	54.5005	-115.25	0.433817	15.577	 61
DATA	1657638646	975460052	19327	0	""	2022-07-12	10:10:46	31472.074	471.2226	2100.3384	39.675	55.001	28.3173	37.832	0.00509589	10.9073	54.5005	33.5	0.433817	15.5766	122
DATA	1657638647	975460052	19331	0	""	2022-07-12	10:10:47	31467.668	471.94983	2100.344	39.6738	55.001	28.3169	37.832	0.00510232	10.907	54.5009	25	0.433817	15.5766	 37
DATA	1657638648	975132942	19335	0	""	2022-07-12	10:10:48	31467.545	472.81573	2100.4343	39.6738	55.001	28.3177	37.832	0.00511822	10.9068	54.5007	102.25	0.433817	15.5762	 75
DATA	1657638649	975132942	19339	0	""	2022-07-12	10:10:49	31468.854	472.6377	2100.0146	39.6734	55.001	28.3186	37.832	0.00511801	10.9063	54.5011	82.5	0.433817	15.5746	183
DATA	1657638650	975132942	19343	0	""	2022-07-12	10:10:50	31479.57	473.08322	2100.2981	39.6742	55.001	28.319	37.832	0.00513005	10.9061	54.5009	98	0.433817	15.5746	 18
DATA	1657638651	975132942	19347	0	""	2022-07-12	10:10:51	31490.26	471.74744	2099.9893	39.6738	55.001	28.3206	37.832	0.00513427	10.9074	54.5013	-15.5	0.433817	15.5742	235
DATA	1657638652	975132942	19351	0	""	2022-07-12	10:10:52	31506.027	473.11374	2100.2095	39.6742	55.001	28.3181	37.832	0.00513612	10.9068	54.5013	-79.25	0.433817	15.575	248
DATA	1657638653	975132942	19355	0	""	2022-07-12	10:10:53	31528.912	474.05981	2100.4419	39.673	55.001	28.3161	37.832	0.00514778	10.9059	54.5013	91.75	0.433817	15.5746	239
DATA	1657638654	975132942	19359	0	""	2022-07-12	10:10:54	31550.518	473.92056	2100.5432	39.6738	55.001	28.3173	37.832	0.00515476	10.9065	54.5013	-24.5	0.433817	15.575	221
DATA	1657638655	974792957	19363	0	""	2022-07-12	10:10:55	31574.006	472.95932	2100.313	39.6734	55.001	28.3186	37.832	0.00516486	10.9066	54.5013	-79.5	0.433817	15.575	196
DATA	1657638656	974792957	19367	0	""	2022-07-12	10:10:56	31593.449	472.46069	2100.3364	39.6742	55.001	28.3153	37.832	0.00517989	10.9056	54.5005	-62.25	0.433817	15.575	 56
DATA	1657638657	974792957	19371	0	""	2022-07-12	10:10:57	31609.533	472.97302	2100.3623	39.6746	55.001	28.3141	37.832	0.00517514	10.9064	54.5005	-11.75	0.433817	15.575	 22
DATA	1657638658	974792957	19375	0	""	2022-07-12	10:10:58	31628.242	474.07382	2100.6189	39.6742	55.001	28.3132	37.832	0.00520388	10.9066	54.5005	-74	0.433817	15.5762	200
DATA	1657638659	974792957	19379	0	""	2022-07-12	10:10:59	31641.488	472.3624	2100.5078	39.673	55.001	28.3132	37.832	0.0051883	10.9062	54.5005	127.25	0.433817	15.5758	206
DATA	1657638660	974792957	19383	0	""	2022-07-12	10:11:00	31653.898	473.93698	2100.5339	39.6738	55.001	28.3141	37.832	0.00518795	10.9062	54.5005	-45.25	0.433817	15.5758	111
DATA	1657638661	974792957	19387	0	""	2022-07-12	10:11:01	31661.986	473.97357	2101.0527	39.6738	55.001	28.3141	37.832	0.00519055	10.9066	54.5005	67.75	0.433817	15.5758	 63
DATA	1657638662	974792957	19391	0	""	2022-07-12	10:11:02	31672.051	474.47412	2100.7908	39.6742	55.0008	28.3169	37.832	0.00519889	10.9064	54.5005	67.5	0.433817	15.575	  4
DATA	1657638663	974462985	19395	0	""	2022-07-12	10:11:03	31678.053	473.61118	2100.9397	39.6742	55.001	28.3169	37.832	0.00519988	10.9063	54.5005	-91	0.433817	15.575	158
DATA	1657638664	974462985	19399	0	""	2022-07-12	10:11:04	31685.627	474.10327	2100.7749	39.6738	55.001	28.3157	37.832	0.00519659	10.9066	54.5005	-24.25	0.433817	15.575	 54
DATA	1657638665	974462985	19403	0	""	2022-07-12	10:11:05	31688.941	473.70844	2100.9829	39.6746	55.001	28.3153	37.832	0.00521956	10.9066	54.5005	-80.75	0.433817	15.575	 49
DATA	1657638666	974462985	19407	0	""	2022-07-12	10:11:06	31694.984	473.63766	2100.7429	39.6746	55.001	28.3136	37.832	0.00520902	10.9066	54.5005	96.5	0.433817	15.5731	  3
DATA	1657638667	974462985	19411	0	""	2022-07-12	10:11:07	31704.27	474.35571	2101.1973	39.6746	55.001	28.3157	37.832	0.00521819	10.9066	54.5005	66.5	0.433817	15.5731	189
DATA	1657638668	974462985	19415	0	""	2022-07-12	10:11:08	31709.883	474.45306	2100.9409	39.675	55.001	28.3157	37.832	0.0052043	10.9059	54.5005	102.25	0.433817	15.5727	239
DATA	1657638669	974462985	19419	0	""	2022-07-12	10:11:09	31717.898	474.18857	2100.8235	39.6746	55.001	28.3157	37.832	0.00519572	10.9063	54.5005	-45	0.433817	15.5731	217
DATA	1657638670	974128007	19423	0	""	2022-07-12	10:11:10	31718.76	474.14502	2101.2686	39.6738	55.001	28.3169	37.832	0.00521626	10.9067	54.5005	-42	0.433817	15.5731	107
DATA	1657638671	974128007	19427	0	""	2022-07-12	10:11:11	31720.824	475.23404	2101.0994	39.6742	55.001	28.3157	37.832	0.00523619	10.9059	54.5005	71.5	0.433817	15.5731	210
DATA	1657638672	974128007	19431	0	""	2022-07-12	10:11:12	31724.912	474.2756	2101.1565	39.675	55.001	28.3161	37.832	0.00518417	10.9057	54.5005	6.75	0.433817	15.5731	111
DATA	1657638673	974128007	19435	0	""	2022-07-12	10:11:13	31722.285	474.56567	2101.4133	39.6755	55.001	28.3165	37.832	0.00519427	10.9063	54.5005	-58	0.433817	15.5734	174
DATA	1657638674	974128007	19439	0	""	2022-07-12	10:11:14	31722.543	474.13287	2101.1904	39.675	55.001	28.3161	37.832	0.00519823	10.9053	54.5005	-14.75	0.433817	15.5734	  4
DATA	1657638675	974128007	19443	0	""	2022-07-12	10:11:15	31718.768	474.92606	2101.217	39.6755	55.001	28.3157	37.832	0.00517456	10.9058	54.5005	37	0.433817	15.5746	 93
DATA	1657638676	974128007	19447	0	""	2022-07-12	10:11:16	31710.828	475.3559	2101.1953	39.6755	55.001	28.3165	37.832	0.00518495	10.9055	54.5005	121.5	0.433817	15.5742	233
DATA	1657638677	974128007	19451	0	""	2022-07-12	10:11:17	31708.004	473.73898	2100.9448	39.675	55.001	28.3153	37.832	0.00518269	10.9061	54.5005	-62	0.433817	15.5742	130
DATA	1657638678	973793983	19455	0	""	2022-07-12	10:11:18	31703.598	474.11444	2101.1213	39.6742	55.001	28.3161	37.832	0.00518242	10.9061	54.5005	160.75	0.433817	15.5742	 71
DATA	1657638679	973793983	19459	0	""	2022-07-12	10:11:19	31700.514	473.53384	2100.9585	39.6759	55.001	28.3169	37.832	0.00517672	10.9062	54.5005	-23	0.433817	15.5738	214
DATA	1657638680	973793983	19463	0	""	2022-07-12	10:11:20	31693.803	473.83002	2101.0278	39.675	55.001	28.3165	37.832	0.0051817	10.9064	54.5005	28	0.433817	15.5734	 29
DATA	1657638681	973793983	19467	0	""	2022-07-12	10:11:21	31687.172	474.01837	2101.2031	39.675	55.001	28.3181	37.832	0.00517974	10.9061	54.5005	-60	0.433817	15.5738	132
DATA	1657638682	973793983	19471	0	""	2022-07-12	10:11:22	31682.502	475.26913	2101.1514	39.6755	55.001	28.3157	37.832	0.0051635	10.9059	54.5005	56.5	0.433817	15.5738	190
DATA	1657638683	973793983	19475	0	""	2022-07-12	10:11:23	31679.918	474.58713	2101.5051	39.6763	55.001	28.3157	37.832	0.00515175	10.907	54.5005	51.5	0.433817	15.5715	201
DATA	1657638684	973793983	19479	0	""	2022-07-12	10:11:24	31669.883	475.70502	2101.1743	39.6763	55.001	28.3153	37.832	0.00517178	10.9062	54.5005	168	0.433817	15.5715	210
DATA	1657638685	973457098	19483	0	""	2022-07-12	10:11:25	31654.781	474.66193	2101.0784	39.675	55.001	28.3173	37.832	0.00517038	10.9061	54.5005	-105.75	0.433817	15.5711	 80
DATA	1657638686	973457098	19487	0	""	2022-07-12	10:11:26	31640.381	474.61081	2101.2156	39.6755	55.001	28.3169	37.832	0.00516412	10.9069	54.5005	315.5	0.433817	15.5711	 27
DATA	1657638687	973457098	19491	0	""	2022-07-12	10:11:27	31626.037	473.83344	2101.1265	39.675	55.001	28.3186	37.832	0.00514635	10.9062	54.5005	16.25	0.433817	15.5715	235
DATA	1657638688	973457098	19495	0	""	2022-07-12	10:11:28	31620.553	475.47836	2101.4204	39.6759	55.001	28.3169	37.832	0.00513482	10.9063	54.5005	51	0.433817	15.5715	150
DATA	1657638689	973457098	19499	0	""	2022-07-12	10:11:29	31619.496	476.35986	2101.3679	39.6759	55.001	28.3169	37.832	0.00516348	10.9065	54.5005	-46.25	0.433817	15.5715	137
DATA	1657638690	973457098	19503	0	""	2022-07-12	10:11:30	31622.531	475.98062	2101.3047	39.675	55.001	28.3153	37.832	0.00515516	10.9058	54.5009	-25.5	0.433817	15.5719	218
DATA	1657638691	973457098	19507	0	""	2022-07-12	10:11:31	31624.984	475.65369	2101.4353	39.6755	55.001	28.3161	37.832	0.00514447	10.9063	54.5007	108.5	0.433817	15.5719	 40
DATA	1657638692	973457098	19511	0	""	2022-07-12	10:11:32	31627.236	475.83289	2101.6543	39.6755	55.001	28.3181	37.832	0.00516073	10.9071	54.5013	102.5	0.433817	15.5738	 24
DATA	1657638693	973120927	19515	0	""	2022-07-12	10:11:33	31627.912	474.85205	2101.3057	39.6742	55.001	28.3181	37.832	0.00514075	10.9064	54.5009	154	0.433817	15.5738	172
