Model:	LI-7820
SN:	TG20-01182
Software Version:	2.3.8
Timestamp:	2023-11-08 10:00:00
Timezone:	America/New_York
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	N2O	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1699457224	999310970	19642	16	""	2023-11-08	10:27:04	13206.281	402.78864	39.6496	47.8037	30.5791	29.5015	0.00395219	34.8017	48.0287	-106.9	-0.437892	23.9495	111
DATA	1699457225	999179124	19652	16	""	2023-11-08	10:27:05	13202.03	402.64597	39.6502	47.8179	30.5719	29.5014	0.00392874	34.7977	48.0428	-118.8	-0.437892	23.9499	 71
DATA	1699457226	999179124	19662	16	""	2023-11-08	10:27:06	13198.814	402.45441	39.6502	47.8315	30.561	29.5014	0.00391807	34.7972	48.0574	-126.5	-0.437892	23.9494	 50
DATA	1699457227	999179124	19672	16	""	2023-11-08	10:27:07	13195.299	402.33377	39.6499	47.8459	30.5495	29.5014	0.00390447	34.7987	48.0714	-155.6	-0.437892	23.9499	154
DATA	1699457228	999052047	19682	16	""	2023-11-08	10:27:08	13192.355	401.98294	39.6494	47.8599	30.5379	29.5014	0.00388603	34.8004	48.0854	-86.3	-0.437892	23.9495	 85
DATA	1699457229	999052047	19692	16	""	2023-11-08	10:27:09	13188.491	401.87009	39.6494	47.8743	30.5298	29.5014	0.00387532	34.7979	48.0989	-161.8	-0.437892	23.9491	149
DATA	1699457230	999052047	19702	16	""	2023-11-08	10:27:10	13182.185	401.89627	39.6491	47.8889	30.5196	29.5014	0.00385789	34.7959	48.1129	-98.9	-0.437892	23.9489	 98
DATA	1699457231	998924016	19712	16	""	2023-11-08	10:27:11	13168.028	401.75299	39.6497	47.9025	30.5101	29.5014	0.00384049	34.7994	48.1267	-125.3	-0.437892	23.9494	 98
DATA	1699457232	998924016	19722	16	""	2023-11-08	10:27:12	13136.495	401.07544	39.65	47.9163	30.5004	29.5014	0.00381998	34.7984	48.1405	-103.7	-0.437892	23.95	137
DATA	1699457233	998924016	19732	16	""	2023-11-08	10:27:13	13081.888	401.42743	39.6496	47.9307	30.4926	29.5014	0.00379689	34.8007	48.1548	-119.1	-0.437892	23.9503	110
DATA	1699457234	998790025	19742	16	""	2023-11-08	10:27:14	13001.973	401.11349	39.6496	47.9447	30.4821	29.5014	0.00377	34.8027	48.1682	-117.2	-0.437892	23.9503	185
DATA	1699457235	998790025	19752	16	""	2023-11-08	10:27:15	12903.258	400.51215	39.6502	47.9584	30.4708	29.5014	0.00375127	34.8081	48.1821	-119.1	-0.437892	23.9494	 84
DATA	1699457236	998790025	19762	16	""	2023-11-08	10:27:16	12795.463	400.12482	39.6496	47.9727	30.4623	29.5014	0.00372112	34.8098	48.1961	-117	-0.437892	23.9494	 11
DATA	1699457237	998660087	19772	16	""	2023-11-08	10:27:17	12676.732	400.05057	39.6494	47.9867	30.4529	29.5014	0.00368811	34.8149	48.2098	-131.5	-0.437892	23.9494	128
DATA	1699457238	998660087	19782	16	""	2023-11-08	10:27:18	12547.72	399.68213	39.6497	48.0008	30.4444	29.5014	0.00365874	34.8175	48.224	-108.4	-0.437892	23.9494	 24
DATA	1699457239	998660087	19792	16	""	2023-11-08	10:27:19	12416.868	399.3822	39.6493	48.0145	30.4366	29.5014	0.003634	34.819	48.2383	-131.6	-0.437892	23.9495	178
DATA	1699457240	998532056	19802	16	""	2023-11-08	10:27:20	12286.251	398.98746	39.6494	48.0286	30.4261	29.5014	0.00360863	34.8243	48.2523	-116.1	-0.437892	23.9495	 97
DATA	1699457241	998532056	19812	16	""	2023-11-08	10:27:21	12163.629	398.71356	39.6496	48.0427	30.4138	29.5014	0.00357894	34.8299	48.2661	-96.2	-0.437892	23.9497	 79
DATA	1699457242	998532056	19822	16	""	2023-11-08	10:27:22	12047.147	398.68829	39.6502	48.0572	30.4079	29.5014	0.00354164	34.8293	48.2797	-100.9	-0.437892	23.9499	116
DATA	1699457243	998404979	19832	16	""	2023-11-08	10:27:23	11936.857	398.56281	39.6499	48.0714	30.3973	29.5014	0.00351115	34.8342	48.2938	-112.5	-0.437892	23.95	 20
DATA	1699457244	998404979	19842	16	""	2023-11-08	10:27:24	11833.289	398.20627	39.6497	48.0856	30.3904	29.5014	0.00348352	34.8367	48.3076	-94.3	-0.437892	23.9492	 87
DATA	1699457245	998404979	19852	16	""	2023-11-08	10:27:25	11731.399	398.29807	39.6489	48.0991	30.3825	29.5014	0.00345489	34.8351	48.3214	-144.5	-0.437892	23.9492	142
DATA	1699457246	998274087	19862	16	""	2023-11-08	10:27:26	11637.753	397.24652	39.6502	48.1134	30.3729	29.5014	0.00343315	34.8398	48.3353	-174.6	-0.437892	23.9492	115
DATA	1699457247	998274087	19872	16	""	2023-11-08	10:27:27	11548.485	397.26703	39.6494	48.1273	30.3616	29.5008	0.00340694	34.8435	48.3491	-115.6	-0.439227	23.9489	129
DATA	1699457248	998274087	19882	16	""	2023-11-08	10:27:28	11466.263	396.92725	39.6491	48.1412	30.3524	29.4997	0.00338368	34.8444	48.3629	-119.2	-0.439672	23.9494	145
DATA	1699457249	998144149	19892	16	""	2023-11-08	10:27:29	11389.61	396.46689	39.6488	48.1552	30.3422	29.4997	0.00336129	34.8465	48.3767	-98.1	-0.439672	23.9503	 58
DATA	1699457250	998144149	19902	16	""	2023-11-08	10:27:30	11317.574	396.17447	39.6499	48.1689	30.3314	29.4997	0.00333416	34.8498	48.3904	-108.9	-0.439672	23.9503	128
DATA	1699457251	998144149	19912	16	""	2023-11-08	10:27:31	11251.547	395.96127	39.6494	48.1833	30.3225	29.4997	0.00331244	34.8484	48.4048	-114.7	-0.439672	23.9503	103
DATA	1699457252	998015165	19922	16	""	2023-11-08	10:27:32	11189.327	396.1145	39.6493	48.197	30.316	29.4997	0.00329295	34.8471	48.4189	-121.3	-0.439672	23.9499	228
DATA	1699457253	998015165	19932	16	""	2023-11-08	10:27:33	11130.324	395.47665	39.6494	48.2108	30.3055	29.4997	0.00326516	34.8511	48.4327	-120.8	-0.439672	23.9492	 95
DATA	1699457254	998015165	19942	16	""	2023-11-08	10:27:34	11074.947	395.28137	39.6493	48.2254	30.2955	29.4997	0.00324007	34.8526	48.4469	-100.6	-0.439672	23.9492	120
DATA	1699457255	997884035	19952	16	""	2023-11-08	10:27:35	11023.419	395.28232	39.6496	48.2399	30.2872	29.4992	0.00322436	34.8524	48.4604	-148.3	-0.441096	23.9491	116
DATA	1699457256	997884035	19962	16	""	2023-11-08	10:27:36	10972.868	394.63345	39.6504	48.2537	30.2773	29.4971	0.00319669	34.855	48.4742	-136.1	-0.442342	23.9495	 85
DATA	1699457257	997884035	19972	16	""	2023-11-08	10:27:37	10925.647	394.23758	39.6494	48.2679	30.266	29.497	0.00318923	34.8531	48.4881	-135.6	-0.442342	23.9495	 45
DATA	1699457258	997764110	19982	16	""	2023-11-08	10:27:38	10881.231	393.89191	39.6497	48.2815	30.2539	29.497	0.00316294	34.8588	48.5018	-108.6	-0.442342	23.9495	 83
DATA	1699457259	997764110	19992	16	""	2023-11-08	10:27:39	10838.263	393.82907	39.6493	48.2955	30.2436	29.497	0.00314818	34.8555	48.5159	-105.6	-0.442342	23.9497	 87
DATA	1699457260	997764110	20002	16	""	2023-11-08	10:27:40	10797.683	393.1749	39.6493	48.3095	30.2334	29.497	0.00311724	34.8593	48.5294	-142.4	-0.442342	23.95	134
DATA	1699457261	997637033	20012	16	""	2023-11-08	10:27:41	10762.815	392.48828	39.6494	48.3237	30.222	29.497	0.00309559	34.8614	48.5434	-119.3	-0.442342	23.9495	245
DATA	1699457262	997637033	20022	16	""	2023-11-08	10:27:42	10725.452	392.65268	39.6496	48.3377	30.2124	29.497	0.00308123	34.8603	48.5571	-99.9	-0.442342	23.9489	253
DATA	1699457263	997637033	20032	16	""	2023-11-08	10:27:43	10692.856	392.5368	39.6494	48.3514	30.204	29.497	0.00305721	34.8597	48.5708	-125.8	-0.442342	23.9492	200
DATA	1699457264	997498035	20042	16	""	2023-11-08	10:27:44	10662.292	392.04053	39.6499	48.3655	30.1935	29.497	0.00303737	34.8624	48.5849	-110	-0.442342	23.9489	210
DATA	1699457265	997498035	20052	16	""	2023-11-08	10:27:45	10634.894	391.91144	39.6496	48.3795	30.186	29.497	0.00301469	34.8579	48.5994	-115.8	-0.442342	23.9494	 34
DATA	1699457266	997498035	20062	16	""	2023-11-08	10:27:46	10605.701	391.78885	39.6496	48.3931	30.1765	29.497	0.00299605	34.861	48.6129	-96.3	-0.442342	23.9503	222
DATA	1699457267	997365951	20072	16	""	2023-11-08	10:27:47	10578.541	391.18097	39.6505	48.4079	30.1652	29.4962	0.00298095	34.8617	48.6272	-130.4	-0.4443	23.9503	  2
DATA	1699457268	997365951	20082	16	""	2023-11-08	10:27:48	10552.122	390.98422	39.6496	48.4223	30.1537	29.4932	0.00295769	34.8637	48.6406	-156.6	-0.445902	23.95	 12
DATA	1699457269	997365951	20092	16	""	2023-11-08	10:27:49	10526.422	390.55807	39.6499	48.4358	30.1429	29.4934	0.00293671	34.8625	48.6544	-126.8	-0.445902	23.9492	128
DATA	1699457270	997236967	20102	16	""	2023-11-08	10:27:50	10501.455	389.71902	39.6504	48.4502	30.1329	29.4934	0.00291611	34.8628	48.6682	-67.8	-0.445902	23.9494	 42
DATA	1699457271	997236967	20112	16	""	2023-11-08	10:27:51	10477.004	389.91284	39.6496	48.464	30.1259	29.4934	0.00289636	34.859	48.6822	-150.1	-0.445902	23.9489	 17
DATA	1699457272	997236967	20122	16	""	2023-11-08	10:27:52	10456.242	389.46667	39.6504	48.4776	30.1146	29.4934	0.0028823	34.8602	48.6958	-128	-0.445902	23.9495	225
DATA	1699457273	997108936	20132	16	""	2023-11-08	10:27:53	10435.207	389.38602	39.6504	48.4918	30.1062	29.4934	0.00285476	34.8622	48.7093	-112.6	-0.445902	23.9495	 92
DATA	1699457274	997108936	20142	16	""	2023-11-08	10:27:54	10415.875	388.58545	39.6499	48.5057	30.0955	29.4934	0.00284607	34.8602	48.7236	-157.2	-0.445902	23.9495	126
DATA	1699457275	997108936	20152	16	""	2023-11-08	10:27:55	10397.557	388.47217	39.6496	48.5196	30.0831	29.4934	0.00282613	34.8624	48.7373	-112.2	-0.445902	23.9495	115
DATA	1699457276	996977090	20162	16	""	2023-11-08	10:27:56	10383.437	388.27441	39.6489	48.5337	30.0736	29.4934	0.00282934	34.8599	48.7507	-117.8	-0.445902	23.9499	145
DATA	1699457277	996977090	20172	16	""	2023-11-08	10:27:57	10374.827	388.5864	39.6504	48.5474	30.0634	29.4934	0.00284262	34.8611	48.765	-118.7	-0.445902	23.9497	 25
DATA	1699457278	996977090	20182	16	""	2023-11-08	10:27:58	10367.664	389.11734	39.65	48.5618	30.0529	29.4934	0.00285872	34.8639	48.7797	-115	-0.445902	23.9492	199
DATA	1699457279	996848106	20192	16	""	2023-11-08	10:27:59	10362.239	389.76544	39.6494	48.5751	30.0444	29.4934	0.00287079	34.8625	48.7931	-149.8	-0.445902	23.9492	141
DATA	1699457280	996848106	20202	16	""	2023-11-08	10:28:00	10355.901	390.28122	39.6494	48.5897	30.0324	29.4934	0.0028941	34.8641	48.807	-95.2	-0.445902	23.9492	189
DATA	1699457281	996848106	20212	16	""	2023-11-08	10:28:01	10351.195	390.39169	39.6493	48.6045	30.0209	29.4934	0.00291305	34.8644	48.8209	-115.7	-0.445902	23.9489	 88
DATA	1699457282	996725082	20222	16	""	2023-11-08	10:28:02	10344.953	390.58267	39.65	48.6177	30.0102	29.4934	0.00293412	34.8647	48.8347	-109.4	-0.445902	23.9494	242
DATA	1699457283	996725082	20232	16	""	2023-11-08	10:28:03	10337.574	391.32062	39.6497	48.6319	30.0024	29.4924	0.00295005	34.8626	48.8481	-157.6	-0.448217	23.95	238
DATA	1699457284	996725082	20242	16	""	2023-11-08	10:28:04	10330.179	391.37354	39.6499	48.6458	29.9888	29.4892	0.00297267	34.8663	48.8622	-126.6	-0.449463	23.95	 43
DATA	1699457285	996594905	20252	16	""	2023-11-08	10:28:05	10323.522	391.90872	39.6499	48.6599	29.9762	29.4897	0.00299017	34.8644	48.8763	-105.7	-0.449463	23.95	 52
DATA	1699457286	996594905	20262	16	""	2023-11-08	10:28:06	10316.524	392.54501	39.6497	48.6735	29.9695	29.4899	0.00300404	34.8615	48.8894	-118.7	-0.449463	23.9495	145
DATA	1699457287	996594905	20272	16	""	2023-11-08	10:28:07	10308.187	392.9679	39.6496	48.6873	29.9589	29.4899	0.00302957	34.8596	48.9036	-124.1	-0.449463	23.9491	125
DATA	1699457288	996464014	20282	16	""	2023-11-08	10:28:08	10301.296	393.34427	39.6496	48.7017	29.9472	29.4899	0.00304678	34.8622	48.9173	-160.6	-0.449463	23.9489	135
DATA	1699457289	996464014	20292	16	""	2023-11-08	10:28:09	10293.883	393.58008	39.6497	48.7154	29.9367	29.4899	0.00306629	34.8634	48.9306	-81.3	-0.449463	23.9495	104
DATA	1699457290	996464014	20302	16	""	2023-11-08	10:28:10	10285.296	394.22604	39.6505	48.7292	29.928	29.4899	0.00307879	34.8619	48.9447	-114.1	-0.449463	23.9495	 72
DATA	1699457291	996330976	20312	16	""	2023-11-08	10:28:11	10277.617	394.03625	39.6494	48.7434	29.9165	29.4899	0.00309956	34.8603	48.9592	-153.3	-0.449463	23.9495	136
DATA	1699457292	996330976	20322	16	""	2023-11-08	10:28:12	10270.454	394.41174	39.6496	48.757	29.9073	29.4899	0.00310895	34.8612	48.973	-138.6	-0.449463	23.9495	 31
DATA	1699457293	996330976	20332	16	""	2023-11-08	10:28:13	10264.441	394.81076	39.6494	48.7714	29.8955	29.4899	0.00313624	34.8646	48.9867	-106.4	-0.449463	23.9499	148
DATA	1699457294	996199131	20342	16	""	2023-11-08	10:28:14	10259.876	395.04132	39.65	48.7861	29.885	29.4899	0.00314833	34.8638	49.0004	-100.7	-0.449463	23.95	112
DATA	1699457295	996199131	20352	16	""	2023-11-08	10:28:15	10254.224	395.69128	39.6499	48.7998	29.875	29.4899	0.00316695	34.8648	49.0146	-107.6	-0.449463	23.9499	115
DATA	1699457296	996199131	20362	16	""	2023-11-08	10:28:16	10250.942	395.98944	39.6497	48.8136	29.8653	29.4899	0.00318263	34.8619	49.0276	-114.4	-0.449463	23.9492	146
DATA	1699457297	996070146	20372	16	""	2023-11-08	10:28:17	10245.369	396.2507	39.6494	48.8274	29.8542	29.4899	0.00319984	34.8616	49.0416	-91.2	-0.449463	23.9489	 44
DATA	1699457298	996070146	20382	16	""	2023-11-08	10:28:18	10240.712	396.45822	39.6491	48.8415	29.8434	29.4899	0.00322083	34.8624	49.0557	-129.9	-0.449463	23.9489	129
DATA	1699457299	996070146	20392	16	""	2023-11-08	10:28:19	10235.335	396.7858	39.6493	48.8551	29.8337	29.4888	0.00323463	34.8642	49.0689	-134.3	-0.451867	23.9502	 85
DATA	1699457300	995937108	20402	16	""	2023-11-08	10:28:20	10228.619	396.85849	39.6491	48.869	29.8211	29.4856	0.00324916	34.8652	49.0831	-106.6	-0.453024	23.9502	 45
DATA	1699457301	995937108	20412	16	""	2023-11-08	10:28:21	10221.028	397.11487	39.6499	48.883	29.8119	29.4861	0.00326929	34.8624	49.0966	-131.4	-0.453024	23.9503	 41
DATA	1699457302	995937108	20422	16	""	2023-11-08	10:28:22	10213.531	397.82608	39.6499	48.8973	29.8025	29.4863	0.003283	34.8592	49.1105	-126.7	-0.453024	23.9506	246
DATA	1699457303	995813131	20432	16	""	2023-11-08	10:28:23	10204.959	398.14709	39.6504	48.9106	29.7906	29.4863	0.00330233	34.8622	49.1239	-118.8	-0.453024	23.9494	 81
DATA	1699457304	995813131	20442	16	""	2023-11-08	10:28:24	10195.982	398.53482	39.6499	48.9249	29.781	29.4863	0.00331606	34.8634	49.1383	-117.7	-0.453024	23.9495	 64
DATA	1699457305	995813131	20452	16	""	2023-11-08	10:28:25	10186.981	398.55853	39.6499	48.9386	29.77	29.4863	0.0033271	34.8619	49.1525	-144.5	-0.453024	23.9492	223
DATA	1699457306	995685100	20462	16	""	2023-11-08	10:28:26	10177.063	398.66309	39.6496	48.9528	29.7599	29.4863	0.00334174	34.8627	49.1658	-114.5	-0.453024	23.9495	129
DATA	1699457307	995685100	20472	16	""	2023-11-08	10:28:27	10167.611	399.34418	39.6497	48.9672	29.75	29.4863	0.00335475	34.8642	49.1797	-114.1	-0.453024	23.9495	 16
DATA	1699457308	995685100	20482	16	""	2023-11-08	10:28:28	10157.701	399.06427	39.6497	48.981	29.7401	29.4863	0.00336915	34.8629	49.1937	-140.7	-0.453024	23.9495	 65
DATA	1699457309	995552062	20492	16	""	2023-11-08	10:28:29	10147.894	399.23318	39.6497	48.9948	29.7287	29.4863	0.0033876	34.8654	49.2067	-85.4	-0.453024	23.95	199
DATA	1699457310	995552062	20502	16	""	2023-11-08	10:28:30	10138.542	399.4436	39.6499	49.0087	29.7199	29.4863	0.00339908	34.8626	49.221	-113.9	-0.453024	23.9495	255
DATA	1699457311	995552062	20512	16	""	2023-11-08	10:28:31	10131.27	400.04001	39.6491	49.0226	29.7097	29.4863	0.00340964	34.8622	49.2347	-138.5	-0.453024	23.95	147
DATA	1699457312	995429039	20522	16	""	2023-11-08	10:28:32	10123.417	399.79575	39.6497	49.037	29.6973	29.4863	0.00342749	34.8642	49.2487	-103.6	-0.453024	23.9495	 70
DATA	1699457313	995429039	20532	16	""	2023-11-08	10:28:33	10115.973	400.24133	39.6497	49.0502	29.6884	29.4863	0.00344193	34.863	49.262	-106.8	-0.453024	23.9492	233
DATA	1699457314	995429039	20542	16	""	2023-11-08	10:28:34	10109.124	400.37518	39.6502	49.0644	29.6794	29.4863	0.0034534	34.8619	49.2757	-132.7	-0.453024	23.9492	 35
DATA	1699457315	995291948	20552	16	""	2023-11-08	10:28:35	10102.469	400.27155	39.6504	49.0785	29.6673	29.485	0.00347227	34.8652	49.2897	-101	-0.455072	23.9489	215
DATA	1699457316	995291948	20562	16	""	2023-11-08	10:28:36	10097.015	400.70892	39.6494	49.0918	29.6592	29.4827	0.00347863	34.8651	49.3029	-123.2	-0.455695	23.9499	131
DATA	1699457317	995291948	20572	16	""	2023-11-08	10:28:37	10092.159	401.57697	39.6494	49.1061	29.6475	29.483	0.00349408	34.8632	49.3173	-141.6	-0.455695	23.9503	 69
DATA	1699457318	995161056	20582	16	""	2023-11-08	10:28:38	10087.692	401.53085	39.6497	49.1197	29.6386	29.4836	0.0034986	34.8605	49.3317	-112.7	-0.455695	23.9503	 72
DATA	1699457319	995161056	20592	16	""	2023-11-08	10:28:39	10082.409	401.47208	39.6493	49.1343	29.6281	29.4836	0.00351333	34.8608	49.3451	-139.6	-0.455695	23.9503	 95
DATA	1699457320	995161056	20602	16	""	2023-11-08	10:28:40	10077.563	401.44073	39.6497	49.1485	29.6181	29.4836	0.00352562	34.8624	49.3587	-130.3	-0.455695	23.9495	 94
DATA	1699457321	995038032	20612	16	""	2023-11-08	10:28:41	10072.208	401.69968	39.6494	49.1621	29.6071	29.4836	0.00353641	34.8611	49.3725	-149.5	-0.455695	23.9495	 93
DATA	1699457322	995038032	20622	16	""	2023-11-08	10:28:42	10065.56	401.63284	39.6499	49.1764	29.5939	29.4836	0.0035493	34.8654	49.3863	-107.4	-0.455695	23.9495	 18
DATA	1699457323	995038032	20632	16	""	2023-11-08	10:28:43	10062.292	402.07288	39.6497	49.1899	29.5841	29.4836	0.00355586	34.8634	49.3997	-112.9	-0.455695	23.9497	135
DATA	1699457324	994902133	20642	16	""	2023-11-08	10:28:44	10057.329	402.33173	39.6505	49.2038	29.5739	29.4836	0.00357444	34.8637	49.4134	-117.2	-0.455695	23.9495	 96
DATA	1699457325	994902133	20652	16	""	2023-11-08	10:28:45	10053.431	402.04251	39.6489	49.218	29.5624	29.4836	0.00358625	34.863	49.4274	-105.9	-0.455695	23.9495	250
DATA	1699457326	994902133	20662	16	""	2023-11-08	10:28:46	10049.613	402.37839	39.6486	49.2312	29.5551	29.4836	0.00360005	34.8622	49.4407	-104.1	-0.45623	23.95	171
DATA	1699457327	994770050	20672	16	""	2023-11-08	10:28:47	10047.051	402.69257	39.6496	49.2453	29.5448	29.4801	0.00360492	34.8641	49.4545	-151.7	-0.460771	23.9499	104
DATA	1699457328	994770050	20682	80	""	2023-11-08	10:28:48	10042.361	402.87149	39.6499	49.2592	29.5314	29.4783	0.00361246	34.8636	49.4686	-143.6	-0.461038	23.95	  7
DATA	1699457329	994770050	20692	80	""	2023-11-08	10:28:49	10039.077	402.83481	39.6493	49.2732	29.5209	29.4788	0.00360941	34.8638	49.4818	-132.3	-0.461038	23.9502	106
DATA	1699457330	994640111	20702	80	""	2023-11-08	10:28:50	10034.499	402.62292	39.6502	49.287	29.5109	29.4792	0.00361004	34.8638	49.4958	-103.6	-0.461038	23.9492	 21
DATA	1699457331	994640111	20712	80	""	2023-11-08	10:28:51	10030.059	403.37976	39.6504	49.3006	29.5004	29.4792	0.00360613	34.8618	49.5104	-129.9	-0.461038	23.9495	 61
DATA	1699457332	994640111	20722	80	""	2023-11-08	10:28:52	10026.807	403.22311	39.6499	49.3153	29.4902	29.4792	0.0036062	34.8628	49.5241	-125.5	-0.461038	23.9489	 17
DATA	1699457333	994518041	20732	80	""	2023-11-08	10:28:53	10023.266	403.39633	39.6489	49.3293	29.4797	29.4789	0.0036032	34.8619	49.5377	-132	-0.461038	23.95	109
DATA	1699457334	994518041	20742	80	""	2023-11-08	10:28:54	10021.43	403.46387	39.6499	49.343	29.4708	29.4792	0.00360425	34.8606	49.5512	-121.7	-0.461038	23.9502	229
DATA	1699457335	994518041	20752	80	""	2023-11-08	10:28:55	10018.705	403.49402	39.6502	49.3573	29.46	29.4792	0.00360288	34.8594	49.5652	-207	-0.461038	23.9503	141
DATA	1699457336	994385957	20762	80	""	2023-11-08	10:28:56	10017.097	403.18295	39.65	49.3708	29.4474	29.4792	0.00359775	34.8615	49.5788	-137.6	-0.461038	23.9497	 49
DATA	1699457337	994385957	20772	80	""	2023-11-08	10:28:57	10016.347	403.57687	39.6493	49.3845	29.4366	29.4792	0.00359889	34.8602	49.5922	-123.2	-0.461038	23.9495	147
DATA	1699457338	994385957	20782	80	""	2023-11-08	10:28:58	10014.968	403.67145	39.6493	49.3987	29.4258	29.4792	0.00359008	34.8613	49.6062	-136.5	-0.461038	23.9495	142
DATA	1699457339	994255065	20792	80	""	2023-11-08	10:28:59	10013.058	403.677	39.6499	49.4125	29.4142	29.4792	0.00358811	34.8628	49.6198	-91.4	-0.461038	23.9495	228
DATA	1699457340	994255065	20802	80	""	2023-11-08	10:29:00	10010.795	403.5369	39.6496	49.4263	29.4051	29.4792	0.00357999	34.8617	49.6333	-120.1	-0.461038	23.9499	 45
DATA	1699457341	994255065	20812	80	""	2023-11-08	10:29:01	10006.737	403.63083	39.6499	49.4401	29.3953	29.4792	0.0035758	34.8616	49.647	-118.5	-0.461038	23.9499	  3
DATA	1699457342	994134902	20822	80	""	2023-11-08	10:29:02	10001.101	403.62781	39.6499	49.4541	29.3838	29.4792	0.00356975	34.8614	49.6608	-101.4	-0.461038	23.9499	 88
DATA	1699457343	994134902	20832	80	""	2023-11-08	10:29:03	9993.4512	403.76538	39.6496	49.4676	29.3741	29.4792	0.00356435	34.8617	49.6742	-129.8	-0.461038	23.9502	125
DATA	1699457344	994134902	20842	80	""	2023-11-08	10:29:04	9985.7744	403.72235	39.6499	49.4812	29.3636	29.4792	0.00356658	34.8612	49.6886	-121.4	-0.461038	23.95	 28
DATA	1699457345	993995904	20852	80	""	2023-11-08	10:29:05	9975.0039	403.87064	39.6493	49.4956	29.3537	29.4792	0.00355769	34.8612	49.7026	-144.8	-0.461038	23.95	 43
DATA	1699457346	993995904	20862	80	""	2023-11-08	10:29:06	9964.5986	404.0556	39.6497	49.5102	29.3432	29.4792	0.00354934	34.8625	49.7161	-103.6	-0.461038	23.9499	 89
DATA	1699457347	993995904	20872	80	""	2023-11-08	10:29:07	9953.6367	404.25381	39.6505	49.5238	29.3348	29.4787	0.00354353	34.8609	49.7295	-113.7	-0.461038	23.9492	145
DATA	1699457348	993865013	20882	80	""	2023-11-08	10:29:08	9945.3604	404.11487	39.6499	49.538	29.3237	29.4792	0.00353893	34.8616	49.7436	-121.7	-0.461038	23.9499	 93
DATA	1699457349	993865013	20892	80	""	2023-11-08	10:29:09	9936.4482	404.21942	39.65	49.5517	29.3133	29.4792	0.00353232	34.862	49.7569	-120.3	-0.461038	23.9492	215
DATA	1699457350	993865013	20902	80	""	2023-11-08	10:29:10	9927.1895	404.14594	39.6502	49.5652	29.3024	29.4792	0.00352297	34.8614	49.7706	-122.7	-0.461038	23.9502	 94
DATA	1699457351	993737936	20912	80	""	2023-11-08	10:29:11	9920.0029	404.22531	39.6502	49.5793	29.293	29.4792	0.00351273	34.86	49.7843	-138.3	-0.461038	23.9503	197
DATA	1699457352	993737936	20922	80	""	2023-11-08	10:29:12	9914.2236	404.35043	39.6497	49.5934	29.2831	29.4792	0.00351131	34.8609	49.7979	-119.6	-0.461038	23.9503	119
DATA	1699457353	993737936	20932	80	""	2023-11-08	10:29:13	9914.7334	404.60907	39.65	49.6074	29.2709	29.4792	0.00350621	34.8578	49.8116	-131.1	-0.461038	23.9495	 13
DATA	1699457354	993612051	20942	80	""	2023-11-08	10:29:14	9925.6865	404.50293	39.6504	49.6206	29.2599	29.4792	0.00349354	34.8586	49.8249	-114.7	-0.461038	23.9495	131
DATA	1699457355	993612051	20952	80	""	2023-11-08	10:29:15	9949.8945	405.09811	39.6497	49.6347	29.2487	29.4792	0.00349224	34.8563	49.8389	-130	-0.461038	23.9494	 47
DATA	1699457356	993612051	20962	80	""	2023-11-08	10:29:16	9984.1826	404.98004	39.6497	49.6487	29.2376	29.4792	0.00349025	34.8542	49.8526	-100.4	-0.461038	23.9494	127
DATA	1699457357	993477106	20972	80	""	2023-11-08	10:29:17	10030.593	405.8812	39.6493	49.6619	29.2308	29.4792	0.00348487	34.849	49.8664	-150.1	-0.461038	23.9499	 28
DATA	1699457358	993477106	20982	80	""	2023-11-08	10:29:18	10090.073	405.93573	39.65	49.6762	29.2176	29.479	0.00349177	34.8494	49.8805	-150.9	-0.461038	23.9497	239
DATA	1699457359	993477106	20992	80	""	2023-11-08	10:29:19	10156.572	406.25766	39.6493	49.6907	29.2036	29.4792	0.00349559	34.8466	49.894	-139.9	-0.461038	23.9495	106
DATA	1699457360	993346929	21002	80	""	2023-11-08	10:29:20	10228.637	406.63559	39.6497	49.7042	29.1923	29.4792	0.00349326	34.846	49.9076	-110.6	-0.461038	23.9502	 46
DATA	1699457361	993346929	21012	80	""	2023-11-08	10:29:21	10305.116	407.37085	39.6497	49.7182	29.1805	29.4792	0.00349604	34.842	49.921	-142.4	-0.461038	23.95	135
DATA	1699457362	993346929	21022	80	""	2023-11-08	10:29:22	10380.835	408.35272	39.6496	49.7319	29.1705	29.479	0.00349586	34.8374	49.9349	-146.5	-0.461038	23.95	227
DATA	1699457363	993216991	21032	80	""	2023-11-08	10:29:23	10455.878	408.86926	39.6494	49.7459	29.1589	29.4792	0.00349723	34.8367	49.9486	-141.3	-0.461038	23.9495	153
DATA	1699457364	993216991	21042	80	""	2023-11-08	10:29:24	10528.111	409.15384	39.65	49.7594	29.1474	29.4792	0.00349642	34.8324	49.9619	-147.3	-0.461038	23.9492	  7
DATA	1699457365	993216991	21052	80	""	2023-11-08	10:29:25	10602.894	409.45203	39.6497	49.7733	29.1374	29.4792	0.00350057	34.8297	49.9759	-133.2	-0.461038	23.9495	122
