
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.317	with	FireStingO2	(Firmware	3.10)	---	Pyro	Science	---	Device	Name:	No 3
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-533-212	3	ON External	20.000	ON	1013	0.000	15%	400x	10	ON fiber length	4.00	
Ch 2	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-532-211	3	ON External	20.000	ON	1013	0.000	15%	400x	10	ON fiber length	4.00	
Ch 3	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-532-210	3	ON External	20.000	ON	1013	0.000	15%	400x	10	ON fiber length	4.00	
Ch 4	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-531-210	3	ON External	20.000	ON	1013	0.000	15%	400x	10	ON fiber length	4.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	0.060	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	12.023	11.853	995	100.000	20.950	52.316	23.214	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303	0.060	
Ch 2	0% Calibration	Air with 100% Humidity or Air Saturated Water	12.024	11.855	995	100.000	20.950	52.443	22.971	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303	0.060	
Ch 3	0% Calibration	Air with 100% Humidity or Air Saturated Water	12.022	11.857	995	100.000	20.950	52.210	23.197	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303	0.060	
Ch 4	0% Calibration	Air with 100% Humidity or Air Saturated Water	12.027	11.849	995	100.000	20.950	52.390	23.263	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303	0.060	
Data	Smoothing:	3	
Date:	25/09/2020	
			 	Oxygen	Oxygen	Oxygen	Oxygen	Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
25/09/2020	09:14:06	550.00		9.8022	10.002	10.936	10.909	11.069	11.069	11.069	11.069	991.72	76.695	11.069	---	---	24.444	23.962	23.144	23.238	164.829	131.860	146.263	112.336	3.974	3.347	4.334	3.600	
25/09/2020	09:14:08	552.00		9.7929	9.9953	10.939	10.915	11.066	11.066	11.066	11.066	991.71	76.695	11.066	---	---	24.456	23.971	23.143	23.234	164.941	131.884	146.258	112.344	4.116	3.330	4.305	3.262	
25/09/2020	09:14:10	554.00		9.7885	9.9926	10.928	10.932	11.059	11.059	11.059	11.059	991.69	76.695	11.059	---	---	24.464	23.977	23.157	23.217	164.991	131.941	146.293	112.300	3.851	3.034	4.821	3.316	
25/09/2020	09:14:12	556.00		9.7772	9.9776	10.933	10.921	11.062	11.062	11.062	11.062	991.69	76.695	11.062	---	---	24.476	23.993	23.151	23.228	165.035	132.015	146.298	112.280	3.339	3.401	4.383	2.673	
25/09/2020	09:14:14	558.00		9.7704	9.9817	10.929	10.917	11.060	11.060	11.060	11.060	991.69	76.695	11.060	---	---	24.486	23.989	23.155	23.233	165.053	132.080	146.276	112.257	2.683	3.678	4.092	2.653	
25/09/2020	09:14:16	560.00		9.7616	9.9786	10.933	10.903	11.062	11.062	11.062	11.062	991.71	76.687	11.062	---	---	24.496	23.992	23.151	23.248	165.131	132.122	146.270	112.282	2.758	4.172	3.799	3.354	
25/09/2020	09:14:18	562.00		9.7500	9.9698	10.930	10.932	11.064	11.064	11.064	11.064	991.69	76.680	11.064	---	---	24.509	24.002	23.153	23.215	165.219	132.152	146.265	112.267	2.908	4.134	3.880	4.012	
25/09/2020	09:14:20	564.00		9.7432	9.9611	10.931	10.930	11.068	11.068	11.068	11.068	991.70	76.672	11.068	---	---	24.515	24.011	23.150	23.217	165.309	132.183	146.266	112.293	3.239	4.157	3.840	4.284	
25/09/2020	09:14:22	566.00		9.7341	9.9471	10.933	10.928	11.069	11.069	11.069	11.069	991.69	76.672	11.069	---	---	24.526	24.027	23.147	23.219	165.367	132.236	146.262	112.329	3.488	3.670	4.135	4.193	
25/09/2020	09:14:24	568.00		9.7383	9.9458	10.928	10.915	11.066	11.066	11.066	11.066	991.71	76.672	11.066	---	---	24.522	24.029	23.154	23.234	165.427	132.298	146.260	112.373	3.547	3.186	4.001	3.687	
25/09/2020	09:14:26	570.00		9.7351	9.9291	10.941	10.928	11.058	11.058	11.058	11.058	991.72	76.672	11.058	---	---	24.529	24.052	23.143	23.223	165.499	132.361	146.254	112.331	3.582	3.088	4.459	3.311	
25/09/2020	09:14:28	572.00		9.7242	9.9202	10.939	10.950	11.059	11.059	11.059	11.059	991.74	76.662	11.059	---	---	24.542	24.063	23.146	23.199	165.567	132.421	146.241	112.288	3.145	3.141	4.511	2.706	
25/09/2020	09:14:30	574.00		9.7092	9.9154	10.941	10.942	11.057	11.057	11.057	11.057	991.74	76.651	11.057	---	---	24.561	24.069	23.144	23.208	165.608	132.436	146.273	112.267	2.943	3.261	4.898	3.244	
25/09/2020	09:14:32	576.00		9.6978	9.9133	10.934	10.937	11.058	11.058	11.058	11.058	991.71	76.641	11.058	---	---	24.574	24.071	23.151	23.212	165.683	132.491	146.280	112.312	3.225	3.151	5.021	3.560	
25/09/2020	09:14:34	578.00		9.6945	9.9117	10.942	10.932	11.052	11.052	11.052	11.052	991.70	76.641	11.052	---	---	24.581	24.076	23.145	23.220	165.762	132.530	146.283	112.349	3.520	3.369	4.487	3.722	
25/09/2020	09:14:36	580.00		9.6888	9.9036	10.936	10.939	11.053	11.053	11.053	11.053	991.70	76.641	11.053	---	---	24.587	24.085	23.151	23.213	165.857	132.623	146.258	112.329	3.352	3.785	4.295	3.184	
25/09/2020	09:14:38	582.00		9.6721	9.8960	10.935	10.940	11.056	11.056	11.056	11.056	991.74	76.641	11.056	---	---	24.607	24.092	23.150	23.210	165.943	132.677	146.237	112.335	3.362	3.806	4.310	3.362	
25/09/2020	09:14:40	584.00		9.6719	9.8831	10.933	10.950	11.052	11.052	11.052	11.052	991.73	76.641	11.052	---	---	24.608	24.109	23.154	23.201	166.032	132.749	146.272	112.298	3.723	3.532	4.737	3.779	
25/09/2020	09:14:42	586.00		9.6608	9.8753	10.937	10.944	11.056	11.056	11.056	11.056	991.73	76.641	11.056	---	---	24.620	24.117	23.148	23.206	166.117	132.804	146.261	112.337	4.349	3.192	4.728	4.345	
25/09/2020	09:14:44	588.00		9.6592	9.8709	10.929	10.935	11.056	11.056	11.056	11.056	991.69	76.641	11.056	---	---	24.622	24.122	23.157	23.215	166.145	132.857	146.288	112.314	3.828	3.101	4.462	4.001	
25/09/2020	09:14:46	590.00		9.6444	9.8699	10.931	10.920	11.059	11.059	11.059	11.059	991.70	76.641	11.059	---	---	24.639	24.122	23.154	23.230	166.230	132.899	146.246	112.383	3.650	3.183	4.524	4.086	
25/09/2020	09:14:48	592.00		9.6324	9.8640	10.930	10.926	11.047	11.047	11.047	11.047	991.72	76.641	11.047	---	---	24.658	24.134	23.160	23.229	166.292	132.950	146.293	112.360	3.380	3.053	4.711	4.066	
25/09/2020	09:14:50	594.00		9.6270	9.8574	10.934	10.943	11.045	11.045	11.045	11.045	991.73	76.641	11.045	---	---	24.666	24.143	23.156	23.211	166.357	133.024	146.309	112.372	3.589	3.046	4.845	4.395	
25/09/2020	09:14:52	596.00		9.6156	9.8488	10.928	10.953	11.043	11.043	11.043	11.043	991.72	76.641	11.043	---	---	24.681	24.154	23.163	23.202	166.398	133.101	146.323	112.315	3.414	3.284	4.384	3.767	
25/09/2020	09:14:54	598.00		9.6222	9.8418	10.939	10.951	11.051	11.051	11.051	11.051	991.71	76.633	11.051	---	---	24.670	24.159	23.148	23.201	166.474	133.156	146.317	112.323	3.246	3.228	4.268	3.696	
25/09/2020	09:14:56	600.00		9.6156	9.8343	10.940	10.937	11.052	11.052	11.052	11.052	991.73	76.626	11.052	---	---	24.677	24.168	23.147	23.215	166.556	133.213	146.275	112.325	2.863	3.627	4.030	3.714	
25/09/2020	09:14:58	602.00		9.6091	9.8220	10.941	10.926	11.053	11.053	11.053	11.053	991.76	76.608	11.053	---	---	24.685	24.182	23.145	23.226	166.596	133.276	146.280	112.337	2.626	3.649	4.111	4.118	
25/09/2020	09:15:00	604.00		9.5907	9.8191	10.931	10.918	11.057	11.057	11.057	11.057	991.77	76.598	11.057	---	---	24.706	24.184	23.155	23.233	166.663	133.327	146.244	112.352	2.435	4.112	3.792	4.204	
25/09/2020	09:15:02	606.00		9.5775	9.8095	10.929	10.925	11.066	11.066	11.066	11.066	991.77	76.588	11.066	---	---	24.719	24.192	23.153	23.223	166.737	133.368	146.259	112.374	2.486	4.192	3.814	3.672	
25/09/2020	09:15:04	608.00		9.5690	9.8035	10.931	10.914	11.075	11.075	11.075	11.075	991.77	76.588	11.075	---	---	24.725	24.196	23.148	23.231	166.812	133.379	146.228	112.397	2.707	4.130	3.706	3.221	
25/09/2020	09:15:06	610.00		9.5615	9.7890	10.929	10.925	11.078	11.078	11.078	11.078	991.75	76.588	11.078	---	---	24.733	24.212	23.149	23.218	166.893	133.423	146.230	112.384	2.679	4.187	4.297	2.537	
25/09/2020	09:15:08	612.00		9.5588	9.7806	10.935	10.928	11.067	11.067	11.067	11.067	991.75	76.588	11.067	---	---	24.741	24.226	23.146	23.219	166.950	133.457	146.253	112.325	2.651	4.059	4.372	2.976	
25/09/2020	09:15:10	614.00		9.5519	9.7760	10.943	10.943	11.061	11.061	11.061	11.061	991.73	76.580	11.061	---	---	24.752	24.234	23.140	23.205	167.061	133.513	146.302	112.286	2.448	4.063	4.920	3.204	
25/09/2020	09:15:12	616.00		9.5476	9.7795	10.943	10.940	11.053	11.053	11.053	11.053	991.73	76.562	11.053	---	---	24.760	24.233	23.143	23.211	167.117	133.594	146.303	112.288	2.452	3.635	4.908	3.154	
25/09/2020	09:15:14	618.00		9.5317	9.7734	10.929	10.930	11.059	11.059	11.059	11.059	991.73	76.537	11.059	---	---	24.778	24.238	23.156	23.220	167.203	133.647	146.285	112.321	2.672	3.791	5.067	2.640	
25/09/2020	09:15:16	620.00		9.5185	9.7644	10.925	10.930	11.060	11.060	11.060	11.060	991.76	76.509	11.060	---	---	24.794	24.249	23.160	23.219	167.269	133.723	146.250	112.321	2.636	3.653	4.978	2.402	
25/09/2020	09:15:18	622.00		9.5053	9.7418	10.927	10.922	11.066	11.066	11.066	11.066	991.80	76.491	11.066	---	---	24.808	24.274	23.155	23.226	167.323	133.749	146.276	112.315	2.604	3.631	4.944	2.526	
25/09/2020	09:15:20	624.00		9.5032	9.7305	10.932	10.911	11.062	11.062	11.062	11.062	991.80	76.471	11.062	---	---	24.812	24.289	23.151	23.239	167.384	133.801	146.271	112.315	2.336	3.237	4.947	2.763	
25/09/2020	09:15:22	626.00		9.5017	9.7278	10.925	10.900	11.058	11.058	11.058	11.058	991.81	76.460	11.058	---	---	24.815	24.294	23.160	23.252	167.442	133.835	146.275	112.318	2.705	3.310	4.995	3.220	
25/09/2020	09:15:24	628.00		9.5018	9.7293	10.931	10.897	11.058	11.058	11.058	11.058	991.80	76.450	11.058	---	---	24.815	24.292	23.154	23.255	167.524	133.869	146.256	112.316	2.722	3.708	4.748	3.068	
25/09/2020	09:15:26	630.00		9.4998	9.7275	10.933	10.918	11.057	11.057	11.057	11.057	991.82	76.442	11.057	---	---	24.818	24.295	23.152	23.233	167.617	133.931	146.289	112.331	2.804	3.915	4.428	3.221	
25/09/2020	09:15:28	632.00		9.4977	9.7043	10.939	10.920	11.061	11.061	11.061	11.061	991.78	76.435	11.061	---	---	24.820	24.321	23.145	23.230	167.661	133.993	146.275	112.332	2.710	4.197	4.274	2.939	
25/09/2020	09:15:30	634.00		9.4835	9.6856	10.934	10.931	11.062	11.062	11.062	11.062	991.76	76.427	11.062	---	---	24.837	24.344	23.150	23.218	167.751	134.071	146.273	112.304	2.790	3.977	4.437	3.136	
25/09/2020	09:15:32	636.00		9.4694	9.6768	10.947	10.917	11.067	11.067	11.067	11.067	991.72	76.427	11.067	---	---	24.852	24.352	23.134	23.231	167.779	134.148	146.238	112.260	2.940	4.153	4.866	2.910	
25/09/2020	09:15:34	638.00		9.4579	9.6738	10.947	10.909	11.070	11.070	11.070	11.070	991.71	76.427	11.070	---	---	24.866	24.355	23.133	23.238	167.859	134.200	146.245	112.275	2.673	3.696	4.909	3.374	
25/09/2020	09:15:36	640.00		9.4569	9.6715	10.949	10.900	11.071	11.071	11.071	11.071	991.71	76.417	11.071	---	---	24.866	24.357	23.130	23.247	167.941	134.260	146.240	112.307	2.770	3.873	4.640	3.912	
25/09/2020	09:15:38	642.00		9.4458	9.6663	10.940	10.894	11.072	11.072	11.072	11.072	991.70	76.407	11.072	---	---	24.880	24.363	23.139	23.254	168.009	134.276	146.266	112.341	3.141	3.569	4.183	4.146	
25/09/2020	09:15:40	644.00		9.4436	9.6654	10.937	10.895	11.071	11.071	11.071	11.071	991.70	76.379	11.071	---	---	24.883	24.365	23.142	23.253	168.119	134.326	146.278	112.349	3.519	3.967	3.947	3.901	
25/09/2020	09:15:42	646.00		9.4386	9.6570	10.933	10.908	11.061	11.061	11.061	11.061	991.70	76.362	11.061	---	---	24.893	24.379	23.151	23.242	168.157	134.396	146.280	112.352	3.462	3.891	3.972	3.616	
25/09/2020	09:15:44	648.00		9.4398	9.6496	10.927	10.938	11.053	11.053	11.053	11.053	991.71	76.344	11.053	---	---	24.895	24.391	23.160	23.213	168.260	134.442	146.266	112.371	3.272	3.790	4.102	3.745	
25/09/2020	09:15:46	650.00		9.4310	9.6403	10.927	10.937	11.044	11.044	11.044	11.044	991.71	76.336	11.044	---	---	24.910	24.406	23.164	23.217	168.318	134.470	146.277	112.366	3.367	3.531	4.452	4.040	
25/09/2020	09:15:48	652.00		9.4231	9.6417	10.937	10.936	11.037	11.037	11.037	11.037	991.71	76.329	11.037	---	---	24.923	24.407	23.156	23.222	168.422	134.495	146.311	112.363	3.661	3.283	4.805	4.340	
25/09/2020	09:15:50	654.00		9.4176	9.6328	10.942	10.925	11.037	11.037	11.037	11.037	991.74	76.321	11.037	---	---	24.930	24.418	23.151	23.233	168.509	134.562	146.304	112.335	3.818	3.267	4.740	4.125	
25/09/2020	09:15:52	656.00		9.4073	9.6315	10.934	10.935	11.039	11.039	11.039	11.039	991.76	76.321	11.039	---	---	24.942	24.419	23.158	23.222	168.604	134.642	146.310	112.312	3.718	3.085	4.626	3.831	
25/09/2020	09:15:54	658.00		9.4019	9.6274	10.930	10.936	11.051	11.051	11.051	11.051	991.77	76.321	11.051	---	---	24.944	24.420	23.158	23.216	168.687	134.660	146.319	112.307	4.002	3.118	4.607	3.814	
25/09/2020	09:15:56	660.00		9.3975	9.6248	10.928	10.933	11.050	11.050	11.050	11.050	991.78	76.329	11.050	---	---	24.950	24.423	23.160	23.220	168.748	134.739	146.334	112.332	3.922	3.030	4.562	3.826	
25/09/2020	09:15:58	662.00		9.3956	9.6060	10.931	10.934	11.052	11.052	11.052	11.052	991.80	76.336	11.052	---	---	24.951	24.445	23.156	23.218	168.774	134.807	146.311	112.332	4.212	3.308	4.336	3.723	
25/09/2020	09:16:00	664.00		9.3874	9.6013	10.924	10.934	11.048	11.048	11.048	11.048	991.79	76.344	11.048	---	---	24.963	24.452	23.165	23.220	168.800	134.907	146.253	112.354	4.161	3.511	4.011	3.779	
25/09/2020	09:16:02	666.00		9.3768	9.5943	10.924	10.931	11.051	11.051	11.051	11.051	991.77	76.362	11.051	---	---	24.976	24.460	23.165	23.222	168.843	134.899	146.233	112.324	4.385	3.797	3.896	4.066	
25/09/2020	09:16:04	668.00		9.3721	9.5978	10.928	10.929	11.050	11.050	11.050	11.050	991.72	76.379	11.050	---	---	24.982	24.456	23.161	23.225	168.909	134.958	146.227	112.325	3.698	3.882	3.840	3.959	
25/09/2020	09:16:06	670.00		9.3578	9.5927	10.930	10.935	11.052	11.052	11.052	11.052	991.74	76.407	11.052	---	---	24.999	24.461	23.157	23.217	169.014	135.003	146.237	112.321	3.415	3.863	3.713	3.294	
25/09/2020	09:16:08	672.00		9.3447	9.5841	10.930	10.934	11.056	11.056	11.056	11.056	991.76	76.417	11.056	---	---	25.014	24.471	23.156	23.217	169.086	135.076	146.255	112.298	2.724	3.898	3.749	2.561	
25/09/2020	09:16:10	674.00		9.3274	9.5794	10.934	10.935	11.058	11.058	11.058	11.058	991.79	76.427	11.058	---	---	25.035	24.476	23.151	23.215	169.168	135.102	146.265	112.321	2.864	3.798	4.027	2.380	
25/09/2020	09:16:12	676.00		9.3278	9.5620	10.936	10.928	11.051	11.051	11.051	11.051	991.81	76.435	11.051	---	---	25.037	24.500	23.151	23.225	169.187	135.122	146.283	112.328	2.832	3.617	4.496	2.428	
25/09/2020	09:16:14	678.00		9.3282	9.5561	10.925	10.935	11.050	11.050	11.050	11.050	991.80	76.453	11.050	---	---	25.038	24.508	23.164	23.218	169.246	135.173	146.277	112.369	2.886	3.824	5.026	2.585	
25/09/2020	09:16:16	680.00		9.3228	9.5489	10.922	10.930	11.044	11.044	11.044	11.044	991.80	76.471	11.044	---	---	25.047	24.519	23.170	23.225	169.311	135.201	146.275	112.359	3.003	4.043	5.074	2.574	
25/09/2020	09:16:18	682.00		9.3165	9.5530	10.923	10.940	11.044	11.044	11.044	11.044	991.80	76.481	11.044	---	---	25.055	24.514	23.168	23.215	169.405	135.269	146.280	112.343	2.686	3.928	4.847	2.425	
25/09/2020	09:16:20	684.00		9.3063	9.5567	10.931	10.943	11.043	11.043	11.043	11.043	991.81	76.481	11.043	---	---	25.068	24.510	23.160	23.212	169.490	135.338	146.270	112.317	3.234	3.394	4.622	2.719	
25/09/2020	09:16:22	686.00		9.2942	9.5500	10.924	10.949	11.045	11.045	11.045	11.045	991.84	76.481	11.045	---	---	25.082	24.517	23.167	23.205	169.549	135.406	146.300	112.301	3.041	3.037	4.569	2.719	
25/09/2020	09:16:24	688.00		9.2869	9.5384	10.914	10.925	11.051	11.051	11.051	11.051	991.80	76.471	11.051	---	---	25.089	24.529	23.175	23.228	169.616	135.444	146.284	112.311	3.130	3.545	4.410	2.715	
25/09/2020	09:16:26	690.00		9.2798	9.5246	10.915	10.913	11.046	11.046	11.046	11.046	991.78	76.460	11.046	---	---	25.100	24.548	23.176	23.243	169.648	135.498	146.283	112.346	2.804	3.595	4.458	2.864	
25/09/2020	09:16:28	692.00		9.2796	9.5235	10.926	10.916	11.048	11.048	11.048	11.048	991.76	76.442	11.048	---	---	25.100	24.548	23.164	23.239	169.733	135.509	146.254	112.365	3.361	3.533	4.472	3.443	
25/09/2020	09:16:30	694.00		9.2726	9.5153	10.935	10.941	11.039	11.039	11.039	11.039	991.80	76.435	11.039	---	---	25.112	24.562	23.157	23.216	169.791	135.579	146.270	112.380	3.523	3.291	4.392	3.778	
25/09/2020	09:16:32	696.00		9.2683	9.5082	10.945	10.939	11.040	11.040	11.040	11.040	991.84	76.417	11.040	---	---	25.117	24.571	23.147	23.217	169.872	135.646	146.269	112.416	3.432	3.746	4.107	3.726	
25/09/2020	09:16:34	698.00		9.2649	9.4904	10.948	10.930	11.037	11.037	11.037	11.037	991.84	76.407	11.037	---	---	25.123	24.594	23.144	23.228	169.900	135.728	146.282	112.396	2.967	4.060	3.756	3.336	
25/09/2020	09:16:36	700.00		9.2542	9.4900	10.949	10.920	11.044	11.044	11.044	11.044	991.83	76.379	11.044	---	---	25.133	24.592	23.140	23.236	169.962	135.795	146.273	112.375	2.956	4.173	4.239	3.194	
25/09/2020	09:16:38	702.00		9.2448	9.4768	10.948	10.918	11.046	11.046	11.046	11.046	991.81	76.362	11.046	---	---	25.145	24.608	23.140	23.237	170.065	135.848	146.270	112.347	2.730	4.179	4.336	3.079	
25/09/2020	09:16:40	704.00		9.2337	9.4763	10.941	10.932	11.046	11.046	11.046	11.046	991.81	76.344	11.046	---	---	25.159	24.608	23.148	23.223	170.179	135.892	146.265	112.361	3.070	3.756	4.341	3.287	
25/09/2020	09:16:42	706.00		9.2251	9.4647	10.949	10.942	11.042	11.042	11.042	11.042	991.80	76.344	11.042	---	---	25.172	24.624	23.141	23.214	170.246	135.904	146.229	112.397	3.074	3.857	3.916	3.570	
25/09/2020	09:16:44	708.00		9.2121	9.4556	10.944	10.950	11.044	11.044	11.044	11.044	991.77	76.344	11.044	---	---	25.188	24.635	23.146	23.205	170.294	135.919	146.241	112.378	3.283	3.725	4.170	3.404	
25/09/2020	09:16:46	710.00		9.2044	9.4510	10.949	10.937	11.049	11.049	11.049	11.049	991.75	76.344	11.049	---	---	25.196	24.639	23.139	23.217	170.329	136.002	146.220	112.382	2.811	4.187	4.318	3.142	
25/09/2020	09:16:48	712.00		9.1987	9.4500	10.943	10.923	11.048	11.048	11.048	11.048	991.73	76.336	11.048	---	---	25.204	24.641	23.145	23.231	170.421	136.074	146.268	112.344	2.704	3.996	4.250	2.712	
25/09/2020	09:16:50	714.00		9.1925	9.4558	10.944	10.910	11.048	11.048	11.048	11.048	991.75	76.329	11.048	---	---	25.212	24.633	23.144	23.246	170.471	136.153	146.240	112.334	2.782	4.023	4.008	2.719	
25/09/2020	09:16:52	716.00		9.1848	9.4497	10.941	10.915	11.042	11.042	11.042	11.042	991.79	76.321	11.042	---	---	25.224	24.643	23.150	23.243	170.562	136.188	146.252	112.329	2.770	4.061	3.946	3.191	
25/09/2020	09:16:54	718.00		9.1809	9.4425	10.942	10.923	11.042	11.042	11.042	11.042	991.79	76.321	11.042	---	---	25.229	24.652	23.148	23.234	170.600	136.225	146.234	112.316	2.592	4.149	3.850	3.171	
25/09/2020	09:16:56	720.00		9.1836	9.4355	10.945	10.939	11.038	11.038	11.038	11.038	991.79	76.321	11.038	---	---	25.227	24.663	23.147	23.218	170.648	136.260	146.285	112.333	2.500	3.946	3.999	2.927	
25/09/2020	09:16:58	722.00		9.1806	9.4287	10.942	10.938	11.035	11.035	11.035	11.035	991.78	76.321	11.035	---	---	25.232	24.672	23.152	23.220	170.697	136.296	146.303	112.340	2.756	3.983	4.072	2.545	
25/09/2020	09:17:00	724.00		9.1730	9.4212	10.933	10.937	11.044	11.044	11.044	11.044	991.77	76.311	11.044	---	---	25.238	24.678	23.157	23.218	170.761	136.344	146.312	112.329	2.866	3.905	4.100	2.536	
25/09/2020	09:17:02	726.00		9.1596	9.4183	10.929	10.931	11.048	11.048	11.048	11.048	991.77	76.300	11.048	---	---	25.254	24.680	23.161	23.223	170.854	136.387	146.297	112.346	2.758	3.755	4.031	2.677	
25/09/2020	09:17:04	728.00		9.1596	9.4148	10.931	10.921	11.052	11.052	11.052	11.052	991.75	76.290	11.052	---	---	25.253	24.683	23.157	23.231	170.925	136.435	146.298	112.309	2.808	3.377	4.230	2.614	
25/09/2020	09:17:06	730.00		9.1528	9.4056	10.928	10.903	11.047	11.047	11.047	11.047	991.77	76.290	11.047	---	---	25.263	24.697	23.161	23.252	171.038	136.486	146.306	112.329	3.031	3.235	4.797	2.823	
25/09/2020	09:17:08	732.00		9.1552	9.3939	10.929	10.908	11.046	11.046	11.046	11.046	991.77	76.290	11.046	---	---	25.261	24.712	23.162	23.248	171.104	136.544	146.288	112.296	3.611	3.383	4.870	2.774	
25/09/2020	09:17:10	734.00		9.1421	9.3887	10.933	10.930	11.046	11.046	11.046	11.046	991.76	76.290	11.046	---	---	25.278	24.718	23.156	23.224	171.195	136.600	146.266	112.319	3.772	3.450	4.716	2.954	
25/09/2020	09:17:12	736.00		9.1344	9.3787	10.934	10.954	11.040	11.040	11.040	11.040	991.77	76.300	11.040	---	---	25.290	24.733	23.158	23.201	171.225	136.662	146.277	112.337	4.058	3.297	4.452	2.715	
25/09/2020	09:17:14	738.00		9.1273	9.3719	10.937	10.935	11.039	11.039	11.039	11.039	991.76	76.311	11.039	---	---	25.300	24.742	23.155	23.222	171.282	136.708	146.304	112.355	4.123	3.085	4.410	2.598	
25/09/2020	09:17:16	740.00		9.1248	9.3645	10.934	10.928	11.036	11.036	11.036	11.036	991.77	76.311	11.036	---	---	25.304	24.753	23.159	23.231	171.363	136.764	146.334	112.382	3.686	3.379	4.448	2.276	
25/09/2020	09:17:18	742.00		9.1182	9.3614	10.943	10.925	11.041	11.041	11.041	11.041	991.76	76.311	11.041	---	---	25.311	24.755	23.148	23.232	171.466	136.795	146.318	112.395	3.814	3.478	4.686	3.005	
25/09/2020	09:17:20	744.00		9.1064	9.3583	10.943	10.944	11.035	11.035	11.035	11.035	991.77	76.300	11.035	---	---	25.329	24.761	23.150	23.214	171.534	136.837	146.292	112.388	3.556	3.577	4.839	3.734	
25/09/2020	09:17:22	746.00		9.0936	9.3499	10.950	10.947	11.038	11.038	11.038	11.038	991.78	76.300	11.038	---	---	25.344	24.771	23.142	23.210	171.605	136.901	146.275	112.389	4.232	3.311	4.820	3.626	
25/09/2020	09:17:24	748.00		9.0872	9.3452	10.942	10.925	11.041	11.041	11.041	11.041	991.79	76.290	11.041	---	---	25.351	24.776	23.149	23.232	171.635	136.954	146.283	112.381	4.210	3.219	4.845	2.948	
25/09/2020	09:17:26	750.00		9.0824	9.3425	10.938	10.909	11.050	11.050	11.050	11.050	991.81	76.290	11.050	---	---	25.354	24.775	23.150	23.246	171.749	136.995	146.296	112.393	4.226	3.349	4.887	2.924	
25/09/2020	09:17:28	752.00		9.0751	9.3410	10.932	10.903	11.045	11.045	11.045	11.045	991.82	76.290	11.045	---	---	25.366	24.779	23.159	23.254	171.740	137.044	146.277	112.367	3.641	3.437	4.986	3.258	
25/09/2020	09:17:30	754.00		9.0717	9.3447	10.933	10.923	11.039	11.039	11.039	11.039	991.82	76.290	11.039	---	---	25.372	24.776	23.160	23.235	171.808	137.129	146.265	112.329	2.969	3.769	4.988	3.312	
25/09/2020	09:17:32	756.00		9.0609	9.3307	10.937	10.935	11.039	11.039	11.039	11.039	991.80	76.282	11.039	---	---	25.386	24.794	23.155	23.222	171.844	137.187	146.261	112.298	3.149	3.567	5.012	2.835	
25/09/2020	09:17:34	758.00		9.0639	9.3199	10.941	10.932	11.037	11.037	11.037	11.037	991.80	76.275	11.037	---	---	25.383	24.809	23.151	23.226	171.920	137.204	146.289	112.318	3.698	3.428	5.188	3.214	
25/09/2020	09:17:36	760.00		9.0609	9.3003	10.951	10.925	11.035	11.035	11.035	11.035	991.83	76.267	11.035	---	---	25.388	24.835	23.142	23.234	171.962	137.227	146.299	112.354	3.926	3.063	5.017	3.588	
25/09/2020	09:17:38	762.00		9.0515	9.2896	10.954	10.929	11.032	11.032	11.032	11.032	991.83	76.257	11.032	---	---	25.402	24.850	23.139	23.232	172.012	137.312	146.331	112.351	3.960	3.077	5.025	3.582	
