 Date	Time	Phase	Millis																						
25/09/2020	09:15:53	M1	665368																						
25/09/2020	09:15:54	M1	666369																						
25/09/2020	09:15:55	M1	667369																						
25/09/2020	09:15:56	M1	668369																						
25/09/2020	09:15:57	M1	669370																						
25/09/2020	09:15:58	M1	670370																						
25/09/2020	09:15:59	M1	671371																						
25/09/2020	09:16:00	M1	672371																						
25/09/2020	09:16:01	M1	673372																						
25/09/2020	09:16:02	M1	674372																						
25/09/2020	09:16:03	M1	675374																						
25/09/2020	09:16:04	M1	676374																						
25/09/2020	09:16:05	M1	677374																						
25/09/2020	09:16:06	M1	678375																						
25/09/2020	09:16:07	M1	679375																						
25/09/2020	09:16:08	M1	680376																						
25/09/2020	09:16:09	M1	681376																						
25/09/2020	09:16:10	M1	682377																						
25/09/2020	09:16:11	M1	683377																						
25/09/2020	09:16:12	M1	684378																						
25/09/2020	09:16:13	M1	685378																						
25/09/2020	09:16:14	M1	686380																						
25/09/2020	09:16:15	M1	687380																						
25/09/2020	09:16:16	M1	688380																						
25/09/2020	09:16:17	M1	689381																						
25/09/2020	09:16:18	M1	690381																						
25/09/2020	09:16:19	M1	691382																						
25/09/2020	09:16:20	M1	692382																						
25/09/2020	09:16:21	M1	693383																						
25/09/2020	09:16:22	M1	694383																						
25/09/2020	09:16:23	M1	695384																						
25/09/2020	09:16:24	M1	696385																						
25/09/2020	09:16:25	M1	697385																						
25/09/2020	09:16:26	M1	698386																						
25/09/2020	09:16:27	M1	699386																						
25/09/2020	09:16:28	M1	700387																						
25/09/2020	09:16:29	M1	701387																						
25/09/2020	09:16:30	M1	702388																						
25/09/2020	09:16:31	M1	703388																						
25/09/2020	09:16:32	M1	704389																						
25/09/2020	09:16:33	M1	705389																						
25/09/2020	09:16:34	M1	706390																						
25/09/2020	09:16:35	M1	707391																						
25/09/2020	09:16:36	M1	708391																						
25/09/2020	09:16:37	M1	709392																						
25/09/2020	09:16:38	M1	710392																						
25/09/2020	09:16:39	M1	711393																						
25/09/2020	09:16:40	M1	712393																						
25/09/2020	09:16:41	M1	713394																						
25/09/2020	09:16:42	M1	714394																						
25/09/2020	09:16:43	M1	715395																						
25/09/2020	09:16:44	M1	716395																						
25/09/2020	09:16:45	M1	717396																						
25/09/2020	09:16:46	M1	718397																						
25/09/2020	09:16:47	M1	719397																						
25/09/2020	09:16:48	M1	720398																						
25/09/2020	09:16:49	M1	721398																						
25/09/2020	09:16:50	M1	722399																						
25/09/2020	09:16:51	M1	723399																						
25/09/2020	09:16:52	M1	724400																						
25/09/2020	09:16:53	M1	725400																						
25/09/2020	09:16:54	M1	726401																						
25/09/2020	09:16:55	M1	727401																						
25/09/2020	09:16:56	M1	728402																						
25/09/2020	09:16:57	M1	729403																						
25/09/2020	09:16:58	M1	730403																						
25/09/2020	09:16:59	M1	731404																						
25/09/2020	09:17:00	M1	732404																						
25/09/2020	09:17:01	M1	733405																						
25/09/2020	09:17:02	M1	734405																						
25/09/2020	09:17:03	M1	735406																						
25/09/2020	09:17:04	M1	736406																						
25/09/2020	09:17:05	M1	737406																						
25/09/2020	09:17:06	M1	738408																						
25/09/2020	09:17:07	M1	739408																						
25/09/2020	09:17:08	M1	740409																						
25/09/2020	09:17:09	M1	741409																						
25/09/2020	09:17:10	M1	742410																						
25/09/2020	09:17:11	M1	743410																						
25/09/2020	09:17:12	M1	744411																						
25/09/2020	09:17:13	M1	745411																						
25/09/2020	09:17:14	M1	746412																						
25/09/2020	09:17:15	M1	747412																						
25/09/2020	09:17:16	M1	748412																						
25/09/2020	09:17:17	M1	749414																						
25/09/2020	09:17:18	M1	750414																						
25/09/2020	09:17:19	M1	751415																						
25/09/2020	09:17:20	M1	752415																						
25/09/2020	09:17:21	M1	753416																						
25/09/2020	09:17:22	M1	754416																						
25/09/2020	09:17:23	M1	755417																						
25/09/2020	09:17:24	M1	756417																						
25/09/2020	09:17:25	M1	757417																						
25/09/2020	09:17:26	M1	758418																						
25/09/2020	09:17:27	M1	759419																						
25/09/2020	09:17:28	M1	760420																						
25/09/2020	09:17:29	M1	761420																						
25/09/2020	09:17:30	M1	762421																						
25/09/2020	09:17:31	M1	763421																						
25/09/2020	09:17:32	M1	764422																						
25/09/2020	09:17:33	M1	765422																						
25/09/2020	09:17:34	M1	766423																						
25/09/2020	09:17:35	M1	767423																						
25/09/2020	09:17:36	M1	768423																						
25/09/2020	09:17:37	M1	769424																						
25/09/2020	09:17:38	M1	770425																						
25/09/2020	09:17:39	M1	771426																						
25/09/2020	09:17:40	M1	772426																						
25/09/2020	09:17:41	M1	773427																						
25/09/2020	09:17:42	M1	774427																						
25/09/2020	09:17:43	M1	775428																						
25/09/2020	09:17:44	M1	776428																						
25/09/2020	09:17:45	M1	777428																						
25/09/2020	09:17:46	M1	778429																						
25/09/2020	09:17:47	M1	779429																						
25/09/2020	09:17:48	M1	780431																						
25/09/2020	09:17:49	M1	781431																						
25/09/2020	09:17:50	M1	782432																						
25/09/2020	09:17:51	M1	783432																						
25/09/2020	09:17:52	M1	784433																						
25/09/2020	09:17:53	M1	785433																						
25/09/2020	09:17:54	M1	786434																						
25/09/2020	09:17:55	M1	787434																						
25/09/2020	09:17:56	M1	788434																						
25/09/2020	09:17:57	M1	789435																						
25/09/2020	09:17:58	M1	790435																						
25/09/2020	09:17:59	M1	791437																						
25/09/2020	09:18:00	M1	792437																						
25/09/2020	09:18:01	M1	793438																						
25/09/2020	09:18:02	M1	794438																						
25/09/2020	09:18:03	M1	795439																						
25/09/2020	09:18:04	M1	796439																						
25/09/2020	09:18:05	M1	797440																						
25/09/2020	09:18:06	M1	798440																						
25/09/2020	09:18:07	M1	799440																						
25/09/2020	09:18:08	M1	800441																						
25/09/2020	09:18:09	M1	801442																						
25/09/2020	09:18:10	M1	802443																						
25/09/2020	09:18:11	M1	803443																						
25/09/2020	09:18:12	M1	804444																						
25/09/2020	09:18:13	M1	805444																						
25/09/2020	09:18:14	M1	806445																						
25/09/2020	09:18:15	M1	807445																						
25/09/2020	09:18:16	M1	808445																						
25/09/2020	09:18:17	M1	809446																						
25/09/2020	09:18:18	M1	810446																						
25/09/2020	09:18:19	M1	811448																						
25/09/2020	09:18:20	M1	812448																						
25/09/2020	09:18:21	M1	813449																						
25/09/2020	09:18:22	M1	814449																						
25/09/2020	09:18:23	M1	815450																						
25/09/2020	09:18:24	M1	816450																						
25/09/2020	09:18:25	M1	817451																						
25/09/2020	09:18:26	M1	818451																						
25/09/2020	09:18:27	M1	819451																						
25/09/2020	09:18:28	M1	820452																						
25/09/2020	09:18:29	M1	821452																						
25/09/2020	09:18:30	M1	822454																						
25/09/2020	09:18:31	M1	823454																						
25/09/2020	09:18:32	M1	824455																						
25/09/2020	09:18:33	M1	825455																						
25/09/2020	09:18:34	M1	826456																						
25/09/2020	09:18:35	M1	827456																						
25/09/2020	09:18:36	M1	828456																						
25/09/2020	09:18:37	M1	829457																						
25/09/2020	09:18:38	M1	830457																						
25/09/2020	09:18:39	M1	831458																						
25/09/2020	09:18:40	M1	832458																						
25/09/2020	09:18:41	M1	833460																						
25/09/2020	09:18:42	M1	834460																						
25/09/2020	09:18:43	M1	835461																						
25/09/2020	09:18:44	M1	836461																						
25/09/2020	09:18:45	M1	837462																						
25/09/2020	09:18:46	M1	838462																						
25/09/2020	09:18:47	M1	839462																						
25/09/2020	09:18:48	M1	840463																						
25/09/2020	09:18:49	M1	841463																						
25/09/2020	09:18:50	M1	842464																						
25/09/2020	09:18:51	M1	843465																						
25/09/2020	09:18:52	M1	844466																						
25/09/2020	09:18:53	M1	845466																						
25/09/2020	09:18:54	M1	846467																						
25/09/2020	09:18:55	M1	847467																						
25/09/2020	09:18:56	M1	848467																						
25/09/2020	09:18:57	M1	849468																						
25/09/2020	09:18:58	M1	850468																						
25/09/2020	09:18:59	M1	851469																						
25/09/2020	09:19:00	M1	852469																						
25/09/2020	09:19:01	M1	853470																						
25/09/2020	09:19:02	M1	854471																						
25/09/2020	09:19:03	M1	855472																						
25/09/2020	09:19:04	M1	856472																						
25/09/2020	09:19:05	M1	857473																						
25/09/2020	09:19:06	M1	858473																						
25/09/2020	09:19:07	M1	859473																						
25/09/2020	09:19:08	M1	860474																						
25/09/2020	09:19:09	M1	861474																						
25/09/2020	09:19:10	M1	862475																						
25/09/2020	09:19:11	M1	863475																						
25/09/2020	09:19:12	M1	864477																						
25/09/2020	09:19:13	M1	865477																						
25/09/2020	09:19:14	M1	866478																						
25/09/2020	09:19:15	M1	867478																						
25/09/2020	09:19:16	M1	868478																						
25/09/2020	09:19:17	M1	869479																						
25/09/2020	09:19:18	M1	870479																						
25/09/2020	09:19:19	M1	871480																						
25/09/2020	09:19:20	M1	872480																						
25/09/2020	09:19:21	M1	873481																						
25/09/2020	09:19:22	M1	874481																						
25/09/2020	09:19:23	M1	875483																						
25/09/2020	09:19:24	M1	876483																						
25/09/2020	09:19:25	M1	877484																						
25/09/2020	09:19:26	M1	878484																						
25/09/2020	09:19:27	M1	879484																						
25/09/2020	09:19:28	M1	880485																						
25/09/2020	09:19:29	M1	881485																						
25/09/2020	09:19:30	M1	882486																						
25/09/2020	09:19:31	M1	883486																						
25/09/2020	09:19:32	M1	884487																						
25/09/2020	09:19:33	M1	885488																						
25/09/2020	09:19:34	M1	886489																						
25/09/2020	09:19:35	M1	887489																						
25/09/2020	09:19:36	M1	888489																						
25/09/2020	09:19:37	M1	889490																						
25/09/2020	09:19:38	M1	890490																						
25/09/2020	09:19:39	M1	891491																						
25/09/2020	09:19:40	M1	892491																						
25/09/2020	09:19:41	M1	893492																						
25/09/2020	09:19:42	M1	894492																						
25/09/2020	09:19:43	M1	895493																						
25/09/2020	09:19:44	M1	896494																						
25/09/2020	09:19:45	M1	897495																						
25/09/2020	09:19:46	M1	898495																						
25/09/2020	09:19:47	M1	899495																						
25/09/2020	09:19:48	M1	900496																						
25/09/2020	09:19:49	M1	901496																						
25/09/2020	09:19:50	M1	902497																						
25/09/2020	09:19:51	M1	903497																						
25/09/2020	09:19:52	M1	904498																						
25/09/2020	09:19:53	M1	905498																						
25/09/2020	09:19:54	M1	906500																						
25/09/2020	09:19:55	M1	907500																						
25/09/2020	09:19:56	M1	908500																						
25/09/2020	09:19:57	M1	909501																						
25/09/2020	09:19:58	M1	910501																						
25/09/2020	09:19:59	M1	911502																						
25/09/2020	09:20:00	M1	912502																						
25/09/2020	09:20:01	M1	913503																						
25/09/2020	09:20:02	M1	914503																						
25/09/2020	09:20:03	M1	915504																						
25/09/2020	09:20:04	M1	916504																						
25/09/2020	09:20:05	M1	917506																						
25/09/2020	09:20:06	M1	918506																						
25/09/2020	09:20:07	M1	919506																						
25/09/2020	09:20:08	M1	920507																						
25/09/2020	09:20:09	M1	921507																						
25/09/2020	09:20:10	M1	922508																						
25/09/2020	09:20:11	M1	923508																						
25/09/2020	09:20:12	M1	924509																						
25/09/2020	09:20:13	M1	925509																						
25/09/2020	09:20:14	M1	926510																						
25/09/2020	09:20:15	M1	927511																						
25/09/2020	09:20:16	M1	928512																						
25/09/2020	09:20:17	M1	929512																						
25/09/2020	09:20:18	M1	930512																						
25/09/2020	09:20:19	M1	931513																						
25/09/2020	09:20:20	M1	932513																						
25/09/2020	09:20:21	M1	933514																						
25/09/2020	09:20:22	M1	934514																						
25/09/2020	09:20:23	M1	935515																						
25/09/2020	09:20:24	M1	936515																						
25/09/2020	09:20:25	M1	937516																						
25/09/2020	09:20:26	M1	938517																						
25/09/2020	09:20:27	M1	939517																						
25/09/2020	09:20:28	M1	940518																						
25/09/2020	09:20:29	M1	941518																						
25/09/2020	09:20:30	M1	942519																						
25/09/2020	09:20:31	M1	943519																						
25/09/2020	09:20:32	M1	944520																						
25/09/2020	09:20:33	M1	945520																						
25/09/2020	09:20:34	M1	946521																						
25/09/2020	09:20:35	M1	947521																						
25/09/2020	09:20:36	M1	948523																						
25/09/2020	09:20:37	M1	949523																						
25/09/2020	09:20:38	M1	950523																						
25/09/2020	09:20:39	M1	951524																						
25/09/2020	09:20:40	M1	952524																						
25/09/2020	09:20:41	M1	953525																						
25/09/2020	09:20:42	M1	954525																						
25/09/2020	09:20:43	M1	955526																						
25/09/2020	09:20:44	M1	956526																						
25/09/2020	09:20:45	M1	957527																						
25/09/2020	09:20:46	M1	958527																						
25/09/2020	09:20:47	M1	959528																						
25/09/2020	09:20:48	M1	960529																						
25/09/2020	09:20:49	M1	961529																						
25/09/2020	09:20:50	M1	962530																						
25/09/2020	09:20:51	M1	963530																						
25/09/2020	09:20:52	M1	964531																						
25/09/2020	09:20:53	M1	965531																						
25/09/2020	09:20:54	M1	966532																						
25/09/2020	09:20:55	M1	967532																						
25/09/2020	09:20:56	M1	968532																						
25/09/2020	09:20:57	M1	969534																						
25/09/2020	09:20:58	M1	970534																						
25/09/2020	09:20:59	M1	971535																						
25/09/2020	09:21:00	M1	972535																						
25/09/2020	09:21:01	M1	973536																						
25/09/2020	09:21:02	M1	974536																						
25/09/2020	09:21:03	M1	975537																						
25/09/2020	09:21:04	M1	976537																						
25/09/2020	09:21:05	M1	977538																						
25/09/2020	09:21:06	M1	978538																						
25/09/2020	09:21:07	M1	979538																						
25/09/2020	09:21:08	M1	980540																						
25/09/2020	09:21:09	M1	981540																						
25/09/2020	09:21:10	M1	982541																						
25/09/2020	09:21:11	M1	983541																						
25/09/2020	09:21:12	M1	984542																						
25/09/2020	09:21:13	M1	985542																						
25/09/2020	09:21:14	M1	986543																						
25/09/2020	09:21:15	M1	987543																						
25/09/2020	09:21:16	M1	988544																						
25/09/2020	09:21:17	M1	989544																						
25/09/2020	09:21:18	M1	990545																						
25/09/2020	09:21:19	M1	991546																						
25/09/2020	09:21:20	M1	992546																						
25/09/2020	09:21:21	M1	993547																						
25/09/2020	09:21:22	M1	994547																						
25/09/2020	09:21:23	M1	995548																						
25/09/2020	09:21:24	M1	996548																						
25/09/2020	09:21:25	M1	997549																						
25/09/2020	09:21:26	M1	998549																						
25/09/2020	09:21:27	M1	999549																						
25/09/2020	09:21:28	M1	1000550																						
25/09/2020	09:21:29	M1	1001551																						
25/09/2020	09:21:30	M1	1002552																						
25/09/2020	09:21:31	M1	1003552																						
25/09/2020	09:21:32	M1	1004553																						
25/09/2020	09:21:33	M1	1005553																						
25/09/2020	09:21:34	M1	1006554																						
25/09/2020	09:21:35	M1	1007554																						
25/09/2020	09:21:36	M1	1008556																						
25/09/2020	09:21:37	M1	1009556																						
25/09/2020	09:21:38	M1	1010556																						
25/09/2020	09:21:39	M1	1011557																						
25/09/2020	09:21:40	M1	1012557																						
25/09/2020	09:21:41	M1	1013558																						
25/09/2020	09:21:42	M1	1014558																						
25/09/2020	09:21:43	M1	1015559																						
25/09/2020	09:21:44	M1	1016560																						
25/09/2020	09:21:45	M1	1017561																						
25/09/2020	09:21:46	M1	1018561																						
25/09/2020	09:21:47	M1	1019561																						
25/09/2020	09:21:48	M1	1020562																						
25/09/2020	09:21:49	M1	1021562																						
25/09/2020	09:21:50	M1	1022563																						
25/09/2020	09:21:51	M1	1023563																						
25/09/2020	09:21:52	M1	1024565																						
25/09/2020	09:21:53	M1	1025565																						
25/09/2020	09:21:54	M1	1026566																						
25/09/2020	09:21:55	M1	1027566																						
25/09/2020	09:21:56	M1	1028567																						
25/09/2020	09:21:57	M1	1029567																						
25/09/2020	09:21:58	M1	1030567																						
25/09/2020	09:21:59	M1	1031568																						
25/09/2020	09:22:00	M1	1032569																						
25/09/2020	09:22:01	M1	1033570																						
25/09/2020	09:22:02	M1	1034570																						
25/09/2020	09:22:03	M1	1035571																						
25/09/2020	09:22:04	M1	1036571																						
25/09/2020	09:22:05	M1	1037572																						
25/09/2020	09:22:06	M1	1038572																						
25/09/2020	09:22:07	M1	1039572																						
25/09/2020	09:22:08	M1	1040574																						
25/09/2020	09:22:09	M1	1041574																						
25/09/2020	09:22:10	M1	1042575																						
25/09/2020	09:22:11	M1	1043575																						
25/09/2020	09:22:12	M1	1044576																						
25/09/2020	09:22:13	M1	1045576																						
25/09/2020	09:22:14	M1	1046577																						
25/09/2020	09:22:15	M1	1047577																						
25/09/2020	09:22:16	M1	1048579																						
25/09/2020	09:22:17	M1	1049579																						
25/09/2020	09:22:18	M1	1050579																						
25/09/2020	09:22:19	M1	1051580																						
25/09/2020	09:22:20	M1	1052580																						
25/09/2020	09:22:21	M1	1053581																						
25/09/2020	09:22:22	M1	1054581																						
25/09/2020	09:22:23	M1	1055582																						
25/09/2020	09:22:24	M1	1056583																						
25/09/2020	09:22:25	M1	1057584																						
25/09/2020	09:22:26	M1	1058584																						
25/09/2020	09:22:27	M1	1059585																						
25/09/2020	09:22:28	M1	1060585																						
25/09/2020	09:22:29	M1	1061585																						
25/09/2020	09:22:30	M1	1062586																						
25/09/2020	09:22:31	M1	1063586																						
25/09/2020	09:22:32	M1	1064588																						
25/09/2020	09:22:33	M1	1065588																						
25/09/2020	09:22:34	M1	1066589																						
25/09/2020	09:22:35	M1	1067589																						
25/09/2020	09:22:36	M1	1068590																						
25/09/2020	09:22:37	M1	1069590																						
25/09/2020	09:22:38	M1	1070590																						
25/09/2020	09:22:39	M1	1071591																						
25/09/2020	09:22:40	M1	1072592																						
25/09/2020	09:22:41	M1	1073593																						
25/09/2020	09:22:42	M1	1074593																						
25/09/2020	09:22:43	M1	1075594																						
25/09/2020	09:22:44	M1	1076594																						
25/09/2020	09:22:45	M1	1077595																						
25/09/2020	09:22:46	M1	1078595																						
25/09/2020	09:22:47	M1	1079596																						
25/09/2020	09:22:48	M1	1080597																						
25/09/2020	09:22:49	M1	1081597																						
25/09/2020	09:22:50	M1	1082598																						
25/09/2020	09:22:51	M1	1083598																						
25/09/2020	09:22:52	M1	1084599																						
25/09/2020	09:22:53	M1	1085599																						
25/09/2020	09:22:54	M1	1086600																						
25/09/2020	09:22:55	M1	1087600																						
25/09/2020	09:22:56	M1	1088602																						
25/09/2020	09:22:57	M1	1089602																						
25/09/2020	09:22:58	M1	1090603																						
25/09/2020	09:22:59	M1	1091603																						
25/09/2020	09:23:00	M1	1092603																						
25/09/2020	09:23:01	M1	1093604																						
25/09/2020	09:23:02	M1	1094604																						
25/09/2020	09:23:03	M1	1095605																						
25/09/2020	09:23:04	M1	1096606																						
25/09/2020	09:23:05	M1	1097607																						
25/09/2020	09:23:06	M1	1098607																						
25/09/2020	09:23:07	M1	1099608																						
25/09/2020	09:23:08	M1	1100608																						
25/09/2020	09:23:09	M1	1101608																						
25/09/2020	09:23:10	M1	1102609																						
25/09/2020	09:23:11	M1	1103609																						
25/09/2020	09:23:12	M1	1104611																						
25/09/2020	09:23:13	M1	1105611																						
25/09/2020	09:23:14	M1	1106612																						
25/09/2020	09:23:15	M1	1107612																						
25/09/2020	09:23:16	M1	1108613																						
25/09/2020	09:23:17	M1	1109613																						
25/09/2020	09:23:18	M1	1110614																						
25/09/2020	09:23:19	M1	1111614																						
25/09/2020	09:23:20	M1	1112615																						
25/09/2020	09:23:21	M1	1113616																						
25/09/2020	09:23:22	M1	1114616																						
25/09/2020	09:23:23	M1	1115617																						
25/09/2020	09:23:24	M1	1116617																						
25/09/2020	09:23:25	M1	1117618																						
25/09/2020	09:23:26	M1	1118618																						
25/09/2020	09:23:27	M1	1119619																						
25/09/2020	09:23:28	M1	1120620																						
25/09/2020	09:23:29	M1	1121620																						
25/09/2020	09:23:30	M1	1122621																						
25/09/2020	09:23:31	M1	1123621																						
25/09/2020	09:23:32	M1	1124622																						
25/09/2020	09:23:33	M1	1125622																						
25/09/2020	09:23:34	M1	1126623																						
25/09/2020	09:23:35	M1	1127623																						
25/09/2020	09:23:36	M1	1128625																						
25/09/2020	09:23:37	M1	1129625																						
25/09/2020	09:23:38	M1	1130626																						
25/09/2020	09:23:39	M1	1131626																						
25/09/2020	09:23:40	M1	1132626																						
25/09/2020	09:23:41	M1	1133627																						
25/09/2020	09:23:42	M1	1134627																						
25/09/2020	09:23:43	M1	1135628																						
25/09/2020	09:23:44	M1	1136629																						
25/09/2020	09:23:45	M1	1137630																						
25/09/2020	09:23:46	M1	1138630																						
25/09/2020	09:23:47	M1	1139631																						
25/09/2020	09:23:48	M1	1140631																						
25/09/2020	09:23:49	M1	1141632																						
25/09/2020	09:23:50	M1	1142632																						
25/09/2020	09:23:51	M1	1143632																						
25/09/2020	09:23:52	M1	1144634																						
25/09/2020	09:23:53	M1	1145634																						
25/09/2020	09:23:54	M1	1146635																						
25/09/2020	09:23:55	M1	1147635																						
25/09/2020	09:23:56	M1	1148636																						
25/09/2020	09:23:57	M1	1149636																						
25/09/2020	09:23:58	M1	1150637																						
25/09/2020	09:23:59	M1	1151637																						
25/09/2020	09:24:00	M1	1152638																						
25/09/2020	09:24:01	M1	1153639																						
25/09/2020	09:24:02	M1	1154639																						
25/09/2020	09:24:03	M1	1155640																						
25/09/2020	09:24:04	M1	1156640																						
25/09/2020	09:24:05	M1	1157641																						
25/09/2020	09:24:06	M1	1158641																						
25/09/2020	09:24:07	M1	1159642																						
25/09/2020	09:24:08	M1	1160643																						
25/09/2020	09:24:09	M1	1161644																						
25/09/2020	09:24:10	M1	1162644																						
25/09/2020	09:24:11	M1	1163644																						
25/09/2020	09:24:12	M1	1164645																						
25/09/2020	09:24:13	M1	1165645																						
25/09/2020	09:24:14	M1	1166646																						
25/09/2020	09:24:15	M1	1167646																						
25/09/2020	09:24:16	M1	1168648																						
25/09/2020	09:24:17	M1	1169648																						
25/09/2020	09:24:18	M1	1170649																						
25/09/2020	09:24:19	M1	1171649																						
25/09/2020	09:24:20	M1	1172649																						
25/09/2020	09:24:21	M1	1173650																						
25/09/2020	09:24:22	M1	1174650																						
25/09/2020	09:24:23	M1	1175651																						
25/09/2020	09:24:24	M1	1176652																						
25/09/2020	09:24:25	M1	1177653																						
25/09/2020	09:24:26	M1	1178653																						
25/09/2020	09:24:27	M1	1179654																						
25/09/2020	09:24:28	M1	1180654																						
25/09/2020	09:24:29	M1	1181655																						
25/09/2020	09:24:30	M1	1182655																						
25/09/2020	09:24:31	M1	1183655																						
25/09/2020	09:24:32	M1	1184657																						
25/09/2020	09:24:33	M1	1185657																						
25/09/2020	09:24:34	M1	1186658																						
25/09/2020	09:24:35	M1	1187658																						
25/09/2020	09:24:36	M1	1188659																						
25/09/2020	09:24:37	M1	1189659																						
25/09/2020	09:24:38	M1	1190660																						
25/09/2020	09:24:39	M1	1191660																						
25/09/2020	09:24:40	M1	1192662																						
25/09/2020	09:24:41	M1	1193662																						
25/09/2020	09:24:42	M1	1194662																						
25/09/2020	09:24:43	M1	1195663																						
25/09/2020	09:24:44	M1	1196663																						
25/09/2020	09:24:45	M1	1197664																						
25/09/2020	09:24:46	M1	1198664																						
25/09/2020	09:24:47	M1	1199665																						
25/09/2020	09:24:48	F2	1200666																						
25/09/2020	09:24:49	F2	1201667																						
25/09/2020	09:24:50	F2	1202667																						
25/09/2020	09:24:51	F2	1203667																						
25/09/2020	09:24:52	F2	1204668																						
25/09/2020	09:24:53	F2	1205668																						
25/09/2020	09:24:54	F2	1206669																						
25/09/2020	09:24:55	F2	1207669																						
25/09/2020	09:24:56	F2	1208671																						
25/09/2020	09:24:57	F2	1209671																						
25/09/2020	09:24:58	F2	1210672																						
25/09/2020	09:24:59	F2	1211672																						
25/09/2020	09:25:00	F2	1212673																						
25/09/2020	09:25:01	F2	1213673																						
25/09/2020	09:25:02	F2	1214673																						
25/09/2020	09:25:03	F2	1215674																						
25/09/2020	09:25:04	F2	1216674																						
25/09/2020	09:25:05	F2	1217676																						
25/09/2020	09:25:06	F2	1218676																						
25/09/2020	09:25:07	F2	1219677																						
25/09/2020	09:25:08	F2	1220677																						
25/09/2020	09:25:09	F2	1221678																						
25/09/2020	09:25:10	F2	1222678																						
25/09/2020	09:25:11	F2	1223678																						
25/09/2020	09:25:12	F2	1224679																						
25/09/2020	09:25:13	F2	1225679																						
25/09/2020	09:25:14	F2	1226681																						
25/09/2020	09:25:15	F2	1227681																						
25/09/2020	09:25:16	F2	1228682																						
25/09/2020	09:25:17	F2	1229682																						
25/09/2020	09:25:18	F2	1230683																						
25/09/2020	09:25:19	F2	1231683																						
25/09/2020	09:25:20	F2	1232684																						
25/09/2020	09:25:21	F2	1233684																						
25/09/2020	09:25:22	F2	1234684																						
25/09/2020	09:25:23	F2	1235686																						
25/09/2020	09:25:24	F2	1236686																						
25/09/2020	09:25:25	F2	1237687																						
25/09/2020	09:25:26	F2	1238687																						
25/09/2020	09:25:27	F2	1239688																						
25/09/2020	09:25:28	F2	1240688																						
25/09/2020	09:25:29	F2	1241689																						
25/09/2020	09:25:30	F2	1242689																						
25/09/2020	09:25:31	F2	1243689																						
25/09/2020	09:25:32	F2	1244691																						
25/09/2020	09:25:33	F2	1245691																						
25/09/2020	09:25:34	F2	1246692																						
25/09/2020	09:25:35	F2	1247692																						
25/09/2020	09:25:36	F2	1248693																						
25/09/2020	09:25:37	F2	1249693																						
25/09/2020	09:25:38	F2	1250694																						
25/09/2020	09:25:39	F2	1251694																						
25/09/2020	09:25:40	F2	1252696																						
25/09/2020	09:25:41	F2	1253696																						
25/09/2020	09:25:42	F2	1254696																						
25/09/2020	09:25:43	F2	1255697																						
25/09/2020	09:25:44	F2	1256697																						
25/09/2020	09:25:45	F2	1257698																						
25/09/2020	09:25:46	F2	1258698																						
25/09/2020	09:25:47	F2	1259699																						
25/09/2020	09:25:48	F2	1260699																						
25/09/2020	09:25:49	F2	1261701																						
25/09/2020	09:25:50	F2	1262701																						
25/09/2020	09:25:51	F2	1263702																						
25/09/2020	09:25:52	F2	1264702																						
25/09/2020	09:25:53	F2	1265702																						
25/09/2020	09:25:54	F2	1266703																						
25/09/2020	09:25:55	F2	1267703																						
25/09/2020	09:25:56	F2	1268704																						
25/09/2020	09:25:57	F2	1269704																						
25/09/2020	09:25:58	F2	1270706																						
25/09/2020	09:25:59	F2	1271706																						
25/09/2020	09:26:00	F2	1272707																						
25/09/2020	09:26:01	F2	1273707																						
25/09/2020	09:26:02	F2	1274707																						
25/09/2020	09:26:03	F2	1275708																						
25/09/2020	09:26:04	F2	1276708																						
25/09/2020	09:26:05	F2	1277709																						
25/09/2020	09:26:06	F2	1278709																						
25/09/2020	09:26:07	F2	1279711																						
25/09/2020	09:26:08	F2	1280711																						
25/09/2020	09:26:09	F2	1281712																						
25/09/2020	09:26:10	F2	1282712																						
25/09/2020	09:26:11	F2	1283713																						
25/09/2020	09:26:12	F2	1284713																						
25/09/2020	09:26:13	F2	1285713																						
25/09/2020	09:26:14	F2	1286714																						
25/09/2020	09:26:15	F2	1287714																						
25/09/2020	09:26:16	F2	1288716																						
25/09/2020	09:26:17	F2	1289716																						
25/09/2020	09:26:18	F2	1290717																						
25/09/2020	09:26:19	F2	1291717																						
25/09/2020	09:26:20	F2	1292718																						
25/09/2020	09:26:21	F2	1293718																						
25/09/2020	09:26:22	F2	1294718																						
25/09/2020	09:26:23	F2	1295719																						
25/09/2020	09:26:24	F2	1296720																						
25/09/2020	09:26:25	F2	1297721																						
25/09/2020	09:26:26	F2	1298721																						
25/09/2020	09:26:27	F2	1299722																						
25/09/2020	09:26:28	F2	1300722																						
25/09/2020	09:26:29	F2	1301723																						
25/09/2020	09:26:30	F2	1302723																						
25/09/2020	09:26:31	F2	1303724																						
25/09/2020	09:26:32	F2	1304724																						
25/09/2020	09:26:33	F2	1305725																						
25/09/2020	09:26:34	F2	1306726																						
25/09/2020	09:26:35	F2	1307726																						
25/09/2020	09:26:36	F2	1308727																						
25/09/2020	09:26:37	F2	1309727																						
25/09/2020	09:26:38	F2	1310728																						
25/09/2020	09:26:39	F2	1311728																						
25/09/2020	09:26:40	F2	1312729																						
25/09/2020	09:26:41	F2	1313729																						
25/09/2020	09:26:42	F2	1314731																						
