startX	startY	startZ	endX	endY	endZ	cyl_ID	parent_ID	extension_ID	radius_cyl	length	volume	branching_order
0.199	0.6176	8.6737	0.15794482	0.42709598	8.7796095	227	225	0	0.0545	0.2218	0.0020696857954943	3
0.0142	0.6826	8.1632	0.46720474	0.84812494	8.6557763	228	124	228	0.0327	0.6894	0.00231588322573922	3
0.4062	0.8977	8.6804	0.5487938	0.92182606	8.98579402	229	227	229	0.0236	0.3379	0.000591237634043625	3
0.5396	0.9059	8.9092	0.60068183	0.85699382	8.91198748	230	228	0	0.01	0.0783	2.45986704776081e-05	3
-0.1071	0.9795	8.3602	-0.37671024	0.95613456	8.24840896	231	125	231	0.0148	0.2928	0.000201485768377828	3
-0.3715	0.8903	8.2283	-0.4419052	0.9686756	7.95255368	232	230	0	0.0148	0.2952	0.000203137291069449	3
-0.0128	1.1108	8.5007	0.61728282	1.02855611	8.37308911	233	125	233	0.0094	0.6481	0.000179906809325221	3
0.6269	0.9783	8.4715	0.8192218	1.04268511	8.48548704	234	232	234	0.0119	0.2033	9.04442942226972e-05	3
0.8328	1.0867	8.4638	0.93983034	1.11418948	8.58687414	235	233	0	0.0098	0.1654	4.99042495677563e-05	3
-0.0357	1.0765	8.4485	0.04466496	1.12700512	8.53674464	236	126	236	0.0539	0.1296	0.00118285743655037	3
0.0355	1.1423	8.5259	0.2245024	1.30455288	8.59388406	237	235	237	0.0539	0.2582	0.00235658788670761	3
0.2336	1.2121	8.559	0.36227396	1.19069137	8.64937965	238	236	238	0.0539	0.1587	0.00144845274059062	3
0.4137	1.3124	8.6573	0.40871262	1.29849953	8.90375558	239	237	0	0.0539	0.2469	0.00225345294046518	3
-0.1455	1.1608	8.4668	-0.2487052	1.0136337	8.47127702	240	126	240	0.0111	0.1798	6.9596198426614e-05	3
-0.2671	1.0387	8.4497	-0.08844496	1.37876188	8.69149253	241	239	0	0.0111	0.4539	0.00017569362884227	3
0.645	0.1802	10.0571	0.4539663	0.4987793	9.7618661	242	138	242	0.0346	0.4745	0.0017845893095259	3
0.457	0.4882	9.766	0.48094688	0.57621728	9.97409248	243	241	0	0.0121	0.2272	0.000104503043869625	3
0.7375	0.5207	10.1905	0.60918303	0.59592982	9.82488939	244	141	244	0.0145	0.3947	0.00026070718693319	3
0.6099	0.6219	9.8107	0.55220514	0.74191246	10.02863282	245	243	0	0.0145	0.2554	0.000168696771073567	3
0.6664	0.5931	10.2497	0.68555227	0.44838432	10.41011924	246	142	246	0.0096	0.2169	6.27988789153038e-05	3
0.6605	0.4587	10.4281	0.69040608	0.41873252	10.49290196	247	245	0	0.0082	0.0818	1.72794884442395e-05	3
0.7356	0.5559	10.2383	0.73902372	0.82893336	10.42783448	248	141	248	0.0068	0.3324	4.82868320059821e-05	3
0.7502	0.8309	10.4225	0.80152544	0.94577588	10.57225136	249	247	0	0.0068	0.1956	2.84142729854696e-05	3
0.8087	0.7111	10.4687	1.12416083	0.5485093	10.72178354	250	144	0	0.0159	0.4359	0.000346203130292884	3
0.8772	0.804	10.687	0.70806192	0.56059048	10.56169108	251	145	251	0.004	0.3218	1.61754322548031e-05	3
0.6679	0.5523	10.5509	0.6086755	0.65844285	10.68969935	252	250	252	0.004	0.1845	9.27398151339707e-06	3
0.6393	0.663	10.6982	0.60887413	0.59300214	10.84662417	253	251	0	0.0051	0.1669	1.36378704791264e-05	3
-0.9477	0.3339	8.9946	-0.90601617	0.31213524	8.75955018	254	154	254	0.0428	0.2397	0.0013794483522465	3
-0.9061	0.3121	8.7596	-0.9665537	0.31094502	8.8006822	255	253	255	0.0428	0.0731	0.000420682830826946	3
-1.0613	0.3442	8.8717	-0.9550484	0.2240618	9.0696796	256	254	0	0.0428	0.2548	0.00146634726805343	3
-0.8638	-0.0775	9.2273	-0.82436648	-0.1313412	9.05196904	257	156	0	0.0077	0.1876	3.49433193337192e-05	3
-0.9684	1.0654	9.6829	-0.9319048	1.1680228	9.7592287	258	159	258	0.0174	0.133	0.000126502762709512	3
-0.9537	1.1648	9.7664	-0.935276	1.2177004	9.846809	259	257	259	0.0174	0.098	9.32125619964829e-05	3
-0.929	1.2273	9.8011	-0.73675247	1.42731857	9.86941087	260	258	0	0.0087	0.2857	6.79357881693754e-05	3
-0.6738	0.631	9.5219	-0.62438448	0.57156832	9.61783584	261	190	261	0.0138	0.1232	7.37087002897957e-05	3
-0.6148	0.5646	9.6188	-0.46067053	0.81177699	9.87854465	262	260	0	0.0138	0.3903	0.000233510598401845	3
-0.277	0.492	9.2497	-0.3202306	0.560432	9.3534666	263	193	263	0.0029	0.1316	3.47697651891642e-06	3
-0.3152	0.5788	9.3472	-0.43474355	0.65047216	9.46093278	264	262	0	0.0029	0.1799	4.75310087958256e-06	3
-0.314	0.3347	9.9748	-0.39677384	0.31239692	9.89695924	265	200	265	0.0051	0.1158	9.46234512572101e-06	3
-0.393	0.3159	9.8901	-0.27205645	0.25483365	9.92496308	266	264	266	0.0051	0.1399	1.14316242062899e-05	3
-0.2703	0.2248	9.9049	-0.1032284	0.19720152	9.96104248	267	265	267	0.0051	0.1784	1.45775679657049e-05	3
-0.1053	0.1989	9.9454	0.01824017	0.24203205	9.93456775	268	266	0	0.0051	0.1313	1.0728893911979e-05	3
-0.697	-0.4313	10.0252	-0.6163675	-0.497015	10.15004875	269	206	269	0.0026	0.1625	3.45103952996839e-06	4
-0.6175	-0.501	10.152	-0.3982272	-0.44095935	10.41876555	270	268	0	0.0026	0.3505	7.44362680156258e-06	4
0.2306	0.0152	9.7699	0.37050278	0.28504514	9.75031422	271	211	271	0.01	0.3046	9.56929122283451e-05	4
0.3705	0.2851	9.7503	0.18032385	0.295768	9.74685195	272	270	0	0.01	0.1905	5.98473400508856e-05	4
0.1331	0.5962	8.6122	0.34024674	0.73912936	8.42260433	273	225	0	0.0184	0.3151	0.000335145908532678	4
0.5396	1.047	8.3844	0.53957905	1.08400189	8.36473633	274	232	274	0.0035	0.0419	1.6125009692713e-06	4
0.5029	1.108	8.3494	0.53212048	1.234768	8.47724416	275	273	275	0.0035	0.1824	7.01957462518103e-06	4
0.5531	1.288	8.4422	0.835606	1.2054735	8.4856945	276	274	0	0.0025	0.2975	5.84139884026852e-06	4
0.18	1.304	8.5373	0.16021536	1.43583248	8.65464032	277	236	277	0.0074	0.1776	3.05531697949985e-05	4
0.1637	1.4402	8.6687	0.14746452	1.3088364	8.71305092	278	276	0	0.0051	0.1396	1.14071103588139e-05	4
0.4439	1.2705	8.5933	0.51825905	1.15864516	8.53331262	279	238	279	0.0117	0.1471	6.32607401592713e-05	4
0.5055	1.157	8.5412	0.60412377	1.40459063	8.74923293	280	278	0	0.0117	0.3381	0.000145400790264103	4
0.5644	0.6914	9.9272	0.42580455	0.7182191	9.8750066	281	244	281	0.004	0.1505	7.56495510984422e-06	4
0.4022	0.7238	9.8771	0.36376028	0.55721075	9.88766921	282	280	282	0.004	0.1713	8.6104771449589e-06	4
0.3569	0.5417	9.8791	0.3320934	0.47877116	10.01388504	283	281	0	0.0045	0.1508	9.59348148626715e-06	4
0.6915	0.6239	10.1602	0.6286944	0.6370076	10.1756902	284	-1	284	0.0383	0.066	0.000304152475943206	0
0.5721	0.6544	10.1999	0.64906668	0.74367408	10.31565564	285	283	0	0.0117	0.1652	7.10446925514046e-05	0
-0.2772	0.4947	9.2571	-0.28456562	0.59346236	9.52604544	286	262	286	0.0025	0.2866	5.62737784074272e-06	4
-0.2908	0.5954	9.5222	-0.368745	0.6417575	9.67186	287	285	287	0.0025	0.175	3.43611696486384e-06	4
-0.3494	0.5897	9.6666	-0.26380706	0.59884808	9.89415849	288	286	0	0.0025	0.2433	4.77718432886498e-06	4
