"id","sire","dam","sex","gen","birth","exit","age","ancestry","origin","status"
"UGLJPF",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UJ2B83",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UNQBYF",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UU3MSG",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7KBWB",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UWHA65",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U34M3Y",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UI3Q9R",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U9MZMS",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U6P8RW",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UHMUKP",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UHK4RU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UBPYE5",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UC7SYB",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U79HB1",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UG6QS6",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UELY17",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UDFIS8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U9955D",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U9N9QG",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"URIZQ7",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UP80I0",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"URQFQV",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UBSVK1",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UCPG77",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UME58W",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UR065G",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UH8KVA",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UWF4NK",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U1WUC3",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U8XLQK",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UGNDPU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UNIIA5",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UDLTY6",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZ3J8X",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U4UBZX",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U51WEB",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UY1JP8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UT6I4X",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U75A0X",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UGUT3P",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UGAD8H",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UBX18G",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UQWLVJ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UC8VYS",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UBY05G",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U4B1GG",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U8K7IA",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U17T0C",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"USEPE1",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"URGUQE",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UVY0Z8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UBRV7Z",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U5D59T",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UP5VH3",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7462H",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UU12F4",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UB68GJ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U5GNU4",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UJVU25",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U2EG0Y",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UKGWT1",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U81A3F",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"US4M2D",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U37GWT",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U1BAUF",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UGPX9M",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UH8KNN",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UR36ZK",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UWU2XT",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U78LDK",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UC32K0",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U4SYLE",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U70BQV",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UYWZ1P",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UQLELH",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UI1PIR",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7IFTR",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UFUJZV",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UFL7BK",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UNYYGB",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U4EMR6",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U2G0AB",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U77K18",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U2LNCS",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UINPEB",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UHNZ4H",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZALBC",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UBIIWX",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UDYMIJ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"ULFNZT",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UM1UKF",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UV6BCP",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U2RYSH",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UFEMR4",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"ULH493",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U4A2SM",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZ51IA",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UQQ3J7",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UMEYKD",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UKBWYQ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7MQTU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UT23JR",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U16JAZ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U3MT3V",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UWEAX7",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UH570N",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UPF7UE",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UQPE3W",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UJ0LC3",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U1UWP6",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UV47BP",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U730BH",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U9APLW",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U38S9F",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U5B4PI",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U8Z49E",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U1KK36",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UVH042",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UXQFR8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U6Q9Q2",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZ7VYQ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UR3UB8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UXT5YN",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"URS15B",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UC6ZFZ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"URWV3G",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UAP1T4",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U6N1WM",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UKBH8V",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UMP8FY",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UG5WQU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UADFRI",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UQCBRI",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UXNQBK",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UMDUDF",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UN9F39",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UKRVTA",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UGKZU4",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UVUQJ9",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U1X1XF",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U1F1ZJ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UIU2UR",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U4JI4M",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UP8AF0",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U43KAE",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UUV2Q8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U5G17C",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U3IF51",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZJW74",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UV8HQ3",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UHPC8D",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UWF8GV",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UIAI2R",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UJXMPK",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UKEJVH",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U8K45B",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"ULVW7P",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UY8RVB",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U8B7QT",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U33CL9",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UA1W4R",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U2WM8Y",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UAQF27",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U57RVJ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"ULEM2C",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U3L3G0",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UMCX4H",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZ51CU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZK8UG",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U638S9",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7EMJR",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UHIH2A",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZGHFH",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UFXVBC",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U21H01",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UN65WU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U6SUCE",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U85MB5",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UG1LB0",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UVMFVG",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UHZ7LR",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UV1TUN",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UY4HTY",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U3JXJT",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UISCGE",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U0MF60",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"ULNJAR",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UR14FN",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UQPZQS",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UMZIY8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UGYLN1",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UCMYAX",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UH5ZMC",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UW0T59",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U92UJI",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UIAEX7",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U5Q4MV",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"URCRT8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UA6ANP",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UG4IED",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UYUGH2",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"ULBV43",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UYM2UP",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UEX2B4",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UM2JDD",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UX3LJ4",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U21GER",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U5431L",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UCWETE",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7A1P1",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UCVVS9",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UR70V9",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UVVDYU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U02S50",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U52QV5",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"URGKR0",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UTCDXZ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UNILAS",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZS7GP",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UMR26M",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U8EMWV",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U78FAU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UK0AQ0",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UD26S6",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U35FDI",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UTP09P",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U3YU0H",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UVPL2V",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U8Y24X",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UEPPMQ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UWXK57",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UKF1XR",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UYM302",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UT7A64",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U3TK1J",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UFX6M5",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U4Q5IM",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U9130U",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UP9IA5",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UXEHZ1",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7ANFD",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UN34P8",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UFQNBA",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UB2ALC",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UV8F2K",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UJ7PYI",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UQCVPF",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U74KMH",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UXN8CM",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UAP7LW",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"URIL88",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UQEC3T",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UL8WW9",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UUBFTS",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U78PZQ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UPTFBN",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UNV20F",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UWL0LC",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U60MKB",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UJH7GZ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UIJDCH",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UC4TLJ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UZ3L2X",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UILFTG",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U3K8VM",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U09KB6",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U91AMQ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UU934E",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U5V6D6",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UUUQ8N",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UMYG67",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UXUR0L",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UVLZHA",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UY93JU",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7AWQP",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UK1G6E",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U23EVI",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"UE30BQ",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
"U7FJZS",NA,NA,"M",0,NA,NA,NA,"UNKNOWN",NA,"UNKNOWN"
