Title,Year,Link,Abstract
"Sgmcmc: An r package for stochastic gradient markov chain monte carlo",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074523210&doi=10.18637%2fjss.v091.i03&partnerID=40&md5=72b48026c0ae30bf53ba1a5ca08841b6","This paper introduces the R package sgmcmc; which can be used for Bayesian inference on problems with large data sets using stochastic gradient Markov chain Monte Carlo (SGMCMC). Traditional Markov chain Monte Carlo (MCMC) methods, such as Metropolis-Hastings, are known to run prohibitively slowly as the data set size increases. SGMCMC solves this issue by only using a subset of data at each iteration. SGMCMC requires calculating gradients of the log-likelihood and log-priors, which can be time consuming and error prone to perform by hand. The sgmcmc package calculates these gradients itself using automatic differentiation, making the implementation of these methods much easier. To do this, the package uses the software library TensorFlow, which has a variety of statistical distributions and mathematical operations as standard, meaning a wide class of models can be built using this framework. SGMCMC has become widely adopted in the machine learning literature, but less so in the statistics community. We believe this may be partly due to lack of software; this package aims to bridge this gap. © 2019, American Statistical Association. All rights reserved."
"Dbscan: Fast density-based clustering with R",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074514721&doi=10.18637%2fjss.v091.i01&partnerID=40&md5=4953ed227b0d06cb20fa54ced80b74a2","This article describes the implementation and use of the R package dbscan, which provides complete and fast implementations of the popular density-based clustering algorithm DBSCAN and the augmented ordering algorithm OPTICS. Package dbscan uses advanced open-source spatial indexing data structures implemented in C++ to speed up computation. An important advantage of this implementation is that it is up-to-date with several improvements that have been added since the original algorithms were publications (e.g., artifact corrections and dendrogram extraction methods for OPTICS). We provide a consistent presentation of the DBSCAN and OPTICS algorithms, and compare dbscan’s implementation with other popular libraries such as the R package fpc, ELKI, WEKA, PyClustering, SciKit-Learn, and SPMF in terms of available features and using an experimental comparison. © 2019, American Statistical Association. All rights reserved."
"Depth and depth-based classification with R package ddalpha",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074499062&doi=10.18637%2fjss.v091.i05&partnerID=40&md5=972a262cb4c8f79193d6ad88e3321d30","Following the seminal idea of Tukey (1975), data depth is a function that measures how close an arbitrary point of the space is located to an implicitly defined center of a data cloud. Having undergone theoretical and computational developments, it is now employed in numerous applications with classification being the most popular one. The R package ddalpha is a software directed to fuse experience of the applicant with recent achievements in the area of data depth and depth-based classification. ddalpha provides an implementation for exact and approximate computation of most reasonable and widely applied notions of data depth. These can be further used in the depth-based multivariate and functional classifiers implemented in the package, where the DDα-procedure is in the main focus. The package is expandable with user-defined custom depth methods and separators. The implemented functions for depth visualization and the built-in benchmark procedures may also serve to provide insights into the geometry of the data and the quality of pattern recognition. © 2019, American Statistical Association. All rights reserved."
"Psychological test toolbox: A new tool to compute factor analysis controlling response bias",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074494081&doi=10.18637%2fjss.v091.i06&partnerID=40&md5=103d3f9f90e5811fd2d61304b4918b69","The effects of response bias in psychological tests have been investigated for years, the two most common being social desirability (SD) and acquiescence (AC). However, the traditional methods for controlling or eliminating the impact of those biases in partici-pants’ scores have several limitations. Some factor analysis-based methods can overcome some of these limitations, such as the procedure proposed by Ferrando, Lorenzo-Seva, and Chico (2009). Nevertheless, this method involves programming skills that are not common among applied researchers or clinicians. Consequently, we have developed a stand-alone, user-friendly application that provides an easy way of using the aforementioned method to perform a factor analysis which controls for the effect of AC and SD. The program has been developed in the MATLAB environment and its distribution is entirely free. © 2019, American Statistical Association. All rights reserved."
"Fuzzy forests: Extending random forest feature selection for correlated, high-dimensional data",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074475858&doi=10.18637%2fjss.v091.i09&partnerID=40&md5=e82cecd6f7f8664d57acbaed91694098","In this paper we introduce fuzzy forests, a novel machine learning algorithm for ranking the importance of features in high-dimensional classification and regression problems. Fuzzy forests is specifically designed to provide relatively unbiased rankings of variable importance in the presence of highly correlated features, especially when the number of features, p, is much larger than the sample size, n (p ≫ n). We introduce our implementation of fuzzy forests in the R package, fuzzyforest. Fuzzy forests works by taking advantage of the network structure between features. First, the features are partitioned into separate modules such that the correlation within modules is high and the correlation between modules is low. The package fuzzyforest allows for easy use of the package WGCNA (weighted gene coexpression network analysis, alternatively known as weighted correlation network analysis) to form modules of features such that the modules are roughly uncorrelated. Then recursive feature elimination random forests (RFE-RFs) are used on each module, separately. From the surviving features, a final group is selected and ranked using one last round of RFE-RFs. This procedure results in a ranked variable importance list whose size is pre-specified by the user. The selected features can then be used to construct a predictive model. © 2019, American Statistical Association. All rights reserved."
"Stm: An R package for structural topic models",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074464991&doi=10.18637%2fjss.v091.i02&partnerID=40&md5=676cbe85f75da6a787ce061401bca7d2","This paper demonstrates how to use the R package stm for structural topic modeling. The structural topic model allows researchers to flexibly estimate a topic model that includes document-level metadata. Estimation is accomplished through a fast variational approximation. The stm package provides many useful features, including rich ways to explore topics, estimate uncertainty, and visualize quantities of interest. © 2019, American Statistical Association. All rights reserved."
"Beyond tandem analysis: Joint dimension reduction and clustering in R",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074461361&doi=10.18637%2fjss.v091.i10&partnerID=40&md5=f90f5c351867c033b557847d186bc1c2","We present the R package clustrd which implements a class of methods that combine dimension reduction and clustering of continuous or categorical data. In particular, for continuous data, the package contains implementations of factorial K-means and reduced K-means; both methods combine principal component analysis with K-means clustering. For categorical data, the package provides MCA K-means, i-FCB and cluster correspondence analysis, which combine multiple correspondence analysis with K-means. Two examples on real data sets are provided to illustrate the usage of the main functions. © 2019, American Statistical Association. All rights reserved."
"Markov-switching GARCH models in R: The MSGARCH package",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074438601&doi=10.18637%2fjss.v091.i04&partnerID=40&md5=fd19853cdc3b667acb7315bc8acc30a6","We describe the package MSGARCH, which implements Markov-switching GARCH (generalized autoregressive conditional heteroscedasticity) models in R with efficient C++ object-oriented programming. Markov-switching GARCH models have become popular methods to account for regime changes in the conditional variance dynamics of time series. The package MSGARCH allows the user to perform simulations as well as maximum likelihood and Bayesian Markov chain Monte Carlo estimations of a very large class of Markov-switching GARCH-type models. The package also provides methods to make single-step and multi-step ahead forecasts of the complete conditional density of the variable of interest. Risk management tools to estimate conditional volatility, value-at-risk, and expected-shortfall are also available. We illustrate the broad functionality of the MSGARCH package using exchange rate and stock market return data. © 2019, American Statistical Association. All rights reserved."
"Multivariate locally stationary wavelet analysis with the mvLSW R package",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073375786&doi=10.18637%2fjss.v090.i11&partnerID=40&md5=f2f0e9888ccc5fdd3e5a0e59e509b04a","This paper describes the R package mvLSW. The package contains a suite of tools for the analysis of multivariate locally stationary wavelet (LSW) time series. Key elements include: (i) the simulation of multivariate LSW time series for a given multivariate evolutionary wavelet spectrum (EWS); (ii) estimation of the time-dependent multivariate EWS for a given time series; (iii) estimation of the time-dependent coherence and partial coherence between time series channels; and, (iv) estimation of approximate confidence intervals for multivariate EWS estimates. A demonstration of the package is presented via both a simulated example and a case study with EuStockMarkets from the datasets package. © 2019, American Statistical Association. All rights reserved."
"Bayesian, and non-bayesian, cause-specific competing-risk analysis for parametric and nonparametric survival functions: The R Package CFC",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073350830&doi=10.18637%2fjss.v089.i09&partnerID=40&md5=b8f5031245eaff7d9b79a1008949e050","The R package CFC performs cause-specific, competing-risk survival analysis by computing cumulative incidence functions from unadjusted, cause-specific survival functions. A high-level API in CFC enables end-to-end survival and competing-risk analysis, using a single-line function call, based on the parametric survival regression models in the survival package. A low-level API allows users to achieve more flexibility by supplying their custom survival functions, perhaps in a Bayesian setting. Utility methods for summarizing and plotting the output allow population-average cumulative incidence functions to be calculated, visualized and compared to unadjusted survival curves. Numerical and computational optimization strategies are employed for efficient and reliable computation of the coupled integrals involved. To address potential integrable singularities caused by infinite cause-specific hazards, particularly near time-from-index of zero, integrals are transformed to remove their dependency on hazard functions, making them solely functions of causespecific, unadjusted survival functions. This implicit variable transformation also provides for easier extensibility of CFC to handle custom survival models since it only requires the users to implement a maximum of one function per cause. The transformed integrals are numerically calculated using a generalization of Simpson’s rule to handle the implicit change of variable from time to survival, while a generalized trapezoidal rule is used as reference for error calculation. An OpenMP-parallelized, efficient C++ implementation – using packages Rcpp and RcppArmadillo – makes the application of CFC in Bayesian settings practical, where a potentially large number of samples represent the posterior distribution of cause-specific survival functions. © 2019 Journal of Statistical Software. All rights reserved."
"Model-Based dose escalation Designs in R with crmPack",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073343768&doi=10.18637%2fjss.v089.i10&partnerID=40&md5=4bbd6165f6af6348cd0ad9aeec266e0e","Model-based dose escalation designs have gained increasing interest due to the need for more efficient and informative Phase I trials. The wide-spread implementation of such designs has been hindered by the need for either licensing specialized commercial software or programming the design and simulations from scratch for each project. The R package crmPack provides a simple and unified object-oriented framework for model-based dose escalation designs. This enables the standard use of such designs, while being able to flexibly adapt and extend them. The framework comprises classes and methods for the data structure including the dose grid, statistical models including prior specification, rules for maximum increments, next best dose, and adaptive stopping and cohort sizes. In addition to multiple modified classic continual reassessment method and escalation with overdose control designs with possibly advanced prior specifications (e.g., minimal informative and mixture priors), crmPack currently features dual-endpoint (safety and biomarker) designs and two-part designs. Optional assignment of a small number of patients in each cohort to placebo instead of treatment enables the use in trials outside oncology. © 2019 Journal of Statistical Software. All rights reserved."
"Efficient code for second order analysis of events on a linear network",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073276331&doi=10.18637%2fjss.v090.i01&partnerID=40&md5=b0fd2551ac094766ff52e5efe89f7666","We describe efficient algorithms and open-source code for the second-order statistical analysis of point events on a linear network. Typical summary statistics are adaptations of Ripley’s K-function and the pair correlation function to the case of a linear network, with distance measured by the shortest path in the network. Simple implementations consume substantial time and memory. For an efficient implementation, the data structure representing the network must be economical in its use of memory, but must also enable rapid searches to be made. We have developed such an efficient implementation in C with an R interface written as an extension to the R package spatstat. The algorithms handle realistic large networks, as we demonstrate using a database of all road accidents recorded in Western Australia. © 2019, American Statistical Association. All rights reserved."
"Cgam: An R package for the constrained generalized additive model",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072077231&doi=10.18637%2fjss.v089.i05&partnerID=40&md5=38494fb958a56d6bbf20a2b5cb538497","The cgam package contains routines to fit the generalized additive model where the components may be modeled with shape and smoothness assumptions. The main routine is cgam and nineteen symbolic routines are provided to indicate the relationship between the response and each predictor, which satisfies constraints such as monotonicity, convexity, their combinations, tree, and umbrella orderings. The user may specify constrained splines to fit the individual components for continuous predictors, and various types of orderings for the ordinal predictors. In addition, the user may specify parametri-cally modeled covariates. Two-way interactions between continuous variables, where the relationship with the response is constrained to be monotone, are modeled with “warped-plane splines.” The set over which the likelihood is maximized is a polyhedral convex cone, and a least-squares solution is obtained by projecting the data vector onto the cone. For generalized models, the fit is obtained through iteratively re-weighted cone projections. The cone information criterion (CIC) is provided and may be used to compare fits for combinations of variables and shapes. The graphical routine plotpersp will plot an estimated mean surface for a selected pair of predictors, given an object fitted with cgam. This package is available from the Comprehensive R Archive Network (CRAN) at https://CRAN.R-project.org/package=cgam. © 2019, American Statistical Association. All rights reserved."
"Randomized matrix decompositions using R",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071912124&doi=10.18637%2fjss.v089.i11&partnerID=40&md5=7d53681aa2c2e98dbcb2c2dc8dbdcfba","Matrix decompositions are fundamental tools in the area of applied mathematics, statistical computing, and machine learning. In particular, low-rank matrix decompositions are vital, and widely used for data analysis, dimensionality reduction, and data compression. Massive datasets, however, pose a computational challenge for traditional algorithms, placing significant constraints on both memory and processing power. Recently, the powerful concept of randomness has been introduced as a strategy to ease the computational load. The essential idea of probabilistic algorithms is to employ some amount of randomness in order to derive a smaller matrix from a high-dimensional data matrix. The smaller matrix is then used to compute the desired low-rank approximation. Such algorithms are shown to be computationally efficient for approximating matrices with low-rank structure. We present the R package rsvd, and provide a tutorial introduction to randomized matrix decompositions. Specifically, randomized routines for the singular value decomposition, (robust) principal component analysis, interpolative decomposition, and CUR decomposition are discussed. Several examples demonstrate the routines, and show the computational advantage over other methods implemented in R. © 2019 Journal of Statistical Software. All rights reserved."
"Polychrome: Creating and assessing qualitative palettes with many colors",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071040899&doi=10.18637%2fjss.v090.c01&partnerID=40&md5=d3351fa7fefdbeda2a6461f0f06d2bd8","Although R includes numerous tools for creating color palettes to display continuous data, facilities for displaying categorical data primarily use the RColorBrewer package, which is, by default, limited to 12 colors. The colorspace package can produce more colors, but it is not immediately clear how to use it to produce colors that can be reliably distingushed in different kinds of plots. However, applications to genomics would be enhanced by the ability to display at least the 24 human chromosomes in distinct colors, as is common in technologies like spectral karyotyping. In this article, we describe the Polychrome package, which can be used to construct palettes with at least 24 colors that can be distinguished by most people with normal color vision. Polychrome includes a variety of visualization methods allowing users to evaluate the proposed palettes. In addition, we review the history of attempts to construct qualitative color palettes with many colors. © 2019, American Statistical Association. All rights reserved."
"FrailtyEM: An R package for estimating semiparametric shared frailty models",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071037084&doi=10.18637%2fjss.v090.i07&partnerID=40&md5=fc3db160bfb1f9ab2c4c6a3c0d2ff58d","When analyzing correlated time to event data, shared frailty (random effect) models are particularly attractive. However, the estimation of such models has proved challenging. In semiparametric models, this is further complicated by the presence of the nonparametric baseline hazard. Although recent years have seen an increased availability of software for fitting frailty models, most software packages focus either on a small number of distributions of the random effect, or support only on a few data scenarios. frailtyEM is an R package that provides maximum likelihood estimation of semiparametric shared frailty models using the expectation-maximization algorithm. The implementation is consistent across several scenarios, including possibly left truncated clustered failures and recurrent events in both calendar time and gap time formulation. A large number of frailty distributions belonging to the power variance function family are supported. Several methods facilitate access to predicted survival and cumulative hazard curves, both for an individual and on a population level. An extensive number of summary measures and statistical tests are also provided. © 2019, American Statistical Association. All rights reserved."
"Mean and variance modeling of under-dispersed and over-dispersed grouped binary data",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071034873&doi=10.18637%2fjss.v090.i08&partnerID=40&md5=50a2cee5e30be879c88e57dbc45c7e78","This article describes the R package BinaryEPPM and its use in determining maximum likelihood estimates of the parameters of extended Poisson process models for grouped binary data. These provide a Poisson process family of flexible models that can handle unlimited under-dispersion but limited over-dispersion in such data, with the binomial distribution being a special case. Within BinaryEPPM, models with the mean and variance related to covariates are constructed to match a generalized linear model formulation. Combining such under-dispersed models with standard over-dispersed models such as the beta binomial distribution provides a very general form of residual distribution for modeling grouped binary data. Use of the package is illustrated by application to several data-sets. © 2019, American Statistical Association. All rights reserved."
"Datamaid: Your assistant for documenting supervised data quality screening in R",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071018432&doi=10.18637%2fjss.v090.i06&partnerID=40&md5=6dff367ce104f246bc58bb62a2b809bb","Data cleaning and validation are important steps in any data analysis, as the validity of the conclusions from the analysis hinges on the quality of the input data. Mistakes in the data can arise for any number of reasons, including erroneous codings, malfunctioning measurement equipment, and inconsistent data generation manuals. Ideally, a human investigator should go through each variable in the dataset and look for potential errors – both in input values and codings – but that process can be very time-consuming, expensive and error-prone in itself. We describe an R package, dataMaid, which implements an extensive and customiz-able suite of quality assessment aids that can be applied to a dataset in order to identify potential problems in its variables. The results are presented in an auto-generated, nontechnical, stand-alone overview document intended to be perused by an investigator with an understanding of the variables in the data, but not necessarily knowledge of R. Thereby, dataMaid aids the dialogue between data analysts and field experts, while also providing easy documentation of reproducible data quality screening. Moreover, the dataMaid solution changes the data screening process from the usual ad hoc approach to a systematic, well-documented endeavor. dataMaid also provides a suite of more typical R tools for interactive data quality assessment and screening, where the data inspections are executed directly in the R console. © 2019, American Statistical Association. All rights reserved."
"Corr2d: Implementation of two-dimensional correlation analysis in R",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071014309&doi=10.18637%2fjss.v090.i03&partnerID=40&md5=0b11d9b342d88799261b8fbd8a9e3b1a","In the package corr2D two-dimensional correlation analysis is implemented in R. This paper describes how two-dimensional correlation analysis is done in the package and how the mathematical equations are translated into R code. The paper features a simple tutorial with executable code for beginners, insight into the calculations done before the correlation analysis, a detailed look at the parallelization of the fast Fourier transformation based correlation analysis and a speed test of the calculation. The package corr2D offers the possibility to preprocess, correlate and postprocess spectroscopic data using exclusively the R language. Thus, corr2D is a welcome addition to the toolbox of spectro-scopists and makes two-dimensional correlation analysis more accessible and transparent. © 2019, American Statistical Association. All rights reserved."
"Slfm: An R package to evaluate coherent patterns in microarray data via factor analysis",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071011370&doi=10.18637%2fjss.v090.i09&partnerID=40&md5=155aa9bd7cb4064c7de336bf89886625","The development of simulation-based methods, such as Markov chain Monte Carlo (MCMC), has contributed to an increased interest in the Bayesian framework as an alternative to deal with factor models. Many studies have used Bayesian factor analysis to explore gene expression data. We are particularly interested in the application of a sparse latent factor model (SLFM) based on sparsity priors (mixtures) to assess the significance of factors. The SLFM measures how strong the observed coherent expression pattern is in the data, which is an important source of information to evaluate gene activity. In the literature, this type of model has shown better results than other approaches intended for identification of patterns and metagene groups related to the underlying biology. However, a full Bayesian factor model relying on MCMC algorithms has an expensive computational cost, which makes it unattractive for general users. In this paper, we present the package slfm which uses C++ implementation via Rcpp to improve the computational performance of the SLFM within the widely used statistical tool R. We investigate real and simulated microarray data related to breast cancer. © 2019, American Statistical Association. All rights reserved."
"Multiplecar: A graphical user interface matlab toolbox to compute multiple correspondence analysis",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071010164&doi=10.18637%2fjss.v090.i04&partnerID=40&md5=27c3bbd6dc8d9470bb69027534bc6bb3","In this paper we present the toolbox MultipleCar, which is a general program for computing multiple correspondence analysis and which was designed using a graphical user interface. The procedures implemented in MultipleCar are the usual ones that are already available in other applications, plus some additional procedures. MultipleCar makes it possible to compute (1) joint correspondence analysis, and (2) orthogonal and oblique rotation of coordinates. Although MultipleCar was developed in MATLAB, we compiled it as a standalone application for Windows operative systems based on graphical user interfaces. The users can decide whether to use the advanced MATLAB version of MultipleCar, or the standalone version (which does not require any programming skills). © 2019, American Statistical Association. All rights reserved."
"BsamGP: An R package for bayesian spectral analysis models using Gaussian process priors",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070951986&doi=10.18637%2fjss.v090.i10&partnerID=40&md5=e1d211a8794786f3c854d3c0765999e6","The Bayesian spectral analysis model (BSAM) is a powerful tool to deal with semiparametric methods in regression and density estimation based on the spectral representation of Gaussian process priors. The bsamGP package for R provides a comprehensive set of programs for the implementation of fully Bayesian semiparametric methods based on BSAM. Currently, bsamGP includes semiparametric additive models for regression, generalized models and density estimation. In particular, bsamGP deals with constrained regression models with monotone, convex/concave, S-shaped and U-shaped functions by modeling derivatives of regression functions as squared Gaussian processes. bsamGP also contains Bayesian model selection procedures for testing the adequacy of a parametric model relative to a non-specific semiparametric alternative and the existence of the shape restriction. To maximize computational efficiency, we carry out posterior sampling algorithms of all models using compiled Fortran code. The package is illustrated through Bayesian semiparametric analyses of synthetic data and benchmark data. © 2019, American Statistical Association. All rights reserved."
"Simmer: Discrete-event simulation for R",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070951597&doi=10.18637%2fjss.v090.i02&partnerID=40&md5=11ed9808530cbea17b19a2dee9ad6df1","The simmer package brings discrete-event simulation to R. It is designed as a generic yet powerful process-oriented framework. The architecture encloses a robust and fast simulation core written in C++ with automatic monitoring capabilities. It provides a rich and flexible R API (application programming interface) that revolves around the concept of trajectory, a common path in the simulation model for entities of the same type. © 2019, American Statistical Association. All rights reserved."
"Weighted distance-based models for ranking data using the R package rankdist",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070519392&doi=10.18637%2fjss.v090.i05&partnerID=40&md5=1ef7faa8e9bc6ff361c41501ac33584d","Rankdist is a recently developed R package which implements various distance-based ranking models. These models capture the occurring probability of rankings based on the distances between them. The package provides a framework for fitting and evaluating finite mixture of distance-based models. This paper also presents a new probability model for ranking data based on a new notion of weighted Kendall distance. The new model is flexible and more interpretable than the existing models. We show that the new model has an analytic form of the probability mass function and the maximum likelihood estimates of the model parameters can be obtained efficiently even for ranking involving a large number of objects. © 2019, American Statistical Association. All rights reserved."
"Wavelet-based and fourier-based multivariate whittle estimation: Multiwave",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069744400&doi=10.18637%2fjss.v089.i06&partnerID=40&md5=ca70cf2076eb14138fe24ea1585f2b93","Multivariate time series with long-dependence are observed in many applications such as finance, geophysics or neuroscience. Many packages provide estimation tools for univariate settings but few are addressing the problem of long-dependence estimation for multivariate settings. The package multiwave is providing efficient estimation procedures for multivariate time series. Two semi-parametric estimation methods of the long-memory exponents and long-run covariance matrix of time series are implemented. The first one is the Fourier-based estimation proposed by Shimotsu (2007) and the second one is a wavelet-based estimation described in Achard and Gannaz (2016). The objective of this paper is to provide an overview of the R package multiwave with its practical application perspectives. © 2019, American Statistical Association. All rights reserved."
"Gpareto: An r package for gaussian-process-based multi-objective optimization and analysis",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069646634&doi=10.18637%2fjss.v089.i08&partnerID=40&md5=8b5badd70a53d30f67fee603ed2e2c13","The GPareto package for R provides multi-objective optimization algorithms for expensive black-box functions and an ensemble of dedicated uncertainty quantification methods. Popular methods such as efficient global optimization in the mono-objective case rely on Gaussian processes or kriging to build surrogate models. Driven by the prediction uncertainty given by these models, several infill criteria have also been proposed in a multi-objective setup to select new points sequentially and efficiently cope with severely limited evaluation budgets. They are implemented in the package, in addition with Pareto front estimation and uncertainty quantification visualization in the design and objective spaces. Finally, it attempts to fill the gap between expert use of the corresponding methods and user-friendliness, where many efforts have been put on providing graphical post-processing, standard tuning and interactivity. © 2019, American Statistical Association. All rights reserved."
"Ggenealogy: An R package for visualizing genealogical data",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069530728&doi=10.18637%2fjss.v089.i13&partnerID=40&md5=217b3fcf82f0c01bbed8377a56c79cda","This paper introduces ggenealogy (Rutter, Vanderplas, and Cook 2019), a developing R software package that provides tools for searching through genealogical data, generating basic statistics on their graphical structures using parent and child connections, parsing and performing calculations on branches of interest, and displaying the results. It is possible to draw the genealogy in relation to variables related to the nodes, and to determine and display the shortest path distances between the nodes. Production of pairwise distance matrices and genealogical diagrams constrained on generation are also available in the visualization toolkit. The tools are being tested on a dataset with milestone cultivars of soybean varieties (Hymowitz, Newell, and Carmer 1977) as well as on a web-based database of the academic genealogy of mathematicians (North Dakota State University and American Mathematical Society 2010). The latest stable package version is available in source and binary form on the Comprehensive R Archive Network (CRAN). © 2019, American Statistical Association. All rights reserved."
"Oasisr: An R package to bring some order to the world of segregation measurement",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069476455&doi=10.18637%2fjss.v089.i07&partnerID=40&md5=a1fdf45660877ee62e5aa615724bec99","Interest in social segregation measurement has increased strongly over the years and the number of segregation indices proposed in the literature have become more complex. However there are only a few software applications that can be employed to analyze social segregation, and these are usually available as a plug-in/package in geographic information system (GIS) software or as limited stand-alone application. Thus, the development of a package which exploits the power and versatility of the R environment for statistical computing and graphics would be desirable. Also, analysis of the segregation indices shows that there are ambiguities and errors in the literature, and consequently in the available software applications. This is an even more important reason why we need to develop a new tool to bring some order to the world of segregation measurement. This paper contributes also by proposing an automatic statistical testing methodology for these indices, using several resampling techniques: randomization tests, bootstrap and jackknife. © 2019, American Statistical Association. All rights reserved."
"The R package emdi for estimating and mapping regionally disaggregated indicators",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068735853&doi=10.18637%2fjss.v091.i07&partnerID=40&md5=cf5e4af82454dee6ecdec7d55fa960fb","The R package emdi enables the estimation of regionally disaggregated indicators using small area estimation methods and includes tools for processing, assessing, and presenting the results. The mean of the target variable, the quantiles of its distribution, the head-count ratio, the poverty gap, the Gini coefficient, the quintile share ratio, and customized indicators are estimated using direct and model-based estimation with the empirical best predictor (Molina and Rao 2010). The user is assisted by automatic estimation of data-driven transformation parameters. Parametric and semi-parametric, wild bootstrap for mean squared error estimation are implemented with the latter offering protection against possible misspecification of the error distribution. Tools for (a) customized parallel computing, (b) model diagnostic analyses, (c) creating high quality maps and (d) exporting the results to Excel and OpenDocument Spreadsheets are included. The functionality of the package is illustrated with example data sets for estimating the Gini coefficient and median income for districts in Austria. © 2019, American Statistical Association. All rights reserved."
"BDgraph: An R package for Bayesian structure learning in graphical models",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068378595&doi=10.18637%2fjss.v089.i03&partnerID=40&md5=ff58e0a8b9d40d34bc5b62dfb2719b03","Graphical models provide powerful tools to uncover complicated patterns in multivariate data and are commonly used in Bayesian statistics and machine learning. In this paper, we introduce the R package BDgraph which performs Bayesian structure learning for general undirected graphical models (decomposable and non-decomposable) with continuous, discrete, and mixed variables. The package efficiently implements recent improvements in the Bayesian literature, including that of Mohammadi and Wit (2015) and Dobra and Mohammadi (2018). To speed up computations, the computationally intensive tasks have been implemented in C++ and interfaced with R, and the package has parallel computing capabilities. In addition, the package contains several functions for simulation and visualization, as well as several multivariate datasets taken from the literature and used to describe the package capabilities. The paper includes a brief overview of the statistical methods which have been implemented in the package. The main part of the paper explains how to use the package. Furthermore, we illustrate the package’s functionality in both real and artificial examples. © 2019, American Statistical Association. All rights reserved."
"Directional statistics and filtering using libdirectional",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068375176&doi=10.18637%2fjss.v089.i04&partnerID=40&md5=5c20e3305fe5d2bc0b7960206e4d091d","In this paper, we present libDirectional, a MATLAB library for directional statistics and directional estimation. It supports a variety of commonly used distributions on the unit circle, such as the von Mises, wrapped normal, and wrapped Cauchy distributions. Furthermore, various distributions on higher-dimensional manifolds such as the unit hypersphere and the hypertorus are available. Based on these distributions, several recursive filtering algorithms in libDirectional allow estimation on these manifolds. The functionality is implemented in a clear, well-documented, and object-oriented structure that is both easy to use and easy to extend. © 2019, American Statistical Association. All rights reserved."
"BFDA: A MATLAB toolbox for bayesian functional data analysis",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068362229&doi=10.18637%2fjss.v089.i02&partnerID=40&md5=d6cebb61e2f1832aef23741886dc046b","We provide a MATLAB toolbox, BFDA, that implements a Bayesian hierarchical model to smooth multiple functional data samples with the assumptions of the same underlying Gaussian process distribution, a Gaussian process prior for the mean function, and an Inverse-Wishart process prior for the covariance function. This model-based approach can borrow strength from all functional data samples to increase the smoothing accuracy, as well as simultaneously estimate the mean-covariance functions. An option of approximating the Bayesian inference process using cubic B-spline basis functions is integrated in BFDA, which allows for efficiently dealing with high-dimensional functional data. Examples of using BFDA in various scenarios and conducting follow-up functional regression are provided. The advantages of BFDA include: (1) simultaneously smooths multiple functional data samples and estimates the mean-covariance functions in a nonparametric way; (2) flexibly deals with sparse and high-dimensional functional data with stationary and nonstationary covariance functions, and without the requirement of common observation grids; (3) provides accurately smoothed functional data for follow-up analysis. © 2019, American Statistical Association. All rights reserved."
"Distance sampling in R",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068356686&doi=10.18637%2fjss.v089.i01&partnerID=40&md5=646d9eaa8b59c9673781de932fb06d56","Estimating the abundance and spatial distribution of animal and plant populations is essential for conservation and management. We introduce the R package Distance that implements distance sampling methods to estimate abundance. We describe how users can obtain estimates of abundance (and density) using the package as well as documenting the links it provides with other more specialized R packages. We also demonstrate how Distance provides a migration pathway from previous software, thereby allowing us to deliver cutting-edge methods to the users more quickly. © 2019, American Statistical Association. All rights reserved."
