Feature,12C_rep_1_fraction_10,12C_rep_1_fraction_1,12C_rep_1_fraction_2,12C_rep_1_fraction_3,12C_rep_1_fraction_4,12C_rep_1_fraction_5,12C_rep_1_fraction_6,12C_rep_1_fraction_7,12C_rep_1_fraction_8,12C_rep_1_fraction_9,12C_rep_2_fraction_10,12C_rep_2_fraction_1,12C_rep_2_fraction_2,12C_rep_2_fraction_3,12C_rep_2_fraction_4,12C_rep_2_fraction_5,12C_rep_2_fraction_6,12C_rep_2_fraction_7,12C_rep_2_fraction_8,12C_rep_2_fraction_9,12C_rep_3_fraction_10,12C_rep_3_fraction_1,12C_rep_3_fraction_2,12C_rep_3_fraction_3,12C_rep_3_fraction_4,12C_rep_3_fraction_5,12C_rep_3_fraction_6,12C_rep_3_fraction_7,12C_rep_3_fraction_9,12C_rep_3_fraction_8,13C_rep_1_fraction_10,13C_rep_1_fraction_1,13C_rep_1_fraction_2,13C_rep_1_fraction_3,13C_rep_1_fraction_4,13C_rep_1_fraction_5,13C_rep_1_fraction_6,13C_rep_1_fraction_7,13C_rep_1_fraction_8,13C_rep_1_fraction_9,13C_rep_2_fraction_10,13C_rep_2_fraction_1,13C_rep_2_fraction_2,13C_rep_2_fraction_3,13C_rep_2_fraction_4,13C_rep_2_fraction_5,13C_rep_2_fraction_6,13C_rep_2_fraction_7,13C_rep_2_fraction_8,13C_rep_2_fraction_9,13C_rep_3_fraction_10,13C_rep_3_fraction_1,13C_rep_3_fraction_2,13C_rep_3_fraction_3,13C_rep_3_fraction_4,13C_rep_3_fraction_5,13C_rep_3_fraction_6,13C_rep_3_fraction_7,13C_rep_3_fraction_8,13C_rep_3_fraction_9
S1083_ML_004_A,6.740206,6.934168,30.35517,0.436416,0,0.242453,1.115286,7.370584,6.546243,6.982659,6.497752,8.049454,29.530829,0.145472,0.096981,0.048491,1.260758,6.788696,6.788696,7.419075,7.370584,7.710019,30.064226,0.290944,0.048491,0.193963,0.969814,5.527938,6.546243,6.35228,49.848426,47.714836,50.042389,51.206166,15.226076,0.872832,0.145472,0.145472,0.339435,16.001927,50.866731,48.830122,49.460501,51.739563,14.450225,1.066795,0.193963,0.096981,0.290944,13.480411,48.345215,52.272961,51.739563,52.757868,14.935132,1.697174,0.242453,0.048491,0.290944,15.323057
S1084_ML_005_A,109.219068,112.738136,477.697458,5.24661,1.279661,3.647034,17.147458,107.363559,114.145763,112.226271,113.505932,112.738136,482.560169,4.60678,1.727542,4.094915,16.635593,111.740254,112.546186,107.555508,115.55339,111.77839,492.22161,5.054661,1.535593,3.647034,18.491102,107.619492,110.754661,109.027119,805.674576,804.075,814.120339,807.913983,239.104661,19.578814,1.791525,2.175424,5.566525,226.883898,822.182203,823.205932,815.975847,810.985169,221.765254,16.187712,2.367373,1.599576,5.886441,209.288559,808.745763,801.643644,815.272034,815.144068,228.035593,16.827542,1.023729,1.663559,6.846186,224.068644
S1085_ML_006_A,28.905383,26.388992,122.342945,1.688631,0.264883,1.026423,4.536125,27.713409,28.176954,29.402039,28.474948,28.806052,118.568359,1.688631,0.297994,1.191975,4.337463,27.614077,29.004714,28.044513,29.203377,26.885649,118.866352,1.258195,0.529766,0.893981,4.205021,27.481636,28.309396,28.044513,198.695538,204.092534,202.701897,204.721631,59.532507,4.734788,0.397325,0.463546,1.556189,55.890363,204.522969,202.072799,204.58919,208.69488,53.340862,4.370573,0.662208,0.463546,1.191975,53.870628,198.960421,201.509922,200.947045,205.648723,58.969631,4.10569,0.496656,0.562877,1.291306,53.837518
S1086_ML_007_A,1.205322,1.138359,3.549002,0.066962,0,0,0,0.803548,1.071397,1.339246,1.205322,1.339246,4.35255,0,0.066962,0.066962,0.200887,1.205322,0.803548,0.602661,0.803548,0.736585,3.682927,0.066962,0,0,0.200887,0.669623,0.87051,0.87051,5.624834,5.825721,6.629268,6.629268,1.674058,0.066962,0,0,0,1.674058,6.96408,6.361419,6.763193,6.562306,1.071397,0,0,0,0.066962,1.607095,6.428381,5.825721,6.562306,5.22306,1.339246,0.066962,0.066962,0,0.066962,1.874945
S1087_MG_001_A,0.563083,0.469236,2.440025,0,0,0,0,0.938471,0.187694,0.281541,0.469236,0.093847,1.595401,0,0,0,0,0.65693,0.469236,0.469236,0,0.281541,1.126165,0,0,0,0.375388,0.281541,0.375388,0.563083,3.190802,2.815413,3.378496,3.660037,1.126165,0.093847,0,0,0,1.407707,2.721566,3.660037,2.90926,2.440025,0.938471,0,0,0,0,0.750777,4.129273,2.815413,2.721566,2.533872,0.938471,0.187694,0,0,0,0.844624
S1088_MG_002_A,1594.611453,1638.060577,6835.947941,86.755324,18.008519,60.743019,240.828206,1514.859442,1598.899195,1608.475154,1635.487932,1587.465215,6833.375296,87.041174,20.15239,60.45717,241.399905,1510.17132,1601.400379,1614.906768,1614.763843,1625.911973,6850.526266,78.322764,20.724089,63.744439,242.400379,1545.159489,1629.913867,1607.617605,11425.11879,11507.7293,11573.90346,11607.77662,3376.74018,250.26124,31.300521,29.871273,77.322291,3169.356365,11446.5575,11561.89778,11536.17132,11507.87222,3087.031708,247.688594,27.012778,29.585424,76.607667,3002.56318,11410.25461,11561.89778,11451.86134,11448.8443,3368.879319,242.114529,27.584477,27.012778,85.897776,3142.772362
S1089_MG_003_A,459.141433,460.250853,1910.976122,24.011021,5.626345,16.641301,70.368932,435.526633,454.703752,468.571504,443.451063,462.628182,1930.787195,21.792181,5.864078,19.652585,67.278405,439.805825,463.34138,463.816846,457.952768,459.141433,1902.25925,23.060089,5.150879,18.146943,70.289688,432.51535,454.703752,460.647074,3239.902913,3242.363159,3287.053267,3259.608764,968.048281,66.64445,7.924429,7.211231,25.992128,906.396221,3224.291787,3264.547888,3235.069011,3267.162949,872.717397,71.002886,7.211231,7.369719,22.822356,835.472579,3240.853844,3253.215954,3246.083967,3273.977959,931.833639,70.131199,7.369719,9.271582,24.724219,864.713723
S1090_MG_004_A,230.257387,233.310264,945.100311,14.559876,3.522551,8.57154,32.75972,204.542768,235.07154,238.241835,236.128305,216.871695,965.765941,11.506998,2.348367,8.923795,34.520995,218.398134,222.977449,226.265163,228.965785,238.006998,955.785381,12.211509,3.170295,10.332815,35.108087,218.398134,238.124417,219.043935,1616.498445,1623.308709,1615.206843,1626.361586,484.3507,34.051322,4.461897,3.757387,12.328927,456.522551,1607.104977,1598.533437,1635.050544,1626.713841,422.471229,36.517107,4.931571,5.283826,11.037325,417.069984,1591.370918,1631.645412,1604.639191,1616.615863,463.215397,34.286159,3.757387,5.048989,10.802488,453.70451
S1091_MG_005_A,1.735632,1.627155,6.834052,0.216954,0,0,0,1.410201,1.844109,1.844109,1.08477,0.976293,7.918822,0.108477,0,0,0.325431,1.410201,1.410201,2.16954,2.16954,1.735632,7.376437,0.216954,0,0,0.650862,1.410201,2.278017,2.061063,13.668103,12.366379,12.149425,12.149425,4.881466,0.108477,0,0,0,3.362787,13.668103,13.451149,10.956178,10.196839,3.037356,0.650862,0.108477,0,0.108477,3.579741,14.210489,11.173132,14.969828,13.017241,4.33908,0.325431,0.108477,0.108477,0.108477,4.230603
S1092_MG_006_A,7328.944023,7298.930266,30923.41034,367.97296,83.809298,282.15797,1127.270873,6911.186907,7287.755693,7251.79649,7289.833017,7323.714896,30820.76186,367.256641,81.731973,275.925996,1094.391841,6942.633302,7291.408918,7311.824004,7318.843928,7271.81926,30877.20778,375.565939,84.597249,268.118121,1110.867173,6939.051708,7310.821157,7305.663662,51868.92979,52122.57827,52233.55503,52021.3297,15415.96822,1131.497154,132.805503,127.576376,362.887097,14261.04744,51840.11907,52167.92125,52209.75427,52161.76091,14064.91936,1114.806926,128.937381,132.160816,362.24241,13427.82543,51803.0185,52153.09345,52082.10626,52002.73814,15103.65323,1143.746205,129.725332,132.089184,364.892789,14027.52751
S1093_MG_007_A,236.017421,229.441084,974.540044,10.083716,2.119042,7.891604,36.096782,209.785144,230.53714,232.729252,226.591338,227.906605,952.54585,11.106702,3.58045,7.599323,33.027825,212.050327,229.660295,231.779337,226.518268,222.791677,969.498185,10.814421,2.776676,9.060731,32.297121,226.88362,223.522381,235.578998,1622.382289,1631.954512,1621.359303,1625.962739,476.638277,35.8045,4.311154,4.457295,10.522139,453.255746,1623.775708,1645.472538,1628.00871,1633.854343,444.560368,33.831599,3.872732,4.238084,12.056617,420.154851,1601.995645,1629.835471,1617.26736,1641.892088,469.98887,34.781515,3.58045,3.65352,11.837406,435.207355
S1094_MG_008_A,927.815756,897.206141,3862.383841,45.759879,11.32595,36.030204,131.122577,864.496854,915.729675,920.625472,912.841178,913.905361,3881.912409,48.49635,11.173924,34.357916,139.940096,868.221495,917.173924,904.783791,920.138434,920.138434,3871.616914,42.871382,10.261767,35.346086,142.75258,863.508684,917.858042,934.276869,6475.098918,6527.547949,6502.463629,6509.988925,1929.744274,142.220488,16.190788,16.874906,46.52001,1784.559275,6512.117292,6524.963504,6521.314875,6536.289454,1750.657438,141.76441,15.658696,14.670526,46.52001,1696.156053,6430.251196,6486.652907,6514.625724,6471.146237,1888.393154,139.255978,14.974578,17.939089,47.280141,1760.463126
S1095_MG_009_A,1807.393081,1830.592209,7698.81994,94.688641,21.636066,65.648597,282.914192,1749.888859,1836.104059,1816.689186,1842.767638,1810.519205,7741.845274,89.341324,20.977935,69.268319,284.970853,1752.685917,1831.414873,1826.314356,1825.656224,1833.389267,7719.386543,96.169436,21.389267,71.242713,275.263416,1736.643966,1838.489785,1832.237537,13015.12231,13067.77281,12985.58867,13034.29038,3848.587306,277.895941,31.508036,34.140561,90.657586,3570.197766,12967.49006,13030.75293,13002.78235,13070.15854,3495.993462,285.546718,31.590302,30.685372,93.372378,3385.465268,12962.06047,13019.89376,12990.68919,13013.97058,3778.249523,283.407791,33.646963,33.811496,89.176791,3471.889403
S1096_MG_010_A,3670.360472,3668.014295,15512.5519,189.383468,44.389683,141.333748,562.42573,3493.177129,3630.663145,3638.733996,3655.626476,3640.311374,15412.04164,173.898695,43.920447,142.741454,564.678061,3473.375388,3654.594158,3634.135488,3650.179925,3651.778745,15458.49596,182.532629,44.014295,138.612181,547.50404,3470.559975,3629.161591,3637.232443,25869.70665,25953.86047,26050.85799,26130.60162,7740.369484,557.545681,63.628341,61.37601,185.817278,7144.486638,25933.71038,26068.66252,25924.9826,25986.17091,7002.026725,563.08266,68.883779,66.25606,175.587943,6730.0578,25867.26663,26125.44003,26040.133,26091.27968,7589.134245,565.804226,73.200746,63.534493,179.717216,7018.262275
S1097_MG_011_A,0.203093,0,1.523201,0,0,0,0,0.30464,0.203093,0.30464,0.203093,0.406187,1.218561,0,0,0,0,0.101547,0,0.101547,0.101547,0.203093,0.913921,0,0,0,0.101547,0.30464,0.406187,0,2.030935,2.234028,1.421654,1.827841,0.60928,0,0,0,0,0.203093,1.218561,1.726295,0.913921,1.726295,0.60928,0,0,0,0,0.30464,1.929388,1.726295,1.320108,2.538668,0.30464,0.101547,0,0,0,0.101547
S1098_MG_012_A,109.111631,112.745321,485.90508,6.258021,0.908422,3.63369,15.947861,113.754679,111.130348,113.956551,111.130348,111.534091,475.912433,4.743984,1.514037,3.835561,17.461898,112.03877,111.735963,115.268717,111.231283,116.379011,492.062166,6.964572,1.715909,4.037433,15.039439,110.625668,111.231283,112.846257,803.852941,832.92246,825.756016,825.554144,242.245989,17.562834,2.018717,2.119652,5.955214,228.417781,804.256684,824.813837,813.643717,820.10361,214.993316,17.159091,1.816845,1.514037,5.955214,206.615642,803.348262,828.885027,805.669786,816.268048,236.997326,17.360963,2.220588,1.715909,5.551471,221.251337
S1099_MG_013_A,220.449832,226.957576,973.009428,12.405387,2.643771,8.643098,34.877441,218.314478,232.855219,227.66936,224.720539,227.36431,956.841751,12.913805,2.847138,7.524579,34.063973,219.636364,231.43165,221.56835,228.177778,240.684848,969.450505,11.490236,2.847138,9.151515,33.555556,217.806061,222.381818,224.822222,1632.426936,1650.83165,1652.763636,1625.00404,489.30101,34.775758,4.270707,4.270707,10.575084,448.322559,1626.936027,1642.391919,1651.543434,1627.342761,435.307071,33.555556,5.694276,3.965657,12.507071,421.478114,1610.666667,1636.392593,1633.850505,1610.056566,470.794613,36.199327,4.779125,2.745455,11.89697,431.849832
S1100_MG_014_A,7286.70719,7300.76346,30874.59604,366.092393,82.869052,279.971518,1107.538729,6919.565821,7306.742619,7315.554012,7307.476902,7285.972907,30832.32233,369.134422,83.708232,279.342133,1111.074679,6984.182702,7287.651268,7324.15561,7291.637374,7276.741924,30993.34005,372.386245,86.435568,278.922543,1132.998263,6965.196249,7316.183397,7327.931921,51556.9281,52314.60299,52127.57068,52105.5422,15432.52518,1121.66933,133.010073,131.8562,367.456061,14299.94651,51874.03335,52124.94825,51989.73533,52090.96145,13927.54915,1115.165683,131.43661,126.191733,355.497742,13454.99687,51774.38069,52068.72317,51960.13581,52122.22091,15174.26745,1132.788468,130.807225,128.394581,369.239319,13983.57555
S1101_MG_015_A,57.367275,55.564607,244.526685,3.393258,0.636236,2.544944,9.861657,51.95927,53.655899,59.80618,58.21559,57.579354,244.102528,3.605337,0.530197,2.120787,10.179775,54.186096,58.109551,56.518961,57.579354,60.336376,241.769663,3.711376,0.742275,2.332865,7.84691,53.974017,55.246489,59.063904,398.071629,420.783357,399.662219,410.054073,115.370787,9.013343,0.742275,1.484551,2.226826,109.962781,414.719803,419.173455,417.370787,415.886236,110.811096,7.952949,0.954354,1.166433,3.07514,100.313202,399.874298,401.676966,416.416433,411.856742,116.961376,9.013343,1.060393,0.636236,2.438904,112.295646
S1102_MG_016_A,1834.187755,1824.998887,7731.2,97.043414,21.851577,68.020037,281.829314,1736.135807,1831.386271,1832.394805,1823.430056,1804.604082,7779.609647,96.595176,19.274212,72.614471,278.91577,1743.2282,1827.464193,1840.911317,1829.593321,1825.447124,7717.528757,88.078664,21.739518,67.235622,274.881633,1755.07384,1823.766234,1822.421521,13007.17922,13023.20371,13071.27718,13020.17811,3843.188126,292.811132,30.704267,31.824861,90.207792,3628.930612,12885.03451,13014.79926,13041.69351,13048.30501,3456.471243,277.234879,33.393692,32.273098,93.345455,3370.633766,13011.54954,13042.02969,13007.85158,13009.42301,3819.879777,281.829314,35.186642,33.057514,92.561039,3500.622635
S1103_MG_017_A,0.456021,0.798037,1.596074,0.114005,0,0.114005,0.228011,0.570026,0.456021,0.798037,0.114005,0.684032,2.280106,0,0,0,0.114005,0.456021,0.114005,0.114005,0.114005,0.342016,2.508116,0,0.114005,0,0,0.456021,0.228011,0.456021,2.850132,3.192148,2.850132,3.420159,0.570026,0,0,0,0,0.912042,2.622122,3.078143,2.508116,2.394111,0.912042,0,0,0,0,1.482069,3.420159,2.850132,4.446206,3.420159,0.570026,0.228011,0,0,0,0.912042
S1104_MG_018_A,7.984448,6.810264,31.115863,0.352255,0.352255,0.234837,0.939347,7.279938,7.045101,6.105754,5.870918,6.575428,29.472006,0.469673,0,0.117418,1.643857,6.927683,7.86703,7.279938,5.988336,6.927683,29.119751,0.821928,0,0.352255,1.291602,8.272162,7.984448,8.101866,49.080871,52.133748,51.898911,50.842146,15.616641,0.939347,0.117418,0.352255,0.469673,14.442457,45.440902,52.838258,50.724728,52.838258,13.50311,1.526439,0.117418,0.117418,0.352255,14.559876,51.546656,49.433126,47.084759,53.895023,15.499222,1.174184,0.117418,0.117418,0.352255,12.7986
S1105_MG_019_A,3615.742188,3607.484375,15327.56172,184.267188,41.525,138.377344,547.610937,3516.058594,3622.604688,3624,3624.707812,3629.072656,15408.72422,191.58125,39.991406,141.680469,554.099219,3432.654687,3630.960156,3639.1,3594.861719,3641.577344,15213.01406,186.980469,42.114844,135.428125,551.503906,3459.433594,3623.528125,3626.949219,25783.72188,25773.45859,25837.39766,25784.66563,7608.984375,555.986719,63.703125,62.759375,179.902344,7096.174219,25674.60078,25864.76641,25882.93359,25849.3125,6959.684375,568.845312,65.708594,61.34375,180.492188,6711.95,25506.73125,25863.23281,25870.075,25879.86641,7513.429688,575.805469,69.365625,60.517969,173.414062,6924.175
S1106_MG_020_A,51.52064,54.064869,230.125527,1.78096,0.254423,1.399326,9.159225,52.029486,48.467565,56.609099,55.591407,54.319292,219.821398,3.307498,0.763269,2.162595,8.650379,47.577085,55.591407,54.828138,54.674389,51.52064,226.94524,2.544229,0.763269,1.653749,7.632687,54.700927,49.612468,58.771693,388.249368,384.94187,382.779275,379.917018,117.988627,9.795282,1.144903,1.272115,2.162595,101.005897,378.326874,385.069082,383.542544,393.846672,102.023589,6.869419,1.017692,0.89048,2.035383,100.115417,390.030329,388.758214,384.433024,375.401011,102.532435,8.395956,1.272115,0.636057,2.289806,101.387532
S1107_MG_021_A,845.919014,855.356514,3569.501761,41.338908,9.96919,29.774648,123.883803,806.308099,855.223592,830.632923,863.066021,828.772007,3555.411972,40.408451,9.304577,30.173415,124.947183,805.111796,836.215669,832.227993,854.293134,848.045775,3602.200704,41.205986,9.703345,32.034331,123.883803,810.02993,843.659331,837.677817,5949.745599,6030.695423,6062.995599,6063.128521,1781.294894,130.295775,15.286092,16.748239,43.066901,1677.349472,5990.021127,6016.472711,6038.537852,6029.49912,1662.993838,129.865317,13.292254,13.691021,38.414613,1555.316021,6018.732394,6064.191901,6036.278169,6016.339789,1750.722711,132.65669,16.349472,14.621479,44.529049,1603.710387
S1108_MG_022_A,210.209127,208.46965,882.450155,12.711564,2.274701,9.366416,31.845813,201.511741,202.715995,207.80062,205.793531,210.744351,901.450598,8.56358,2.809925,7.493132,33.451484,194.420027,215.026141,217.969872,208.46965,211.814798,898.774479,9.500222,2.943731,7.760744,31.712007,206.596367,206.328755,211.814798,1497.422242,1508.394329,1519.366416,1517.359327,445.57377,31.979619,3.746566,2.943731,10.035445,427.777581,1496.351794,1533.683651,1514.95082,1512.943731,408.910944,29.704918,4.014178,4.95082,10.436863,384.290651,1507.859105,1482.703589,1517.493132,1500.499778,432.594595,33.58529,3.077537,3.077537,10.704475,398.741693
S1109_MG_023_A,415.44092,414.468966,1737.437241,20.133333,5.137471,14.57931,61.788506,393.502529,408.637241,415.57977,404.749425,415.718621,1735.909885,18.605977,4.72092,15.273563,62.205057,383.782989,405.582529,408.35954,408.498391,424.327356,1733.549425,24.16,4.85977,16.93977,63.936552,398.778851,406.554483,408.914943,2906.697931,2916.00092,2910.030345,2940.855172,867.677241,66.092874,7.497931,7.775632,23.188046,802.13977,2934.745747,2923.36,2945.853793,2948.214253,803.250575,61.510805,8.469885,6.942529,21.521839,752.708966,2894.756782,2953.351724,2938.494713,2949.047356,840.601379,59.428046,6.525977,7.22023,21.79954,789.782069
S1110_MG_024_A,21.66069,24.437701,101.222069,1.249655,0.555402,0.971954,4.165517,24.298851,25.131954,26.65931,28.325517,26.798161,108.164598,0.971954,0.416552,0.971954,3.471264,26.242759,25.965057,25.409655,23.882299,28.742069,101.916322,1.527356,0.277701,0.416552,3.610115,21.66069,26.52046,26.52046,187.309425,177.312184,182.033103,179.117241,52.485517,4.582069,1.110805,0.138851,0.971954,51.930115,193.28,180.922299,176.617931,178.70069,51.791264,2.638161,0.416552,0.416552,1.388506,46.098391,180.783448,183.69931,179.811494,172.035862,53.318621,3.610115,0.416552,0.277701,1.527356,49.153103
S1111_MG_025_A,3658.612551,3660.44536,15467.93215,184.33196,45.662224,134.571844,548.532106,3465.645748,3646.245699,3671.9307,3676.248122,3618.731282,15447.22317,187.259026,43.613278,139.694209,557.532833,3493.818755,3660.588321,3657.075842,3652.09983,3649.538648,15420.00145,181.478071,43.101042,133.730313,560.094015,3449.566029,3630.457475,3670.467167,25873.43106,26074.59365,26049.24691,26014.36928,7730.307245,556.874243,65.566271,63.224618,187.844439,7123.965592,25880.67555,26028.05331,26073.32687,26051.90889,6982.441968,566.753089,66.517567,66.517567,181.770778,6728.226315,25780.22268,26068.00775,26117.9874,26089.66804,7579.63654,563.67967,65.858977,64.468621,185.575963,7008.419675
S1112_MG_026_A,6.665032,5.480137,26.06768,0.296224,0,0.148112,0.740559,6.368808,7.998038,6.51692,6.665032,7.257479,23.994115,0.888671,0.148112,0.444335,1.333006,5.628249,5.332026,5.332026,7.257479,6.813144,27.252575,0.444335,0,0.592447,0.740559,5.776361,5.628249,6.220696,45.174105,47.24767,40.434527,45.766552,11.108386,1.184895,0,0.148112,0.444335,11.256498,46.803335,44.877881,38.805297,46.655223,11.552722,1.036783,0,0,0,11.848946,41.619421,45.025993,46.951447,48.432565,11.552722,0.888671,0.296224,0,0,12.293281
S1113_MG_027_A,27.7105,29.561335,112.175662,1.481845,0.148184,1.630029,3.260059,24.154073,25.339549,22.968597,24.005888,22.524043,107.730128,0.592738,0.444553,1.33366,3.704612,21.783121,25.04318,24.894995,25.487733,25.635918,105.803729,1.33366,0.296369,1.33366,4.29735,25.784102,24.450442,23.561335,168.782139,166.855741,178.265947,180.34053,55.124632,3.852797,1.185476,0.592738,1.185476,50.086359,164.781158,174.41315,174.41315,177.228656,44.751717,3.408243,0.592738,0.148184,1.481845,47.270854,170.560353,174.116781,187.749755,176.784102,56.310108,4.445535,0,0.889107,0.889107,43.714426
S1114_MG_028_A,95.607254,92.321244,390.878756,5.476684,1.095337,2.973057,13.926425,85.592746,92.94715,98.580311,98.893264,94.668394,385.089119,4.22487,1.87772,3.75544,12.048705,93.41658,99.675648,95.607254,93.729534,90.443523,406.213472,4.381347,0.625907,2.81658,15.647668,94.35544,91.06943,90.756477,648.126425,655.793782,667.68601,677.525389,205.610363,13.769948,1.40829,0.93886,4.381347,192.466321,651.881865,676.761658,683.687047,665.495337,183.390674,11.892228,2.190674,2.190674,5.007254,176.192746,684.898446,671.754404,665.964767,684.741969,201.698446,15.960622,1.564767,1.87772,4.068394,179.948187
S1115_MG_029_A,114.212752,113.807383,483.301342,6.587248,1.216107,2.938926,18.849664,109.956376,114.922148,110.513758,112.996644,110.361745,480.97047,6.181879,1.722819,3.242953,18.241611,109.551007,114.719463,118.773154,111.375168,115.93557,484.51745,6.891275,1.418792,3.952349,17.734899,111.273826,111.172483,116.138255,808.711409,813.879866,820.365772,820.26443,240.181208,16.41745,1.722819,2.22953,5.77651,235.620805,793.814094,807.292617,816.008054,827.966443,218.291275,19.153691,2.837584,2.330872,5.77651,215.251007,808.508725,825.534228,818.541611,824.520805,238.762416,16.924161,1.621477,2.736242,5.979195,223.561074
S1116_MG_030_A,918.059732,917.654362,3840.467114,48.238926,9.424832,31.618792,143.297987,868.908725,908.381544,895.865772,895.055034,928.19396,3851.614765,49.657718,12.566443,36.888591,144.210067,864.145638,915.526174,906.506711,911.979195,922.113423,3869.653691,45.806711,10.438255,35.267114,143.095302,883.096644,914.310067,902.351678,6512.660403,6503.843624,6494.621477,6529.584564,1913.139597,147.45302,18.140268,12.971812,47.833557,1816.256376,6487.426174,6527.456376,6531.307383,6591.403356,1760.518121,142.183221,13.579866,14.795973,45.097315,1706.3,6446.990604,6438.072483,6526.442953,6545.697987,1897.836913,139.751007,17.126846,16.113423,48.441611,1731.128859
S1117_MG_031_A,0.202685,0.202685,0.608054,0,0,0,0,0,0.304027,0.202685,0.101342,0.101342,1.216107,0,0,0,0,0.304027,0.101342,0.405369,0.101342,0.202685,0.912081,0,0,0,0,0.304027,0.506711,0.304027,1.621477,2.026846,0.810738,1.114765,0.506711,0.101342,0,0,0,0.608054,1.216107,3.040268,0.608054,1.31745,0.810738,0,0,0,0,0.608054,1.418792,2.736242,2.026846,1.621477,0.405369,0,0,0,0,0.405369
S1118_MG_032_A,4.560403,2.938926,15.201342,0,0,0.101342,0.304027,4.560403,3.141611,3.749664,4.45906,2.634899,13.275839,0,0.101342,0.101342,0.202685,4.053691,3.445638,3.54698,4.560403,3.851007,15.606711,0.101342,0,0,0.506711,4.560403,3.040268,3.648322,25.33557,26.754362,24.727517,24.930201,7.397987,0.608054,0,0,0.101342,7.09396,25.74094,25.842282,25.33557,24.930201,6.688591,0.405369,0,0.101342,0.101342,7.09396,23.916779,23.10604,27.869128,25.436913,7.600671,0.709396,0.101342,0,0.101342,6.485906
S1119_MG_033_A,1.925503,1.824161,6.485906,0.101342,0,0.101342,0.202685,1.824161,1.621477,1.520134,1.925503,2.026846,6.789933,0,0,0,0.202685,1.722819,2.837584,2.330872,2.128188,1.722819,7.397987,0,0,0,0.506711,0.810738,1.216107,1.925503,13.579866,12.667785,13.681208,14.491946,4.053691,0.506711,0.101342,0,0,4.357718,14.187919,11.55302,15.404027,11.857047,2.938926,0.202685,0,0,0.101342,2.938926,13.985235,12.465101,12.059732,13.478523,3.242953,0.101342,0,0.101342,0.101342,3.445638
S1120_MG_034_A,13.377181,14.187919,59.183893,1.114765,0.405369,0.709396,2.634899,15.404027,14.795973,14.694631,16.012081,14.897315,58.17047,0.912081,0.202685,0.608054,1.925503,15.201342,14.795973,14.187919,11.755705,14.086577,58.879866,0.506711,0.101342,0.608054,1.925503,13.681208,14.491946,13.681208,102.355705,103.065101,102.659732,106.612081,30.706711,1.925503,0.405369,0.506711,0.608054,29.997315,98.910067,103.065101,102.355705,96.173826,29.591946,3.040268,0.101342,0.202685,1.013423,24.626174,99.822148,99.822148,101.24094,100.734228,30.808054,2.432215,0.202685,0,0.912081,28.173154
S1121_MG_035_A,465.87047,458.877852,1919.01745,23.511409,6.891275,16.113423,69.014094,437.393289,461.918121,453.709396,459.891275,463.742282,1932.191946,22.903356,5.067114,17.937584,68.203356,430.704698,454.013423,451.885235,454.216107,456.344295,1972.931544,22.802013,4.86443,17.126846,68.608725,437.798658,455.837584,450.466443,3234.034899,3264.032215,3255.620805,3249.742953,994.471812,71.04094,7.904698,7.600671,23.207383,891.812081,3228.562416,3277.308054,3237.885906,3232.413423,878.333557,65.669799,9.222148,9.424832,26.450336,837.59396,3272.910738,3248.830872,3249.742953,3264.032215,953.022819,69.216779,6.992617,8.310067,22.903356,868.351342
S1122_MG_036_A,7328.161745,7251.749664,30916.28725,369.088591,84.114094,284.771812,1105.036242,6941.642282,7335.05302,7330.188591,7324.614765,7264.214765,30911.82819,374.561074,83.607383,273.016107,1104.225503,6934.345638,7325.121477,7308.602685,7297.961745,7251.445638,30968.78255,365.237584,87.154362,286.697315,1116.386577,6914.786577,7291.779866,7320.662416,51816.71409,52106.45168,52013.82483,52169.7906,15406.5604,1133.412081,140.663087,128.096644,366.555034,14302.74027,51780.63624,52225.73154,52288.6651,52115.3698,14019.58993,1114.461074,136.609396,128.197987,369.797987,13466.26107,51760.26644,52185.70134,52208.40201,52022.94564,15154.82617,1126.72349,130.326174,126.171141,356.420805,13994.05168
S1123_MG_037_A,0.709396,1.013423,3.648322,0.101342,0,0,0,1.013423,1.013423,0.608054,0.506711,1.013423,5.168456,0,0,0,0,0.608054,1.31745,0.912081,1.013423,1.114765,3.648322,0.101342,0,0,0,0.912081,1.114765,1.114765,5.573826,6.587248,6.283221,6.789933,1.520134,0.101342,0.202685,0.101342,0.202685,1.722819,4.45906,6.485906,6.080537,6.080537,1.722819,0.202685,0,0,0,2.330872,7.09396,6.384564,6.181879,5.979195,1.824161,0.202685,0,0,0,2.330872
S1124_MG_038_A,0.506711,0.810738,2.432215,0,0,0.101342,0.101342,1.013423,0.709396,1.013423,1.114765,0.912081,4.357718,0,0,0,0.202685,0.304027,0.912081,1.216107,1.31745,1.114765,3.648322,0,0,0,0,0.709396,0.912081,1.013423,5.168456,7.09396,6.688591,6.283221,1.925503,0,0,0,0,1.824161,7.09396,6.384564,5.77651,7.702013,1.621477,0,0,0,0,2.330872,6.688591,6.181879,6.181879,6.485906,2.128188,0.202685,0,0,0,2.22953
