"pdf","pagenum","storet_code","state","name","county","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","retention_time_units","alkalinity","conductivity","secchi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading","lat","long","chl"
474,184,"5536","WISCONSIN","PINE LAKE","WAUKESHA","NATURAL",NA,2.85,11.8,NA,NA,"years",144,305,1.8,0.028,0.014,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.12,-88.05,7.5
474,185,"5538","WISCONSIN","LAKE POYGAN","WINNEBAGO, WAUSHARA","NATURAL",10101,44.48,2.1,84.2,13,"days",137,303,0.5,0.074,0.026,0.28,NA,1973,NA,77,244830,246880,7438,NA,2875,4180737,4191049,239152,3,5.55,4203310,NA,94.2,44.12,-88.883333,19.4
474,186,"5539","WISCONSIN","SHAWANO LAKE","SHAWANO","NATURAL",193.99,24.91,3.2,1.7,1.5,"years",104,223,2.1,0.02,0.008,0.13,NA,NA,NA,113,1696,1810,NA,NA,4263,75465,79728,1388,23,0.07,58912,26,3.2,44.813333,-88.476667,11.9
474,187,"5541","WISCONSIN","SINISSIPPI LAKE","DODGE","IMPOUNDMENT",986.79,9.31,1.4,4.6,33,"days",246,560,0.2,0.404,0.188,0.3,NA,6494,NA,59,52580,59134,19478,NA,2132,555905,577515,58449,1,6.35,578966,NA,62,43.358333,-88.608333,169.3
474,188,"5545","WISCONSIN","SWAN LAKE","COLUMBIA","NATURAL",175.08,1.64,9.7,1,178,"days",188,405,2,0.141,0.134,0.85,NA,1710,NA,18,2839,4567,5125,NA,639,59088,64853,5397,NA,2.78,57478,11,39.5,43.546667,-89.351667,8.2
474,189,"5546","WISCONSIN","TAINTER LAKE","DUNN","NATURAL",4351.2,6.85,4.1,32,10,"days",73,175,1.4,0.111,0.081,0.64,NA,1102,NA,59,137841,139002,3311,NA,2204,1577635,1583149,121655,12,20.3,1573650,1,231.2,44.988333,-91.833333,13.7
474,19,"2304","MAINE","ESTES LAKE","YORK","IMPOUNDMENT",271.95,1.57,3,5,11,"days",13,75,1,0.094,0.057,0.23,NA,11234,NA,14,3864,15111,45193,NA,481,127129,172803,14254,6,9.65,193388,NA,110.3,43.423333,-70.668333,NA
474,190,"5548","WISCONSIN","TOWNLINE LAKE","ONEIDA","NATURAL",12.17,0.61,3.8,0.1,253,"days",27,97,0.8,0.078,0.042,0.305,NA,454,NA,27,367,848,1361,NA,993,3361,5714,404,52,1.4,5188,9,9.4,45.813333,-89.163333,5.1
474,191,"5550","WISCONSIN","WAPOGASSET LAKE","POLK","NATURAL",256.67,4.8,5.3,1.5,194,"days",92,195,1.8,0.043,0.015,0.205,NA,735,NA,77,2603,3415,2204,NA,2844,48145,53193,1941,43,0.71,52993,0,11.1,45.316667,-92.422222,16.6
474,192,"5551","WISCONSIN","WAUSAU LAKE","MARATHON","IMPOUNDMENT",10360,7.76,2.2,100.4,2,"days",21,88,0.7,0.059,0.033,0.385,NA,52526,NA,36,167896,220458,294576,NA,1302,3270742,3566619,360168,NA,28.4,4499877,NA,459.5,44.896667,-89.623333,5
474,193,"5554","WISCONSIN","LAKE WINNEBAGO","WINNEBAGO, FOND DU LAC, CALUMET","NATURAL",15617.69,557.3,4,122.3,210,"days",134,303,0.6,0.116,0.074,0.27,NA,108399,NA,376,412748,521524,632381,NA,5655,7732369,8370405,543497,NA,0.94,6918975,17,15,43.816667,-88.466667,45.1
474,194,"5555","WISCONSIN","WISCONSON LAKE","COLUMBIA SAUK","IMPOUNDMENT",23180.49,36.02,1.8,207.1,4,"days",49,155,0.8,0.058,0.037,0.38,NA,20621,NA,190,527057,547868,69832,NA,7161,8986368,9063361,519732,5,15.21,9650344,NA,251.6,43.368333,-89.621667,51.4
474,195,"5556","WISCONSIN","LAKE WISSOTA","CHIPPEWA","IMPOUNDMENT",14374.49,21.97,8.8,133.1,17,"days",29,85,1,0.043,0.028,0.24,NA,3460,NA,204,191106,194771,10050,NA,7619,5588065,5605733,164925,15,8.86,4106444,27,255.1,44.94,-91.321667,5
474,196,"5557","WISCONSIN","PEWAUKEE LAKE","WAUKESHA","IMPOUNDMENT",NA,10.09,4.5,NA,4.2,"years",166,440,1.7,0.026,0.015,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.08,-88.268333,15.5
474,197,"5558","WISCONSIN","OKAUCHEE","WAUKESHA","NATURAL",217.04,4.47,9,1.6,300,"days",196,450,1.9,0.016,0.008,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.131667,-88.08,8.4
474,198,"5559","WISCONSIN","TICHIGAN LAKE","RACINE","NATURAL",922.04,4.59,1.9,5.4,19,"days",195,575,0.9,0.269,0.207,0.815,NA,78635,NA,159,15243,94036,155048,NA,5932,257311,418290,54735,42,20.51,379075,9,91.2,42.816667,-88.208333,44.7
474,199,"5560","WISCONSIN","BROWNS LAKE","RACINE","NATURAL",NA,1.6,2.4,NA,NA,"years",131,418,2,0.022,0.08,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.683333,-88.241667,6.4
474,20,"2306","MAINE","LONG LAKE","CUMBERLAND","NATURAL",295.26,19.7,10.4,5.5,1.2,"years",10,50,3.4,0.008,0.006,0.08,NA,NA,NA,299,2458,2757,NA,NA,11256,83578,94834,1388,50,0.14,78757,17,4.8,43.971667,-70.601667,3.2
474,200,"5561","WISCONSIN","LAKE GENEVA","WALWORTH","NATURAL",NA,21.3,18.6,NA,29,"years",181,400,3.2,0.015,0.006,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.565,-88.488333,5.8
474,201,"5562","WISCONSIN","COMO","WALWORTH","NATURAL",23.57,3.83,1.3,NA,1.1,"years",156,375,0.5,0.048,0.012,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.595,-88.503333,36.4
474,202,"5563","WISCONSIN","LAC LA BELLE","WAUKESHA","NATURAL",266.77,4.52,3.5,2,93,"days",177,410,1.6,0.013,0.007,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.116667,-88.508333,7.9
474,203,"5564","WISCONSIN","ROCK LAKE","JEFFERSON","NATURAL",36.52,4.7,5.6,0.2,3.6,"years",176,380,2.3,0.013,0.007,0.19,NA,NA,NA,NA,222,222,NA,NA,NA,12204,12204,163,27,0.05,8376,31,2.6,43.083333,-88.925,8.1
474,204,"5565","WISCONSIN","BIG EAU PLEINE RES","MARATHON","IMPOUNDMENT",945.35,27.64,4.8,9.7,158,"days",23,95,0.8,0.071,0.03,0.57,NA,952,NA,27,40136,41116,4349,NA,1066,599950,605365,31329,24,1.49,659968,NA,21.9,44.733333,-89.77,35.5
474,205,"5566","WISCONSIN","ROUND","WAUPACA","NATURAL",NA,0.32,9.3,NA,NA,"years",149,323,3.4,0.011,0.006,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.333333,-89,3.5
474,206,"5568","WISCONSIN","ROME POND","JEFFERSON","NATURAL",310.8,1.8,0.6,2.2,6,"days",222,448,0.9,0.102,0.082,0.145,NA,508,NA,NA,5560,6068,1533,NA,NA,140381,141914,7247,NA,3.36,133646,6,78.6,42.983333,-88.630556,2
474,207,"5569","WISCONSIN","MIDDLE LAKE","WALWORTH","NATURAL",NA,1.05,3.2,NA,NA,"years",197,415,3.6,0.011,0.008,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.775,-88.566667,4.7
474,208,"5570","WISCONSIN","GRAND LAKE","GREEN LAKE","NATURAL",253.3,0.95,1.2,1.2,11,"days",265,510,0.6,0.19,0.15,0.67,NA,1651,NA,14,6454,8118,8000,NA,535,158608,167143,6839,16,8.57,168435,NA,176.5,43.688333,-89.115,65.3
474,209,"5571","WISCONSIN","CRYSTAL LAKE",NA,"IMPOUNDMENT",NA,0.36,8.2,NA,NA,"years",10,50,8,0.007,0.005,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,-89.608333,1.5
474,21,"2308","MAINE","MATTAWAMKEAG LAKE","AROOSTOOK","NATURAL",813.26,13.48,3.7,13.7,42,"days",16,65,1.6,0.011,0.007,0.12,NA,4254,NA,NA,3683,7937,54698,NA,NA,249714,304413,5619,29,0.59,230839,24,22.6,45.9575,-68.151667,2
474,210,"5572","WISCONSIN","TROUT LAKE","VILAS","NATURAL",NA,15.66,11.5,NA,NA,"years",37,93,4.1,0.009,0.005,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.065556,-89.663333,2.7
474,211,"5574","WISCONSIN","WILLOW RESERVOIR","ONEIDA","NATURAL",846.93,20.78,4.6,9.2,119,"days",28,71,1.1,0.029,0.019,0.155,NA,NA,NA,23,9646,9669,NA,NA,907,209175,210082,8717,10,0.47,233565,NA,10.1,45.748333,-89.886667,9.2
474,212,"5576","WISCONSIN","YELLOM LAKE","BURNETT","NATURAL",NA,9.26,5.8,NA,154,"days",81,175,1.5,0.065,0.033,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.925,-92.416667,13.7
474,22,"2309","MAINE","MOOSEHEAD","PISCATAQUIS","NATURAL",3279.97,303.08,16.5,52.9,3,"years",10,50,3.8,0.005,0.003,0.18,NA,NA,NA,136,24476,24612,NA,NA,5134,1217029,1222162,13342,46,0.08,916562,25,4,45.463333,-69.596667,1.5
474,23,"2310","MAINE","RANGELEY LAKE","FRANKLIN","NATURAL",256.41,24.28,14.3,3.9,2.8,"years",10,50,3.8,0.007,0.005,0.11,NA,331,NA,145,1692,2168,1043,NA,5370,90240,96653,1102,49,0.09,52834,45,4,44.966667,-70.65,2.4
474,24,"2311","MAINE","SEBAGO LAKE","CUMBERLAND","NATURAL",1142.19,116.43,30.8,20.9,5.4,"years",10,50,5.1,0.004,0.003,0.155,NA,NA,NA,517,8744,9261,NA,NA,19451,528403,547855,3959,57,0.08,482168,12,4.7,43.766667,-70.523333,1.5
474,25,"2312","MAINE","SEBASTICOOK LAKE","PENOBSCOT","NATURAL",326.34,17.35,5.8,6,200,"days",30,140,1.1,0.05,0.024,0.11,NA,8263,NA,86,3460,11810,92726,NA,3197,197274,293197,8358,29,0.68,92141,69,16.9,44.858333,-69.216667,49.5
474,26,"2313","MAINE","LONG LAKE","AROOSTOOK","NATURAL",234.14,24.28,13.4,3.2,3.2,"years",26,83,2.6,0.01,0.006,0.2,NA,290,NA,209,2494,2993,875,NA,7832,170036,178744,1311,56,0.12,70358,61,7.4,47.245,-68.305,6.9
474,27,"2314","MAINE","BAY OF NAPLES","CUMBERLAND","NATURAL",308.21,3.08,4.3,5.8,26,"days",10,50,3.2,0.005,0.003,0.07,NA,NA,NA,41,1533,1574,NA,NA,1565,88431,89995,1279,19,0.51,121710,NA,29.2,43.966667,-70.6,1.8
474,28,"2502","MASSACHUSETTS","HAGER POND","MIDDLESEX","NATURAL",4.4,0.1,1.5,0.1,24,"days",25,419,0.4,1.525,0.482,7.355,NA,12980,NA,NA,118,13098,54485,NA,NA,3565,58050,3510,73,129.46,26771,54,573.8,42.35,-71.488056,198.5
474,29,"2503","MASSACHUSETTS","HARRIS POND",NA,"IMPOUNDMENT",85.73,0.36,2.4,1.6,6.2,"days",12,110,0.8,0.052,0.023,0.41,NA,2444,503,NA,912,3859,11964,1202,NA,30644,43810,2522,35,10.84,42376,3,123,42.033333,-71.505,12.9
474,30,"2504","MASSACHUSETTS","MAYNARD IMPOUNDMENT","MIDDLESEX","IMPOUNDMENT",292.67,0.32,1.2,4.9,1,"days",24,190,1.3,0.417,0.356,0.66,NA,29438,NA,NA,2585,32023,86204,NA,NA,216308,302512,34354,NA,98.91,330463,NA,934.4,42.426111,-71.469722,14.5
474,31,"2507","MASSACHUSETTS","WOODS POND","BERKSHIRE","IMPOUNDMENT",445.48,0.49,1.2,8.8,1,"days",110,295,1.1,0.363,0.282,1.41,NA,62186,61224,NA,8379,131789,286635,NA,NA,393492,680127,100571,24,266.93,939887,NA,1377.5,42.35,-73.241667,11.4
474,32,"2508","MASSACHUSETTS","MATFIELD IMPOUNDMENT","PLYMOUTH","IMPOUNDMENT",356.9,0.15,0.9,6.8,0.3,"days",10,180,0.4,0.535,0.383,2.64,NA,81342,NA,NA,44404,125746,354426,NA,NA,496045,850472,82259,35,817.68,875880,NA,5530.3,41.995278,-70.942222,2.3
474,33,"2509","MASSACHUSETTS","ROCHDALE POND","HORCHESTER","IMPOUNDMENT",48.95,0.17,1.8,0.8,4.5,"days",10,153,1.1,0.063,0.027,0.15,NA,113,NA,NA,1143,1256,635,NA,NA,30281,30916,1569,NA,7.57,25374,18,186.3,42.195833,-71.904722,14.4
474,34,"2511","MASSACHUSETTS","BILLERICA IMPOUNDMENT","MIDDLESEX","IMPOUNDMENT",714.84,0.1,2.1,15.3,0.2,"days",23,205,1,0.181,0.128,0.395,NA,43787,NA,NA,28626,72413,136844,NA,NA,827084,963927,71107,2,715.73,1058984,NA,9527.4,42.591667,-71.283333,12.2
474,35,"2512","MASSACHUSETTS","NORTHBORO IMPOUNDMENT","MORCMESTER","IMPOUNDMENT",91.69,0.06,1.2,1.5,0.5,"days",10,20,1.1,0.275,0.212,0.6,NA,20118,NA,NA,4272,24390,42254,NA,NA,72050,114304,24313,0,401.78,123098,NA,1883,42.325,-71.633333,NA
474,36,"2513","MASSACHUSETTS","HUDSON IMPOUNDMENT","MIDDLESEA NORCHESTER","IMPOUNDMENT",188.29,0.12,1.2,3.1,0.5,"days",20,220,1.4,0.476,0.416,1.31,NA,25134,NA,NA,5039,30172,54880,NA,NA,139587,194467,23583,22,248.52,218975,NA,1601.8,42.408333,-71.533333,7.6
474,37,"26A0","MICHIGAN","HOLLOWAY RESERVIOR","","IMPOUNDMENT",1362.34,3.86,NA,7.1,NA,"years",220,575,1.5,0.057,0.032,0.58,NA,7642,NA,23,17478,25143,27542,NA,798,452576,480916,16132,36,6.51,486340,NA,124.6,43.121389,-83.489167,10.7
474,38,"26A1","MICHIGAN","CARO RESERVOIR","TUSCOLA","IMPOUNDMENT",1649.83,0.81,NA,8.9,NA,"years",238,650,0.7,0.108,0.029,1.6,NA,8095,NA,NA,19120,27215,20662,NA,NA,906023,926685,33129,NA,33.62,983184,NA,1144.9,43.458333,-83.408333,12
474,39,"26A2","MICHIGAN","BOARDMAN HYDRO POND","GRAND TRAVERSE","IMPOUNDMENT",NA,0.31,7.6,NA,NA,"years",153,308,3.5,0.008,0.004,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.666667,-85.416667,1.3
474,40,"2603","MICHIGAN","LAKE ALLEGAN","ALLEGAN","IMPOUNDMENT",3991.19,6.42,3.4,35.7,7,"days",223,600,0.7,0.135,0.061,1.02,NA,46989,NA,NA,154522,201510,756671,NA,NA,1831984,2588655,154177,23,31.4,3120462,NA,403.3,42.533333,-85.866667,20.3
474,41,"2606","MICHIGAN","BARTON LAKE","KALAMAZOO","NATURAL",129.24,1.4,6.1,1.2,81,"days",169,400,1.1,0.061,0.031,0.985,NA,1986,NA,36,989,3011,4975,NA,1293,41596,47864,2984,1,2.14,70925,NA,34.1,42.1,-85.558333,27.8
474,42,"2609","MICHIGAN","BELLEVILLE LAKE","MAYNE","IMPOUNDMENT",2157.47,5.14,6.1,14.4,25,"days",172,540,0.9,0.122,0.06,1.11,NA,75846,NA,100,4980,80925,485760,NA,3633,630775,1120167,60807,25,15.75,1236322,NA,217.9,42.208333,-83.516667,28.3
474,43,"2610","MICHIGAN","BETSIE LAKE","BENZIE","NATURAL",634.55,1.01,NA,9.9,NA,"years",145,304,1,0.026,0.009,0.175,NA,5986,NA,NA,6544,12531,17995,NA,NA,299986,317982,10685,15,12.39,266934,16,314.3,44.629167,-86.235,4.6
474,44,"2613","MICHIGAN","BRIGHTON LAKE",NA,"NATURAL",61.12,2.43,NA,0.4,NA,"years",188,520,1.1,0.62,0.22,0.48,NA,580,NA,27,367,975,8431,NA,961,14707,24100,1542,NA,0.4,15828,34,9.9,42.525,-83.791667,44.2
474,45,"2617","MICHIGAN","LAKE CHARLEVOIX",NA,"NATURAL",854.7,69.85,16.8,11.5,3.2,"years",130,285,3.8,0.006,0.004,0.21,NA,1211,NA,231,7138,8580,8077,NA,8667,642081,658825,3138,63,0.12,344363,48,9.4,45.231667,-85.033333,3
474,46,"2618","MICHIGAN","LAKE CHEMUNG","LIVINGSTON","NATURAL",13.99,1.25,8.5,0.1,4.2,"years",137,410,2.4,0.032,0.013,0.14,NA,NA,NA,141,132,272,NA,NA,5224,6508,11732,100,63,0.22,3610,69,9.4,42.578056,-83.836667,13.5
474,47,"2621","MICHIGAN","CONSTANTINE RESERVOIR","ST JOSEPH","IMPOUNDMENT",NA,2.25,NA,NA,NA,"years",193,500,1.1,0.048,0.02,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.841667,-85.666667,NA
474,48,"2624","MICHIGAN","DEER LAKE","MARQUETTE","NATURAL",94.02,3.63,NA,1.1,NA,"years",57,220,1.5,0.244,0.212,0.12,NA,7238,NA,NA,1320,8558,31333,NA,NA,56608,87941,7819,9,2.36,66635,24,24.2,46.516667,-87.666667,22.7
474,49,"2629","MICHIGAN","FORD LAKE","WASHTENAW","IMPOUNDMENT",2108.26,4.25,4.4,14.1,15,"days",187,538,1.1,0.111,0.063,1.16,NA,63474,NA,NA,5211,68685,436209,NA,NA,681184,1117392,55683,19,16.16,983030,12,263,42.225,-83.608333,14.7
474,50,"2631","MICHIGAN","FREMONT LAKE","NERAYGO","NATURAL",52.58,3.2,10.1,0.5,1.9,"years",162,480,1.5,0.378,0.344,1.46,NA,4023,NA,27,5447,9497,11238,NA,1066,40209,52512,5020,47,2.97,38154,27,16.4,43.45,-85.966667,28.5
474,51,"2640","MICHIGAN","JORDAN LAKE","IONIA HARRY","NATURAL",66.82,1.74,7.3,0.5,304,"days",162,425,1.8,0.171,0.138,1.96,NA,272,NA,27,1692,1991,4308,NA,1066,45574,50948,1660,17,1.14,40082,21,29.3,42.766667,-85.145,20.5
474,52,"2643","MICHIGAN","KENT LAKE","OAKLAND LIVINGSTON","NATURAL",383.32,4.05,2,2.8,33,"days",184,520,1.1,0.043,0.18,0.355,NA,3460,NA,NA,2961,6422,17918,NA,NA,72939,90857,4925,23,1.59,97887,NA,22.5,42.5,-83.616667,33.9
474,53,"2648","MICHIGAN","MACATAWA LAKE",NA,"NATURAL",463.61,7.2,3.7,3.9,77,"days",132,480,0.6,0.159,0.068,1.28,NA,25098,NA,86,20522,45705,82417,NA,3197,372131,457746,12472,73,6.34,263977,42,63.5,42.8,-86.116667,25.6
474,54,"2649","MICHIGAN","MANISTEE LAKE","MANISTEE","NATURAL",5319.86,3.76,NA,62.4,NA,"years",151,580,1.2,0.024,0.012,0.2,NA,5923,NA,385,44934,51243,26472,NA,14494,1140247,1181212,42948,16,13.63,1464870,NA,314.2,44.258333,-86.316667,6.3
474,55,"2659","MICHIGAN","MUSKEGON LAKE","MUSKEGON","NATURAL",6822.05,16.79,7,60.7,23,"days",131,340,1.6,0.065,0.048,0.34,NA,40562,NA,45,74544,115152,121673,NA,1646,1738363,1861682,113692,1,6.86,1788122,4,110.8,43.233333,-86.316667,9.5
474,56,"2665","MICHIGAN","PENTWATER LAKE","OCEANA","NATURAL",458.43,1.76,NA,6.5,NA,"years",143,330,1.8,0.027,0.013,0.48,NA,2095,NA,27,6626,8748,9197,NA,971,309025,319193,7737,12,4.97,200676,37,181.3,43.775361,-86.433833,16.1
474,57,"2669","MICHIGAN","PORTAGE LAKE","HOUGHTON","NATURAL",2566.69,44.39,NA,31.9,NA,"years",44,128,2.3,0.013,0.008,0.16,NA,11460,NA,141,30789,42390,28834,NA,5274,1001456,1035565,16086,62,0.95,812277,22,23.3,47.05,-88.491667,4.7
474,58,"2672","MICHIGAN","ROGERS POND","MECOSTA","IMPOUNDMENT",4804.45,2.07,NA,39.5,NA,"years",151,353,1.7,0.031,0.018,0.12,NA,8549,NA,50,44363,52961,52753,NA,1814,1219273,1273839,45642,14,25.61,1176902,8,616,43.616667,-85.483333,8.1
474,59,"2673","MICHIGAN","ROSS RESERVOIR","GLAOVIN","IMPOUNDMENT",1261.33,1.19,1.5,10.1,2,"days",199,510,0.9,0.035,0.02,0.22,NA,3179,NA,NA,17070,20249,11610,NA,NA,423900,435510,17333,14,17.02,401347,8,366,43.8,-84.5,10.4
474,60,"2674","MICHIGAN","SANFORD LAKE","MIDLAND","IMPOUNDMENT",2698.78,5.06,3,18.6,9,"days",143,420,1,0.018,0.01,0.16,NA,NA,NA,36,19791,19828,NA,NA,1279,713660,714939,20639,NA,3.92,711583,0,141.3,43.683333,-84.375,13.8
474,61,"2683","MICHIGAN","THORNAPPLE LAKE","BARRY","NATURAL",932.4,1.66,4.3,7.4,11,"days",250,588,1.4,0.045,0.028,0.475,NA,998,NA,27,14258,15283,3270,NA,1066,420816,425152,12068,21,9.23,375660,12,256.9,42.625,-85.183333,14.7
474,62,"2685","MICHIGAN","UNION LAKE","BRANCH","NATURAL",1383.06,2.12,0.9,10.7,2,"days",202,500,1.1,0.047,0.022,0.44,NA,1973,NA,18,17696,19687,5918,NA,649,644290,650857,17642,10,9.27,643692,1,306.3,42.05,-85.2,15.7
474,63,"2688","MICHIGAN","WHITE LAKE","MUSKEGON","NATURAL",1318.31,10.4,6.9,14.8,56,"days",133,440,2.1,0.026,0.018,0.335,NA,2853,662,104,16961,20580,8553,31946,3995,413234,457728,15977,22,1.98,364050,20,44,43.4,-86.358333,9.2
474,64,"2691","MICHIGAN","MONA LAKE","MUSKEGON","NATURAL",212.64,2.81,4,1.7,76,"days",114,440,1.2,0.369,0.321,0.92,NA,13079,NA,41,13964,27084,39238,NA,1596,187905,228739,177,99,9.63,6875,97,81.3,43.183333,-86.233333,27.8
474,65,"2692","MICHIGAN","LONG LAKE","ST JOSEPH","NATURAL",193.99,0.85,5.2,1.6,31,"days",186,460,2.1,0.133,0.117,0.51,NA,2984,NA,27,930,3941,8503,NA,1066,64576,74145,3578,9,4.62,79370,NA,86.8,41.911944,-85.346667,10.1
474,66,"2693","MICHIGAN","ST LOUIS RESERVOIR","GRATIOT","IMPOUNDMENT",805.49,0.64,NA,5.9,NA,"years",196,945,0.9,0.286,0.88,1.31,NA,51052,NA,NA,20163,71215,65710,NA,NA,478740,544450,22336,69,111.38,544450,0,851.5,43.413333,-84.611667,0.9
474,67,"2694","MICHIGAN","CRYSTAL LAKE",NA,"NATURAL",14.5,2.93,4.2,0.1,3.3,"years",127,325,3,0.009,0.007,0.17,NA,NA,NA,32,172,204,NA,NA,1129,7515,8644,54,73,0.07,4907,43,3,43.258333,-84.933333,2.9
474,68,"2695","MICHIGAN","HIGGINS LAKE","ROSCOMMON","NATURAL",127.43,38.85,14.9,1.2,15.6,"years",109,230,5.9,0.006,0.004,0.07,NA,NA,NA,290,739,1029,NA,NA,10943,45800,56744,308,70,0.03,26363,54,1.5,44.491667,-84.708333,1
474,69,"2696","MICHIGAN","HOUGHTON LAKE","ROSCOMMON","NATURAL",574.98,81.12,2.3,4.4,1.3,"years",83,210,2,0.016,0.008,0.17,NA,1034,NA,508,3274,4816,38875,NA,19184,197170,255229,2331,52,0.06,97433,62,3.1,44.316667,-84.75,9.2
474,70,"2697","MICHIGAN","THOMPSON LAKE","LIVINGSTON","NATURAL",30.82,1.06,2.7,0.2,152,"days",170,480,2.3,0.041,0.025,0.44,NA,NA,NA,54,376,431,NA,NA,2023,11574,13596,526,NA,0.41,9433,31,12.8,42.616667,-83.916667,12
474,71,"2698","MICHIGAN","PERE MARQUETTE","MASON","NATURAL",2007.25,2.24,NA,19.2,NA,"years",143,430,1.3,0.03,0.019,0.27,NA,12630,NA,NA,22449,35079,50503,NA,NA,523878,574381,32263,8,15.65,709351,NA,256.2,43.941667,-86.45,11.8
474,72,"2699","MICHIGAN","STRAWBERRY LAKE","LIVINGSTONE","NATURAL",914.27,1.04,6.7,6.2,13,"days",188,488,2,0.068,0.049,0.53,NA,1524,NA,59,7973,9556,13379,NA,2240,218245,233864,7447,22,9.19,203932,13,224.9,42.45,-83.85,11.1
474,73,"27A1","MINNESOTA","LAKE WINONA","DOUGLAS","NATURAL",7.51,0.78,1.3,0,1.5,"years",139,343,0.5,0.107,0.022,0.24,NA,1247,NA,9,27,1283,4014,NA,372,1283,5669,54,96,1.65,816,86,7.3,45.875,-95.403333,58.6
474,74,"27A2","MINNESOTA","WOLF LAKE","BELTRAMI HUBBARD","NATURAL",1771.56,4.25,8.5,11.5,37,"days",145,280,1.2,0.05,0.023,0.15,NA,13483,NA,36,13832,27351,47624,NA,1270,207741,256635,23941,12,6.43,332599,NA,60.3,47.425,-94.675,17.2
474,75,"27A3","MINNESOTA","WOODCOCK LAKE","KANDIYOHI","NATURAL",NA,0.51,0.8,NA,NA,"years",238,470,0.4,1,0.67,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.243333,-94.949167,75.4
474,76,"27A4","MINNESOTA","LAKE PEPIN","GOODHUE WABASHA (MN) PIERCE PEPIN (WI)","IMPOUNDMENT",146593.94,101.17,5.1,659.5,9,"days",151,438,0.8,0.185,0.14,1.09,NA,1292879,3678,NA,2182213,3478770,4496113,5152,NA,42924576,47425840,3085138,11,34.38,50511360,NA,468.8,44.425,-92.148333,14.9
474,77,"27A5","MINNESOTA","ZUMBRO LAKE","OLMSTED WABSHA","IMPOUNDMENT",2206.68,2.47,5.5,8.6,18,"days",203,570,1.5,0.401,0.33,2.515,NA,170027,NA,63,35583,205673,234218,NA,2404,1167381,1404002,114748,44,83.16,1327709,5,567.9,44.145833,-92.450556,12.5
474,78,"27A6","MINNESOTA","SPRING LAKE","DAKOTA WASHINGTON","IMPOUNDMENT",96347.94,23.92,2.4,287.1,2.5,"days",179,490,0.5,0.24,0.156,1.41,NA,1265514,NA,NA,1297092,2562606,4249809,NA,NA,26355072,30604880,2489161,3,107.14,34069808,NA,1279.6,44.768056,-92.961667,21.8
474,79,"27A7","MINNESOTA","LAKE ST CROIX","WASHINGTON","IMPOUNDMENT",19942.99,33.22,8.8,144.2,23,"days",71,143,1.1,0.055,0.036,0.35,NA,34227,NA,263,260857,295347,120172,NA,9891,5562981,5693044,199152,33,8.89,5623392,1,171.4,44.9,-92.773611,10.2
474,80,"27A8","MINNESOTA","BUDD LAKE","MARTIN","NATURAL",98.94,0.9,3.5,0.3,125,"days",141,430,0.8,0.192,0.153,0.645,NA,NA,NA,23,1506,1528,NA,NA,821,35646,36467,1392,9,1.7,30562,16,40.6,43.648611,-94.474444,21.8
474,81,"27A9","MINNESOTA","FOREST LAKE","WASHINGTON","NATURAL",47.14,9.11,3.4,0.2,5.7,"years",125,270,1.9,0.021,0.01,0.14,NA,NA,NA,63,952,1016,NA,NA,2449,25778,28227,3465,NA,0.11,24744,12,3.1,45.283333,-92.966667,10.5
