gamma_Epoch_1-3	alpha_birp_Method_1_simulated_counts_1
0.0265893	1
-0.0172645	1
0.0155056	1
0.00903279	1
0.0154584	1
0.000216238	1
-0.00262247	1
0.00789689	1
-0.00363039	1
0.00419885	1
0.00696801	1
-0.00375273	1
0.0257061	1
0.0209577	1
-0.0145367	1
-0.00423562	1
0.0166961	1
-0.00423811	1
0.00953547	1
-0.00183572	1
0.0152993	1
-0.00377795	1
-0.00358939	1
-0.00742963	1
-0.00807649	1
-0.0284287	1
0.00563559	1
0.00318358	1
0.013274	1
0.02115	1
0.00851314	1
0.0299252	1
-0.00718873	1
-0.000404718	1
0.0212256	1
0.00265067	1
0.00503933	1
-0.00310253	1
0.00625541	1
0.0209389	1
0.0130087	1
0.000830778	1
0.0210963	1
-0.000323581	1
0.0158246	1
0.0203527	1
-0.00541721	1
-0.0108593	1
-0.0105661	1
0.00675003	1
0.00675003	1
0.0189831	1
0.0119738	1
0.00360502	1
0.00471994	1
0.0265926	1
0.0351056	1
0.0119276	1
-0.00947691	1
-0.0026148	1
0.0166361	1
0.00758004	1
-0.00959349	1
0.0175255	1
0.0229396	1
0.0163511	1
-0.00436821	1
-0.0063836	1
-0.00498811	1
0.0394207	1
0.00137681	1
-0.0044973	1
0.0114521	1
-0.00379159	1
-0.00117532	1
-0.0186742	1
0.0111151	1
0.00335814	1
-0.00280417	1
0.00666565	1
0.00867903	1
0.0308935	1
0.00836323	1
-0.0286739	1
-0.00808641	1
0.00343069	1
0.012262	1
0.00411562	1
-0.005724	1
-0.0286376	1
0.0194209	1
-0.0067804	1
0.0088831	1
0.0165468	1
-0.00498236	1
0.0191986	1
0.0177934	1
-0.0109475	1
-0.00338545	1
0.033806	1
0.00071309	1
-0.00329719	1
0.0186034	1
-0.00270366	1
-0.00494062	1
0.0166316	1
-0.00784503	1
0.0063275	1
0.000927707	1
-0.00641631	1
0.0138947	1
0.0210634	1
0.00392681	1
0.0236198	1
0.0270766	1
0.0155848	1
-0.00843806	1
0.0130436	1
0.00358347	1
-0.0046146	1
0.00732552	1
-0.0191988	1
0.0104677	1
0.016463	1
0.0185316	1
0.0243083	1
0.0123003	1
0.0140604	1
-0.00372871	1
0.0100744	1
0.0217696	1
-0.00192624	1
6.7583e-05	1
-0.00166933	1
0.0140588	1
-0.0309628	1
0.0141683	1
-0.00741624	1
0.0114277	1
0.012601	1
0.0134581	1
0.00408702	1
0.00445468	1
0.012067	1
0.0288524	1
0.0215843	1
0.00878927	1
-0.00549554	1
0.00548024	1
-0.000822457	1
0.0138385	1
0.00865531	1
-0.00281136	1
0.0237757	1
-0.0167	1
0.0118428	1
0.0145639	1
0.0224584	1
0.0095148	1
0.00810322	1
-0.00899805	1
0.0152592	1
0.0231189	1
0.00921571	1
0.0113237	1
-0.00640214	1
0.0122514	1
-0.0226402	1
-0.00913599	1
-0.00133804	1
0.00634419	1
0.0296908	1
-0.00916807	1
-0.00413477	1
0.015161	1
0.00182964	1
0.0369572	1
-0.00393971	1
-0.0198076	1
0.0238563	1
0.0178438	1
0.0260656	1
-0.00296328	1
-0.00821305	1
0.00651308	1
0.00384827	1
-0.00645803	1
-0.00252971	1
-0.00252971	1
-0.0166115	1
-0.0124062	1
0.0121226	1
0.0158322	1
0.0240355	1
-0.017251	1
0.0135812	1
-0.0113742	1
-0.0224339	1
0.00530063	1
0.00203168	1
0.00772413	1
0.0241954	1
0.00146675	1
0.00758844	1
0.0169813	1
0.0106848	1
0.0117615	1
0.00303844	1
0.0265892	1
0.0212822	1
0.000641105	1
0.000577329	1
0.0230854	1
0.0211903	1
0.00519749	1
0.0147002	1
0.0239739	1
0.022442	1
0.00326406	1
-0.0102361	1
-0.0127912	1
0.0164703	1
0.0298561	1
0.00720697	1
-0.0169317	1
0.0260041	1
0.00206017	1
0.0078131	1
0.00711591	1
0.0181179	1
0.0116124	1
0.0070757	1
0.0208337	1
0.0280999	1
0.00316267	1
0.0224776	1
0.0308642	1
0.00574547	1
0.0277521	1
0.0153661	1
0.0174314	1
0.0104363	1
0.0123165	1
0.00999684	1
0.0120322	1
0.0183937	1
0.018888	1
-0.0216575	1
0.0376343	1
0.00462079	1
0.023625	1
0.0258982	1
0.0190178	1
0.00567868	1
-0.024064	1
0.0171564	1
0.0169544	1
-0.00579495	1
-0.00637775	1
0.0111031	1
0.012674	1
-0.00415658	1
0.0112632	1
0.00448936	1
-0.00720845	1
0.000818603	1
0.0206606	1
-3.82008e-05	1
0.0194622	1
-0.013378	1
-0.00489075	1
-0.00034784	1
-0.00684615	1
0.00564471	1
0.0107765	1
0.00269639	1
-0.00896124	1
0.0143369	1
-0.00746801	1
0.015155	1
0.0152643	1
0.00366722	1
0.0221027	1
0.0258338	1
-0.0131162	1
0.00332441	1
-0.0203396	1
-0.0030647	1
0.0148358	1
0.019426	1
-0.0107363	1
0.0189973	1
-0.0167585	1
0.0182844	1
0.0128578	1
-0.020546	1
0.00015049	1
0.0290466	1
0.0315546	1
0.00479925	1
-0.00573008	1
0.0330401	1
-0.0113921	1
0.0143674	1
0.0303791	1
-0.00704917	1
0.0295114	1
0.0102474	1
-0.0207842	1
0.0225975	1
0.0172237	1
0.0467716	1
0.0151381	1
-0.0132007	1
0.0118364	1
0.0137604	1
0.0165216	1
0.0232463	1
0.0116265	1
-0.00623547	1
0.00139153	1
-0.0184758	1
0.0338427	1
-0.0144941	1
0.0242591	1
0.00816027	1
0.0149865	1
0.00676259	1
-0.0016724	1
0.0216733	1
0.0108772	1
0.0249877	1
0.00858602	1
-0.00409209	1
0.00924775	1
-0.0114511	1
-0.00869826	1
-0.000681834	1
0.010679	1
-0.0136019	1
0.00225535	1
0.00112889	1
0.0153213	1
-0.0306625	1
0.00135922	1
-0.0132355	1
0.01102	1
0.0122339	1
0.00923756	1
0.012107	1
0.0215704	1
-0.0174405	1
-0.0186768	1
0.00488822	1
0.00611188	1
0.00047864	1
0.0124622	1
0.0178734	1
-0.0041796	1
-0.00125074	1
0.018477	1
0.0280818	1
0.0144616	1
0.0334711	1
0.0187728	1
0.0194183	1
0.0149349	1
0.0363684	1
0.0142623	1
0.0478243	1
-0.0206048	1
0.0217669	1
0.000913902	1
0.0142445	1
0.0211649	1
0.00401741	1
0.00316521	1
-0.0112655	1
-0.0148337	1
0.0174776	1
0.00837059	1
0.00267891	1
0.00402789	1
0.0131098	1
0.00220772	1
0.0119788	1
0.0136376	1
-0.0101061	1
-0.0053076	1
-0.0046831	1
0.00716648	1
0.0150967	1
0.00987254	1
0.0261304	1
-0.0118477	1
0.00997104	1
0.0122856	1
0.0310339	1
0.026741	1
0.0025137	1
0.00687395	1
-9.71205e-05	1
0.00164721	1
-0.00643445	1
0.0130538	1
0.00159946	1
0.00766268	1
0.00391764	1
0.00848374	1
0.0248265	1
0.0208198	1
0.0219685	1
0.0291422	1
0.016007	1
0.00568054	1
-0.00250088	1
0.000108668	1
0.00410097	1
0.00764244	1
0.0219164	1
0.0170836	1
-0.00367308	1
0.00804248	1
0.00543299	1
0.00429818	1
0.0317089	1
-0.0227357	1
0.0292007	1
0.0159238	1
0.0384095	1
-0.0180239	1
0.0157246	1
0.0230053	1
0.00189274	1
0.0143232	1
0.00380783	1
-0.0147183	1
0.00176114	1
0.0252029	1
0.0104342	1
0.00874231	1
0.00733416	1
0.00836851	1
0.00511919	1
0.0048889	1
0.0105272	1
0.0134134	1
-0.0115037	1
-0.00635275	1
-0.00147643	1
0.0115315	1
0.0180414	1
0.0254999	1
0.00640312	1
-0.00640408	1
-0.0206235	1
0.0139991	1
-0.010865	1
0.00647372	1
0.0214367	1
0.00536967	1
0.0154535	1
0.0173279	1
0.0222109	1
0.0155274	1
0.00282715	1
0.025117	1
0.00567678	1
-0.00431369	1
0.0249319	1
0.0134482	1
-0.0122368	1
0.0188451	1
0.00715084	1
-0.019786	1
0.0398875	1
0.0104252	1
0.0151011	1
0.00416121	1
0.0125168	1
-0.0138677	1
0.0159051	1
0.00290876	1
0.00249123	1
0.0408998	1
0.0124786	1
-0.0309019	1
-0.00477499	1
0.0024858	1
0.00855403	1
0.0116367	1
0.0124162	1
0.015971	1
0.00721031	1
0.0286043	1
-0.00400205	1
0.0305393	1
-0.035207	1
0.0115104	1
0.00323947	1
-0.0195733	1
0.00132153	1
0.00653413	1
0.0408598	1
-0.00995749	1
0.0134597	1
0.00500551	1
0.00298739	1
-0.017467	1
0.0180146	1
0.0305963	1
0.00806529	1
0.0331118	1
0.00143651	1
0.0134311	1
0.00934956	1
-0.0020682	1
-0.00331763	1
0.00706094	1
-0.0112848	1
-0.0218585	1
-0.0064956	1
0.00997316	1
-0.00492979	1
0.0123717	1
0.0437024	1
0.022477	1
0.00931611	1
0.0095249	1
0.0183101	1
0.015447	1
0.0130567	1
0.0104831	1
0.0164744	1
-0.00424327	1
0.0296969	1
0.00516495	1
0.00441034	1
0.0120309	1
0.0122413	1
-0.00455846	1
0.0117223	1
-0.00640138	1
0.00579594	1
-0.0217113	1
-0.00586182	1
0.0136269	1
0.0280555	1
0.00823794	1
-0.0112766	1
0.0104208	1
0.0253157	1
0.000327954	1
0.0127464	1
0.00867202	1
0.0220277	1
2.60299e-05	1
0.0127918	1
-0.0387504	1
-0.00312571	1
0.0214261	1
0.0196362	1
-0.0171942	1
0.0285074	1
-0.00309604	1
-0.00454363	1
-0.00262029	1
-0.0066928	1
0.00794088	1
0.00563655	1
0.0190709	1
-0.00515504	1
0.00629358	1
0.00275755	1
-0.0330856	1
0.0180701	1
0.0104864	1
-0.0193756	1
0.00772019	1
-0.00903959	1
0.0258873	1
-0.00724881	1
-0.0064449	1
0.0100711	1
0.00702353	1
0.00582067	1
-0.0212272	1
0.0163293	1
0.0150893	1
0.0182761	1
-0.0155124	1
-0.0120928	1
0.00886965	1
0.024009	1
-0.0145347	1
-0.00371344	1
0.00833328	1
-0.00080876	1
0.0131149	1
-0.00607414	1
-0.00791032	1
-2.50386e-05	1
0.017428	1
-0.0050527	1
-0.0066478	1
-0.0082519	1
-0.00277506	1
-0.0108839	1
0.0188564	1
-0.00699431	1
-0.00578202	1
-0.0213325	1
-0.00818662	1
-0.0121285	1
-0.0084991	1
0.0253494	1
0.0040662	1
0.0252742	1
0.0176233	1
-0.00221796	1
0.0147693	1
-0.00179114	1
0.0099787	1
0.0145062	1
0.0137464	1
0.0133838	1
0.00219945	1
0.0166275	1
0.00365457	1
0.0238763	1
-0.0193481	1
0.0323295	1
0.0122075	1
0.0208162	1
0.0273883	1
0.0216901	1
0.0537888	1
0.0377009	1
0.000182289	1
0.00984427	1
-0.00563183	1
0.00476565	1
0.0224545	1
-0.0035132	1
0.00370073	1
0.0228483	1
-0.0052863	1
0.0240315	1
-0.0342564	1
0.00729856	1
0.00601228	1
-0.0197532	1
-0.0174655	1
0.00470887	1
-0.00670155	1
0.0226536	1
0.0342476	1
0.039558	1
-0.000535965	1
0.00952913	1
0.0314384	1
0.0137992	1
-0.00518196	1
0.0137254	1
0.00674866	1
0.00272243	1
0.00729013	1
-0.0166489	1
0.00638358	1
-0.025738	1
0.0174655	1
-0.00832708	1
-0.0162961	1
0.0202285	1
-0.0195493	1
0.00390188	1
0.000466663	1
-0.00744636	1
0.0090893	1
-0.00249988	1
-0.00991133	1
0.00436631	1
0.00771498	1
0.0421897	1
0.0194804	1
0.0112375	1
0.0168884	1
-0.00687657	1
0.00481977	1
-0.0053704	1
0.0106166	1
0.00207896	1
0.000935565	1
0.0252309	1
0.0269579	1
-0.0126284	1
-0.0114187	1
-0.00289931	1
-0.00495235	1
-0.0014964	1
0.0215224	1
0.0114152	1
-0.0278461	1
0.0123239	1
0.0219225	1
0.0237521	1
0.0112368	1
-0.0102861	1
0.0320522	1
0.0162049	1
0.00216812	1
0.0114558	1
0.0121551	1
0.0150782	1
0.0182965	1
0.0249502	1
-0.0165776	1
0.00499181	1
0.0269032	1
0.0141345	1
-0.021641	1
-0.00333177	1
0.00016705	1
-0.00626199	1
0.0261188	1
-0.0117233	1
-0.0205348	1
-0.00803673	1
0.00371217	1
0.0156107	1
-0.00326557	1
0.0264149	1
0.007807	1
0.00451428	1
0.0107337	1
0.0242316	1
-0.00122083	1
-0.0136314	1
0.0103287	1
0.000838077	1
0.00809371	1
0.00379436	1
0.0187784	1
0.0148526	1
-0.00420117	1
0.0139927	1
0.00961323	1
-0.00428741	1
0.00426561	1
-0.0129154	1
0.0102488	1
0.020602	1
-0.00420324	1
0.0149901	1
0.0115167	1
-0.0169545	1
0.0146158	1
-0.00593308	1
0.0031143	1
0.00430524	1
0.00590479	1
0.00774513	1
0.00440848	1
-0.0304611	1
0.0247055	1
-0.00423779	1
0.0184696	1
0.0162815	1
0.00326303	1
-0.00187301	1
-0.00900622	1
0.026937	1
0.0113577	1
0.00435554	1
-0.00702429	1
0.000333096	1
-0.00733755	1
0.00482511	1
-0.00399524	1
0.0251864	1
0.00429556	1
0.00838575	1
0.00568943	1
-0.0103832	1
0.000189575	1
0.0151028	1
0.00249463	1
-0.00601223	1
0.0047598	1
0.005809	1
0.00286977	1
0.0155815	1
0.0121917	1
-0.00204093	1
-0.0144591	1
0.0112157	1
0.0203227	1
0.00468629	1
-0.00792383	1
-0.012981	1
-0.00629139	1
-0.00229108	1
0.00585744	1
-0.00546702	1
-0.010358	1
0.00199223	1
0.0148898	1
0.00821607	1
0.0142831	1
0.0106896	1
0.0276102	1
0.0189594	1
0.0134252	1
-0.0122375	1
-0.00488644	1
-0.0110389	1
-0.00822927	1
-0.0177975	1
0.00993706	1
0.0165072	1
0.00217946	1
0.00886721	1
0.00117349	1
0.00436124	1
0.0238927	1
-0.0114872	1
-0.00637118	1
-0.0125054	1
0.00396811	1
0.0375063	1
-0.000669949	1
0.0154454	1
0.0130911	1
-0.00540569	1
0.013594	1
0.000846308	1
0.023273	1
0.0222581	1
0.00789477	1
-0.00677267	1
-0.0179877	1
0.0110612	1
0.0278233	1
0.000132073	1
0.0257964	1
0.00626931	1
0.00563024	1
0.0203569	1
0.0509846	1
0.0340026	1
0.00478636	1
0.00201092	1
0.0104286	1
0.00623777	1
-0.00407259	1
-0.000946567	1
0.0102841	1
0.0211173	1
-0.00463034	1
-0.00595005	1
0.0250463	1
0.0118562	1
0.0116829	1
0.0195496	1
0.00857111	1
-0.0122425	1
0.0234963	1
0.020852	1
0.00820922	1
0.0120198	1
0.0175425	1
-0.00862201	1
0.0199531	1
0.00479919	1
0.0251179	1
0.00315979	1
-0.00690904	1
-0.00188634	1
-0.00588811	1
-0.0208707	1
0.00129085	1
0.0124626	1
0.0208854	1
-0.0118771	1
0.01396	1
0.00768275	1
0.0118821	1
-0.0108267	1
0.0204786	1
0.0285239	1
-0.0146487	1
0.0238463	1
-0.00507892	1
0.0110777	1
0.00431212	1
0.00478683	1
0.00817738	1
0.0349626	1
0.00185293	1
0.00553231	1
-0.00915275	1
0.037297	1
0.0132134	1
0.000309428	1
0.0233575	1
0.0125328	1
0.000603633	1
0.00269491	1
-0.00136547	1
0.00936359	1
0.00716957	1
-0.0112446	1
0.0212703	1
-0.012928	1
-0.00151179	1
0.00270736	1
0.00424066	1
0.0290462	1
0.0138949	1
0.00283656	1
0.0147394	1
0.0285368	1
0.0121863	1
-0.00908937	1
0.00340953	1
0.013973	1
-0.0236431	1
0.0242563	1
-0.0121283	1
0.0357493	1
-0.0240199	1
0.0108339	1
-0.0115189	1
0.00612103	1
-0.00498581	1
0.0053406	1
0.00145535	1
0.00661594	1
0.00392004	1
0.0106622	1
-0.0222395	1
-0.00528528	1
0.00559357	1
0.0263185	1
0.00193626	1
-0.012922	1
0.0119764	1
0.0024104	1
0.0283921	1
-0.00511968	1
0.00356431	1
-0.00802986	1
0.00843334	1
0.0170888	1
0.00206889	1
0.0197376	1
0.0131301	1
-0.0146884	1
0.0108478	1
0.00630533	1
0.005649	1
0.0271689	1
0.0117122	1
0.00896031	1
0.000504204	1
0.0110602	1
0.00650319	1
0.0281881	1
-0.00527325	1
-0.00113853	1
-0.00606018	1
0.0136645	1
0.0361647	1
-0.00443453	1
0.00317553	1
0.021807	1
0.0262628	1
0.00243935	1
0.00558042	1
-0.0239458	1
0.0126094	1
0.00459943	1
0.00432571	1
0.00778531	1
0.0110057	1
0.0157966	1
0.0376239	1
0.0170757	1
-0.00903532	1
0.00954039	1
0.00765946	1
0.0172078	1
4.67959e-05	1
0.013989	1
-0.0223523	1
-0.0145075	1
0.0211056	1
0.01311	1
0.0196813	1
0.0205391	1
-0.000585102	1
-0.00390873	1
0.0220625	1
-0.00970872	1
0.0260942	1
0.00835127	1
0.0177748	1
-0.00757808	1
0.00254104	1
0.0063517	1
0.0285719	1
0.0129703	1
0.0102069	1
-0.0108693	1
-0.0229965	1
0.022285	1
0.0157464	1
0.010847	1
0.0265162	1
0.0269131	1
0.00240371	1
0.0079407	1
0.0162245	1
-0.0161525	1
-0.0111723	1
-0.0079341	1
0.00731544	1
-0.0170359	1
-0.0228831	1
0.00330672	1
-0.00827446	1
0.0175267	1
0.00334006	1
-0.00696865	1
-0.00336033	1
0.0203025	1
0.0356763	1
0.00109543	1
-0.00886139	1
0.0283332	1
0.00715412	1
0.0254182	1
0.011218	1
-0.00471225	1
0.00796346	1
-0.0134204	1
0.0155927	1
0.00302942	1
0.00303681	1
0.0362092	1
0.022757	1
0.0473175	1
0.0213444	1
0.00916624	1
0.0179724	1
0.00232949	1
0.0166187	1
0.0193129	1
-0.0151415	1
0.00275537	1
0.00518246	1
-0.000724923	1
-0.00664512	1
0.00541121	1
0.00367874	1
0.020603	1
0.0193373	1
0.0159587	1
-0.00102168	1
0.0277316	1
0.00699802	1
0.0117243	1
0.0155232	1
0.0292976	1
0.0205733	1
0.00583327	1
0.0223468	1
0.00980043	1
-0.0173016	1
-0.0233575	1
0.0156559	1
-0.0220834	1
-0.00177167	1
0.0116712	1
-0.00190317	1
-0.00130834	1
-0.00251375	1
0.0150986	1
0.00711891	1
0.029981	1
0.023592	1
-0.00373941	1
-0.0103463	1
-0.00886196	1
-0.00685862	1
0.013712	1
0.0244245	1
-0.00440125	1
0.0117584	1
0.00071317	1
0.0210162	1
0.0217198	1
0.0207139	1
0.0148806	1
-0.00234857	1
0.031365	1
0.0252732	1
-0.0067994	1
0.0078604	1
0.0212419	1
-0.0141908	1
0.0307674	1
-0.0102257	1
0.00226174	1
-0.0011311	1
0.0167734	1
0.0194665	1
0.0342293	1
0.033537	1
0.012756	1
-0.00673599	1
-0.00118106	1
0.000554035	1
-0.0242017	1
0.0224833	1
-0.00258559	1
-0.00364178	1
0.00789923	1
0.0100596	1
0.011208	1
-0.00609586	1
0.0164458	1
0.00257144	1
0.0260521	1
-0.00134313	1
-0.0114939	1
-0.0224692	1
-0.0123903	1
-0.0393668	1
0.00771288	1
-0.00028657	1
0.00796398	1
-0.0160652	1
-0.0153088	1
-0.00455349	1
0.0233134	1
-0.00586836	1
0.00862136	1
0.00246842	1
-0.000400959	1
0.00203738	1
0.0236098	1
0.0163064	1
0.00105425	1
-0.00821221	1
0.0296004	1
0.0272902	1
-0.0133519	1
0.02071	1
-0.00946961	1
-0.00398518	1
0.022836	1
0.0301011	1
-0.0264334	1
0.00339054	1
0.00552462	1
0.0209794	1
0.0178935	1
-0.000557779	1
0.00569499	1
-0.00186521	1
0.0161651	1
0.00491099	1
0.00161319	1
-0.024903	1
0.00775145	1
-0.00357602	1
-0.0105047	1
0.0078397	1
-0.00400899	1
0.0139256	1
0.0139489	1
0.0035314	1
0.0200416	1
0.024201	1
0.0105974	1
0.0162188	1
0.00791756	1
0.00927231	1
0.00598069	1
0.00336124	1
-0.00347508	1
-0.00219891	1
0.0467321	1
0.0089391	1
-0.00699063	1
-0.0223006	1
0.0036264	1
0.0190142	1
0.016456	1
0.00460959	1
0.00460959	1
0.0171576	1
0.0230265	1
0.0106019	1
0.00111695	1
0.0127546	1
0.0276869	1
0.0166622	1
0.0307213	1
0.00982502	1
-0.000600438	1
0.0348182	1
-0.00170044	1
0.0195664	1
0.00939885	1
0.0166375	1
0.0148051	1
-0.00373633	1
0.00328507	1
0.00132412	1
0.0280291	1
0.000873073	1
0.00477593	1
-0.00481671	1
0.0210035	1
0.0240756	1
-0.00110297	1
0.0116737	1
0.00386723	1
0.0192326	1
0.0309754	1
0.00320275	1
0.000728546	1
0.0579991	1
-0.00607215	1
0.00396989	1
-0.00746037	1
-0.0105497	1
-0.00247849	1
-0.000712238	1
0.00165791	1
0.00462739	1
-0.00702717	1
0.0121839	1
0.044281	1
-0.00841514	1
0.00805505	1
0.0238542	1
0.0206275	1
0.0233245	1
0.0201381	1
-0.012635	1
0.00500206	1
-0.00432075	1
0.00788251	1
-0.00491005	1
0.00788129	1
0.00378925	1
0.0201026	1
-0.0095613	1
0.0266033	1
0.00975853	1
0.00463054	1
0.00741039	1
0.00741039	1
-0.00287483	1
0.0202377	1
0.0295666	1
0.000431275	1
0.0235068	1
0.00832178	1
0.048827	1
0.0177702	1
-0.00492683	1
0.00319179	1
0.02126	1
0.020491	1
0.000596618	1
-0.00290698	1
-0.00146813	1
0.0101793	1
0.00311001	1
0.00697121	1
0.00876671	1
-0.0271974	1
-0.0145852	1
-0.00944438	1
0.0273879	1
0.021351	1
-0.00607323	1
0.00442654	1
-0.0118685	1
0.00812627	1
-0.00662604	1
0.0162701	1
0.00543887	1
0.0429931	1
0.0225746	1
0.0095291	1
0.0106097	1
0.0110185	1
0.00864958	1
0.0179982	1
0.0102271	1
0.0195817	1
0.0127921	1
-0.0157165	1
0.0144697	1
-0.015388	1
0.0362392	1
0.0115801	1
0.0362233	1
0.015144	1
0.0120631	1
-0.00218846	1
0.0149093	1
-0.0118752	1
-0.00873991	1
0.0100324	1
-0.00540035	1
-0.00787575	1
-0.00113125	1
-0.00783746	1
0.0193779	1
0.0193986	1
0.0125616	1
0.0157715	1
0.0215521	1
0.0250572	1
0.00707921	1
0.0256434	1
0.00607161	1
0.00477577	1
-0.0133325	1
0.0131364	1
-0.00834209	1
-0.0180309	1
0.0140495	1
0.00465398	1
0.00585446	1
0.0226141	1
0.036745	1
-0.0126414	1
0.00718169	1
0.0121246	1
0.00963015	1
0.0123513	1
-0.000936015	1
0.0121474	1
-0.00101677	1
0.0127031	1
0.0109853	1
-0.00468044	1
-0.00557577	1
-0.0212377	1
0.0104249	1
0.0137823	1
0.000138638	1
0.0175797	1
-0.0247524	1
0.0103395	1
-0.0107879	1
-0.00680301	1
-0.00474514	1
0.011118	1
0.00220167	1
0.0204345	1
0.00932956	1
0.00820367	1
-0.00330611	1
0.0101264	1
0.0138896	1
-0.0257091	1
0.0101633	1
-0.00327714	1
0.00131692	1
-0.00680123	1
0.0133749	1
-0.0196407	1
0.0145197	1
0.00455069	1
0.0100436	1
-0.0197064	1
0.0180632	1
0.0364692	1
0.00559621	1
0.00714033	1
0.0103103	1
0.00969326	1
0.00051419	1
-0.0020828	1
-0.00377007	1
0.0290489	1
0.0161173	1
0.0365201	1
0.00563208	1
0.00686252	1
-0.00364378	1
0.0242251	1
0.0540497	1
-0.00235727	1
0.0263939	1
0.0189451	1
0.0118555	1
0.0274994	1
0.00814735	1
-0.0126186	1
0.0195473	1
-0.0071201	1
0.0315017	1
0.030993	1
0.00171864	1
0.00525895	1
0.0420723	1
0.0134372	1
0.0184057	1
0.00358964	1
0.0102938	1
0.0147997	1
-0.0211409	1
0.0102422	1
0.010794	1
0.0273855	1
0.00108132	1
0.0103257	1
-0.00908286	1
0.021743	1
-0.00414423	1
-0.00348704	1
0.0022781	1
0.00393507	1
0.00425809	1
0.0137669	1
-0.00112929	1
0.000709285	1
-0.00820365	1
0.0184912	1
0.00948015	1
-0.00488387	1
0.00560133	1
0.0098338	1
0.00128804	1
0.0180417	1
-0.00125043	1
-0.00439324	1
0.010664	1
0.0122043	1
0.000733657	1
-0.0135433	1
0.0141323	1
0.00594787	1
0.020005	1
-0.00283929	1
0.000625429	1
0.0207263	1
-0.00155207	1
-0.00665875	1
0.005687	1
-0.00614193	1
-0.00248089	1
0.00996698	1
-0.0143463	1
0.025009	1
0.00776425	1
0.0110675	1
0.0261741	1
0.029143	1
0.0305265	1
0.0132512	1
-0.00886722	1
0.0291061	1
-0.00309207	1
0.00564473	1
-0.00412389	1
0.00996877	1
0.00898175	1
0.0429623	1
0.0298772	1
0.00250997	1
0.0124547	1
-0.00701073	1
0.0113067	1
0.00388845	1
0.0114809	1
0.00206938	1
0.0187753	1
0.0252775	1
0.00911732	1
0.0279055	1
0.0071529	1
0.038646	1
0.0198042	1
0.00709357	1
0.0157	1
0.0185969	1
0.0136216	1
0.0252116	1
0.00373656	1
0.0129743	1
0.0218819	1
-0.00489657	1
-0.0107867	1
0.0369252	1
-0.00176858	1
0.00397497	1
-0.00483815	1
0.00667572	1
0.00207272	1
0.00657789	1
-0.00769506	1
0.0179138	1
0.0339719	1
0.0202093	1
0.0148374	1
0.00837514	1
0.0380504	1
0.00249132	1
-0.0188259	1
0.00925181	1
0.0071148	1
-0.00141964	1
0.0030539	1
0.0183292	1
0.0043141	1
0.011653	1
0.0258916	1
0.00952088	1
0.0194714	1
0.00893859	1
-0.0103697	1
0.0203168	1
-0.0069488	1
0.017271	1
-0.00705682	1
-0.00427861	1
0.0296989	1
0.0220071	1
-0.000594535	1
-0.00942409	1
0.00416468	1
-0.00383828	1
0.0177757	1
0.00579963	1
-0.0145106	1
0.00883144	1
0.00111566	1
0.0170115	1
0.0231038	1
-0.00642701	1
0.022596	1
-0.0203043	1
0.016796	1
0.0471668	1
0.0310961	1
-0.0121722	1
0.0131031	1
-0.00059535	1
0.01003	1
-0.00703779	1
0.0285931	1
-0.00601471	1
-0.00931192	1
0.022282	1
0.0175889	1
-0.0135266	1
-0.0339097	1
0.0381636	1
0.0217227	1
0.0133133	1
-0.0259494	1
0.00170536	1
0.023551	1
0.0142302	1
0.0269091	1
0.00287725	1
0.013128	1
0.019291	1
0.0150913	1
-0.00156825	1
0.030751	1
0.0293205	1
-0.000510913	1
0.0156568	1
-0.00205978	1
0.0162895	1
0.0162895	1
6.12926e-05	1
0.00756951	1
0.0279891	1
0.0145998	1
0.035617	1
0.0239623	1
0.00626534	1
-0.00511802	1
-0.0213154	1
0.00842086	1
0.0198703	1
0.00655661	1
-0.00593278	1
0.0176633	1
0.010799	1
0.00912526	1
0.0300989	1
0.0042778	1
0.0313075	1
0.0179391	1
0.00437952	1
0.0158527	1
-0.0196966	1
0.00167143	1
0.00850491	1
0.00805912	1
-0.0215076	1
0.00217728	1
0.00821272	1
0.00422645	1
0.00971419	1
-0.00901428	1
0.00496887	1
0.00277814	1
-0.0242673	1
-0.00172917	1
0.0188256	1
0.00401929	1
-0.00153424	1
-0.0116102	1
0.00715672	1
0.0257907	1
0.0146119	1
-0.00486633	1
0.0123018	1
0.0330655	1
0.00129127	1
-0.00824044	1
0.0218225	1
-0.0210033	1
0.0109414	1
-0.0226156	1
-0.00889366	1
0.000392831	1
0.0318163	1
0.0070292	1
0.0183346	1
-0.00813516	1
0.0200515	1
-0.00162413	1
-0.00992087	1
0.00936747	1
-0.00495724	1
-0.00545272	1
-0.00159237	1
-0.00800279	1
0.023529	1
0.0204209	1
0.0166233	1
0.00706072	1
0.00489271	1
0.0174907	1
0.0244235	1
-0.00540919	1
0.00347862	1
0.0232378	1
0.00641665	1
0.0155938	1
0.0181075	1
-1.19606e-05	1
0.0161684	1
-0.00813292	1
1.46373e-05	1
0.00233905	1
0.00358405	1
0.00179109	1
-0.0117293	1
0.00923102	1
-0.00367817	1
-0.000755941	1
-0.0118919	1
-0.0174559	1
0.0308087	1
-0.000902359	1
-0.0151035	1
-0.00847141	1
0.00139306	1
0.0108332	1
-0.00209352	1
0.016367	1
0.00576213	1
0.0237089	1
0.0214076	1
0.0127782	1
0.00098698	1
