Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"53(1,E7)",RCC-050-T07,96,105,114,140,120,117,100,127,138,129,1186,,,,
"54(1,F7)",RCC-050-T08,98,128,110,118,86,111,101,119,130,112,1113,,,,
"55(1,G7)",RCC-051-T01,93,102,91,147,109,108,128,121,138,135,1172,,,,
"56(1,H7)",RCC-051-T07,108,98,117,125,92,114,106,98,126,114,1098,,,,
"57(1,A8)",RCC-051-T08,80,100,116,152,104,111,97,108,109,114,1091,,,,
"58(1,B8)",RCM-052,107,115,114,154,99,112,129,154,154,165,1303,,,,
"59(1,C8)",RCC-052-T01,89,94,119,128,108,133,113,121,139,138,1182,,,,
"60(1,D8)",RCC-052-T07,95,79,79,108,94,96,74,103,102,100,930,,,,
"61(1,E8)",RCC-052-T08,65,79,83,98,77,102,89,103,100,81,877,,,,
"62(1,F8)",RCM-053,85,102,97,109,78,92,104,102,126,112,1007,,,,
"63(1,G8)",RCC-053-T01,81,80,103,94,112,96,92,115,139,110,1022,,,,
"64(1,H8)",RCC-053-T07,90,97,100,119,94,100,111,99,120,104,1034,,,,
"65(1,A9)",RCC-053-T08,81,98,96,114,113,93,81,141,92,83,992,,,,
"66(1,B9)",RCM-056,123,120,134,124,124,117,117,131,156,145,1291,,,,
"67(1,C9)",RCC-056-T01,115,121,156,135,146,140,136,137,153,146,1385,,,,
"68(1,D9)",RCC-056-T07,120,116,111,155,110,131,112,136,142,135,1268,,,,
"69(1,E9)",RCC-056-T08,80,99,114,132,113,115,87,122,127,100,1089,,,,
"70(1,F9)",RCM-058,89,125,111,155,88,103,103,126,146,119,1165,,,,
"71(1,G9)",RCC-058-T01,93,75,107,100,96,112,100,111,120,94,1008,,,,
"72(1,H9)",RCC-058-T07,79,93,104,111,117,107,84,90,94,118,997,,,,
"73(1,A10)",RCC-058-T08,100,90,95,120,102,101,101,120,123,106,1058,,,,
"74(1,B10)",RCM-059,113,106,114,123,126,125,111,140,149,143,1250,,,,
"75(1,C10)",RCC-059-T01,80,102,88,101,101,102,109,120,126,121,1050,,,,
"76(1,D10)",RCC-059-T07,119,95,123,131,119,137,126,118,125,136,1229,,,,
"77(1,E10)",RCC-059-T08,91,104,87,99,106,98,90,99,134,93,1001,,,,
"78(1,F10)",RCM-060,86,83,110,105,75,79,89,108,116,88,939,,,,
"79(1,G10)",RCC-060-T01,35,36,42,37,32,28,30,34,73,52,399,,,,
"80(1,H10)",RCC-060-T07,57,49,69,97,60,61,67,70,89,73,692,,,,
"81(1,A11)",RCC-060-T08,62,55,84,89,53,69,75,79,76,59,701,,,,
"82(1,B11)",RAM-001,51,51,86,77,61,84,77,70,102,62,721,,,,
"83(1,C11)",RAC-001-T01,150,108,160,194,129,170,139,149,193,157,1549,,,,
"84(1,D11)",RAC-001-T06,58,56,58,82,66,66,84,64,82,69,685,,,,
"85(1,E11)",RAC-001-T08,73,52,90,96,78,94,71,96,104,98,852,,,,
"86(1,F11)",RAM-005,58,47,86,69,59,79,70,61,98,76,703,,,,
"87(1,G11)",RAC-005-T01,49,45,72,77,65,46,54,77,91,65,641,,,,
"88(1,H11)",RAC-005-T06,72,72,90,87,82,82,75,70,117,76,823,,,,
"89(1,A12)",RAC-005-T08,59,54,77,80,51,68,73,67,83,71,683,,,,
"90(1,B12)",RAM-006,54,64,74,71,60,63,48,66,84,57,641,,,,
"91(1,C12)",RAC-006-T01,69,71,94,92,74,92,86,98,120,97,893,,,,
"92(1,D12)",RAC-006-T06,90,57,85,111,67,99,100,82,97,103,891,,,,
"93(1,E12)",RAC-006-T08,71,51,66,85,58,76,83,69,81,67,707,,,,
"94(1,F12)",HCAM-001,49,32,63,71,49,57,60,53,83,57,574,,,,
"95(1,G12)",HCAM-001,79,61,84,84,77,89,99,71,130,84,858,,,,
"96(1,H12)",RAM-012,65,61,65,107,74,87,79,70,112,73,793,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Net MFI,,,,,,,,,,,,,,,
Sample,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,,,,,,
Healthy-control-negative,138.25,75,109,89,71.5,95.5,152.5,79,248,145,,,,,,
RCM-037,5038.75,2043,2059,245,170.5,363,982,345,862,388,,,,,,
RCC-037-T01,245.75,6878.5,137.5,151,28.5,230.5,469.5,178.5,87,107,,,,,,
Empty,0.75,0.5,-0.5,0,-0.5,0,-0.5,-1,1,0,,,,,,
RCC-037-T07,154.75,4149,62,53,22.5,100,493,103,32577.5,78,,,,,,
RCC-037-T08,187.75,4906,79.5,92,37,148,555,168,18562,193,,,,,,
RCM-040,19800.75,6977,109,199,54.5,12967.5,9403,7777,2385,14352,,,,,,
RCC-040-T01,4080.25,125,27,36,15.5,792,2181.5,37,72,59.5,,,,,,
RCC-040-T07,919.75,185,25,79,28.5,228.5,846.5,79,31800,81.5,,,,,,
RCC-040-T08,560.25,282,57,136,36.5,225,744.5,141,17393.5,128.5,,,,,,
RCM-042,22054.25,1723.5,120,173,76,1363.5,1421.5,184,557.5,145.5,,,,,,
RCC-042-T01,4129.75,7425.5,247.5,132,56,174,483.5,195,185.5,118,,,,,,
RCC-042-T07,3150.75,7972,84,123,35.5,13285.5,1441.5,174,26652.5,336,,,,,,
RCC-042-T08,4043.75,6523,151.5,165,38.5,15092,1939.5,194,20121,211.5,,,,,,
RCM-043,20446.75,1502,1842,130.5,102.5,3517.5,5955,240.5,469,310,,,,,,
RCC-043-T01,10438.75,142,155,89.5,23,107.5,512.5,69,192,46,,,,,,
RCC-043-T07,1236.75,72.5,38,52,15.5,62,413,2427.5,30399,62.5,,,,,,
RCM-043-T08,690.75,107,50,90.5,24.5,121,454.5,1459,18423.5,85,,,,,,
RCM-045,14069.75,180,48,86,46.5,1521,751.5,120,439,131,,,,,,
RCC-045-T01,651.75,11847.5,65,61,40.5,148.5,289.5,109,59,48,,,,,,
RCC-045-T07,231.75,5309,98,161,40.5,155,410,133,29762,123.5,,,,,,
RCC-045-T08,124.75,3451.5,87,89,30.5,89,291.5,72.5,20550,84,,,,,,
RCM-046,21232.75,444,56,144,94.5,17357,18486.5,305,605,2170.5,,,,,,
RCC-046-T01,7122.75,110.5,15.5,29,8.5,9837,607.5,54,777,1301.5,,,,,,
RCC-046-T07,5440.75,242.5,39,102,17.5,7411,526.5,73,31418,4415.5,,,,,,
RCC-046-T08,1716.25,189,29,79.5,16.5,2761.5,427.5,74,19689,1465.5,,,,,,
RCM-047,4105.75,1120,42,152,55.5,509,2228,261.5,372,192.5,,,,,,
RCC-047-T01,176.75,61,7,66,16.5,36,147,36,35,26,,,,,,
RCC-047-T07,191.75,102,18,49,25.5,64,160.5,78,30455.5,53,,,,,,
RCC-047-T08,132.75,127,28,64,24.5,77,229.5,79,18082,60,,,,,,
RCM-049,21555.75,2383,693,90,45.5,122,3026,106.5,239,125,,,,,,
RCC-049-T01,1341.75,1267.5,30,68,39.5,76,236.5,104,74,107,,,,,,
RCC-049-T07,359.75,1031,56,148,44.5,90,257.5,97,27071,110,,,,,,
RCC-049-T08,201.75,1105,63,122,45,108,284.5,113,18344.5,104,,,,,,
RCM-050,22185.75,1297.5,789,103,91.5,2387,3923,177,910,196,,,,,,
RCC-050-T01,6006.75,116,40,35,14.5,153,229.5,40,258,31,,,,,,
RCC-050-T07,686.25,81,19,92.5,15.5,54,232.5,2406,29550.5,41,,,,,,
RCC-050-T08,408.75,163.5,50,146,20.5,104,234.5,23227,19509,86,,,,,,
RCC-051-T01,108.75,4026,80,108,25.5,187.5,153,134,154.5,73,,,,,,
RCC-051-T07,121.75,986,56,133,34,160,240,226.5,30442.5,147,,,,,,
RCC-053-T08,1634.75,3535,71.5,73.5,12.5,60,323.5,67,15244,65,,,,,,
RCM-056,4408.75,6281,230.5,163,43.5,281,469.5,192,548.5,175,,,,,,
RCC-056-T01,204.75,2087,36,39,7.5,71,284.5,49,45,31,,,,,,
RCC-056-T07,228.25,1928,55,123,31.5,91,428,115,27762.5,106,,,,,,
RCC-056-T08,168.25,1566,52,93,23.5,76,293.5,89,18771,84.5,,,,,,
RCM-058,22561.75,220,76,207,42,21600,16450.5,126.5,2990.5,146,,,,,,
RCC-058-T01,1679.75,2924,116,121.5,144.5,945.5,975.5,289,273.5,111,,,,,,
RCC-058-T07,305.75,2503,86,65,33.5,160,408,92,26755,83,,,,,,
RCC-058-T08,223.25,2312.5,98,71,36,137,481.5,100,17636,83.5,,,,,,
RCM-059,16345.75,1142.5,39,87,37.5,217,4312.5,81,3970,169,,,,,,
RCC-059-T01,1500.25,646.5,92,47,32.5,45,339.5,68.5,95,25,,,,,,
RCC-059-T07,310.75,378,53,114,18.5,44,245,42,28358,53.5,,,,,,
RCC-059-T08,198.75,506,84,138,24.5,84,291,82,18876,78,,,,,,
RCM-060,2563.25,3491,112.5,108,38.5,139,485.5,133.5,74,111,,,,,,
RCC-060-T01,192.75,106,22,48,49,49.5,249.5,89.5,153,28.5,,,,,,
RCC-060-T07,96.75,81,16,61,25.5,51,149.5,49.5,26172,38,,,,,,
RCC-060-T08,291.75,224,24.5,174,113.5,183,420.5,252,13040.5,251,,,,,,
RAM-001,18151.75,2386,866.5,425,237.5,11285,8288.5,451,2338.5,1178.5,,,,,,
RAC-001-T01,815.75,1485,58,98,35.5,254.5,357.5,137,173,90,,,,,,
RAC-001-T06,394.25,979,23,87,39.5,111,266,132.5,17847.5,142,,,,,,
RAC-001-T08,163.75,391.5,44.5,69.5,30.5,78.5,221.5,99,16286,119.5,,,,,,
RAM-005,22711.25,3723,156.5,1811,39.5,14241,2190,931,192.5,141.5,,,,,,
RAC-005-T01,13839.75,436,42.5,124,49.5,9275.5,522,231,215,204,,,,,,
RAC-005-T06,2451.75,156,16,33,14.5,1769,491.5,34.5,26661,60,,,,,,
RAC-005-T08,1757.75,273.5,27,46.5,14.5,1658,433.5,49,16337,112,,,,,,
RAM-006,9430.75,335.5,10168,72,36.5,16053,13366,116.5,5340.5,191,,,,,,
RAC-006-T01,319.75,53,232,77.5,10,629.5,475.5,30,200.5,25,,,,,,
RAC-006-T06,182.25,61,71,49,17.5,152,221.5,79.5,27386,66,,,,,,
RAC-006-T08,74.75,35,49,30,10.5,143.5,147.5,39,16794,34,,,,,,
HCAM-001,298.75,66.5,198,72,63.5,104,250.5,137,213,204,,,,,,
HCAM-001,215.75,56,205,68.5,50.5,85,174.5,103,169.5,161.5,,,,,,
RAM-012,16549.75,1085,74,50,45,115,7401.5,53,1278,112,,,,,,
RCC-051-T08,128.75,874.5,92,72,20,82,143.5,94.5,17933,100,,,,,,
RCC-052-T01,225.75,1018,153,107.5,82.5,110,293.5,165,134,73.5,,,,,,
RCC-052-T07,177.75,1986,145,99,35.5,100,248,115,27125.5,99,,,,,,
RCC-052-T08,96.75,1541,132,67,27.5,58,195.5,80,19774,77,,,,,,
RCM-053,24123.75,722,140,248,98.5,606.5,699,363.5,681,508.5,,,,,,
RCC-053-T01,4550.75,2573.5,112,27,6.5,33.5,106.5,33,38,28,,,,,,
RCC-053-T07,1825.25,2562,81,108,18.5,103,366.5,123,29025.5,89.5,,,,,,
African-Mix-Standard01,7740,898,114.75,90.5,65.25,1243.75,1956.25,117.25,479,448,,,,,,
African-Mix-Standard02,3721.5,322.75,90.25,51.5,35,574,1000,64.5,274.5,230.5,,,,,,
African-Mix-Standard03,1627.25,171.5,75.25,29.5,19.5,275.5,470.5,34.5,125.5,105,,,,,,
African-Mix-Standard04,1061,112.5,65.75,19.5,13,169.25,289,22.75,89,72.25,,,,,,
African-Mix-Standard05,616.25,61,65,12,9,91,151,13.5,73,44.5,,,,,,
African-Mix-Standard06,319.75,29,68.5,6,6.5,49.5,87.25,8.5,37.25,24.5,,,,,,
African-Mix-Standard07,146.75,15,72,3.5,4.75,26.5,41.5,6,17,16.5,,,,,,
RCM-052,3891.75,407,19,116,67.5,3036.5,759.5,199.5,662,184,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Units,,,,,,,,,,,,,,,
Analyte:,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,,,,,,
BeadID:,18,30,35,42,47,62,63,64,65,72,,,,,,
Units:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Per Bead Count,,,,,,,,,,,,,,,
Analyte:,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,,,,,,
BeadID:,18,30,35,42,47,62,63,64,65,72,,,,,,
Per Bead:,50,50,50,50,50,50,50,50,50,50,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Dilution Factor,,,,,,,,,,,,,,,
Location,Sample,Dilution Factor,,,,,,,,,,,,,,
"1(1,A1)",Background0,,,,,,,,,,,,,,,
"2(1,B1)",African-Mix-Standard01,100,,,,,,,,,,,,,,
"3(1,C1)",African-Mix-Standard02,200,,,,,,,,,,,,,,
"4(1,D1)",African-Mix-Standard03,400,,,,,,,,,,,,,,
"5(1,E1)",African-Mix-Standard04,800,,,,,,,,,,,,,,
"6(1,F1)",African-Mix-Standard05,1600,,,,,,,,,,,,,,
"7(1,G1)",African-Mix-Standard06,3200,,,,,,,,,,,,,,
"8(1,H1)",African-Mix-Standard07,6400,,,,,,,,,,,,,,
"9(1,A2)",Background0,,,,,,,,,,,,,,,
"10(1,B2)",African-Mix-Standard01,100,,,,,,,,,,,,,,
"11(1,C2)",African-Mix-Standard02,200,,,,,,,,,,,,,,
"12(1,D2)",African-Mix-Standard03,400,,,,,,,,,,,,,,
"13(1,E2)",African-Mix-Standard04,800,,,,,,,,,,,,,,
"14(1,F2)",African-Mix-Standard05,1600,,,,,,,,,,,,,,
"15(1,G2)",African-Mix-Standard06,3200,,,,,,,,,,,,,,
"16(1,H2)",African-Mix-Standard07,6400,,,,,,,,,,,,,,
"17(1,A3)",Healthy-control-negative,100,,,,,,,,,,,,,,
"18(1,B3)",Empty,100,,,,,,,,,,,,,,
"19(1,C3)",RCM-037,100,,,,,,,,,,,,,,
"20(1,D3)",RCC-037-T01,100,,,,,,,,,,,,,,
"21(1,E3)",RCC-037-T07,100,,,,,,,,,,,,,,
"22(1,F3)",RCC-037-T08,100,,,,,,,,,,,,,,
"23(1,G3)",RCM-040,100,,,,,,,,,,,,,,
"24(1,H3)",RCC-040-T01,100,,,,,,,,,,,,,,
"25(1,A4)",RCC-040-T07,100,,,,,,,,,,,,,,
"26(1,B4)",RCC-040-T08,100,,,,,,,,,,,,,,
"27(1,C4)",RCM-042,100,,,,,,,,,,,,,,
"28(1,D4)",RCC-042-T01,100,,,,,,,,,,,,,,
"29(1,E4)",RCC-042-T07,100,,,,,,,,,,,,,,
"30(1,F4)",RCC-042-T08,100,,,,,,,,,,,,,,
"31(1,G4)",RCM-043,100,,,,,,,,,,,,,,
"32(1,H4)",RCC-043-T01,100,,,,,,,,,,,,,,
"33(1,A5)",RCC-043-T07,100,,,,,,,,,,,,,,
"34(1,B5)",RCM-043-T08,100,,,,,,,,,,,,,,
"35(1,C5)",RCM-045,100,,,,,,,,,,,,,,
"36(1,D5)",RCC-045-T01,100,,,,,,,,,,,,,,
"37(1,E5)",RCC-045-T07,100,,,,,,,,,,,,,,
"38(1,F5)",RCC-045-T08,100,,,,,,,,,,,,,,
"39(1,G5)",RCM-046,100,,,,,,,,,,,,,,
"40(1,H5)",RCC-046-T01,100,,,,,,,,,,,,,,
"41(1,A6)",RCC-046-T07,100,,,,,,,,,,,,,,
"42(1,B6)",RCC-046-T08,100,,,,,,,,,,,,,,
"43(1,C6)",RCM-047,100,,,,,,,,,,,,,,
"44(1,D6)",RCC-047-T01,100,,,,,,,,,,,,,,
"45(1,E6)",RCC-047-T07,100,,,,,,,,,,,,,,
"46(1,F6)",RCC-047-T08,100,,,,,,,,,,,,,,
"47(1,G6)",RCM-049,100,,,,,,,,,,,,,,
"48(1,H6)",RCC-049-T01,100,,,,,,,,,,,,,,
"49(1,A7)",RCC-049-T07,100,,,,,,,,,,,,,,
"50(1,B7)",RCC-049-T08,100,,,,,,,,,,,,,,
"51(1,C7)",RCM-050,100,,,,,,,,,,,,,,
"52(1,D7)",RCC-050-T01,100,,,,,,,,,,,,,,
"53(1,E7)",RCC-050-T07,100,,,,,,,,,,,,,,
"54(1,F7)",RCC-050-T08,100,,,,,,,,,,,,,,
"55(1,G7)",RCC-051-T01,100,,,,,,,,,,,,,,
"56(1,H7)",RCC-051-T07,100,,,,,,,,,,,,,,
"57(1,A8)",RCC-051-T08,100,,,,,,,,,,,,,,
"58(1,B8)",RCM-052,100,,,,,,,,,,,,,,
"59(1,C8)",RCC-052-T01,100,,,,,,,,,,,,,,
"60(1,D8)",RCC-052-T07,100,,,,,,,,,,,,,,
"61(1,E8)",RCC-052-T08,100,,,,,,,,,,,,,,
"62(1,F8)",RCM-053,100,,,,,,,,,,,,,,
"63(1,G8)",RCC-053-T01,100,,,,,,,,,,,,,,
"64(1,H8)",RCC-053-T07,100,,,,,,,,,,,,,,
"65(1,A9)",RCC-053-T08,100,,,,,,,,,,,,,,
"66(1,B9)",RCM-056,100,,,,,,,,,,,,,,
"67(1,C9)",RCC-056-T01,100,,,,,,,,,,,,,,
"68(1,D9)",RCC-056-T07,100,,,,,,,,,,,,,,
"69(1,E9)",RCC-056-T08,100,,,,,,,,,,,,,,
"70(1,F9)",RCM-058,100,,,,,,,,,,,,,,
"71(1,G9)",RCC-058-T01,100,,,,,,,,,,,,,,
"72(1,H9)",RCC-058-T07,100,,,,,,,,,,,,,,
"73(1,A10)",RCC-058-T08,100,,,,,,,,,,,,,,
"74(1,B10)",RCM-059,100,,,,,,,,,,,,,,
"75(1,C10)",RCC-059-T01,100,,,,,,,,,,,,,,
"76(1,D10)",RCC-059-T07,100,,,,,,,,,,,,,,
"77(1,E10)",RCC-059-T08,100,,,,,,,,,,,,,,
"78(1,F10)",RCM-060,100,,,,,,,,,,,,,,
"79(1,G10)",RCC-060-T01,100,,,,,,,,,,,,,,
"80(1,H10)",RCC-060-T07,100,,,,,,,,,,,,,,
"81(1,A11)",RCC-060-T08,100,,,,,,,,,,,,,,
"82(1,B11)",RAM-001,100,,,,,,,,,,,,,,
"83(1,C11)",RAC-001-T01,100,,,,,,,,,,,,,,
"84(1,D11)",RAC-001-T06,100,,,,,,,,,,,,,,
"85(1,E11)",RAC-001-T08,100,,,,,,,,,,,,,,
"86(1,F11)",RAM-005,100,,,,,,,,,,,,,,
"87(1,G11)",RAC-005-T01,100,,,,,,,,,,,,,,
"88(1,H11)",RAC-005-T06,100,,,,,,,,,,,,,,
"89(1,A12)",RAC-005-T08,100,,,,,,,,,,,,,,
"90(1,B12)",RAM-006,100,,,,,,,,,,,,,,
"91(1,C12)",RAC-006-T01,100,,,,,,,,,,,,,,
"92(1,D12)",RAC-006-T06,100,,,,,,,,,,,,,,
"93(1,E12)",RAC-006-T08,100,,,,,,,,,,,,,,
"94(1,F12)",HCAM-001,100,,,,,,,,,,,,,,
"95(1,G12)",HCAM-001,100,,,,,,,,,,,,,,
"96(1,H12)",RAM-012,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Analysis Types,,,,,,,,,,,,,,,
Analyte:,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,,,,,,
AnalysisType,None,None,None,None,None,None,None,None,None,None,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Audit Logs,,,,,,,,,,,,,,,
UserId,Date,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Warnings/Errors,,,,,,,,,,,,,,,
Location,Status,Message,,,,,,,,,,,,,,
"1,F5",Ok,The acquisition had at least one region that did not reach the specified count.,,,,,,,,,,,,,,
"1,G10",Ok,The acquisition had at least one region that did not reach the specified count.,,,,,,,,,,,,,,
"1,H10",Ok,The acquisition had at least one region that did not reach the specified count.,,,,,,,,,,,,,,
"1,F11",Ok,The acquisition had at least one region that did not reach the specified count.,,,,,,,,,,,,,,
"1,G11",Ok,The acquisition had at least one region that did not reach the specified count.,,,,,,,,,,,,,,
"1,B12",Ok,The acquisition had at least one region that did not reach the specified count.,,,,,,,,,,,,,,
"1,F12",Ok,The acquisition had at least one region that did not reach the specified count.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
-- CRC --,,,,,,,,,,,,,,,,
CRC32: 7D43FAA2,,,,,,,,,,,,,,,,
