X_WGS84;Y_WGS84;Faidherbia albida;Balanites aegyptiaca;Anogeissus leiocarpus
-16,5181;14,58825;1;0;0
-16,51796;14,58832;1;0;0
-16,51754;14,58864;1;0;0
-16,51726;14,58833;1;0;0
-16,51669;14,58838;1;0;0
-16,51762;14,58743;0;0;0
-16,51722;14,58756;1;0;0
-16,51698;14,58735;1;0;0
-16,51761;14,58712;0;0;0
-16,51781;14,58702;0;0;0
-16,51791;14,58706;0;0;0
-16,51802;14,58694;0;0;0
-16,51791;14,58684;0;0;0
-16,51785;14,58673;0;0;0
-16,51831;14,58676;0;0;1
-16,51835;14,58671;1;0;0
-16,51827;14,58684;0;0;0
-16,51889;14,587;0;0;0
-16,51849;14,58731;0;0;0
-16,5184;14,58735;0;0;0
-16,51846;14,58749;0;1;0
-16,51894;14,58811;0;0;0
-16,51869;14,588;1;0;0
-16,51883;14,58779;0;0;1
-16,5187;14,58775;0;0;0
-16,5185;14,5878;1;0;0
-16,5192;14,58809;0;0;0
-16,51838;14,58856;0;0;0
-16,51822;14,5887;0;0;0
-16,51852;14,58884;0;0;0
-16,51829;14,58889;1;0;0
-16,51806;14,58885;0;0;0
-16,51795;14,58895;0;0;0
-16,51838;14,58881;1;0;0
-16,51813;14,58907;1;0;0
-16,47929;14,58953;1;0;0
-16,47928;14,58933;1;0;0
-16,4792;14,58967;1;0;0
-16,47906;14,58972;1;0;0
-16,47893;14,58964;1;0;0
-16,39187;14,59139;1;0;0
-16,39182;14,5914;0;0;0
-16,39207;14,59109;0;0;1
-16,39244;14,59106;1;0;0
-16,39209;14,59087;0;0;0
-16,39218;14,591;0;0;0
-16,42777;14,58443;0;0;1
-16,42795;14,58453;1;0;0
-16,42766;14,58465;1;0;0
-16,42722;14,58448;1;0;0
-16,42712;14,58416;1;0;0
-16,42784;14,58371;0;1;0
-16,42789;14,5838;0;1;0
-16,42816;14,58411;1;0;0
-16,42744;14,58404;0;1;0
-16,42753;14,58412;0;1;0
-16,42773;14,58413;1;0;0
-16,42778;14,58392;0;0;1
-16,42836;14,58464;1;0;0
-16,4286;14,58449;1;0;0
-16,4289;14,58417;1;0;0
-16,42922;14,58421;1;0;0
-16,42938;14,58414;1;0;0
-16,42956;14,5837;1;0;0
-16,4292;14,58487;0;0;0
-16,42943;14,58529;0;0;0
-16,3782;14,59186;1;0;0
-16,37851;14,59201;1;0;0
-16,37869;14,59182;1;0;0
-16,37828;14,59154;1;0;0
-16,37822;14,59125;1;0;0
-16,37845;14,59132;1;0;0
-16,37862;14,592;0;0;0
-16,37764;14,59125;1;0;0
-16,37767;14,59132;1;0;0
-16,37784;14,5914;1;0;0
-16,37843;14,59177;0;1;0
-16,37793;14,59164;0;0;0
-16,37805;14,59152;1;0;0
-16,37728;14,59176;1;0;0
-16,37719;14,59191;1;0;0
-16,37728;14,59211;0;0;0
-16,37713;14,59284;1;0;0
-16,37741;14,59292;1;0;0
-16,37767;14,59331;1;0;0
-16,37771;14,59304;1;0;0
-16,38062;14,59126;0;0;0
-16,38052;14,59115;0;0;0
-16,38061;14,59112;0;0;0
-16,38053;14,59131;0;0;0
-16,3781;14,59299;1;0;0
-16,37789;14,59303;1;0;0
-16,49507;14,58469;0;0;1
-16,49508;14,58476;0;0;1
-16,49592;14,58488;1;0;0
-16,49578;14,58504;1;0;0
-16,49623;14,58491;0;0;1
-16,49619;14,58484;1;0;0
-16,49641;14,58499;1;0;0
-16,49645;14,58518;1;0;0
-16,49652;14,5853;1;0;0
-16,49578;14,58543;1;0;0
-16,49567;14,5854;1;0;0
-16,49572;14,58572;1;0;0
-16,49575;14,58588;1;0;0
-16,4955;14,58558;0;1;0
-16,49589;14,58606;1;0;0
-16,49646;14,58592;1;0;0
-16,49654;14,58577;1;0;0
-16,49663;14,58603;1;0;0
-16,49534;14,58587;0;1;0
-16,49518;14,58577;1;0;0
-16,49511;14,58593;1;0;0
-16,49505;14,58557;1;0;0
-16,49563;14,58612;1;0;0
-16,49808;14,58942;1;0;0
-16,49729;14,58935;1;0;0
-16,4977;14,58925;0;1;0
-16,49767;14,58934;0;1;0
-16,49772;14,58941;0;1;0
-16,49532;14,58411;0;0;0
-16,49517;14,58376;0;0;0
-16,49512;14,58361;0;0;0
-16,4938;14,58467;0;0;1
-16,4937;14,58433;1;0;0
-16,49352;14,58442;1;0;0
-16,49356;14,58434;1;0;0
-16,49373;14,58414;1;0;0
-16,49379;14,58417;1;0;0
-16,49412;14,58372;0;1;0
-16,49462;14,58368;0;1;0
-16,49463;14,58356;0;0;1
-16,4943;14,58364;1;0;0
-16,49412;14,58367;1;0;0
-16,49415;14,584;1;0;0
-16,4942;14,58403;0;1;0
-16,49424;14,58446;0;0;1
-16,49419;14,5845;0;0;1
-16,49458;14,5844;1;0;0
-16,4945;14,58456;1;0;0
-16,49483;14,58443;1;0;0
-16,49485;14,58455;1;0;0
-16,49535;14,58451;0;0;1
-16,49531;14,5843;0;1;0
-16,49508;14,58432;1;0;0
-16,49499;14,58422;1;0;0
-16,49764;14,58903;1;0;0
-16,49718;14,58873;0;0;1
-16,49722;14,58856;1;0;0
-16,4977;14,58893;0;1;0
-16,49783;14,58918;0;1;0
-16,49616;14,58424;1;0;0
-16,4963;14,58387;1;0;0
-16,49653;14,58373;0;0;1
-16,49658;14,5834;1;0;0
-16,49619;14,58327;1;0;0
-16,49632;14,58321;0;0;1
-16,49623;14,58281;1;0;0
-16,49623;14,58261;1;0;0
-16,4963;14,58219;1;0;0
-16,49635;14,58188;0;0;1
-16,49576;14,5827;1;0;0
-16,49562;14,58308;0;0;1
-16,49637;14,58302;1;0;0
-16,49612;14,58189;0;0;1
-16,49741;14,58908;1;0;0
-16,49616;14,58218;1;0;0
-16,47956;14,58967;1;0;0
-16,4796;14,58956;1;0;0
-16,47956;14,58949;0;1;0
-16,47952;14,58944;0;1;0
-16,4793;14,5898;0;1;0
-16,47939;14,58983;0;1;0
-16,47896;14,59011;1;0;0
-16,4797;14,59003;1;0;0
-16,4796;14,59022;1;0;0
-16,47925;14,59025;1;0;0
-16,47977;14,59049;1;0;0
-16,47997;14,59052;1;0;0
-16,48036;14,59052;0;1;0
-16,48074;14,5901;1;0;0
-16,4799;14,59064;1;0;0
-16,47982;14,59056;1;0;0
-16,47983;14,59041;1;0;0
-16,47978;14,59044;1;0;0
-16,4093;14,57984;1;0;0
-16,40923;14,57996;1;0;0
-16,40919;14,58004;1;0;0
-16,40903;14,57986;1;0;0
-16,40913;14,5796;1;0;0
-16,40908;14,57964;1;0;0
-16,41004;14,57978;1;0;0
-16,4102;14,58037;1;0;0
-16,40964;14,57962;1;0;0
-16,40952;14,58022;0;1;0
-16,40897;14,5791;0;0;0
-16,40878;14,57891;0;0;0
-16,40878;14,57847;1;0;0
-16,40889;14,57845;0;0;0
-16,40898;14,57833;0;0;0
-16,40904;14,57818;1;0;0
-16,40837;14,57832;0;1;0
-16,40822;14,57825;0;0;0
-16,40854;14,57788;1;0;0
-16,40887;14,57796;0;1;0
-16,40932;14,57805;1;0;0
-16,41029;14,57825;1;0;0
-16,41002;14,57862;1;0;0
-16,40991;14,57868;1;0;0
-16,40973;14,57887;1;0;0
-16,41006;14,57952;0;0;1
-16,52617;14,58136;0;0;0
-16,5262;14,58122;0;0;0
-16,52638;14,58203;0;0;0
-16,5263;14,58209;0;0;0
-16,5262;14,58181;1;0;0
-16,52612;14,58189;0;0;1
-16,52601;14,5818;0;1;0
-16,5259;14,5818;0;0;0
-16,52589;14,58188;0;0;1
-16,52545;14,58217;0;0;0
-16,43025;14,57355;0;0;1
-16,43024;14,57391;0;0;0
-16,42999;14,57369;0;0;1
-16,42993;14,57385;0;0;0
-16,43;14,5835;0;0;1
-16,48758;14,57298;0;0;0
-16,4875;14,57309;0;0;1
-16,48723;14,57284;1;0;0
-16,48697;14,57254;1;0;0
-16,48665;14,57269;1;0;0
-16,38775;14,57859;1;0;0
-16,38811;14,57774;0;0;1
-16,38831;14,57772;0;0;1
-16,3885;14,57765;1;0;0
-16,38853;14,57756;1;0;0
-16,38854;14,57782;1;0;0
-16,38865;14,5778;1;0;0
-16,38824;14,57814;0;1;0
-16,38823;14,578;1;0;0
-16,3892;14,57802;1;0;0
-16,3891;14,57864;1;0;0
-16,38904;14,57876;1;0;0
-16,38872;14,57864;0;1;0
-16,38868;14,578;1;0;0
-16,3887;14,57822;1;0;0
-16,38805;14,57885;1;0;0
-16,38818;14,57888;0;0;0
-16,38791;14,5785;1;0;0
-16,38792;14,5786;1;0;0
-16,38837;14,57839;1;0;0
-16,38875;14,57744;0;0;0
-16,38853;14,57733;0;0;0
-16,3884;14,57724;0;0;0
-16,38861;14,57724;1;0;0
-16,38845;14,57697;0;0;0
-16,38859;14,57685;0;0;0
-16,38871;14,57687;1;0;0
-16,38883;14,57707;1;0;0
-16,38888;14,57722;0;1;0
-16,38896;14,57721;1;0;0
-16,389;14,57699;1;0;0
-16,38908;14,57693;0;1;0
-16,38914;14,57688;1;0;0
-16,38922;14,57679;1;0;0
-16,38941;14,5766;0;1;0
-16,38956;14,57668;0;0;0
-16,38973;14,57666;0;0;0
-16,38989;14,57679;0;0;0
-16,38984;14,57669;0;0;0
-16,38979;14,57654;0;0;0
-16,44538;14,57789;1;0;0
-16,44532;14,57805;1;0;0
-16,44531;14,57816;1;0;0
-16,44559;14,57769;1;0;0
-16,44569;14,57835;0;1;0
-16,44573;14,57855;1;0;0
-16,44575;14,57864;1;0;0
-16,44557;14,57865;0;1;0
-16,44603;14,57859;1;0;0
-16,44607;14,57862;0;0;1
-16,44648;14,57856;1;0;0
-16,44631;14,57875;0;0;0
-16,44621;14,57877;0;1;0
-16,44603;14,57909;0;0;0
-16,44532;14,57903;1;0;0
-16,44619;14,57886;0;0;1
-16,44618;14,57882;0;0;0
-16,44678;14,57908;1;0;0
-16,44708;14,57928;1;0;0
-16,44734;14,57941;1;0;0
-16,44422;14,57851;0;0;0
-16,44428;14,57843;0;0;0
-16,44439;14,57833;1;0;0
-16,44448;14,57823;0;1;0
-16,44445;14,57804;0;0;0
-16,44447;14,5781;0;0;0
-16,44474;14,57817;1;0;0
-16,44502;14,57654;0;0;0
-16,44538;14,57666;1;0;0
-16,44509;14,57721;1;0;0
-16,44498;14,57745;0;0;0
-16,44496;14,57735;1;0;0
-16,44465;14,57688;0;0;0
-16,44421;14,57733;0;1;0
-16,44431;14,57734;0;1;0
-16,44437;14,57739;0;1;0
-16,44462;14,57943;0;1;0
-16,44506;14,57962;0;0;0
-16,44482;14,57965;0;0;1
-16,44314;14,57829;0;0;0
-16,44447;14,57913;1;0;0
-16,44421;14,57898;0;0;0
-16,44411;14,57892;0;0;0
-16,44433;14,57876;0;0;0
-16,44442;14,57853;0;0;0
-16,44444;14,57835;0;0;0
-16,44451;14,57828;0;0;0
-16,44439;14,57824;0;0;0
-16,44436;14,57821;0;0;0
-16,44447;14,57814;0;1;0
-16,44443;14,57806;1;0;0
-16,44456;14,5784;0;0;0
-16,44479;14,57885;1;0;0
-16,44314;14,57844;0;0;0
-16,44323;14,5782;0;0;0
-16,44331;14,57814;0;0;0
-16,44322;14,57813;0;0;0
-16,44308;14,57819;0;0;0
-16,36097;14,5731;0;0;1
-16,36121;14,57315;0;0;1
-16,36157;14,57307;0;0;1
-16,3615;14,57366;0;0;0
-16,3616;14,57386;0;0;0
-16,36168;14,57371;0;0;0
-16,36154;14,57401;0;0;0
-16,3617;14,57399;0;0;0
-16,36165;14,57412;1;0;0
-16,36172;14,57432;1;0;0
-16,36121;14,57207;0;1;0
-16,36132;14,57206;0;1;0
-16,36107;14,57236;1;0;0
-16,35999;14,57287;0;1;0
-16,3616;14,57262;0;0;0
-16,3619;14,57267;0;0;1
-16,3615;14,57282;0;1;0
-16,36144;14,57282;0;1;0
-16,36101;14,57273;1;0;0
-16,36107;14,57279;0;0;0
-16,36104;14,57297;0;0;0
-16,36172;14,57234;0;1;0
-16,36249;14,57226;0;0;1
-16,36246;14,57194;1;0;0
-16,36209;14,57189;1;0;0
-16,36063;14,5731;0;0;0
-16,36064;14,57305;0;0;0
-16,36069;14,57343;0;0;0
-16,36046;14,57357;0;0;0
-16,36033;14,57361;0;0;0
-16,36026;14,57354;0;0;0
-16,36016;14,57362;0;0;0
-16,36008;14,57352;0;0;0
-16,36001;14,57338;0;0;0
-16,35996;14,57347;0;1;0
-16,35947;14,57361;0;1;0
-16,35884;14,57352;0;1;0
-16,35892;14,57355;0;0;1
-16,36917;14,58324;0;0;1
-16,3689;14,58334;0;0;0
-16,36878;14,58314;1;0;0
-16,36908;14,58331;0;0;0
-16,369;14,58293;0;0;1
-16,36827;14,58334;1;0;0
-16,36314;14,57441;0;0;1
-16,36918;14,58372;0;0;0
-16,36903;14,58363;1;0;0
-16,36854;14,58337;1;0;0
-16,36866;14,58355;1;0;0
-16,36837;14,58353;1;0;0
-16,36935;14,58393;1;0;0
-16,36893;14,58423;1;0;0
-16,36866;14,58416;1;0;0
-16,36875;14,58462;1;0;0
-16,3689;14,58477;0;0;1
-16,36896;14,58475;1;0;0
-16,36927;14,58469;0;0;0
-16,36948;14,5845;1;0;0
-16,36983;14,58456;1;0;0
-16,36989;14,58471;1;0;0
-16,37023;14,58439;1;0;0
-16,37047;14,58373;1;0;0
-16,36992;14,58387;1;0;0
-16,36995;14,58369;1;0;0
-16,36957;14,58338;1;0;0
-16,37003;14,58367;1;0;0
-16,48828;14,5718;1;0;0
-16,48827;14,5719;0;0;0
-16,48842;14,57205;0;0;0
-16,48855;14,57206;0;0;0
-16,48858;14,57203;0;0;0
-16,48862;14,57202;0;0;0
-16,4887;14,57196;0;0;0
-16,48876;14,57193;0;0;0
-16,48882;14,57187;0;0;0
-16,48877;14,57169;1;0;0
-16,48907;14,57184;1;0;0
-16,48978;14,57167;1;0;0
-16,4895;14,57207;1;0;0
-16,48923;14,57215;0;0;0
-16,48962;14,57242;0;0;0
-16,49006;14,5727;0;0;0
-16,48982;14,57286;1;0;0
-16,48966;14,57298;0;0;0
-16,48893;14,57265;0;0;0
-16,48927;14,57305;0;0;0
-16,48878;14,573;0;0;0
-16,48872;14,57287;0;0;0
-16,48877;14,57294;0;1;0
-16,48894;14,57322;0;0;0
-16,4882;14,57288;0;0;0
-16,48804;14,57292;0;0;0
-16,48826;14,57137;0;0;0
-16,48808;14,57135;1;0;0
-16,48837;14,57148;0;0;0
-16,48899;14,57049;0;0;0
-16,48772;14,57057;0;0;0
-16,48762;14,57096;1;0;0
-16,4877;14,5712;1;0;0
-16,48777;14,57133;1;0;0
-16,48782;14,57106;1;0;0
-16,48785;14,57112;1;0;0
-16,4879;14,57123;1;0;0
-16,48788;14,57132;1;0;0
-16,48814;14,57136;0;0;0
-16,48901;14,57121;1;0;0
-16,48869;14,57126;0;0;0
-16,48873;14,57126;0;0;0
-16,48877;14,57125;0;0;0
-16,48882;14,57125;0;0;0
-16,48852;14,57125;1;0;0
-16,48844;14,57123;0;0;0
-16,48809;14,57089;1;0;0
-16,48834;14,57088;1;0;0
-16,48815;14,57251;0;0;0
-16,4883;14,5727;0;0;0
-16,48825;14,57293;0;0;0
-16,48778;14,5728;0;1;0
-16,48744;14,57287;0;0;0
-16,48735;14,57261;1;0;0
-16,48743;14,5724;1;0;0
-16,48714;14,57193;0;0;0
-16,48694;14,57156;0;0;1
-16,48645;14,57234;1;0;0
-16,4868;14,5722;1;0;0
-16,43074;14,57212;0;1;0
-16,43069;14,57213;0;1;0
-16,43065;14,57213;1;0;0
-16,43072;14,57217;0;1;0
-16,43074;14,57222;0;1;0
-16,43098;14,57254;0;0;0
-16,431;14,57261;0;1;0
-16,43062;14,57291;1;0;0
-16,4307;14,573;0;1;0
-16,43089;14,57276;0;0;0
-16,43095;14,57277;0;1;0
-16,43089;14,57281;0;0;1
-16,43088;14,573;0;1;0
-16,43089;14,5731;0;0;0
-16,43059;14,57322;0;1;0
-16,43046;14,57321;0;1;0
-16,43066;14,57332;0;1;0
-16,43058;14,5734;0;1;0
-16,43019;14,57349;0;0;0
-16,42973;14,57343;0;0;1
-16,42985;14,57307;0;0;0
-16,43005;14,57286;0;1;0
-16,4314;14,5733;0;0;0
-16,43137;14,57323;0;0;0
-16,43129;14,57321;0;0;0
-16,43138;14,57317;0;1;0
-16,43146;14,57318;0;1;0
-16,43139;14,57313;0;1;0
-16,4313;14,57296;0;1;0
-16,43133;14,57301;0;1;0
-16,43125;14,57294;0;1;0
-16,43112;14,57301;0;0;0
-16,43117;14,57305;0;0;0
-16,4312;14,57298;0;0;0
-16,43102;14,57343;0;1;0
-16,43097;14,57338;0;1;0
-16,43107;14,57329;0;0;0
-16,43117;14,57327;0;0;0
-16,43117;14,57316;0;0;0
-16,4312;14,57316;0;0;0
-16,43118;14,57315;0;0;0
-16,43082;14,57349;0;1;0
-16,43081;14,57378;0;1;0
-16,43109;14,57366;0;0;1
-16,43092;14,5736;0;1;0
-16,43092;14,57357;0;1;0
-16,43094;14,57354;0;1;0
-16,43101;14,57358;0;0;0
-16,43108;14,57357;0;0;0
-16,4311;14,57352;0;0;0
-16,43135;14,57349;0;1;0
-16,43139;14,57361;0;0;0
-16,43091;14,57261;0;0;0
-16,43032;14,57286;0;0;0
-16,43032;14,57266;0;0;0
-16,43026;14,57252;0;0;0
-16,43024;14,57248;0;0;0
-16,43018;14,57232;0;0;0
-16,43026;14,57236;0;0;0
-16,43008;14,5723;0;1;0
-16,43007;14,57223;0;0;0
-16,42952;14,57215;0;0;0
-16,42959;14,5719;0;0;0
-16,43;14,57183;0;0;0
-16,43014;14,57188;0;1;0
-16,43014;14,57212;0;0;0
-16,43026;14,57211;0;0;0
-16,43034;14,57208;0;1;0
-16,43052;14,57199;0;1;0
-16,4307;14,5722;1;0;0
-16,43016;14,5721;0;1;0
-16,5033;14,57593;0;1;0
-16,50321;14,57578;1;0;0
-16,50353;14,57572;1;0;0
-16,50349;14,57565;0;0;0
-16,50349;14,57604;1;0;0
-16,50353;14,57616;1;0;0
-16,504;14,57503;1;0;0
-16,50408;14,57513;0;0;0
-16,50412;14,57486;1;0;0
-16,50447;14,57491;1;0;0
-16,50388;14,5748;0;0;0
-16,50371;14,57475;0;0;0
-16,50373;14,57461;0;1;0
-16,50344;14,57454;1;0;0
-16,50341;14,57461;1;0;0
-16,50444;14,5747;1;0;0
-16,50478;14,57463;0;0;1
-16,50471;14,5748;0;0;0
-16,50478;14,57514;1;0;0
-16,50466;14,57531;0;0;0
-16,50391;14,5754;1;0;0
-16,50392;14,57561;1;0;0
-16,50396;14,57587;0;1;0
-16,50328;14,57626;1;0;0
-16,50342;14,57504;0;0;0
-16,50353;14,57494;1;0;0
-16,50231;14,57512;1;0;0
-16,5022;14,57554;0;0;0
-16,50257;14,57559;1;0;0
-16,50281;14,57563;0;0;0
-16,50294;14,57524;0;0;0
-16,50293;14,57482;0;0;0
-16,5028;14,57577;0;0;0
-16,50303;14,57548;0;0;0
-16,50302;14,57555;0;0;0
-16,503;14,57534;0;0;1
-16,50331;14,57534;1;0;0
-16,50312;14,57559;1;0;0
-16,50274;14,57632;0;0;1
-16,50265;14,57661;1;0;0
-16,5027;14,57648;0;0;0
-16,50282;14,57648;0;0;0
-16,50224;14,57648;1;0;0
-16,50215;14,57633;0;0;0
-16,50294;14,57625;0;0;0
-16,50409;14,57641;0;0;1
-16,50402;14,57668;1;0;0
-16,50446;14,57707;1;0;0
-16,50458;14,57729;0;0;1
-16,50404;14,57739;0;0;1
-16,50401;14,5775;0;0;0
-16,50404;14,57768;1;0;0
-16,50402;14,57793;0;0;0
-16,5043;14,57817;1;0;0
-16,50459;14,57687;1;0;0
-16,50414;14,57722;1;0;0
-16,50382;14,57704;1;0;0
-16,50358;14,57688;1;0;0
-16,50454;14,57796;1;0;0
-16,50444;14,57806;1;0;0
-16,50405;14,57821;1;0;0
-16,50391;14,57834;1;0;0
-16,50361;14,57834;1;0;0
-16,50431;14,57765;1;0;0
-16,4173;14,5729;0;0;0
-16,41713;14,5729;0;1;0
-16,41718;14,573;1;0;0
-16,41711;14,57282;1;0;0
-16,41761;14,57268;0;1;0
-16,41779;14,57278;0;0;0
-16,41654;14,57251;1;0;0
-16,41729;14,57209;1;0;0
-16,41724;14,5722;1;0;0
-16,41711;14,57245;0;1;0
-16,41698;14,57251;0;0;0
-16,41683;14,57268;1;0;0
-16,41691;14,57289;1;0;0
-16,41639;14,57324;1;0;0
-16,4162;14,57337;1;0;0
-16,41658;14,57347;0;0;0
-16,41598;14,57365;0;0;0
-16,41592;14,57345;1;0;0
-16,41555;14,5735;0;1;0
-16,45716;14,57283;0;1;0
-16,457;14,57299;0;1;0
-16,45735;14,57285;0;1;0
-16,45729;14,57297;0;1;0
-16,45729;14,57303;0;1;0
-16,45694;14,57307;0;1;0
-16,45681;14,57303;0;1;0
-16,45717;14,57273;0;1;0
-16,45727;14,57266;0;1;0
-16,45735;14,57271;0;1;0
-16,45738;14,57309;0;1;0
-16,45748;14,57308;0;1;0
-16,45741;14,57304;0;1;0
-16,45786;14,57334;0;1;0
-16,45784;14,57319;0;1;0
-16,45772;14,573;0;1;0
-16,45787;14,5729;0;1;0
-16,45786;14,57276;0;1;0
-16,45794;14,5727;0;1;0
-16,45819;14,57266;0;1;0
-16,45767;14,57276;0;1;0
-16,45772;14,57268;0;1;0
-16,45756;14,57274;0;1;0
-16,4572;14,57259;0;1;0
-16,45675;14,57349;0;1;0
-16,45647;14,57333;0;1;0
-16,45637;14,57364;0;1;0
-16,45646;14,57386;0;1;0
-16,45636;14,57389;0;1;0
-16,45631;14,57399;0;1;0
-16,45619;14,57395;0;1;0
-16,45596;14,57397;0;1;0
-16,45635;14,57411;0;1;0
-16,45668;14,57405;1;0;0
-16,45677;14,57405;1;0;0
-16,45663;14,57345;0;1;0
-16,4564;14,57325;0;1;0
-16,45644;14,57359;0;1;0
-16,45645;14,57366;0;1;0
-16,45645;14,57374;0;1;0
-16,45657;14,57298;0;1;0
-16,45667;14,57296;0;1;0
-16,4567;14,57308;0;1;0
-16,45704;14,57318;0;1;0
-16,45689;14,57351;0;1;0
-16,36354;14,56946;0;0;0
-16,36346;14,56962;0;0;0
-16,3636;14,56971;0;0;0
-16,36369;14,56981;0;0;0
-16,36381;14,56981;0;0;0
-16,36388;14,57001;0;0;0
-16,36387;14,56963;1;0;0
-16,36394;14,5696;0;0;0
-16,36386;14,56936;1;0;0
-16,36381;14,56933;0;0;0
-16,36171;14,57333;0;1;0
-16,36164;14,57364;0;0;0
-16,36243;14,57424;1;0;0
-16,36221;14,57338;0;0;0
-16,36211;14,57341;0;0;0
-16,36245;14,57364;0;0;1
-16,36272;14,57472;0;0;1
-16,36266;14,56914;0;1;0
-16,36223;14,57001;1;0;0
-16,36218;14,56939;0;0;0
-16,36297;14,56987;0;0;0
-16,36294;14,57057;0;1;0
-16,36309;14,56997;1;0;0
-16,36311;14,56967;0;0;1
-16,36286;14,56858;0;0;0
-16,36281;14,56878;0;0;1
-16,36333;14,569;0;0;0
-16,36338;14,56899;0;0;0
-16,36186;14,57294;0;0;1
-16,36339;14,56917;0;0;0
-16,36331;14,56878;0;0;1
-16,4292;14,57191;0;0;0
-16,49013;14,57193;1;0;0
-16,4903;14,57187;0;0;0
-16,49033;14,57209;0;0;0
-16,49031;14,57247;0;0;0
-16,4903;14,57258;0;0;0
-16,48978;14,57017;0;0;0
-16,49009;14,57041;1;0;0
-16,4899;14,57048;0;0;0
-16,48979;14,57063;0;0;0
-16,48947;14,5705;0;0;0
-16,48912;14,57034;1;0;0
-16,52795;14,5814;0;0;0
-16,52807;14,5815;0;0;0
-16,52816;14,58152;1;0;0
-16,5282;14,58154;0;0;0
-16,528;14,58133;1;0;0
-16,52819;14,58141;0;0;0
-16,52817;14,5812;1;0;0
-16,52832;14,58115;0;0;0
-16,52841;14,58106;0;0;0
-16,52854;14,58105;0;0;0
-16,52831;14,581;0;0;0
-16,52803;14,58111;1;0;0
-16,52794;14,58094;1;0;0
-16,52799;14,58119;0;0;0
-16,52759;14,58105;0;0;0
-16,52763;14,58113;0;0;0
-16,52749;14,58118;0;0;0
-16,52743;14,58122;0;0;0
-16,52721;14,58089;0;0;0
-16,52717;14,58083;0;1;0
-16,52732;14,58078;0;1;0
-16,52736;14,58076;0;1;0
-16,52761;14,58076;0;1;0
-16,52772;14,58079;0;0;0
-16,52773;14,58125;0;0;0
-16,52779;14,58137;0;0;0
-16,528;14,5817;0;0;0
-16,52812;14,58188;0;0;0
-16,52841;14,58167;0;0;0
-16,52806;14,58205;1;0;0
-16,52785;14,58208;0;0;0
-16,52793;14,58221;0;0;0
-16,52809;14,58173;0;0;0
-16,52799;14,5819;0;0;0
-16,52657;14,58133;0;1;0
-16,52649;14,58139;0;0;0
-16,52633;14,58146;0;0;0
-16,52649;14,58163;0;0;0
-16,52652;14,58161;0;0;0
-16,52657;14,5816;0;0;0
-16,52679;14,5818;0;0;0
-16,52702;14,58197;0;0;0
-16,52751;14,5823;0;0;1
-16,52732;14,58181;0;0;0
-16,52748;14,5818;0;0;0
-16,52754;14,5817;0;0;0
-16,52749;14,58152;0;1;0
-16,52751;14,58155;0;0;0
-16,52755;14,58158;0;0;0
-16,52763;14,58153;0;1;0
-16,52765;14,5815;0;0;0
-16,52761;14,58143;0;0;0
-16,52726;14,5814;0;0;0
-16,52662;14,58222;0;0;0
-16,52649;14,58208;0;0;0
-16,52528;14,58243;0;0;1
-16,52591;14,58285;0;0;0
-16,52574;14,58294;0;0;0
-16,52582;14,58292;0;0;1
-16,52564;14,5828;0;0;1
-16,52581;14,58309;0;0;1
-16,52571;14,58321;0;0;1
-16,52544;14,58307;0;0;1
-16,41522;14,57381;0;0;1
-16,41516;14,57394;1;0;0
-16,41507;14,5742;0;0;0
-16,41467;14,57402;0;0;1
-16,41478;14,57394;1;0;0
-16,41485;14,57374;1;0;0
-16,41503;14,5734;0;0;1
-16,41571;14,57286;0;0;0
-16,41574;14,5728;0;0;0
-16,51238;14,56997;0;0;1
-16,51246;14,57012;0;1;0
-16,5125;14,57017;0;1;0
-16,51269;14,57003;0;1;0
-16,51263;14,57021;0;0;0
-16,51281;14,57026;1;0;0
-16,51301;14,57043;1;0;0
-16,51326;14,57055;1;0;0
-16,51299;14,57071;1;0;0
-16,51312;14,57089;0;0;1
-16,51331;14,57094;1;0;0
-16,51363;14,57078;0;0;0
-16,51378;14,5706;0;0;0
-16,51313;14,57134;1;0;0
-16,51293;14,57153;0;0;1
-16,51274;14,57142;0;1;0
-16,51267;14,5714;0;1;0
-16,51273;14,57133;0;0;0
-16,5127;14,57128;0;1;0
-16,51238;14,57115;1;0;0
-16,51252;14,57169;1;0;0
-16,51257;14,57187;1;0;0
-16,51243;14,57077;1;0;0
-16,51239;14,57054;0;0;0
-16,51218;14,57057;0;1;0
-16,51262;14,57048;1;0;0
-16,51155;14,57051;0;0;0
-16,51181;14,57071;1;0;0
-16,51196;14,57042;1;0;0
-16,51189;14,57052;0;1;0
-16,51199;14,57062;0;1;0
-16,51146;14,56942;1;0;0
-16,5117;14,5698;1;0;0
-16,51175;14,56995;1;0;0
-16,51136;14,57014;1;0;0
-16,51136;14,57022;1;0;0
-16,51154;14,5701;1;0;0
-16,51184;14,5701;1;0;0
-16,51217;14,56972;0;0;0
-16,51197;14,56967;1;0;0
-16,51209;14,56985;0;0;0
-16,51227;14,56967;0;0;0
-16,51226;14,56976;0;0;0
-16,51235;14,56905;0;0;0
-16,51186;14,56919;0;0;0
-16,51208;14,56952;1;0;0
-16,51263;14,56956;1;0;0
-16,51269;14,56959;0;0;0
-16,51307;14,56998;0;0;0
-16,51334;14,56999;1;0;0
-16,51394;14,57059;1;0;0
-16,51417;14,57054;0;0;1
-16,51452;14,57127;0;0;0
-16,51446;14,57053;1;0;0
